seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
9,1,0,1.5834,0,0,2652,1.607242,2.291752,3,0.0,1.95,1.554222,1.204818,3,0.0,1.97,1.59182,1.840597,3,0.2,2.03
9,2,0,1.5824,1,1,727,1.597416,1.160178,3,0.0,1.91,1.6072,1.165073,3,0.3333,1.88,1.587254,1.73686,3,0.0,1.85
9,3,0,1.5797,0,1,132,1.556132,1.450256,3,0.0,1.92,1.55486,0.339483,3,0.0,1.86,1.577825,0.82831,3,0.0,1.82
9,4,0,1.5656,0,1,45,1.571597,1.608825,3,0.0,1.92,1.555048,1.317445,3,0.0,1.91,1.598256,2.364684,3,0.0,1.88
9,5,0,1.5601,4,0,28,1.513723,1.822628,3,0.0,1.89,1.596522,2.088562,3,0.0,1.86,1.564068,1.334199,4,0.0,1.89
9,6,0,1.5842,4,0,44,1.629203,2.232206,3,0.0,1.95,1.479551,0.679469,3,0.0,1.89,1.556365,2.146102,3,0.0,1.94
9,7,0,1.4943,4,0,32,1.587977,0.300845,3,0.0,1.87,1.594152,0.383715,3,0.0,1.86,1.538705,1.382674,3,0.0,1.92
9,8,0,1.4682,3,1,32,1.570652,2.088432,4,0.0,1.87,1.538806,2.997273,3,0.0,1.84,1.590782,2.038854,3,0.0,1.87
9,9,1,1.547,1,1,38,1.541921,1.608457,3,0.0,1.83,1.566899,0.978175,3,0.0,1.79,1.635891,0.304078,3,0.0,1.8
9,10,0,1.569,4,0,33,1.604044,1.429073,3,0.0,1.91,1.578503,2.002911,4,0.0,1.87,1.572149,1.636115,3,0.0,1.88
9,11,0,1.5,3,1,20,1.573723,0.935326,3,0.0,1.89,1.587897,2.509767,3,0.0,1.88,1.573064,2.350718,3,0.0,1.86
9,12,0,1.5774,3,1,24,1.622462,2.299308,3,0.0,1.86,1.556864,1.943996,3,0.0,1.89,1.617586,0,2,1.0,1.96
9,13,0,1.5664,4,0,27,1.577178,1.426212,4,0.0,1.87,1.571597,0,2,1.0,1.92,1.601361,1.077192,3,0.0,1.88
9,14,0,1.5751,4,0,42,1.549969,1.152358,4,0.0,1.91,1.535023,3.129653,3,0.0,1.89,1.55707,1.844062,3,0.0,1.84
9,15,0,1.5778,4,0,42,1.503855,1.286141,5,0.0,1.78,1.586599,2.335573,3,0.0,1.87,1.629057,1.416023,4,0.0,1.94
9,16,0,1.5801,3,1,30,1.58154,2.8255,3,0.0,1.84,1.56466,1.666517,4,0.0,1.88,1.616314,2.742093,3,0.0,1.8
9,17,0,1.5683,4,0,38,1.552491,0,2,1.0,1.86,1.571091,0.289151,4,0.0,1.84,1.586401,1.758803,4,0.0,1.93
9,18,0,1.5571,3,1,37,1.562988,0,2,1.0,1.89,1.533425,0,2,1.0,1.82,1.514111,1.075044,4,0.0,1.82
9,19,0,1.5766,1,1,35,1.579106,0,2,1.0,1.85,1.575841,1.949918,4,0.0,1.86,1.570724,0.663155,3,0.0,1.9
9,20,0,1.5452,4,0,42,1.552923,1.983785,3,0.0,1.9,1.585548,1.054994,4,0.0,1.91,1.584347,0.955077,3,0.0,1.98
9,21,0,1.5052,4,0,32,1.574429,0.663412,3,0.0,1.96,1.533901,0,2,1.0,1.94,1.513916,2.191855,5,0.0,1.92
9,22,0,1.5147,4,0,29,1.607814,0.620447,3,0.0,1.89,1.514907,1.745129,3,0.0,1.87,1.59705,2.072358,3,0.0,1.91
9,23,0,1.5632,4,0,29,1.572295,1.501647,3,0.0,1.86,1.52729,1.506271,3,0.0,1.85,1.535617,1.238922,3,0.0,1.86
9,24,0,1.519,1,1,21,1.561552,0,2,1.0,1.84,1.578568,1.817461,3,0.0,1.84,1.57468,2.597153,3,0.0,1.88
9,25,0,1.5682,3,1,42,1.621255,1.343726,4,0.0,1.84,1.575537,0.576006,3,0.0,1.87,1.620374,0,2,1.0,1.94
