seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
5,1,2,1.5836,0,0,2735,1.587636,1.710391,4,0.0,2.02,1.519895,1.51994,3,0.0,2.0,1.513952,1.880096,4,0.0,2.01
5,2,0,1.5839,0,1,808,1.540341,0.655683,3,0.0,1.85,1.541354,1.021454,3,0.0,1.85,1.642399,1.054778,4,0.0,1.9
5,3,0,1.5777,1,1,122,1.609638,1.015549,3,0.0,1.87,1.623098,1.102408,3,0.0,1.87,1.553775,1.54918,3,0.0,1.84
5,4,0,1.5783,0,1,51,1.564608,1.890807,3,0.0,1.86,1.617403,1.184038,3,0.0,1.88,1.541488,2.144324,3,0.0,1.85
5,5,0,1.5534,3,1,37,1.488688,1.615271,4,0.0,1.94,1.58465,1.482663,4,0.0,1.89,1.583735,2.302074,3,0.0,1.86
5,6,0,1.565,4,0,54,1.544948,1.093876,5,0.1818,1.95,1.504698,1.657308,3,0.0,1.89,1.639447,1.254775,3,0.3333,1.88
5,7,0,1.5784,4,1,53,1.533671,2.034814,3,0.0,1.92,1.571887,1.636342,3,0.0,1.85,1.562669,1.386728,3,0.5,1.83
5,8,0,1.5696,4,1,71,1.542125,1.501588,5,0.0,1.86,1.540269,2.167246,3,0.0,1.87,1.531579,1.513467,3,0.0,1.87
5,9,0,1.5669,3,1,47,1.606821,1.360382,4,0.0,1.85,1.564366,2.121362,3,0.0,1.84,1.593586,1.476497,3,0.0,1.9
5,10,0,1.4896,4,1,38,1.564416,0,2,1.0,1.9,1.578512,2.510294,3,0.0,1.88,1.591348,2.547823,3,0.0,1.93
5,11,0,1.5292,3,1,31,1.503216,2.832374,3,0.0,1.88,1.578007,1.946648,3,0.0,1.92,1.581176,2.791976,3,0.0,1.94
5,12,0,1.5589,4,1,20,1.588934,1.562271,3,0.0,1.88,1.561974,1.189509,4,0.0,1.86,1.572905,1.314094,3,0.0,1.89
5,13,0,1.5137,3,1,35,1.555833,1.782659,3,0.0,1.9,1.570108,1.313258,3,0.0,1.85,1.548102,0.756427,3,0.0,1.92
5,14,0,1.5841,4,1,40,1.619761,0.885076,3,0.0,1.91,1.597534,1.216771,4,0.0,1.9,1.633969,1.998576,3,0.0,1.86
5,15,1,1.5833,4,0,59,1.57841,1.17024,4,0.0,1.89,1.545656,2.700533,3,0.0,1.84,1.633821,1.148792,3,0.0,1.85
5,16,1,1.5112,4,0,55,1.565954,0.01941,2,1.0,1.87,1.605438,1.088409,3,0.3333,1.96,1.588288,1.543162,4,0.0,1.87
5,17,0,1.5613,4,0,48,1.573587,1.589459,4,0.0,1.86,1.569603,1.566257,4,0.0,1.85,1.603279,1.209535,3,0.0,1.87
5,18,0,1.5711,3,1,52,1.565321,1.120561,3,0.0,1.89,1.519586,1.235097,5,0.2,1.81,1.62808,3.12365,3,0.0,1.89
5,19,0,1.5407,4,0,27,1.582695,1.439155,3,0.0,1.88,1.514198,1.600571,3,0.0,1.87,1.554855,1.172034,3,0.0,1.89
5,20,0,1.5729,3,1,40,1.565839,2.133459,3,0.0,1.94,1.594822,1.658015,4,0.0,1.83,1.564659,2.463276,3,0.0,1.89
5,21,0,1.5821,3,1,39,1.572482,2.158831,3,0.0,1.77,1.614267,1.161094,3,0.0,1.87,1.554316,2.202879,4,0.0,1.87
5,22,0,1.5736,1,1,49,1.522061,1.178529,3,0.0,1.88,1.568275,2.448779,3,0.0,1.79,1.574906,1.192289,3,0.0,1.85
5,23,0,1.566,3,1,54,1.573544,1.403875,4,0.0,1.87,1.556541,1.295742,3,0.0,1.88,1.598878,2.425864,3,0.0,1.95
5,24,0,1.5835,1,1,54,1.546733,2.488277,4,0.0,1.84,1.547478,0.909251,3,0.0,1.9,1.546467,1.547292,4,0.0,1.93
5,25,0,1.5622,1,1,36,1.58824,0.90672,3,0.0,1.87,1.556087,1.592428,3,0.0,1.94,1.569851,1.754035,4,0.1667,1.85
