seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
12,1,0,1.5845,0,0,2695,1.579656,0.776173,3,0.0,1.95,1.534785,1.771254,4,0.0,1.96,1.585541,1.398565,4,0.0,2.0
12,2,0,1.5824,3,0,1072,1.551799,1.28327,3,0.0,1.89,1.549983,1.321844,3,0.0,1.94,1.54982,1.654054,5,0.0,1.88
12,3,0,1.5431,0,1,198,1.595229,1.181505,3,0.0,1.87,1.580577,1.380374,3,0.0,1.88,1.591673,0,2,1.0,1.86
12,4,0,1.5574,1,1,57,1.586167,2.059939,3,0.0,1.87,1.625375,1.346078,3,0.0,1.85,1.54327,1.341951,3,0.0,1.86
12,5,0,1.5735,4,1,39,1.515752,0,2,1.0,1.87,1.53245,1.39088,3,0.0,1.91,1.520583,1.137228,3,0.3333,1.85
12,6,0,1.4803,4,1,41,1.543784,1.20023,3,0.0,1.87,1.493957,0.055337,3,0.0,1.9,1.560081,1.664447,3,0.0,1.89
12,7,0,1.5189,4,1,29,1.574331,1.356721,3,0.0,1.85,1.629005,0,2,1.0,1.89,1.576656,1.748717,3,0.0,1.9
12,8,0,1.5269,4,0,34,1.498606,0.942478,3,0.0,1.82,1.584735,0.466028,3,0.3333,1.9,1.579579,1.392321,3,0.0,1.91
12,9,0,1.427,3,1,25,1.627964,1.506333,3,0.25,1.88,1.578581,0,2,1.0,1.89,1.59441,1.459054,3,0.0,1.86
12,10,0,1.5371,1,1,43,1.53151,1.577943,3,0.0,1.82,1.566595,1.581971,4,0.0,1.84,1.527278,0.822593,3,0.0,1.9
12,11,0,1.5728,3,1,43,1.599022,1.286707,3,0.0,1.86,1.507416,1.25043,3,0.0,1.86,1.515923,1.760712,3,0.0,1.85
12,12,0,1.5432,3,1,46,1.557336,0.902893,3,0.0,1.89,1.627826,1.264264,3,0.0,1.86,1.629218,1.061057,3,0.0,1.9
12,13,0,1.5299,3,1,58,1.582807,2.361208,3,0.0,1.9,1.597995,1.77867,4,0.0,1.88,1.593568,1.691009,3,0.0,1.89
12,14,0,1.5821,3,1,39,1.57864,1.76834,3,0.0,1.9,1.558533,1.453997,4,0.0,1.89,1.572574,2.611854,3,0.0,1.92
12,15,0,1.5632,4,0,29,1.566425,1.244442,4,0.25,1.87,1.595096,1.536464,4,0.0,1.88,1.594915,2.490831,3,0.0,1.87
12,16,0,1.5166,4,0,25,1.572335,1.491777,3,0.0,1.83,1.616916,2.525483,3,0.0,1.85,1.598499,1.87561,3,0.0,1.84
12,17,0,1.5391,3,1,36,1.575475,2.106116,3,0.0,1.91,1.595547,1.321692,3,0.0,1.87,1.564751,1.478446,3,0.0,1.9
12,18,1,1.4722,4,0,40,1.631335,2.33601,3,0.0,1.87,1.551322,0.641703,3,0.0,1.85,1.626715,1.54512,3,0.0,1.88
12,19,0,1.5264,4,0,51,1.573147,1.2302,4,0.0,1.91,1.575003,0.689467,4,0.25,1.81,1.573185,2.019746,3,0.0,1.85
12,20,0,1.5825,1,1,49,1.544692,0.92346,3,0.0,1.89,1.515497,2.534161,3,0.0,1.86,1.558113,2.193298,3,0.0,1.87
12,21,0,1.5755,1,1,25,1.585584,0.532815,3,0.0,1.89,1.55446,1.777687,3,0.0,1.91,1.55124,0.712529,3,0.1667,1.87
12,22,1,1.5813,4,0,52,1.531243,1.532463,3,0.0,1.85,1.556796,1.562029,3,0.0,1.9,1.588737,0.969702,3,0.0,1.86
12,23,0,1.581,4,0,33,1.581649,1.358819,3,0.0,1.87,1.549221,1.68947,4,0.0,1.9,1.578754,2.825638,3,0.0,1.92
12,24,0,1.5309,3,1,37,1.560565,1.974223,4,0.0,1.85,1.565218,2.200057,5,0.0,1.81,1.593713,0.601997,3,0.0,1.9
12,25,0,1.4866,3,1,41,1.608187,1.653296,3,0.0,1.87,1.632035,2.066293,3,0.0,1.82,1.533141,0.94374,4,0.0,1.82
