seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
11,1,0,1.5842,0,0,2689,1.528992,0.981349,4,0.0,2.06,1.583605,1.59626,4,0.0,2.0,1.595952,1.389991,3,0.0,1.95
11,2,0,1.5849,0,0,1089,1.567026,2.230912,3,0.0,1.85,1.54447,1.16457,3,0.0,1.9,1.59924,2.166355,3,0.0,1.92
11,3,0,1.5819,1,1,244,1.53232,1.62559,3,0.2,1.9,1.560112,1.838784,3,0.0,1.84,1.610235,1.272046,3,0.0,1.87
11,4,0,1.5791,3,1,56,1.607033,1.62242,3,0.0,1.94,1.564663,0,2,1.0,1.83,1.581414,2.9923,3,0.0,1.86
11,5,0,1.5512,4,0,32,1.633448,1.822808,3,0.0,1.87,1.51466,1.49134,4,0.0,1.82,1.614514,1.891474,3,0.0,1.9
11,6,0,1.5615,4,0,43,1.541246,0.391857,3,0.0,1.88,1.590464,1.562817,3,0.0,1.88,1.583295,1.891655,3,0.0,1.83
11,7,0,1.5533,1,1,47,1.59214,1.410414,4,0.25,1.88,1.57438,1.417494,3,0.0,1.87,1.584169,1.670071,4,0.0,1.9
11,8,0,1.5172,2,1,55,1.594306,1.866437,3,0.0,1.83,1.607436,1.223434,4,0.0,1.9,1.552494,2.197851,3,0.0,1.88
11,9,0,1.5783,4,0,51,1.561613,1.243425,4,0.0,1.9,1.548109,1.869414,3,0.0,1.86,1.578379,1.526152,4,0.3333,1.84
11,10,0,1.5319,4,0,37,1.57205,2.28158,6,0.1,1.81,1.554464,2.375182,4,0.0,1.81,1.59408,2.073294,3,0.0,1.83
11,11,0,1.4777,3,1,46,1.539783,1.215961,3,0.0,1.92,1.557243,0.465647,4,0.0,1.92,1.555426,1.173688,5,0.0,1.85
11,12,0,1.5343,4,0,42,1.590385,1.654927,3,0.0,1.87,1.560911,1.693925,3,0.0,1.87,1.58655,1.579458,4,0.0,1.95
11,13,0,1.4619,4,0,25,1.57466,1.831054,3,0.0,1.88,1.608024,0.951875,3,0.0,1.94,1.544835,0.861287,3,0.0,1.9
11,14,0,1.5306,4,0,43,1.522066,1.881124,3,0.0,1.8,1.568747,0.054502,3,0.0,1.85,1.593497,1.513081,3,0.0,1.86
11,15,0,1.569,3,1,33,1.589056,1.207416,3,0.0,1.88,1.571612,1.84521,4,0.0,1.88,1.57166,2.665329,3,0.0,1.85
11,16,0,1.585,4,0,27,1.507463,1.938152,3,0.0,1.87,1.562726,0.454245,3,0.0,1.83,1.509022,2.237623,4,0.0,1.85
11,17,0,1.5828,4,0,26,1.549864,2.357196,4,0.0,1.86,1.59586,1.716973,3,0.0,1.87,1.523701,0.585494,3,0.0,1.9
11,18,0,1.531,4,0,23,1.553359,0.406201,3,0.0,1.88,1.587559,0.928863,3,0.0,1.85,1.578593,0,2,1.0,1.86
11,19,0,1.5452,4,0,21,1.588668,0.989605,3,0.0,1.83,1.551298,1.356832,3,0.0,1.86,1.590189,1.861548,3,0.0,1.82
11,20,0,1.5656,4,0,15,1.614446,1.389523,3,0.0,1.89,1.597197,1.806472,3,0.0,1.92,1.581305,1.417569,3,0.0,1.88
11,21,0,1.5219,4,0,25,1.592035,1.553207,3,0.0,1.84,1.540318,1.919578,3,0.0,1.87,1.610639,1.428512,3,0.0,1.88
11,22,0,1.5523,4,0,38,1.570321,1.085005,3,0.0,1.86,1.570622,2.791499,3,0.0,1.92,1.589571,0.387165,3,0.0,1.83
11,23,0,1.5787,4,0,40,1.58151,1.329996,4,0.0,1.85,1.551252,1.261057,3,0.0,1.84,1.582863,1.790425,4,0.0,1.88
11,24,0,1.5601,3,1,28,1.531228,1.257921,4,0.0,1.9,1.578013,1.300825,3,0.0,1.95,1.566091,0,2,1.0,1.85
11,25,0,1.558,3,1,33,1.570807,0.980871,3,0.0,1.87,1.548962,1.462635,4,0.0,1.87,1.580457,1.695875,4,0.0,1.85
