seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
14,1,0,1.5831,0,0,2715,1.574004,1.244962,3,0.0,1.97,1.624112,0.077901,3,0.0,2.02,1.571001,1.997714,3,0.0,1.91
14,2,0,1.5825,0,0,1470,1.51572,1.522982,5,0.0,1.84,1.571689,1.863803,3,0.0,1.86,1.587856,1.519161,4,0.0,1.88
14,3,0,1.5799,0,1,353,1.61545,1.734793,4,0.0,1.81,1.584536,1.031129,3,0.0,1.88,1.561668,2.24341,4,0.0,1.86
14,4,0,1.5532,3,1,80,1.629105,1.56289,3,0.0,1.91,1.598505,1.364258,4,0.0,1.92,1.580444,1.667396,4,0.0,1.88
14,5,0,1.5164,3,1,41,1.558214,0,2,1.0,1.88,1.575825,1.905742,3,0.0,1.86,1.557398,1.963301,3,0.0,1.83
14,6,0,1.5613,4,1,41,1.574435,2.00602,4,0.0,1.84,1.60693,2.06214,3,0.0,1.86,1.579472,0.52693,3,0.0,1.84
14,7,0,1.4615,3,1,32,1.563185,2.48153,4,0.0,1.91,1.563279,2.085864,4,0.0,1.89,1.556648,1.715683,3,0.0,1.84
14,8,0,1.5813,3,1,40,1.535096,1.751249,4,0.0,1.91,1.610266,1.162621,3,0.0,1.85,1.562248,0.092318,3,0.0,1.82
14,9,0,1.5566,4,1,31,1.551614,2.209382,4,0.0,1.94,1.594945,2.1578,4,0.0,1.89,1.587024,0.942639,3,0.0,1.87
14,10,0,1.5642,4,1,39,1.539275,1.472173,4,0.0,1.82,1.54317,0.74443,3,0.0,1.85,1.544326,0.802065,3,0.0,1.82
14,11,0,1.574,4,1,41,1.547778,2.036535,3,0.0,1.86,1.548667,1.686494,3,0.0,1.91,1.576388,1.549964,4,0.0,1.85
14,12,0,1.5546,4,1,36,1.575067,2.314305,3,0.0,1.91,1.518129,2.783256,3,0.0,1.85,1.560348,2.238594,3,0.0,1.89
14,13,1,1.4685,1,1,37,1.536243,2.247169,3,0.0,1.9,1.605089,2.109265,4,0.0,1.91,1.610103,2.898861,3,0.0,1.9
14,14,0,1.5371,1,1,43,1.620895,0.680197,5,0.1111,1.91,1.539583,1.643479,4,0.0,1.86,1.53214,0.085679,3,0.0,1.91
14,15,0,1.5426,4,0,36,1.576337,1.972874,4,0.0,1.89,1.594344,2.117667,4,0.0,1.87,1.553867,1.131328,4,0.0,1.88
14,16,0,1.5697,4,0,26,1.518639,1.503903,3,0.0,1.9,1.602747,0.491,3,0.0,1.84,1.580377,1.46652,4,0.0,1.87
14,17,0,1.5794,4,0,32,1.543677,0.158304,3,0.0,1.86,1.551918,1.935359,3,0.0,1.89,1.561934,1.516637,3,0.0,1.93
14,18,0,1.5766,4,0,47,1.60119,2.836919,3,0.0,1.91,1.483879,0.567588,4,0.0,1.89,1.563811,0.437827,3,0.0,1.84
14,19,0,1.5625,4,0,43,1.617592,1.506829,4,0.0,1.91,1.595362,1.377497,3,0.0,1.85,1.540862,0.888467,4,0.0,1.89
14,20,0,1.4886,4,0,41,1.548028,1.463776,4,0.0,1.88,1.57397,1.092634,4,0.0,1.88,1.567473,1.626138,3,0.0,1.9
14,21,0,1.5656,1,1,38,1.531886,2.195267,3,0.0,1.94,1.595301,1.420661,3,0.0,1.9,1.55606,1.749777,3,0.0,1.86
14,22,0,1.5433,4,0,41,1.562882,1.71827,3,0.0,1.98,1.560102,1.163856,4,0.0,1.87,1.601031,1.744573,4,0.0,1.98
14,23,0,1.5813,4,0,40,1.586873,1.318079,3,0.0,1.89,1.562682,1.56265,3,0.5,1.88,1.590106,1.539853,3,0.0,1.9
14,24,0,1.5709,4,0,37,1.577341,1.431909,4,0.0,1.85,1.53243,1.79892,3,0.0,1.81,1.583406,1.939342,3,0.0,1.88
14,25,0,1.5391,3,1,36,1.525335,1.86579,3,0.0,1.89,1.549,0.918734,3,0.0,1.9,1.581458,0.701984,3,0.0,1.84
