seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
11,1,1,1.5842,0,0,2690,1.60591,2.180927,3,0.0,2.03,1.58727,0.976115,5,0.0,1.95,1.584334,2.681331,3,0.0,1.99
11,2,0,1.5805,3,1,1102,1.575233,1.650839,3,0.0,1.9,1.53351,3.052448,3,0.0,1.92,1.587102,2.524259,3,0.0,1.89
11,3,0,1.5707,0,1,225,1.543664,1.963587,4,0.0,1.9,1.556007,2.124773,3,0.0,1.81,1.517624,1.89274,4,0.0,1.86
11,4,0,1.5826,4,1,75,1.572072,1.002457,3,0.0,1.99,1.542223,1.711997,3,0.0,1.82,1.549919,2.139498,3,0.0,1.88
11,5,0,1.5486,4,1,34,1.562924,1.327034,4,0.0,1.82,1.609306,1.058691,3,0.0,1.82,1.56855,1.474957,3,0.0,1.88
11,6,0,1.4559,4,1,27,1.619038,0,2,1.0,1.87,1.551141,1.591605,4,0.0,1.85,1.622075,1.962191,3,0.0,1.91
11,7,0,1.5222,3,1,34,1.586187,1.825715,3,0.0,1.88,1.572837,1.771137,3,0.0,1.9,1.529582,1.571033,4,0.0,1.87
11,8,0,1.5774,4,0,42,1.586443,1.402148,3,0.0,1.77,1.570512,1.477827,4,0.0,1.91,1.513109,1.190014,3,0.0,1.86
11,9,0,1.5715,3,1,36,1.566791,1.163092,5,0.0,1.95,1.540454,0.959913,4,0.0,1.97,1.567189,1.060309,4,0.0,1.85
11,10,0,1.5106,4,0,37,1.581229,0.897794,4,0.0,1.9,1.571204,1.809315,4,0.0,1.87,1.600456,1.407516,3,0.0,1.84
11,11,0,1.5305,4,0,36,1.593294,1.22284,4,0.0,1.86,1.59324,2.036662,3,0.0,1.87,1.52899,1.478477,3,0.0,1.84
11,12,0,1.5524,4,0,30,1.603342,2.369681,3,0.0,1.91,1.550242,0.994476,3,0.0,1.85,1.570399,1.19878,4,0.0,1.87
11,13,0,1.584,4,0,38,1.596929,2.509299,3,0.0,1.86,1.570922,1.881329,3,0.0,1.9,1.630011,1.280051,3,0.0,1.82
11,14,0,1.5644,3,1,44,1.530259,0.383026,3,0.0,1.9,1.597243,0.482379,3,0.0,1.87,1.578258,1.978727,3,0.0,1.83
11,15,0,1.585,4,0,27,1.588262,1.930866,3,0.0,1.89,1.552298,0.594901,3,0.0,1.87,1.555226,0.752102,3,0.0,1.85
11,16,0,1.5505,4,0,23,1.57733,2.600382,3,0.0,1.83,1.556687,1.126947,4,0.0,1.84,1.625325,0.393509,3,0.0,1.91
11,17,0,1.5129,4,0,20,1.576811,1.620758,4,0.0,1.88,1.585895,1.873945,4,0.0,1.89,1.597448,2.320029,3,0.0,1.84
11,18,0,1.4784,1,1,27,1.565735,0.560274,3,0.0,1.9,1.59431,0.849346,3,0.0,1.85,1.574135,2.014191,4,0.0,1.85
11,19,0,1.5002,4,0,37,1.558217,0.601432,3,0.3333,1.88,1.609504,1.33008,3,0.0,1.91,1.603087,1.800856,3,0.0,1.9
11,20,0,1.5787,4,0,40,1.599784,1.82426,4,0.0,1.91,1.528738,1.508309,3,0.0,1.93,1.574508,0,2,1.0,1.89
11,21,0,1.5574,4,0,38,1.559992,1.684407,4,0.25,1.85,1.540681,0,2,1.0,1.85,1.592603,2.265273,3,0.0,1.86
11,22,0,1.5486,4,0,34,1.567623,1.889162,6,0.0,1.89,1.551646,1.398957,4,0.0,1.83,1.602892,2.393775,3,0.0,1.86
11,23,0,1.5488,3,1,39,1.598315,2.647501,3,0.0,1.84,1.582927,0.237517,3,0.0,1.86,1.541696,0.727283,3,0.0,1.91
11,24,0,1.5409,4,0,31,1.60275,1.330413,3,0.0,1.87,1.546477,0.445957,3,0.0,1.84,1.610131,0,2,1.0,1.84
11,25,0,1.5727,4,0,29,1.541752,1.377183,6,0.0,1.94,1.573531,1.858739,3,0.0,1.91,1.567746,2.201399,4,0.0,1.88
