seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
16,1,1,1.584,0,0,2702,1.58589,1.171997,3,0.0,2.03,1.549646,1.175453,4,0.0,2.01,1.619446,1.949245,3,0.0,2.06
16,2,0,1.584,0,1,953,1.617245,1.513026,3,0.0,1.85,1.59402,1.810621,5,0.0,1.88,1.547627,1.421447,3,0.0,1.93
16,3,0,1.5526,1,1,190,1.574434,1.644237,4,0.0,1.89,1.558933,1.470693,3,0.0,1.86,1.607858,1.967383,4,0.0,1.84
16,4,0,1.5236,3,1,48,1.583237,1.887219,3,0.0,1.91,1.52067,0,2,1.0,1.91,1.530581,1.16152,3,0.0,1.89
16,5,0,1.581,4,1,33,1.566909,1.346517,3,0.0,1.87,1.572773,1.076579,3,0.0,1.9,1.581909,1.232297,4,0.0,1.92
16,6,0,1.5746,3,1,31,1.570165,1.801324,3,0.0,1.87,1.566192,1.222667,3,0.0,1.87,1.585968,2.001461,4,0.0,1.9
16,7,0,1.4232,3,1,29,1.537824,1.860841,3,0.0,1.91,1.539245,0.814457,3,0.0,1.86,1.590595,2.556726,3,0.0,1.9
16,8,0,1.5165,4,0,28,1.590179,1.469873,3,0.0,1.84,1.579123,1.700449,3,0.0,1.86,1.568604,1.459116,4,0.0,1.86
16,9,0,1.5609,1,1,38,1.577372,1.174377,3,0.0,1.85,1.591636,0.948075,4,0.0,1.84,1.563612,1.573975,3,0.0,1.87
16,10,0,1.4717,4,0,38,1.623986,2.278955,3,0.0,1.81,1.558501,0.951551,3,0.0,1.81,1.571116,1.569016,3,0.0,1.84
16,11,0,1.3378,4,0,23,1.581698,1.866627,3,0.0,1.93,1.595984,2.57525,3,0.0,1.88,1.548852,1.137603,4,0.0,1.94
16,12,0,1.5801,1,1,30,1.584659,0,2,1.0,1.85,1.591452,1.615669,3,0.0,1.92,1.584013,1.569502,3,0.0,1.86
16,13,0,1.5095,4,1,31,1.595791,0,2,1.0,1.93,1.577837,2.039552,4,0.0,1.87,1.571381,1.721079,3,0.0,1.93
16,14,0,1.5735,4,1,39,1.580854,1.622344,5,0.0,1.88,1.577435,0,2,1.0,1.85,1.596794,1.771854,3,0.0,1.86
16,15,0,1.5759,3,1,46,1.567212,1.867553,5,0.1667,1.92,1.55763,1.541972,4,0.0,1.89,1.56852,1.457224,6,0.125,1.88
16,16,0,1.5746,4,0,31,1.566842,0.309591,3,0.0,1.92,1.553877,2.284376,3,0.0,1.91,1.594402,1.774312,4,0.0,1.87
16,17,0,1.5164,4,0,32,1.571125,0.799589,3,0.25,1.84,1.584591,3.001693,3,0.0,1.88,1.516466,1.327476,4,0.0,1.87
16,18,0,1.5346,4,0,33,1.564784,0.897546,3,0.0,1.93,1.550257,0.684696,4,0.0,1.9,1.510494,1.111871,3,0.0,1.86
16,19,0,1.5803,4,0,35,1.542332,0.980139,3,0.2,1.89,1.583409,1.40083,4,0.0,1.89,1.556998,1.129139,4,0.0,1.85
16,20,0,1.5591,1,1,39,1.539565,3.096373,3,0.0,1.89,1.538899,1.983783,3,0.0,1.83,1.56766,1.917896,3,0.0,1.83
16,21,0,1.569,1,1,33,1.586855,1.680788,3,0.0,1.86,1.569643,1.263983,4,0.0,1.88,1.549371,1.861018,4,0.0,1.9
16,22,0,1.5664,4,0,27,1.615845,1.864354,3,0.0,1.88,1.534939,1.549047,3,0.0,1.83,1.547257,0,2,1.0,1.9
16,23,0,1.5407,4,0,27,1.581189,0.46804,3,0.6667,1.88,1.592602,1.888716,3,0.0,1.88,1.554596,1.761276,3,0.0,1.85
16,24,1,1.5727,4,0,29,1.579902,0,2,1.0,1.85,1.567781,1.007618,3,0.0,1.88,1.623857,1.4263,4,0.0,1.84
16,25,0,1.5621,4,0,35,1.574343,1.793777,3,0.0,1.88,1.572347,0.251435,3,0.0,1.82,1.581261,2.12964,4,0.0,1.82
