window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6070,19,5,0,1.9994,0,16.6,0,0,6.65,1.0,6070.0,596,1.0,374,560,186,2009,0.000956,0.0108,418.2456,0,0.0,0.0086,0.0012,3,0,0,0,0.041981,0.015625,64,0.6278,0.042,0.2652,94,186,94,2135,1359,1464,1.0,0.0,0,0,0,0.0,0,0.0,1.0,1
2,5000,4357,4,5,0,1.9995,0,15.8,423,3905,5.71,0.9687,4501.1,452,1.0,353,25,46,2102,0.001107,0.011,355.9055,1,1.0,0.0075,0.0015,3,0,0,0,0.034714,0.015625,64,0.5499,0.0767,0.2535,98,164,91,1420,1370,780,1.0,0.0,0,0,0,0.008526,0.005684,1.5,1.0,1
3,5000,3727,0,0,1,1.9995,0,15.4,235,3486,5.18,0.9782,3812.0,241,1.0,294,7,66,2034,0.001133,0.0095,235.7564,2,1.9,0.0069,0.0016,0,0,0,0,0.045995,0.015625,64,0.6603,0.1227,0.2522,90,121,83,1028,1373,606,1.0,0.0,0,0,0,0.029342,0.017513,1.6754,1.0,1
4,5000,3444,1,5,0,1.9995,0,15.2,64,3377,4.85,0.9855,3495.8,67,1.0,211,8,91,1850,0.001245,0.0145,87.8828,3,2.8,0.0091,0.0023,1,0,0,0,0.05692,0.015625,64,0.7255,0.1796,0.2563,78,70,63,885,1322,553,1.0,0.0,0,0,0,0.066964,0.037293,1.7956,1.0,1
5,5000,3246,2,4,0,1.9995,0,15.2,18,3226,4.68,0.9745,3332.9,20,1.0,184,2,29,1525,0.001574,0.0214,37.6648,4,3.8,0.0122,0.0035,0,0,0,0,0.044643,0.015625,60,0.65,0.2243,0.2642,78,53,53,824,1305,529,1.0,0.0,0,0,0,0.003571,0.026053,0.1371,1.0,1
6,5000,3263,1,4,0,1.9997,0,15.1,8,3252,4.59,0.9997,3264.1,11,1.0,167,1,18,1437,0.001692,0.028,21.5686,5,4.7,0.0157,0.004,0,0,0,0,0.052239,0.015625,59,0.7009,0.2728,0.2728,73,48,46,802,1279,541,1.0,0.0,0,0,0,0.001866,0.019142,0.0975,1.0,1
7,5000,3239,0,0,3,1.9977,2,15.1,4,3235,4.67,0.9946,3256.5,4,1.0,150,0,17,1343,0.001715,0.0239,8.2816,6,5.7,0.0142,0.004,0,0,0,0,0.067729,0.015625,57,0.7693,0.3405,0.2874,68,41,41,802,1253,572,1.0,0.0,0,0,0,0.0,0.014357,0.0,1.0,1
8,5000,3229,0,0,1,1.9999,1,15.0,4,3225,4.66,0.9936,3249.7,4,1.0,139,0,11,1288,0.001702,0.0197,9.1533,7,6.8,0.0153,0.0042,0,0,0,0,0.056893,0.015625,54,0.7254,0.3974,0.3018,64,36,39,815,1273,539,1.0,0.0,0,0,0,0.004376,0.012139,0.3605,1.0,1
9,5000,3117,0,0,1,1.9954,1,15.0,6,3111,4.59,0.9753,3196.0,6,1.0,130,6,15,1219,0.001721,0.03,15.873,8,7.6,0.0157,0.0048,0,0,0,0,0.08,0.015625,52,0.8047,0.4774,0.3159,61,33,36,816,1219,505,1.0,0.0,0,0,0,0.005,0.010711,0.4668,1.0,1
10,5000,3212,1,3,0,1.9907,1,15.0,3209,0,4.6,1.003,3206.5,7,1.0,120,6,16,1160,0.001782,0.0293,15.3453,9,8.3,0.0181,0.0049,0,0,0,0,0.053659,0.015625,54,0.7088,0.531,0.3213,56,32,32,787,1272,539,1.0,0.0,0,0,0,0.002439,0.009207,0.2649,1.0,1
11,5000,3176,1,5,0,1.9988,1,15.1,1,3165,4.62,0.9963,3187.8,11,1.0,113,2,9,1131,0.001738,0.0265,27.4725,10,9.2,0.0179,0.0054,1,0,0,0,0.084881,0.015625,53,0.8159,0.6159,0.3267,54,29,30,750,1303,554,1.0,0.0,0,0,0,0.005305,0.008557,0.62,1.0,1
12,5000,3183,0,0,1,1.9712,2,15.0,0,3173,4.49,0.9938,3202.9,10,1.0,105,0,8,1055,0.001904,0.0406,29.9401,11,10.4,0.0214,0.0062,0,0,0,0,0.078261,0.015625,52,0.8003,0.6942,0.3305,51,25,29,826,1248,521,1.0,0.0,0,0,0,0.002899,0.007686,0.3771,1.0,1
13,5000,3197,2,5,3,1.9602,1,15.0,3195,0,4.63,1.0075,3185.0,14,1.0,98,3,10,1039,0.001862,0.0305,36.8272,12,11.2,0.0203,0.0063,1,0,0,0,0.066482,0.015625,51,0.765,0.7607,0.3328,48,23,27,773,1318,503,1.0,0.0,0,0,0,0.00277,0.006984,0.3966,1.0,1
14,5000,3197,1,5,3,1.9674,1,15.0,3193,0,4.56,1.0021,3193.3,7,1.0,90,1,9,997,0.002021,0.0444,21.6049,13,12.0,0.0254,0.0079,1,0,0,0,0.088757,0.015625,49,0.824,0.8435,0.3393,45,20,25,782,1297,501,1.0,0.0,0,0,0,0.002959,0.006447,0.4589,1.0,1
15,5000,3194,1,5,3,1.9674,2,15.1,3,3186,4.58,0.9981,3200.0,8,1.0,83,1,8,939,0.002158,0.0335,24.7678,14,12.8,0.0233,0.0074,1,0,0,0,0.073171,0.015625,48,0.7865,0.9167,0.3446,43,16,24,825,1273,519,1.0,0.0,0,0,0,0.0,0.005641,0.0,1.0,1
16,5000,3144,1,3,1,1.8955,2,15.0,7,3137,4.57,0.9883,3181.1,7,1.0,81,3,5,911,0.002214,0.0458,23.3333,15,13.2,0.0258,0.0086,0,0,0,0,0.068627,0.015625,47,0.7723,0.9788,0.3463,42,17,22,781,1253,508,1.0,0.0,0,0,0,0.0,0.004978,0.0,1.0,1
17,5000,3229,0,0,3,1.885,2,15.1,3239,0,4.67,1.0148,3201.7,10,1.0,77,3,7,883,0.002281,0.038,32.6797,16,13.8,0.0253,0.0083,0,0,0,0,0.072785,0.015625,46,0.7853,1.0326,0.3504,38,18,21,805,1291,532,1.0,0.0,0,0,0,0.0,0.004425,0.0,1.0,1
18,5000,3234,1,3,3,1.8868,1,15.2,3244,0,4.64,1.0172,3202.1,13,1.0,71,1,7,843,0.002186,0.0342,45.9364,17,14.5,0.023,0.0071,0,0,0,0,0.078767,0.015625,43,0.8016,1.1113,0.3563,36,13,22,792,1274,604,1.0,0.0,0,0,0,0.0,0.003959,0.0,1.0,1
19,5000,3195,3,5,3,1.8939,1,15.0,3177,0,4.63,1.0028,3188.2,20,1.0,71,3,3,885,0.002323,0.0451,70.922,18,15.1,0.0263,0.0091,3,0,0,0,0.076389,0.015625,43,0.7955,1.1877,0.366,36,12,23,854,1252,512,1.0,0.0,0,0,0,0.006944,0.004257,1.6312,1.0,1
20,5000,3163,1,5,3,1.8903,2,15.1,8,3155,4.63,0.992,3188.6,8,1.0,70,1,2,875,0.002373,0.0485,30.0752,19,15.8,0.0236,0.0086,1,0,0,0,0.089552,0.015625,42,0.8255,1.2325,0.372,35,12,23,762,1311,482,1.0,0.0,0,0,0,0.0,0.003852,0.0,0.9,0
21,5000,3212,0,0,3,1.8672,2,15.1,3220,0,4.67,1.0115,3191.3,8,1.0,64,0,6,845,0.002143,0.0414,28.3688,20,17.0,0.0264,0.0097,0,0,0,0,0.106897,0.015625,41,0.8538,1.298,0.3821,33,9,22,820,1298,527,1.0,0.0,0,0,0,0.003448,0.003813,0.9042,0.9904,0
22,5000,3222,0,0,3,1.8769,1,15.1,3244,0,4.59,1.016,3200.7,8,1.0,62,0,2,817,0.002338,0.0573,29.304,21,17.9,0.0258,0.0107,0,0,0,0,0.096774,0.015625,40,0.8385,1.3518,0.3881,32,8,22,809,1278,525,1.0,0.0,0,0,0,0.0,0.00345,0.0,0.9,0
23,5000,3214,0,0,3,1.9656,1,15.1,3216,0,4.63,1.0069,3198.9,5,1.0,60,0,2,798,0.00196,0.0394,19.9203,22,19.1,0.0298,0.0098,0,1,0,0,0.086614,0.015625,40,0.8196,1.4305,0.3954,31,8,21,771,1341,495,1.0,0.0,0,0,0,0.0,0.003122,0.0,0.9,0
24,5000,3165,0,0,3,1.9943,1,15.1,0,3165,4.53,0.9889,3200.6,0,1.0,60,0,0,798,0.001821,0.0427,0.0,23,20.1,0.0259,0.0088,0,0,0,0,0.068376,0.015625,40,0.7715,1.469,0.4003,31,8,21,795,1265,504,1.0,0.0,0,0,0,0,0.002824,0.0,0.9,0
25,5000,3210,1,5,3,1.9904,1,15.0,3206,0,4.65,1.0077,3191.3,10,1.0,59,6,7,825,0.001999,0.0505,33.7079,24,20.3,0.0289,0.0112,1,0,0,0,0.083032,0.015625,43,0.8118,1.5123,0.4016,32,7,20,783,1289,520,1.0,0.0,0,0,0,0.018051,0.004274,4.2229,1.2,0
26,5000,3214,0,0,3,1.9054,1,15.1,3217,0,4.56,1.0054,3199.6,0,1.0,57,0,2,772,0.002657,0.0444,0.0,25,21.2,0.0316,0.0107,0,0,0,0,0.088889,0.015625,41,0.8242,1.579,0.4066,30,7,20,803,1284,518,1.0,0.0,0,0,0,0.0,0.003867,0.0,0.9,0
27,5000,3106,0,0,3,1.9766,1,15.1,0,3106,4.48,0.9776,3177.1,0,1.0,54,0,3,758,0.002146,0.0465,0.0,26,22.4,0.0279,0.0107,0,0,0,0,0.083721,0.015625,41,0.8134,1.6394,0.4097,29,6,19,804,1247,511,1.0,0.0,0,0,0,0.004651,0.003942,1.1799,1.018,0
28,4998,3160,2,5,1,1.9438,1,15.1,8,3152,4.56,0.9898,3192.4,8,1.0,52,2,4,753,0.00252,0.0478,34.9345,27,22.8,0.0269,0.0103,1,0,0,0,0.065217,0.015625,38,0.7604,1.7003,0.411,26,6,20,815,1280,478,1.0,0.0,0,0,0,0.0,0.003567,0.0,0.9,0
29,4998,3154,0,0,3,1.9893,1,15.0,0,3154,4.6,0.9898,3186.6,0,1.0,52,0,0,753,0.002256,0.0449,0.0,28,23.8,0.0276,0.01,0,0,0,0,0.082397,0.015625,38,0.8104,1.7527,0.4128,26,6,20,778,1298,476,1.0,0.0,0,0,0,0,0.003227,0.0,0.9,0
30,4997,3188,1,3,3,1.8834,1,15.1,3194,0,4.57,1.0058,3179.5,4,1.0,54,3,1,766,0.002008,0.0464,17.2414,29,23.4,0.0256,0.009,0,0,0,0,0.080169,0.015625,40,0.8051,1.8076,0.4137,26,6,22,766,1331,510,1.0,0.0,0,0,0,0.0,0.00292,0.0,0.9,0
31,4997,3175,0,0,3,1.9198,1,15.0,2,3173,4.57,0.9975,3183.0,2,1.0,52,2,4,774,0.001955,0.0439,0.0,30,24.1,0.028,0.0098,0,0,0,0,0.100877,0.015625,40,0.8451,1.8471,0.416,26,6,20,760,1324,520,1.0,0.0,0,0,0,0.017544,0.004312,4.0682,1.2,0
32,4996,3211,1,3,3,1.8959,1,15.1,3217,0,4.66,1.0105,3186.7,3,1.0,50,2,4,749,0.00261,0.0507,9.434,31,24.9,0.0282,0.0103,0,0,0,0,0.082949,0.015625,38,0.8116,1.9162,0.4194,25,6,19,826,1271,530,1.0,0.0,0,0,0,0.004608,0.004341,1.0617,1.0062,0
33,4996,3184,2,5,3,1.9448,1,15.1,3,3176,4.68,0.9983,3189.5,8,1.0,51,2,1,760,0.002458,0.0485,35.5556,32,24.7,0.0285,0.0117,1,0,0,0,0.0837,0.015625,39,0.8133,1.9735,0.4213,26,5,20,787,1290,526,1.0,0.0,0,0,0,0.0,0.003927,0.0,0.9,0
34,4995,3179,1,5,1,1.9384,2,15.1,3,3171,4.59,0.9998,3179.7,8,1.0,47,1,5,749,0.002197,0.0628,36.8664,33,25.6,0.0309,0.0132,1,0,0,0,0.09417,0.015625,35,0.8341,2.0183,0.424,24,4,19,787,1258,537,1.0,0.0,0,0,0,0.004484,0.00398,1.1266,1.0127,0
35,4994,3179,1,4,3,1.974,2,15.1,3172,0,4.53,1.0006,3177.2,7,1.0,48,1,0,758,0.00231,0.048,28.8066,34,26.1,0.0278,0.0103,0,0,0,0,0.072,0.015625,36,0.783,2.0703,0.4262,24,4,20,817,1269,535,1.0,0.0,0,0,0,0,0.003601,0.0,0.9,0
36,4994,3181,0,0,0,1.9434,2,15.1,3178,0,4.54,1.0007,3178.8,3,1.0,46,0,2,741,0.002307,0.0509,14.218,35,26.7,0.0296,0.0128,0,0,0,0,0.078704,0.015625,34,0.8015,2.1444,0.4291,24,2,20,811,1211,529,1.0,0.0,0,0,0,0.0,0.003258,0.0,0.9,0
37,4994,3212,3,4,3,1.938,1,15.1,3203,0,4.67,1.0083,3192.5,16,1.0,49,6,3,782,0.002191,0.04,65.5738,36,24.6,0.024,0.0093,0,0,0,0,0.08,0.015625,35,0.8047,2.1724,0.4287,23,3,23,792,1284,528,1.0,0.0,0,0,0,0.0,0.002948,0.0,0.9,0
38,4994,3194,2,3,2,1.9428,1,15.1,3178,0,4.58,1.0014,3189.4,16,1.0,51,7,5,799,0.001982,0.0463,59.2593,37,22.5,0.0247,0.0089,0,0,0,0,0.064057,0.015625,34,0.7561,2.2329,0.4282,21,5,25,770,1265,571,1.0,0.0,0,0,0,0.0,0.002667,0.0,0.9,0
39,4992,3144,1,4,1,1.8954,2,15.1,7,3132,4.57,0.9846,3193.1,12,1.0,47,1,5,780,0.002171,0.0366,45.1128,38,23.0,0.0252,0.0074,0,0,0,0,0.062271,0.015625,33,0.7491,2.2768,0.4276,19,4,24,781,1264,494,1.0,0.0,0,0,0,0.003663,0.002762,1.3262,1.0326,0
40,4986,3151,1,4,1,1.9256,2,15.1,4,3138,4.53,0.9884,3187.9,13,1.0,46,1,2,785,0.002613,0.0502,52.4194,39,24.4,0.0296,0.0108,0,0,0,0,0.100386,0.015625,33,0.8444,2.3232,0.4282,20,4,22,810,1276,497,1.0,0.0,0,0,0,0.011583,0.003602,3.2156,1.2,0
41,4983,3116,0,0,3,1.914,2,15.1,0,3116,4.47,0.9814,3175.1,0,1.0,43,0,3,746,0.002981,0.0566,0.0,40,26.0,0.0325,0.0139,0,0,0,0,0.103774,0.015625,30,0.8494,2.3892,0.4308,19,4,20,736,1276,522,1.0,0.0,0,0,0,0.004717,0.003708,1.272,1.0272,0
42,4980,3162,0,0,3,1.9322,1,15.0,0,3162,4.66,0.9963,3173.8,0,1.0,42,0,1,723,0.002539,0.0556,0.0,41,27.0,0.0314,0.0128,0,0,0,0,0.075758,0.015625,29,0.7937,2.4296,0.4328,19,4,19,791,1257,543,1.0,0.0,0,0,0,0.0,0.003355,0.0,0.9,0
