window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6063,18,5,0,1.998,0,16.7,0,0,6.67,1.0,6063.0,613,1.0,368,573,205,2080,0.000964,0.0082,405.8355,0,0.0,0.0077,0.0012,2,0,0,0,0.035879,0.015625,63,0.5645,0.0359,0.2877,92,178,98,2126,1388,1444,1.0,0.0,0,0,0,0.00205,0.00205,1.0,1.0,1
2,5000,4272,1,5,0,1.998,0,15.8,400,3824,5.67,0.9702,4405.3,448,1.0,346,23,45,2119,0.00109,0.008,358.4,1,1.0,0.0072,0.0013,1,0,0,0,0.035913,0.015625,63,0.5649,0.0697,0.2738,92,159,95,1418,1371,768,1.0,0.0,0,0,0,0.011146,0.008114,1.3737,1.0,1
3,5000,3660,1,4,0,1.998,0,15.4,206,3440,5.19,0.9783,3746.2,220,1.0,272,14,88,2073,0.001145,0.0127,214.6341,2,1.9,0.0106,0.0017,0,0,0,0,0.036537,0.015625,62,0.5724,0.1021,0.2716,90,107,75,1000,1326,633,1.0,0.0,0,0,0,0.045274,0.026694,1.696,1.0,1
4,5000,3366,0,0,1,1.9981,0,15.3,60,3299,4.8,0.9756,3452.2,67,1.0,194,9,87,1778,0.00132,0.0136,96.5418,3,2.8,0.0112,0.0024,0,0,0,0,0.045906,0.015625,62,0.6596,0.1405,0.2825,75,58,61,923,1294,550,1.0,0.0,0,0,0,0.064516,0.041823,1.5426,1.0,1
5,5000,3276,2,3,0,1.9981,0,15.2,15,3255,4.71,0.9878,3318.4,21,1.0,174,5,25,1472,0.001642,0.0184,40.856,4,3.7,0.0117,0.0032,0,0,0,0,0.047882,0.015625,61,0.6737,0.1795,0.2974,71,49,54,874,1271,516,1.0,0.0,0,0,0,0.007366,0.030337,0.2428,1.0,1
6,5000,3285,0,0,3,1.9985,0,15.2,4,3281,4.67,0.9987,3289.3,4,1.0,153,0,21,1358,0.00178,0.0174,9.1116,5,4.7,0.008,0.0036,0,0,0,0,0.04793,0.015625,59,0.674,0.2252,0.3044,57,45,51,824,1339,541,1.0,0.0,0,0,0,0.004357,0.022914,0.1902,1.0,1
7,5000,3197,1,4,0,1.9999,1,15.2,2,3195,4.58,0.9812,3258.3,2,1.0,140,3,16,1311,0.001746,0.0287,2.2831,6,5.7,0.0213,0.0044,0,0,0,0,0.046358,0.015625,59,0.6629,0.2674,0.3106,54,37,49,820,1260,515,1.0,0.0,0,0,0,0.006623,0.018841,0.3515,1.0,1
8,5000,3223,1,4,0,1.9984,1,15.1,3227,0,4.57,1.0052,3214.2,4,1.0,129,2,13,1221,0.001781,0.0326,11.1421,7,6.6,0.0172,0.0047,0,0,0,0,0.057065,0.015625,55,0.7262,0.3164,0.3166,51,35,43,778,1330,489,1.0,0.0,0,0,0,0.002717,0.015258,0.1781,1.0,1
9,5000,3202,0,0,3,1.9961,2,15.2,0,3202,4.53,0.9966,3213.0,0,1.0,120,0,9,1147,0.001869,0.0249,0.0,8,7.6,0.0157,0.0049,0,0,0,0,0.055249,0.015625,55,0.7172,0.3633,0.3275,48,33,39,785,1258,573,1.0,0.0,0,0,0,0.0,0.012207,0.0,1.0,1
10,5000,3185,0,0,3,1.9911,1,15.1,0,3185,4.55,0.9916,3212.0,0,1.0,109,0,11,1078,0.001843,0.0312,0.0,9,8.6,0.0198,0.0054,0,0,0,0,0.065625,0.015625,54,0.7619,0.4258,0.3402,44,30,35,777,1285,505,1.0,0.0,0,0,0,0.003125,0.010555,0.2961,1.0,1
11,5000,3265,2,5,1,1.9907,1,15.1,3281,0,4.68,1.0219,3220.4,10,1.0,106,7,10,1073,0.002013,0.0327,28.3286,10,9.2,0.0223,0.0055,2,0,0,0,0.070845,0.015625,52,0.7794,0.4967,0.3463,44,27,35,808,1308,501,1.0,0.0,0,0,0,0.0,0.008796,0.0,1.0,1
12,5000,3204,0,0,0,1.9717,1,15.0,0,3199,4.54,0.9993,3206.2,5,1.0,98,0,8,1012,0.002095,0.0471,15.1515,11,10.1,0.0247,0.0067,0,0,0,0,0.061765,0.015625,50,0.747,0.5496,0.3521,43,24,31,755,1333,534,1.0,0.0,0,0,0,0.0,0.007443,0.0,1.0,1
13,5000,3190,0,0,3,1.9479,1,15.1,0,3185,4.59,0.9927,3213.3,5,1.0,92,0,6,961,0.00202,0.0398,15.7233,12,11.1,0.0239,0.0069,0,0,0,0,0.091743,0.015625,50,0.8297,0.6413,0.3544,38,23,31,806,1249,525,1.0,0.0,0,0,0,0.0,0.00638,0.0,1.0,1
14,5000,3220,0,0,3,1.9433,1,15.1,3221,0,4.62,1.0027,3215.2,3,1.0,83,3,12,893,0.002085,0.0357,11.0701,13,11.8,0.02,0.0072,0,0,0,0,0.060714,0.015625,48,0.7426,0.6806,0.3628,35,20,28,804,1232,547,1.0,0.0,0,0,0,0.007143,0.006481,1.102,1.0,1
15,5000,3165,1,4,3,1.9048,1,15.1,0,3160,4.63,0.9911,3193.5,5,1.0,79,3,7,855,0.002267,0.0393,18.7266,14,12.5,0.0279,0.0081,0,0,0,0,0.089286,0.015625,46,0.825,0.7699,0.3704,32,20,27,846,1173,540,1.0,0.0,0,0,0,0.0,0.005671,0.0,1.0,1
16,5000,3220,1,4,3,1.9257,1,15.1,3221,0,4.56,1.0086,3202.5,9,1.0,75,1,5,849,0.002359,0.0536,33.3333,15,13.6,0.03,0.0091,0,0,0,0,0.096429,0.015625,45,0.838,0.8663,0.3733,32,16,27,822,1257,552,1.0,0.0,0,0,0,0.0,0.005004,0.0,1.0,1
17,5000,3136,0,0,3,1.9373,2,15.1,5,3126,4.53,0.986,3180.6,10,1.0,70,1,6,816,0.002335,0.0518,37.3444,16,14.5,0.0287,0.0095,0,0,0,0,0.091633,0.015625,43,0.8295,0.958,0.3785,29,15,26,850,1189,500,1.0,0.0,0,0,0,0.003984,0.004891,0.8146,1.0,1
18,5000,3191,0,0,3,1.8911,1,15.1,3203,0,4.56,1.0083,3180.6,4,1.0,64,0,6,768,0.002255,0.0489,18.5185,17,15.6,0.0302,0.0095,0,0,0,0,0.097778,0.015625,41,0.8402,1.0558,0.3834,26,14,24,819,1216,537,1.0,0.0,0,0,0,0.004444,0.004844,0.9176,1.0,1
19,5000,3183,0,0,3,1.8703,1,15.1,3188,0,4.58,1.0042,3178.5,4,1.0,61,0,3,745,0.00233,0.0573,17.7778,18,16.8,0.0361,0.0101,0,0,0,0,0.096916,0.015625,39,0.8388,1.1527,0.3908,24,14,23,758,1287,530,1.0,0.0,0,0,0,0.004405,0.0048,0.9178,1.0,1
20,5000,3185,1,3,3,1.8973,1,15.2,1,3179,4.52,0.9992,3187.5,6,1.0,63,5,3,743,0.002241,0.0424,26.3158,19,16.6,0.0288,0.0101,0,0,0,0,0.084746,0.015625,41,0.8156,1.2374,0.3946,25,12,26,813,1264,539,1.0,0.0,0,0,0,0.0,0.004343,0.0,0.9,0
21,5000,3171,1,3,3,1.971,1,15.1,3,3163,4.55,0.9946,3188.2,8,1.0,56,1,8,693,0.00226,0.0464,34.632,20,17.3,0.027,0.0099,0,0,0,0,0.075949,0.015625,39,0.7943,1.3134,0.3976,24,10,22,778,1286,503,1.0,0.0,0,0,0,0.0,0.003929,0.0,0.9,0
22,5000,3094,1,5,3,1.9855,2,15.1,3,3081,4.59,0.9757,3171.1,13,1.0,49,1,8,640,0.002793,0.0632,69.8925,21,17.9,0.0386,0.0124,1,0,0,0,0.089474,0.015625,36,0.8254,1.4028,0.3983,20,7,22,782,1268,484,1.0,0.0,0,0,0,0.0,0.003555,0.0,0.9,0
23,5000,3197,1,5,3,1.9911,2,15.1,3191,0,4.56,1.0064,3183.7,13,1.0,50,1,0,663,0.00276,0.0645,61.3208,22,18.5,0.0342,0.0134,1,0,0,0,0.115207,0.015625,36,0.8644,1.5181,0.4021,20,7,23,790,1285,479,1.0,0.0,0,0,0,0,0.003216,0.0,0.9,0
24,5000,3168,0,0,3,1.9698,2,15.1,3,3160,4.58,0.9976,3175.6,8,1.0,48,0,2,630,0.002396,0.0578,36.3636,23,19.6,0.0348,0.0131,0,1,0,0,0.097778,0.015625,34,0.8402,1.6158,0.4064,20,5,23,825,1242,538,1.0,0.0,0,0,0,0.0,0.00291,0.0,0.9,0
25,4999,3203,0,0,3,1.8265,1,15.2,3208,0,4.63,1.0153,3168.5,9,1.0,50,6,4,658,0.002323,0.0682,41.1765,24,19.3,0.0341,0.0126,0,0,0,0,0.096591,0.015625,35,0.8382,1.684,0.4091,20,5,25,793,1268,554,1.0,0.0,0,0,0,0.011364,0.003715,3.0587,1.2,0
26,4996,3168,0,0,0,1.9082,1,15.1,6,3162,4.57,0.9983,3173.3,6,1.0,49,0,1,632,0.003048,0.0508,31.25,25,20.2,0.0305,0.0121,0,0,0,0,0.071066,0.015625,35,0.7801,1.7551,0.412,19,5,25,820,1257,519,1.0,0.0,0,0,0,0.0,0.003361,0.0,0.9,0
27,4996,3144,1,3,3,1.9387,1,15.0,4,3135,4.6,0.9908,3173.1,9,1.0,53,4,0,649,0.002069,0.0474,44.7761,26,19.6,0.0221,0.0097,0,0,0,0,0.066351,0.015625,36,0.7645,1.8214,0.4133,21,5,27,760,1269,549,1.0,0.0,0,0,0,0,0.003041,0.0,0.9,0
28,4995,3214,3,5,3,1.9849,1,15.2,3199,0,4.62,1.0122,3186.1,26,1.0,52,8,9,703,0.002473,0.0485,107.9812,27,19.0,0.0308,0.0103,2,0,0,0,0.096916,0.015625,38,0.8388,1.9183,0.4141,19,7,26,791,1296,519,1.0,0.0,0,0,0,0.013216,0.00401,3.2955,1.2,0
29,4995,3185,0,0,3,1.9705,2,15.2,3183,0,4.54,1.0009,3184.2,4,1.0,48,0,4,647,0.003857,0.0543,22.0994,28,20.2,0.038,0.0132,0,0,0,0,0.13587,0.015625,33,0.885,2.0542,0.4177,16,7,25,796,1262,537,1.0,0.0,0,0,0,0.0,0.003628,0.0,0.9,0
30,4995,3188,1,4,1,1.9784,1,15.1,3198,0,4.63,1.0073,3178.7,4,1.0,42,2,8,648,0.002572,0.0556,17.5439,29,22.5,0.0361,0.0123,0,0,0,0,0.1,0.015625,31,0.8438,2.1153,0.4212,14,5,23,791,1313,491,1.0,0.0,0,0,0,0.027778,0.005928,4.6857,1.2,0
