seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
9,1,0,1.5829,0,0,2647,4,0.2222,0.0,9,9,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,2,1,1.5827,0,0,971,4,0.0,0.0,9,9,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,3,1,1.5765,1,1,182,4,0.2222,0.0,9,9,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,4,0,1.5711,4,1,52,4,0.0,0.0,9,9,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,5,0,1.5764,4,0,45,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,6,0,1.568,4,0,48,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,7,0,1.5093,4,0,49,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,8,0,1.5541,3,1,44,4,0.0,0.0,4,4,0.0,3,0.3333,0.0,3,3,0.0,3,0.0,0,0,1,0
9,9,0,1.4914,4,0,52,4,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,1,0
9,10,0,1.5289,3,1,43,3,0.0,0,0,1,0,3,0.0,0,0,2,0,2,1.0,0,0,0,0
9,11,0,1.5746,4,0,36,3,0.0,0,0,1,0,3,0.0,0,0,2,0,2,1.0,0,0,0,0
9,12,0,1.5367,4,0,44,3,0.0,0,0,1,0,3,0.0,0,0,2,0,2,1.0,0,0,0,0
9,13,0,1.5263,4,0,39,3,0.0,0,0,1,0,3,0.0,0,0,2,0,2,1.0,0,0,0,0
9,14,0,1.4716,4,0,37,3,0.0,0,0,1,0,3,0.0,0,0,2,0,2,1.0,0,0,0,0
9,15,0,1.582,4,0,44,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0
9,16,0,1.5613,1,1,32,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0
9,17,0,1.5683,4,0,38,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0
9,18,0,1.5835,4,0,54,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0
9,19,0,1.5574,4,0,57,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,2,1.0,0,0,0,0
9,20,0,1.5305,4,0,36,3,0.0,0.0,4,4,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0.0,4,4,0.0
9,21,0,1.4787,4,0,33,3,0.125,0.0,8,8,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
9,22,0,1.5722,4,0,28,3,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0,3,0.0,0.0,5,5,0.0
9,23,0,1.5256,4,0,49,3,0.25,0.0,4,4,0.0,2,1.0,0,0,0,0,4,0.0,0.0,5,5,0.0
9,24,0,1.5839,4,0,37,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
9,25,1,1.5803,4,0,35,3,0.0,0.0,3,3,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0
