seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
10,1,1,1.5842,0,0,2724,3,0.0,0,0,1,0,3,0.0,0.0,5,5,0.0,3,0.0,0.0,5,5,0.0
10,2,0,1.5848,1,0,899,3,0.0,0,0,1,0,3,0.0,0.0,5,5,0.0,3,0.2,0.0,5,5,0.0
10,3,0,1.5789,0,1,195,3,0.0,0,0,1,0,3,0.0,0.0,5,5,0.0,3,0.2,0.0,5,5,0.0
10,4,0,1.5748,4,0,54,3,0.0,0,0,1,0,3,0.0,0.0,5,5,0.0,3,0.0,0.0,5,5,0.0
10,5,0,1.5566,4,0,31,3,0.0,0,0,2,0,4,0.1667,0.0,6,6,0.0,3,0.0,0.0,4,4,0.0
10,6,0,1.5776,1,1,50,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.0,0.0,4,4,0.0
10,7,0,1.502,4,0,52,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.25,0.0,4,4,0.0
10,8,0,1.5575,4,0,32,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.0,0.0,4,4,0.0
10,9,0,1.4935,4,0,40,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.25,0.0,4,4,0.0
10,10,0,1.585,1,1,57,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
10,11,0,1.4432,2,1,42,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
10,12,0,1.5722,3,1,38,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
10,13,0,1.5632,4,0,29,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
10,14,0,1.5796,3,1,43,4,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
10,15,0,1.5601,1,1,28,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
10,16,1,1.5427,1,1,51,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
10,17,0,1.5755,1,1,50,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
10,18,0,1.5535,3,1,25,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.5,0,0,2,0
10,19,1,1.531,4,0,32,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0,0,2,0
10,20,0,1.5305,4,0,36,3,0.0,0.0,7,7,0.0,4,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
10,21,0,1.4114,4,0,33,4,0.0,0.0,7,7,0.0,4,0.0,0.0,3,3,0.0,3,0.0,0.0,3,3,0.0
10,22,0,1.5656,4,0,38,2,1.0,0,0,0,0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,8,8,0.0
10,23,0,1.5632,4,0,29,3,0.0,0.0,6,6,0.0,4,0.0,0,0,2,0,3,0.0,0,0,1,0
10,24,0,1.5292,4,0,31,3,0.0,0,0,2,0,6,0.1,0.0,10,10,0.0,3,0.0,0.0,4,4,0.0
10,25,1,1.5742,4,1,47,3,0.0,0.0,4,4,0.0,5,0.0,0.0,5,5,0.0,5,0.0,0.0,10,10,0.0
