seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
6,1,1,1.5848,0,0,2656,3,0.0,0,0,2,0,3,0.0,0,0,1,0,4,0.0,0.0,5,5,0.0
6,2,2,1.5841,0,0,965,3,0.0,0,0,2,0,3,0.0,0,0,1,0,4,0.0,0.0,5,5,0.0
6,3,0,1.5803,0,1,201,3,0.0,0,0,2,0,3,0.0,0,0,1,0,4,0.0,0.0,5,5,0.0
6,4,0,1.5657,3,1,58,3,0.0,0,0,2,0,3,0.0,0,0,1,0,4,0.0,0.0,5,5,0.0
6,5,0,1.4808,3,1,43,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0,4,0.0,0.0,5,5,0.0
6,6,0,1.5746,3,1,31,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0,4,0.0,0.0,5,5,0.0
6,7,0,1.5683,1,1,38,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0,4,0.0,0.0,5,5,0.0
6,8,0,1.5241,1,1,30,4,0.6667,0.0,3,3,0.0,4,0.0,0,0,2,0,4,0.0,0.0,5,5,0.0
6,9,0,1.5656,4,1,39,4,0.0,0.0,3,3,0.0,4,0.0,0,0,2,0,4,0.0,0.0,5,5,0.0
6,10,1,1.5722,4,0,28,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,6,6,0.0
6,11,0,1.5809,4,0,50,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,6,6,0.0
6,12,0,1.543,1,1,49,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,6,6,0.0
6,13,1,1.5175,3,1,53,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,6,6,0.0
6,14,0,1.5271,4,0,61,3,0.0,0,0,1,0,3,0.0,0,0,2,0,5,0.0,0.0,6,6,0.0
6,15,0,1.5746,4,0,43,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
6,16,0,1.5574,4,0,38,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
6,17,0,1.5735,4,0,39,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
6,18,0,1.5346,1,1,57,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
6,19,0,1.5722,4,0,56,3,0.0,0.0,3,3,0.0,3,0.0,0.0,4,4,0.0,3,0.3333,0.0,3,3,0.0
6,20,0,1.5367,3,1,44,3,0.0,0.0,4,4,0.0,4,0.0,0.0,5,5,0.0,5,0.0,0.0,6,6,0.0
6,21,0,1.5656,3,1,45,3,0.0,0,0,1,0,3,0.0,0,0,2,0,3,0.0,0,0,1,0
6,22,0,1.5702,3,1,43,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
6,23,0,1.5082,3,1,43,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0,3,0.0,0,0,1,0
6,24,0,1.5656,3,1,45,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
6,25,0,1.5398,4,0,50,3,0.0,0,0,2,0,3,0.0,0,0,2,0,4,0.0,0.0,5,5,0.0
