seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
2,1,1,1.5844,0,0,2734,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,4,0.0,0.0,10,10,0.0
2,2,1,1.5845,0,0,837,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,4,0.0,0.0,10,10,0.0
2,3,0,1.5738,1,1,158,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,4,0.0,0.0,10,10,0.0
2,4,0,1.5272,4,1,63,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,4,0.0,0.0,10,10,0.0
2,5,0,1.5702,4,1,43,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0,3,0.0,0,0,2,0
2,6,0,1.5403,3,1,31,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0,3,0.0,0,0,2,0
2,7,0,1.5774,3,1,42,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0,3,0.0,0,0,2,0
2,8,0,1.5684,4,1,41,3,0.0,0,0,2,0,4,0.125,0.0,8,8,0.0,3,0.0,0,0,2,0
2,9,0,1.561,4,1,27,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0,3,0.0,0,0,2,0
2,10,0,1.4919,4,1,31,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
2,11,0,1.5621,3,1,35,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
2,12,0,1.5387,4,1,34,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
2,13,0,1.5069,4,0,46,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
2,14,0,1.561,4,0,54,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
2,15,0,1.5613,4,0,41,4,0.0,0.0,5,5,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0
2,16,0,1.5715,4,0,36,4,0.0,0.0,5,5,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0
2,17,0,1.4546,4,0,34,4,0.0,0.0,5,5,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0
2,18,0,1.5079,4,0,34,4,0.0,0.0,5,5,0.0,3,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0
2,19,0,1.5277,1,1,35,4,0.0,0.0,5,5,0.0,3,0.0,0.0,5,5,0.0,3,0.3333,0.0,3,3,0.0
2,20,0,1.5567,4,0,35,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0
2,21,0,1.571,3,1,40,7,0.0,0.0,8,8,0.0,3,0.0,0.0,3,3,0.0,4,0.0,0.0,4,4,0.0
2,22,0,1.519,4,0,42,5,0.1111,0.0,9,9,0.0,3,0.0,0,0,1,0,3,0.0,0.0,6,6,0.0
2,23,0,1.5571,4,0,37,3,0.0,0,0,1,0,3,0.0,0,0,1,0,3,0.0,0.0,4,4,0.0
2,24,0,1.541,3,1,30,4,0.0,0.0,3,3,0.0,4,0.0,0.0,9,9,0.0,3,0.0,0,0,2,0
2,25,0,1.5782,3,1,29,3,0.0,0,0,2,0,3,0.0,0,0,1,0,4,0.0,0.0,7,7,0.0
