seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
8,1,1,1.583,0,0,2628,3,0.0,0.0,7,7,0.0,4,0.0,0.0,5,5,0.0,4,0.0,0.0,4,4,0.0
8,2,0,1.5786,1,1,939,3,0.0,0.0,7,7,0.0,4,0.0,0.0,5,5,0.0,4,0.0,0.0,4,4,0.0
8,3,1,1.5644,0,1,238,3,0.0,0.0,7,7,0.0,4,0.0,0.0,5,5,0.0,4,0.25,0.0,4,4,0.0
8,4,0,1.5627,4,1,65,3,0.0,0.0,7,7,0.0,4,0.0,0.0,5,5,0.0,4,0.0,0.0,4,4,0.0
8,5,0,1.5722,4,1,28,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0.0,4,4,0.0
8,6,0,1.5096,4,1,42,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0.0,4,4,0.0
8,7,1,1.549,4,1,50,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0.0,4,4,0.0
8,8,0,1.5346,1,1,33,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0.0,4,4,0.0
8,9,1,1.5448,1,1,27,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0.0,4,4,0.0
8,10,0,1.4466,4,1,51,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,11,0,1.5433,1,1,69,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,12,0,1.4443,1,1,37,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,13,0,1.5689,3,1,52,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,14,0,1.5243,1,1,58,3,0.0,0,0,2,0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,15,0,1.5738,4,1,56,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.0,0,0,2,0
8,16,0,1.5433,3,1,41,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.0,0,0,2,0
8,17,0,1.5199,1,1,33,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.0,0,0,2,0
8,18,0,1.5746,1,1,36,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.0,0,0,2,0
8,19,1,1.5734,1,1,33,3,0.0,0,0,2,0,4,0.0,0.0,6,6,0.0,3,0.0,0,0,2,0
8,20,0,1.5838,1,1,35,4,0.125,0.0,8,8,0.0,3,0.0,0,0,1,0,3,0.0,0.0,3,3,0.0
8,21,0,1.3994,3,1,26,3,0.0,0.0,6,6,0.0,4,0.25,0.0,4,4,0.0,3,0.0,0,0,1,0
8,22,0,1.581,3,1,33,4,0.0,0.0,4,4,0.0,3,0.0,0,0,1,0,2,1.0,0,0,0,0
8,23,0,1.5621,4,0,35,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0,3,0.0,0.0,3,3,0.0
8,24,0,1.561,4,0,54,3,0.0,0.0,5,5,0.0,3,0.0,0,0,1,0,3,0.0,0.0,4,4,0.0
8,25,0,1.5611,3,1,48,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0.0,4,4,0.0
