seed,win,tri,ent,gk,div,nC,A_erosion_d,A_core_pres,A_core_k_var,A_sub_clust,A_core_size,A_core_mk,B_erosion_d,B_core_pres,B_core_k_var,B_sub_clust,B_core_size,B_core_mk,C_erosion_d,C_core_pres,C_core_k_var,C_sub_clust,C_core_size,C_core_mk
8,1,0,1.5831,0,0,2627,3,0.0,0.0,5,5,0.0,5,0.0,0.0,7,7,0.0,3,0.0,0.0,6,6,0.0
8,2,0,1.5817,0,1,1024,3,0.0,0.0,5,5,0.0,5,0.0,0.0,7,7,0.0,3,0.1667,0.0,6,6,0.0
8,3,0,1.5772,0,1,214,3,0.0,0.0,5,5,0.0,5,0.0,0.0,7,7,0.0,3,0.0,0.0,6,6,0.0
8,4,0,1.5531,4,1,66,3,0.0,0.0,5,5,0.0,5,0.0,0.0,7,7,0.0,3,0.0,0.0,6,6,0.0
8,5,0,1.5546,4,1,49,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,6,0,1.5487,4,1,33,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,7,0,1.258,4,1,30,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,8,0,1.5525,3,1,41,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,9,0,1.5403,3,1,31,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0.0,3,3,0.0
8,10,0,1.5433,1,1,41,3,0.0,0,0,1,0,3,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
8,11,0,1.5816,4,1,36,3,0.0,0,0,1,0,3,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
8,12,0,1.5487,4,1,33,3,0.0,0,0,1,0,3,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
8,13,0,1.5099,4,1,23,2,1.0,0,0,1,0,3,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
8,14,0,1.5766,4,1,26,3,0.0,0,0,1,0,3,0.0,0,0,2,0,4,0.0,0.0,7,7,0.0
8,15,0,1.5766,4,1,35,3,0.2,0.0,5,5,0.0,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0
8,16,0,1.5828,4,1,26,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0
8,17,0,1.5615,3,1,43,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0
8,18,0,1.5398,1,1,50,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0,4,0.125,0.0,8,8,0.0
8,19,0,1.556,4,1,45,3,0.0,0.0,5,5,0.0,3,0.0,0,0,2,0,4,0.0,0.0,8,8,0.0
8,20,0,1.4452,4,1,26,3,0.0,0,0,1,0,2,1.0,0,0,0,0,3,0.0,0,0,1,0
8,21,0,1.5821,1,1,39,5,0.0,0.0,6,6,0.0,3,0.0,0,0,1,0,4,0.0,0.0,6,6,0.0
8,22,0,1.5256,3,1,49,3,0.0,0.0,3,3,0.0,3,0.0,0,0,2,0,3,0.0,0,0,1,0
8,23,0,1.5618,3,1,62,3,0.0,0,0,1,0,4,0.0,0,0,2,0,5,0.0,0.0,5,5,0.0
8,24,0,1.5664,4,0,50,4,0.0,0.0,5,5,0.0,3,0.0,0.0,3,3,0.0,3,0.25,0.0,4,4,0.0
8,25,0,1.5568,4,0,44,4,0.1667,0.0,6,6,0.0,4,0.0,0.0,3,3,0.0,6,0.0,0.0,6,6,0.0
