seed,cid,t,window,pulse_n,trigger,tags,d_social,delta_social,theta_social,R_social,d_stability,delta_stability,theta_stability,R_stability,d_spread,delta_spread,theta_spread,R_spread,d_familiarity,delta_familiarity,theta_familiarity,R_familiarity,v11_b_gen,v11_delta,v11_d_n,v11_d_s,v11_d_r,v11_d_phase,v11_p_capture,v11_captured,v11_n_local,v11_s_avg_local,v11_r_local,v11_theta_avg_local
5,54,4,20,1,unformed,,0.0,0.0,0.0,0.0,0.955014,0.0,0.0,0.0,0.988741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.717402,0.291933,0.104651,0.021784,0.686417,0.354879,0.406332,cold_start,11,0.032076,0.301029,-0.962019
5,56,6,20,1,unformed,,0.0,0.0,0.0,0.0,0.881645,0.0,0.0,0.0,0.988669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.736422,0.371399,0.174419,0.025128,0.896726,0.389322,0.327243,cold_start,17,0.034875,0.101307,-2.736694
5,59,9,20,1,unformed,,0.0,0.0,0.0,0.0,0.752624,0.0,0.0,0.0,0.885778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.447635,0.214867,0.127907,0.014407,0.10879,0.608365,0.501246,cold_start,13,0.035681,0.197694,2.257464
5,61,11,20,1,unformed,,0.0,0.0,0.0,0.0,0.954585,0.0,0.0,0.0,0.998683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.537356,0.259877,0.05814,0.246852,0.138617,0.595901,0.443407,cold_start,7,0.015976,0.440404,-0.497752
5,63,13,20,1,unformed,,0.0,0.0,0.0,0.0,0.92027,0.0,0.0,0.0,0.93059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.403868,0.291548,0.127907,0.297173,0.353982,0.38713,0.406758,cold_start,13,0.029926,0.278684,0.460404
5,16,16,20,1,unformed,,0.5,0.0,0.0,0.0,0.907146,0.0,0.0,0.0,0.948861,0.0,0.0,0.0,6.933438,0.0,0.0,0.0,33.851989,0.512165,0.72093,0.375894,0.327198,0.624639,0.223019,cold_start,67,0.02959,0.119461,-0.64819
5,66,16,20,1,unformed,,0.0,0.0,0.0,0.0,0.831854,0.0,0.0,0.0,0.955784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.096901,0.512541,0.674419,0.270041,0.414359,0.691345,0.222791,cold_start,63,0.023447,0.131552,0.344953
5,17,17,20,1,unformed,,0.5,0.0,0.0,0.0,0.736679,0.0,0.0,0.0,0.96919,0.0,0.0,0.0,5.96909,0.0,0.0,0.0,33.708258,0.542923,1.127907,0.213323,0.628041,0.20242,0.205095,cold_start,102,0.027621,0.188477,-1.703954
5,67,17,20,1,unformed,,0.0,0.0,0.0,0.0,0.856952,0.0,0.0,0.0,0.925772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.319555,0.249082,0.046512,0.255587,0.339505,0.354724,0.45664,cold_start,8,0.022862,0.690814,-2.044492
5,68,18,20,1,unformed,,1.0,0.0,0.0,0.0,0.820826,0.0,0.0,0.0,0.929002,0.0,0.0,0.0,18.661845,0.0,0.0,0.0,12.392253,0.423463,0.255814,0.014315,0.558979,0.864746,0.283973,cold_start,24,0.037626,0.382216,0.847992
5,69,19,20,1,unformed,,0.5,0.0,0.0,0.0,0.741562,0.0,0.0,0.0,0.895274,0.0,0.0,0.0,19.624521,0.0,0.0,0.0,12.664094,0.444403,0.162791,0.032952,0.709695,0.872176,0.268229,cold_start,16,0.04607,0.184699,1.291513
5,70,20,20,1,unformed,,0.5,0.0,0.0,0.0,0.780305,0.0,0.0,0.0,0.937879,0.0,0.0,0.0,20.585272,0.0,0.0,0.0,11.289034,0.477832,0.267442,0.248395,0.742424,0.653067,0.244883,cold_start,25,0.033727,0.243923,1.332907
5,71,21,20,1,unformed,,0.75,0.0,0.0,0.0,0.823994,0.0,0.0,0.0,0.951936,0.0,0.0,0.0,21.544102,0.0,0.0,0.0,12.423485,0.426939,0.162791,0.02037,0.607779,0.916815,0.281298,cold_start,16,0.042339,0.321657,1.425788
5,22,22,20,1,unformed,,0.25,0.0,0.0,0.0,0.873096,0.0,0.0,0.0,0.947632,0.0,0.0,0.0,4.98004,0.0,0.0,0.0,26.957405,0.305442,0.406977,0.324801,0.208358,0.281631,0.391651,cold_start,39,0.026208,0.149835,-1.981293
5,33,33,20,1,unformed,,1.0,0.0,0.0,0.0,0.780763,0.0,0.0,0.0,0.945755,0.0,0.0,0.0,10.311808,0.0,0.0,0.0,33.212565,0.683535,1.011628,0.292277,0.749032,0.681202,0.139833,cold_start,92,0.024844,0.058281,-2.763574
5,34,34,20,1,unformed,,0.0,0.0,0.0,0.0,0.880947,0.0,0.0,0.0,0.941153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.356361,0.443143,0.313953,0.426047,0.739961,0.292609,0.269151,cold_start,31,0.023649,0.202763,-0.37455
5,40,40,20,1,unformed,,0.333333,0.0,0.0,0.0,0.792949,0.0,0.0,0.0,0.921759,0.0,0.0,0.0,5.97008,0.0,0.0,0.0,26.734568,0.57592,0.709302,0.240711,0.367422,0.986244,0.187464,cold_start,65,0.028056,0.195029,0.617593
5,41,41,20,1,unformed,,0.0,0.0,0.0,0.0,0.778843,0.0,0.0,0.0,0.945304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.835261,0.303732,0.418605,0.223438,0.340628,0.232255,0.39348,cold_start,40,0.029146,0.213348,1.330701
5,46,46,20,1,unformed,,1.0,0.0,0.0,0.0,0.827669,0.0,0.0,0.0,0.953283,0.0,0.0,0.0,21.963438,0.0,0.0,0.0,32.804002,0.567059,0.453488,0.439479,0.673806,0.701461,0.192045,cold_start,44,0.022908,0.069848,-0.179594
5,48,48,20,1,unformed,,0.0,0.0,0.0,0.0,0.895887,0.0,0.0,0.0,0.940742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.772689,0.37172,0.034884,0.07544,0.533207,0.84335,0.326957,cold_start,5,0.017371,0.444513,-2.765748
5,49,49,20,1,unformed,,0.714286,0.0,0.0,0.0,0.708483,0.0,0.0,0.0,0.906049,0.0,0.0,0.0,27.585602,0.0,0.0,0.0,33.60915,0.536036,0.406977,0.256065,0.524607,0.956494,0.208979,cold_start,40,0.0286,0.205628,1.895454
5,54,54,20,2,unformed,,0.0,0.0,0.0,0.0,0.818763,-0.13625,0.0,0.0,0.963223,-0.025519,0.0,0.0,0.0,0.0,0.0,0.0,12.717402,0.184447,0.05814,0.007225,0.578682,0.093741,0.544551,cold_start,7,0.017516,0.408764,-2.371399
5,56,56,20,2,unformed,,0.0,0.0,0.0,0.0,0.697805,-0.183841,0.0,0.0,0.911249,-0.07742,0.0,0.0,0.0,0.0,0.0,0.0,12.736422,0.288851,0.0,0.009746,0.454904,0.690752,0.409758,cold_start,2,0.0,0.543129,0.15334
5,59,59,20,2,unformed,,0.0,0.0,0.0,0.0,0.766735,0.014111,0.0,0.0,0.966692,0.080914,0.0,0.0,0.0,0.0,0.0,0.0,13.447635,0.323865,0.046512,0.007357,0.591312,0.650277,0.372482,cold_start,6,0.013917,0.680216,-0.071578
5,61,61,20,2,unformed,,0.0,0.0,0.0,0.0,0.774149,-0.180436,0.0,0.0,0.941978,-0.056706,0.0,0.0,0.0,0.0,0.0,0.0,11.537356,0.119065,0.104651,0.238481,0.083264,0.049863,0.650709,cold_start,11,0.024346,0.662286,1.530974
5,63,63,20,2,unformed,,0.0,0.0,0.0,0.0,0.69776,-0.22251,0.0,0.0,0.960851,0.030262,0.0,0.0,0.0,0.0,0.0,0.0,11.403868,0.290239,0.05814,0.298525,0.177844,0.626446,0.408211,cold_start,7,0.028574,0.454822,-2.72384
5,16,66,20,2,unformed,,0.571429,0.071429,0.0,0.0,0.800912,-0.106234,0.0,0.0,0.931558,-0.017303,0.0,0.0,27.240332,20.306894,0.0,0.0,33.851989,0.346128,0.325581,0.377062,0.212653,0.469216,0.350564,cold_start,33,0.028422,0.234007,-1.136465
5,66,66,20,2,unformed,,0.142857,0.142857,0.0,0.0,0.815457,-0.016397,0.0,0.0,0.948217,-0.007568,0.0,0.0,0.976262,0.976262,0.0,0.0,34.096901,0.492566,0.802326,0.266638,0.447536,0.453765,0.235249,cold_start,74,0.026851,0.098375,1.091331
5,17,67,20,2,unformed,,0.571429,0.071429,0.0,0.0,0.728945,-0.007734,0.0,0.0,0.949102,-0.020088,0.0,0.0,17.289494,11.320404,0.0,0.0,33.708258,0.377972,0.488372,0.192648,0.494378,0.336493,0.321436,cold_start,47,0.048297,0.32214,2.886188
5,67,67,20,2,unformed,,0.0,0.0,0.0,0.0,0.678294,-0.178658,0.0,0.0,0.902294,-0.023478,0.0,0.0,0.0,0.0,0.0,0.0,27.319555,0.406193,0.034884,0.251782,0.423628,0.914476,0.297652,cold_start,7,0.026667,0.774937,1.942817
5,68,68,20,2,unformed,,0.571429,-0.428571,0.0,0.0,0.777288,-0.043538,0.0,0.0,0.945026,0.016024,0.0,0.0,56.988903,38.327058,0.0,0.0,12.392253,0.355372,0.069767,0.014067,0.423937,0.913714,0.341847,cold_start,8,0.037378,0.517258,0.152004
5,69,69,20,2,unformed,,0.285714,-0.214286,0.0,0.0,0.784501,0.042939,0.0,0.0,0.945058,0.049784,0.0,0.0,65.381814,45.757293,0.0,0.0,12.664094,0.329448,0.069767,0.023523,0.400494,0.824006,0.36686,cold_start,8,0.036641,0.493901,0.337043
5,70,70,20,2,unformed,,0.285714,-0.214286,0.0,0.0,0.760746,-0.019559,0.0,0.0,0.945424,0.007544,0.0,0.0,66.251051,45.665778,0.0,0.0,11.289034,0.435901,0.069767,0.246496,0.517383,0.909957,0.274514,cold_start,8,0.035626,0.468965,0.525862
5,71,71,20,2,unformed,,0.571429,-0.178571,0.0,0.0,0.821823,-0.00217,0.0,0.0,0.938365,-0.013571,0.0,0.0,49.22706,27.682958,0.0,0.0,12.423485,0.356948,0.069767,0.01268,0.486972,0.858372,0.340382,cold_start,8,0.034648,0.442464,0.719519
5,22,72,20,2,unformed,,0.428571,0.178571,0.0,0.0,0.695466,-0.177629,0.0,0.0,0.933811,-0.013821,0.0,0.0,2.791614,-2.188426,0.0,0.0,26.957405,0.500048,0.534884,0.321944,0.2394,0.903963,0.230503,cold_start,50,0.029065,0.118793,0.577239
5,33,83,20,2,unformed,,1.0,0.0,0.0,0.0,0.720902,-0.059861,0.0,0.0,0.944794,-0.000961,0.0,0.0,24.360617,14.048808,0.0,0.0,33.212565,0.497824,0.546512,0.2912,0.472779,0.680804,0.231904,cold_start,52,0.025922,0.334534,-0.759257
5,34,84,20,2,unformed,,0.0,0.0,0.0,0.0,0.722469,-0.158478,0.0,0.0,0.925833,-0.015321,0.0,0.0,0.0,0.0,0.0,0.0,25.356361,0.428025,0.22093,0.424403,0.765323,0.301444,0.280467,cold_start,23,0.025294,0.177401,-0.346793
5,40,90,20,2,unformed,,0.571429,0.238095,0.0,0.0,0.760493,-0.032456,0.0,0.0,0.927183,0.005424,0.0,0.0,7.482593,1.512513,0.0,0.0,26.734568,0.388008,0.255814,0.239757,0.169204,0.887258,0.312767,cold_start,26,0.02901,0.393247,0.220189
5,41,91,20,2,unformed,,0.0,0.0,0.0,0.0,0.632863,-0.14598,0.0,0.0,0.929805,-0.015499,0.0,0.0,0.0,0.0,0.0,0.0,26.835261,0.227983,0.127907,0.22535,0.275065,0.283609,0.483654,cold_start,15,0.027234,0.278911,1.169366
5,46,96,20,2,unformed,,0.75,-0.25,0.0,0.0,0.807663,-0.020006,0.0,0.0,0.951446,-0.001837,0.0,0.0,34.479894,12.516456,0.0,0.0,32.804002,0.418874,0.604651,0.437267,0.59433,0.039248,0.287546,cold_start,57,0.02512,0.149323,-2.259997
5,48,98,20,2,unformed,,0.0,0.0,0.0,0.0,0.836824,-0.059063,0.0,0.0,0.938984,-0.001758,0.0,0.0,0.0,0.0,0.0,0.0,11.772689,0.300834,0.034884,0.077739,0.423624,0.66709,0.396598,cold_start,5,0.015072,0.554096,1.979441
5,49,99,20,2,unformed,,1.0,0.285714,0.0,0.0,0.719124,0.010641,0.0,0.0,0.932203,0.026154,0.0,0.0,20.36967,-7.215932,0.0,0.0,33.60915,0.536013,1.05814,0.255295,0.542246,0.288374,0.208992,cold_start,96,0.029371,0.187989,-2.288768
5,54,104,20,3,unformed,,0.125,0.125,0.0,0.0,0.734176,-0.084588,0.0,0.0,0.948499,-0.014723,0.0,0.0,15.818646,15.818646,0.0,0.0,12.717402,0.345942,0.05814,0.012646,0.649822,0.663161,0.350741,cold_start,7,0.022938,0.337624,0.006476
5,56,106,20,3,unformed,,0.0,0.0,0.0,0.0,0.584274,-0.113531,0.0,0.0,0.903566,-0.007683,0.0,0.0,0.0,0.0,0.0,0.0,12.736422,0.055476,0.023256,0.030603,0.072894,0.095151,0.773773,cold_start,4,0.04035,0.92514,2.622326
5,59,109,20,3,unformed,,0.0,0.0,0.0,0.0,0.728188,-0.038547,0.0,0.0,0.948821,-0.017872,0.0,0.0,0.0,0.0,0.0,0.0,13.447635,0.261004,0.046512,0.001809,0.408097,0.587601,0.442048,cold_start,6,0.019466,0.497001,2.322699
5,61,111,20,3,unformed,,0.125,0.125,0.0,0.0,0.770708,-0.003441,0.0,0.0,0.946358,0.00438,0.0,0.0,16.730701,16.730701,0.0,0.0,11.537356,0.174956,0.046512,0.241115,0.012027,0.400172,0.558812,cold_start,6,0.021712,0.591048,0.117149
5,63,113,20,3,unformed,,0.0,0.0,0.0,0.0,0.724573,0.026813,0.0,0.0,0.935816,-0.025036,0.0,0.0,0.0,0.0,0.0,0.0,11.403868,0.14586,0.011628,0.314217,0.094454,0.16314,0.604906,cold_start,3,0.012882,0.538212,-1.268321
5,16,116,20,3,unformed,,0.875,0.303571,0.0,0.0,0.739959,-0.060953,0.0,0.0,0.935897,0.004339,0.0,0.0,20.77153,-6.468803,0.0,0.0,33.851989,0.640924,1.081395,0.378058,0.23997,0.864273,0.157043,cold_start,98,0.027426,0.20669,0.104645
5,66,116,20,3,unformed,,0.125,-0.017857,0.0,0.0,0.799161,-0.016296,0.0,0.0,0.95206,0.003844,0.0,0.0,12.752146,11.775884,0.0,0.0,34.096901,0.399754,0.662791,0.249539,0.407716,0.278968,0.302919,cold_start,62,0.043949,0.138194,1.640473
5,17,117,20,3,unformed,,0.5,-0.071429,0.0,0.0,0.751616,0.02267,0.0,0.0,0.93927,-0.009831,0.0,0.0,21.935549,4.646056,0.0,0.0,33.708258,0.533782,0.872093,0.210731,0.712025,0.340279,0.210266,cold_start,80,0.030214,0.104493,-1.270856
