seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
16,6,3,39,37,False,-2.8835,4,0.8846,0.6519,0.8219,9.3105,23,28.17,15.04,25.9282,888,social|stable|dead,6,39
16,13,4,,36,True,2.142,4,0.8846,0.6697,0.8315,12.7261,23,29.79,14.69,37.5283,875,social|stable|deep_conn,13,
16,97,17,25,9,False,1.587,2,0.3333,0.6554,0.7998,8.9492,8,8.6,4.52,22.5299,161,stable|focused_att|dead,97,25
16,98,17,27,11,False,2.3819,2,0.3478,0.6671,0.7208,4.9548,8,6.71,3.35,27.4884,148,stable|focused_att|dead,98,27
16,99,17,23,7,False,2.6347,2,0.1364,0.7116,0.817,5.9466,3,8.76,3.55,15.5678,157,isolated|stable|dead,99,23
16,26,6,,34,True,2.3271,4,0.9615,0.6815,0.8394,8.0292,25,23.25,10.87,40.3658,799,social|stable,26,
16,27,6,,34,True,0.0769,3,0.7692,0.6251,0.8498,7.6352,20,16.83,10.09,35.2173,434,social|stable,27,
16,105,19,20,2,False,-0.4322,2,0.1333,0.7271,0.8193,6.4463,2,6.06,2.27,6.9674,77,isolated|stable|dead,105,20
16,106,20,33,14,False,-1.9853,5,0.8846,0.6774,0.8414,17.9112,23,45.02,21.44,63.1708,1602,social|stable|deep_conn|dead,106,33
16,19,6,31,26,False,-2.0634,2,0.2,0.6181,0.8265,1.0768,5,7.64,4.72,3.0666,132,stable|dead,19,31
16,107,20,20,1,False,1.2145,4,0.4,0.6581,0.862,70.5937,6,31.81,16.52,316.2444,745,stable|wide_att|deep_conn|dead,107,20
16,108,20,20,1,False,2.1428,2,0.1333,0.7037,0.8187,56.9459,2,10.22,4.3,91.2716,138,isolated|stable|deep_conn|dead,108,20
16,23,6,20,15,False,2.408,2,0.1333,0.637,0.8527,21.5535,2,8.73,4.98,22.3109,118,isolated|stable|wide_att|deep_conn|dead,23,20
16,28,7,,33,True,1.9898,4,0.9231,0.6849,0.8198,8.4586,24,30.71,14.13,31.6859,893,social|stable,28,
16,46,10,,30,True,2.6666,4,0.8462,0.6269,0.8614,10.7951,22,35.97,21.41,35.1575,1088,social|stable|wide_att|deep_conn,46,
16,47,10,,30,True,-1.5595,4,0.9231,0.5828,0.8464,5.3134,24,28.62,20.49,15.4416,866,social|stable,47,
16,48,10,,30,True,2.3062,5,0.9615,0.6303,0.8547,18.2194,25,42.82,25.12,51.1962,1747,social|stable|wide_att|deep_conn,48,
16,58,10,24,15,False,-1.7674,2,0.3478,0.6493,0.7983,5.2956,8,8.21,4.43,27.4685,171,stable|focused_att|dead,58,24
