seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
8,78,20,29,10,False,2.774,2,0.1818,0.6261,0.7836,1.1293,4,6.4,3.82,3.3647,115,stable|focused_att|dead,78,29
8,12,4,,36,True,-2.9317,3,0.7333,0.6672,0.8128,4.5856,11,12.93,6.45,17.515,396,social|stable,12,
8,19,4,24,21,False,2.2563,2,0.1667,0.7006,0.7729,4.1895,4,7.42,3.17,9.7993,125,stable|focused_att|dead,19,24
8,21,5,,35,True,-2.6872,5,1.0,0.6759,0.8839,40.5716,15,58.71,28.15,316.2444,2046,social|stable|wide_att|deep_conn,21,
8,32,8,,32,True,-1.2127,4,0.8667,0.6641,0.8234,9.4411,13,24.25,12.26,52.8429,862,social|stable,32,
8,42,10,39,30,False,-0.6557,4,0.8667,0.7278,0.8109,15.2775,13,17.24,6.45,70.1048,440,social|stable|deep_conn|dead,42,39
8,41,10,21,12,False,1.8354,2,0.05,0.6396,0.7923,19.4553,1,9.22,5.2,19.4553,168,isolated|stable|focused_att|deep_conn|dead,41,21
8,46,13,25,13,False,-2.5511,5,0.8333,0.6281,0.8445,8.8023,20,49.53,29.33,31.7392,1856,social|stable|dead,46,25
8,53,14,21,8,False,-3.0239,2,0.1,0.6639,0.7599,10.0622,2,7.78,3.94,14.0194,152,isolated|stable|focused_att|deep_conn|dead,53,21
8,60,16,,24,True,0.6658,4,0.9333,0.7266,0.8318,10.4702,14,22.49,8.47,39.6233,802,social|stable|deep_conn,60,
8,66,18,32,15,False,1.2401,2,0.4,0.6245,0.8135,6.4425,8,7.53,4.53,21.8636,125,stable|dead,66,32
8,67,18,21,4,False,2.0749,2,0.1,0.6994,0.7849,1.5912,2,9.9,4.25,2.7264,171,isolated|stable|focused_att|dead,67,21
8,70,18,21,4,False,1.2198,2,0.1,0.6935,0.7641,21.1499,2,7.69,3.4,42.0756,154,isolated|stable|focused_att|deep_conn|dead,70,21
8,73,18,20,3,False,-1.4267,2,0.0,0.6795,0.8141,0.0,0,5.69,2.68,0.0,71,isolated|stable|dead,73,20
8,79,20,,20,True,-2.7573,5,1.0,0.6664,0.8421,15.1697,15,55.82,27.95,36.4289,1946,social|stable|deep_conn,79,
8,80,20,24,5,False,-2.8036,3,0.5,0.6596,0.797,21.273,12,14.12,7.29,180.4035,474,stable|focused_att|deep_conn|dead,80,24
8,81,20,20,1,False,2.9154,2,0.0667,0.7056,0.8237,1.2408,1,9.82,4.1,1.2408,141,isolated|stable|dead,81,20
8,82,20,27,8,False,1.417,2,0.3913,0.7001,0.7805,3.7655,9,7.61,3.26,19.273,146,stable|focused_att|dead,82,27
8,83,20,27,8,False,3.1182,2,0.2174,0.7319,0.7282,5.7183,5,7.23,2.65,20.1254,155,stable|focused_att|dead,83,27
8,84,20,23,4,False,2.982,2,0.2727,0.6813,0.8294,5.9974,6,7.98,3.73,15.6977,132,stable|dead,84,23
8,85,20,20,1,False,3.1398,2,0.2,0.6442,0.8233,115.2076,3,7.86,4.34,316.2444,107,stable|deep_conn|dead,85,20
8,86,20,20,1,False,-2.7344,2,0.2,0.66,0.8195,139.6196,3,7.39,3.81,316.2444,80,stable|deep_conn|dead,86,20
8,87,20,20,1,False,-3.0066,2,0.2667,0.684,0.8347,42.4368,4,9.21,4.26,73.3534,113,stable|deep_conn|dead,87,20
8,88,22,26,5,False,-2.8886,5,0.68,0.6271,0.8713,13.3318,17,52.34,31.13,37.8002,1791,social|stable|wide_att|deep_conn|dead,88,26
8,89,23,31,9,False,2.7154,5,0.95,0.6598,0.8327,14.46,19,39.84,20.55,55.6105,1570,social|stable|deep_conn|dead,89,31
8,90,23,30,8,False,-1.8295,4,0.6818,0.6501,0.837,6.0949,15,35.85,19.29,15.9499,1109,social|stable|dead,90,30
8,91,24,27,4,False,-0.5507,4,0.5652,0.68,0.8454,19.9133,13,36.42,17.14,58.2007,1185,social|stable|deep_conn|dead,91,27
8,92,25,,15,True,2.6194,5,1.0,0.672,0.8494,15.4398,15,49.44,24.13,44.0764,1847,social|stable|deep_conn,92,
8,93,26,,14,True,2.4682,5,0.9333,0.6433,0.8442,16.5563,14,48.43,26.85,43.3329,1701,social|stable|deep_conn,93,
8,94,26,,14,True,-2.3463,4,0.8,0.7065,0.8608,7.3206,12,31.94,13.27,25.2283,961,social|stable|wide_att,94,
8,95,28,,12,True,2.562,4,0.8667,0.6165,0.8334,12.8978,13,25.29,15.73,40.7593,882,social|stable|deep_conn,95,
8,96,28,,12,True,0.9197,4,0.8667,0.7288,0.8449,10.3927,13,31.33,11.66,26.8505,971,social|stable|deep_conn,96,
8,97,31,,9,True,-1.6921,5,0.9333,0.6387,0.8722,29.7145,14,45.68,25.84,66.4175,1694,social|stable|wide_att|deep_conn,97,
8,98,35,,5,True,0.6953,5,0.8667,0.6423,0.8455,22.6176,13,59.42,33.09,75.5206,1937,social|stable|deep_conn,98,
8,99,35,39,5,False,-0.4642,3,0.5333,0.6099,0.8123,9.174,8,16.97,10.86,25.5575,427,social|stable|dead,99,39
8,100,38,,2,True,-2.3091,5,0.6,0.6253,0.8811,13.1507,9,56.39,33.79,21.7125,1489,social|stable|wide_att|deep_conn,100,
8,101,39,,0,True,2.6957,4,0,0,0,0,0,0,0,0,0,isolated|focused_att,101,
8,102,39,,0,True,-1.1429,3,0,0,0,0,0,0,0,0,0,isolated|focused_att,102,
