seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
0,0,1,,39,True,-0.6141,5,0.8611,0.6961,0.8226,11.0962,31,27.28,11.91,45.6992,961,social|stable|deep_conn,0,
0,22,5,,35,True,2.2757,5,0.9167,0.6724,0.8453,15.2872,33,44.28,21.57,55.0741,1622,social|stable|deep_conn,22,
0,2,1,,39,True,0.7683,5,0.9167,0.7062,0.8649,20.058,33,55.39,23.05,58.7307,1737,social|stable|wide_att|deep_conn,2,
0,65,20,20,1,False,0.5416,2,0.2308,0.6565,0.8391,17.3747,3,7.01,3.67,34.5359,87,stable|deep_conn|dead,65,20
0,41,11,,29,True,-2.4158,5,0.9444,0.6034,0.8623,16.2314,34,45.93,30.19,53.9444,1604,social|stable|wide_att|deep_conn,41,
0,66,20,20,1,False,-1.6813,2,0.1538,0.7115,0.8428,22.3527,2,6.97,2.83,32.9399,92,stable|deep_conn|dead,66,20
0,7,1,22,22,False,-1.1849,2,0.0588,0.6289,0.7368,5.9408,1,5.2,3.07,5.9408,99,isolated|stable|focused_att|dead,7,22
0,9,3,,37,True,-3.0739,5,0.8611,0.6767,0.8348,12.6825,31,33.27,15.89,63.3125,1022,social|stable|deep_conn,9,
0,10,3,,37,True,-0.7231,4,0.8611,0.6514,0.8283,14.337,31,25.27,13.52,60.4858,962,social|stable|deep_conn,10,
0,52,12,26,15,False,1.1693,3,0.7895,0.6688,0.802,5.2837,15,15.12,7.49,26.3308,462,social|stable|dead,52,26
0,19,4,,36,True,0.8291,5,0.8889,0.6766,0.8583,18.9618,32,40.97,19.58,53.7103,1536,social|stable|wide_att|deep_conn,19,
0,42,11,,29,True,-1.429,5,0.8611,0.6089,0.8167,7.3793,31,26.59,17.08,34.3405,949,social|stable,42,
0,44,11,,29,True,-0.1043,4,0.8889,0.6695,0.8294,11.6925,32,34.41,16.99,41.7429,1165,social|stable|deep_conn,44,
0,64,19,21,3,False,1.0775,2,0.0,0.5761,0.7158,0.0,0,5.07,3.73,0.0,85,isolated|stable|focused_att|dead,64,21
0,26,5,,35,True,-2.366,4,0.8889,0.707,0.8418,15.8222,32,32.07,13.29,54.9682,1067,social|stable|deep_conn,26,
0,67,21,,19,True,2.6968,5,0.9167,0.6477,0.8435,15.0437,33,42.56,23.16,53.0334,1627,social|stable|deep_conn,67,
0,68,21,,19,True,0.9824,3,0.5833,0.6459,0.7921,6.7036,21,12.64,6.93,32.0847,432,social|stable|focused_att,68,
0,69,21,23,3,False,0.4245,3,0.2353,0.753,0.8009,27.5276,4,17.44,5.72,48.907,455,stable|deep_conn|dead,69,23
0,70,24,,16,True,3.0394,5,1.0,0.6495,0.887,18.5033,36,59.02,31.86,64.9023,1966,social|stable|wide_att|deep_conn,70,
0,71,24,31,8,False,-0.3371,5,0.9545,0.6905,0.8749,21.3906,21,64.08,28.73,91.1693,2070,social|stable|wide_att|deep_conn|dead,71,31
0,72,25,27,3,False,2.6404,3,0.2222,0.6778,0.8288,13.4522,4,14.76,7.01,29.5748,373,stable|deep_conn|dead,72,27
0,73,27,,13,True,-1.3824,5,0.9444,0.6922,0.8644,15.5078,34,52.47,23.33,53.0883,1864,social|stable|wide_att|deep_conn,73,
0,74,27,28,2,False,-2.3328,3,0.2,0.7166,0.8545,12.1373,4,15.12,5.98,19.5334,277,stable|wide_att|deep_conn|dead,74,28
0,75,27,,13,True,0.74,3,0.5556,0.6254,0.809,3.6105,20,15.05,9.01,30.3343,457,social|stable,75,
0,76,28,29,2,False,0.8511,5,0.7273,0.7072,0.894,11.5311,16,42.08,17.42,34.6973,1186,social|stable|wide_att|deep_conn|dead,76,29
0,77,28,,12,True,-0.3843,4,0.8889,0.6728,0.819,10.0103,32,19.07,9.27,46.9308,555,social|stable|deep_conn,77,
0,78,29,,11,True,0.1068,5,0.9444,0.6885,0.8512,13.1095,34,42.33,19.15,51.0038,1572,social|stable|wide_att|deep_conn,78,
0,79,30,31,2,False,0.3467,4,0.3636,0.6918,0.8767,12.51,8,33.39,14.87,28.8214,795,stable|wide_att|deep_conn|dead,79,31
0,80,31,32,2,False,-0.5364,3,0.2,0.6769,0.8656,11.5885,5,14.06,6.71,19.1651,261,stable|wide_att|deep_conn|dead,80,32
0,81,31,38,8,False,-1.0333,3,0.6471,0.6752,0.7982,11.4417,22,15.19,7.3,33.3246,409,social|stable|focused_att|deep_conn|dead,81,38
0,82,31,33,3,False,3.0363,5,0.68,0.7002,0.8562,18.4845,17,52.56,22.5,34.3195,1769,social|stable|wide_att|deep_conn|dead,82,33
0,83,33,,7,True,2.2808,3,0.6944,0.6796,0.8291,10.0442,25,18.27,8.61,39.3069,459,social|stable|deep_conn,83,
0,84,33,,7,True,-1.5747,5,0.8611,0.7052,0.8825,27.9112,31,67.54,28.24,64.9023,2160,social|stable|wide_att|deep_conn,84,
0,85,34,37,4,False,1.9732,3,0.5161,0.6433,0.7864,10.6137,16,15.17,8.41,40.7232,432,social|stable|focused_att|deep_conn|dead,85,37
0,86,34,,6,True,-1.2864,5,0.8889,0.6845,0.8686,15.6891,32,55.13,25.42,54.7912,1959,social|stable|wide_att|deep_conn,86,
0,87,34,,6,True,1.3815,5,0.8889,0.6747,0.845,17.9441,32,58.0,27.96,55.0516,2029,social|stable|deep_conn,87,
0,88,35,,5,True,2.8795,5,0.8611,0.6552,0.8575,20.2519,31,55.0,28.94,64.0637,1746,social|stable|wide_att|deep_conn,88,
0,89,35,36,2,False,2.7807,3,0.2069,0.6353,0.8029,6.8198,6,15.85,9.1,17.7539,300,stable|dead,89,36
0,90,36,,4,True,0.338,5,0.8889,0.6415,0.8451,16.5555,32,51.77,28.93,36.708,1896,social|stable|deep_conn,90,
0,91,36,38,3,False,1.0429,3,0.3529,0.6111,0.8284,7.1888,12,14.86,9.46,21.1741,382,stable|dead,91,38
0,92,36,38,3,False,-1.8263,3,0.3529,0.6995,0.8191,14.5313,12,15.88,6.82,52.7591,448,stable|deep_conn|dead,92,38
0,93,37,,3,True,0.1719,5,0.7222,0.7048,0.8536,19.4734,26,46.52,19.48,64.0637,1705,social|stable|wide_att|deep_conn,93,
0,94,37,,3,True,1.5536,3,0.3611,0.6328,0.8131,18.6096,13,15.24,8.84,42.2966,457,stable|deep_conn,94,
0,95,37,38,2,False,2.976,5,0.7059,0.6936,0.8764,17.4984,24,46.37,20.48,45.7122,1287,social|stable|wide_att|deep_conn|dead,95,38
0,96,37,,3,True,-0.9582,5,0.7778,0.6665,0.8675,20.3398,28,56.55,28.3,55.8236,1951,social|stable|wide_att|deep_conn,96,
0,97,38,,2,True,-2.6372,4,0.4167,0.6319,0.8818,10.4499,15,34.52,20.11,29.7297,814,stable|wide_att|deep_conn,97,
0,98,38,,2,True,-0.8482,3,0.1667,0.6333,0.8455,10.5814,6,13.36,7.74,23.4098,251,stable|deep_conn,98,
0,99,39,,0,True,1.9658,5,0,0,0,0,0,0,0,0,0,isolated|focused_att,99,
