seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
15,0,1,24,24,False,-3.1353,4,0.6667,0.726,0.8441,10.5406,18,34.07,12.86,41.6625,1131,social|stable|deep_conn|dead,0,24
15,1,2,,38,True,2.5574,5,0.7727,0.6663,0.8312,16.4295,17,35.37,17.71,81.7335,1463,social|stable|deep_conn,1,
15,84,20,26,7,False,0.4657,4,0.8065,0.6119,0.8225,2.6079,25,28.51,18.08,20.3693,913,social|stable|dead,84,26
15,85,20,22,3,False,0.4129,3,0.5,0.6732,0.8365,14.9362,13,18.05,8.77,52.8897,490,stable|deep_conn|dead,85,22
15,86,20,20,1,False,0.5576,2,0.1579,0.6833,0.8064,118.1318,3,7.52,3.49,316.2444,89,stable|deep_conn|dead,86,20
15,87,20,20,1,False,0.9087,2,0.1053,0.6759,0.7913,34.307,2,6.85,3.28,34.9619,77,isolated|stable|focused_att|deep_conn|dead,87,20
15,88,20,23,4,False,-1.9784,2,0.2308,0.6797,0.7459,7.6228,6,5.34,2.51,20.72,111,stable|focused_att|dead,88,23
15,89,20,20,1,False,0.157,2,0.2105,0.6822,0.8274,85.4071,4,7.27,3.39,316.2444,90,stable|deep_conn|dead,89,20
15,90,20,21,2,False,-1.2135,2,0.1739,0.6723,0.7733,64.6761,4,6.85,3.34,116.2234,126,stable|focused_att|deep_conn|dead,90,21
15,91,20,21,2,False,0.1952,2,0.2609,0.6543,0.7658,75.8971,6,6.03,3.19,432.4677,134,stable|focused_att|deep_conn|dead,91,21
15,92,20,22,3,False,-0.7549,2,0.2308,0.7107,0.7748,17.3379,6,8.18,3.33,42.7134,167,stable|focused_att|deep_conn|dead,92,22
15,93,20,21,2,False,0.2968,2,0.2174,0.6808,0.7881,10.683,5,7.81,3.66,17.1268,154,stable|focused_att|deep_conn|dead,93,21
15,94,20,20,1,False,-0.8534,2,0.2105,0.6688,0.7952,25.8432,4,7.09,3.51,49.4324,84,stable|focused_att|deep_conn|dead,94,20
15,95,20,20,1,False,-0.0525,2,0.1579,0.7088,0.8169,21.2168,3,9.45,3.88,21.8005,125,stable|deep_conn|dead,95,20
15,96,20,20,1,False,3.0582,2,0.1053,0.6467,0.795,20.1609,2,7.42,4.05,20.1609,94,isolated|stable|focused_att|deep_conn|dead,96,20
15,97,20,21,2,False,-2.3265,2,0.087,0.6543,0.7578,19.3721,2,5.76,3.04,32.1273,107,isolated|stable|focused_att|deep_conn|dead,97,21
