seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
18,0,1,,39,True,2.5797,5,0.9615,0.6053,0.8395,18.4107,25,39.59,25.82,46.0827,1741,social|stable|deep_conn,0,
18,84,20,20,1,False,-2.625,2,0.0625,0.6421,0.8035,0.7372,1,7.01,3.9,0.7372,95,isolated|stable|dead,84,20
18,12,5,,35,True,-1.113,5,0.8846,0.6647,0.8597,16.0862,23,49.35,24.89,54.3451,1761,social|stable|wide_att|deep_conn,12,
18,23,7,,33,True,0.4663,5,0.9615,0.6628,0.842,18.9229,25,52.29,26.6,50.9705,2005,social|stable|deep_conn,23,
18,24,7,,33,True,-2.1528,5,0.9615,0.6348,0.8633,18.0627,25,53.11,30.56,62.0673,1914,social|stable|wide_att|deep_conn,24,
18,28,8,,32,True,-1.0759,5,0.9231,0.655,0.8354,18.399,24,43.46,22.89,57.5735,1707,social|stable|deep_conn,28,
18,29,8,,32,True,-2.2454,4,0.8462,0.6724,0.8348,13.584,22,33.04,16.1,34.9663,1020,social|stable|deep_conn,29,
18,30,8,,32,True,1.9728,5,0.9231,0.6721,0.8578,8.4707,24,31.33,15.29,37.3639,1023,social|stable|wide_att,30,
18,34,9,21,13,False,0.5997,4,0.6111,0.645,0.8187,13.0058,11,31.93,17.57,29.0105,1029,social|stable|deep_conn|dead,34,21
18,35,9,,31,True,2.4959,5,0.8846,0.6836,0.8563,19.5037,23,54.63,25.28,57.5735,1939,social|stable|wide_att|deep_conn,35,
18,47,11,,29,True,-1.1944,4,0.8846,0.6344,0.8066,13.8527,23,29.18,16.82,48.0783,1045,social|stable|deep_conn,47,
18,52,12,20,9,False,0.1221,4,0.625,0.6754,0.8618,18.9457,10,37.2,17.88,43.5607,930,social|stable|wide_att|deep_conn|dead,52,20
18,59,13,,27,True,3.137,4,0.8077,0.6229,0.8484,10.4496,21,15.97,9.67,45.6262,389,social|stable|deep_conn,59,
18,75,16,,24,True,-1.3019,5,1.0,0.6657,0.8333,17.3264,26,51.21,25.72,54.8039,1898,social|stable|deep_conn,75,
18,78,19,21,3,False,2.9091,4,0.6667,0.6273,0.8644,13.4891,12,27.49,16.33,70.2852,909,social|stable|wide_att|deep_conn|dead,78,21
18,79,19,22,4,False,2.8386,2,0.1053,0.6308,0.7376,10.2239,2,5.92,3.47,11.3607,121,isolated|stable|focused_att|deep_conn|dead,79,22
18,80,19,20,2,False,-0.1839,2,0.125,0.6897,0.841,12.0214,2,9.03,4.06,21.4028,124,isolated|stable|deep_conn|dead,80,20
18,85,20,30,11,False,-0.6322,5,0.75,0.6805,0.7769,5.1249,15,12.09,5.68,19.7362,308,social|stable|focused_att|dead,85,30
