seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
9,0,2,30,29,False,-2.5037,4,0.6923,0.6214,0.7595,5.759,9,11.81,7.19,19.927,301,social|stable|focused_att|dead,0,30
9,1,3,,37,True,0.3726,4,0.8889,0.6699,0.8433,10.4529,16,29.54,14.55,30.1863,968,social|stable|deep_conn,1,
9,64,20,20,1,False,-1.8409,2,0.2308,0.653,0.773,115.5034,3,8.81,4.68,316.2444,118,stable|focused_att|deep_conn|dead,64,20
9,21,7,24,18,False,-1.7814,2,0.2,0.63,0.777,9.8729,3,8.96,5.26,26.7629,188,stable|focused_att|dead,21,24
9,45,13,,27,True,-2.332,5,0.9444,0.6599,0.868,19.7905,17,53.68,27.67,56.7928,1834,social|stable|wide_att|deep_conn,45,
9,65,20,20,1,False,0.6519,2,0.3846,0.6157,0.8215,93.2081,5,8.54,5.33,316.2444,108,stable|deep_conn|dead,65,20
9,66,20,22,3,False,1.8822,2,0.2308,0.609,0.7568,2.7415,3,6.43,4.13,4.1366,155,stable|focused_att|dead,66,22
9,26,9,,31,True,2.0324,5,0.8333,0.6403,0.8428,13.2332,15,28.42,15.96,69.4436,981,social|stable|deep_conn,26,
9,67,20,20,1,False,0.5104,2,0.3077,0.6545,0.8205,46.0794,4,9.38,4.95,59.9325,123,stable|deep_conn|dead,67,20
9,68,20,20,1,False,-2.7922,2,0.2308,0.6935,0.8336,20.1588,3,9.05,4.0,30.6267,120,stable|deep_conn|dead,68,20
9,69,20,21,2,False,-1.7654,2,0.0769,0.664,0.7327,13.01,1,5.1,2.58,13.01,101,isolated|stable|focused_att|deep_conn|dead,69,21
9,70,20,23,4,False,-0.7021,2,0.1538,0.7358,0.7811,1.6836,2,7.07,2.54,1.7572,136,stable|focused_att|dead,70,23
9,34,10,,30,True,2.138,5,0.8889,0.6805,0.8696,11.7702,16,46.19,21.69,32.5681,1700,social|stable|wide_att|deep_conn,34,
9,35,10,,30,True,2.4872,5,1.0,0.6638,0.8381,17.6077,18,47.04,23.82,64.1155,1791,social|stable|deep_conn,35,
9,71,20,23,4,False,0.6118,3,0.6154,0.6324,0.7764,8.9402,8,16.8,9.77,15.6977,465,social|stable|focused_att|dead,71,23
9,72,20,20,1,False,0.8212,2,0.3077,0.6771,0.8371,116.4502,4,8.34,3.98,316.2444,91,stable|deep_conn|dead,72,20
9,73,23,31,9,False,-1.778,3,0.7143,0.6781,0.7688,1.6844,10,13.32,6.32,7.5053,363,social|stable|focused_att|dead,73,31
9,74,23,,17,True,2.5586,5,0.8889,0.6433,0.845,11.8186,16,39.88,22.12,32.3546,1601,social|stable|deep_conn,74,
9,75,25,,15,True,0.1348,5,0.9444,0.6592,0.8661,16.7635,17,49.19,25.43,48.3586,1537,social|stable|wide_att|deep_conn,75,
9,76,26,28,3,False,-0.2196,5,0.6,0.6396,0.8646,19.3472,9,44.59,25.12,33.0634,1703,social|stable|wide_att|deep_conn|dead,76,28
9,77,26,27,2,False,0.7684,3,0.3333,0.6911,0.8617,15.6346,5,18.41,8.23,27.814,342,stable|wide_att|deep_conn|dead,77,27
9,78,27,28,2,False,2.2473,3,0.0667,0.6868,0.8371,4.468,1,14.73,6.72,4.468,275,isolated|stable|dead,78,28
9,79,28,33,6,False,2.304,5,0.8571,0.6574,0.851,13.3171,12,46.56,24.27,35.1731,1660,social|stable|wide_att|deep_conn|dead,79,33
9,80,30,31,2,False,3.1264,5,0.4286,0.6261,0.8614,11.6533,6,37.84,22.59,24.4458,1054,stable|wide_att|deep_conn|dead,80,31
9,81,31,36,6,False,1.3294,4,0.7368,0.6479,0.8534,14.5907,14,41.6,22.61,33.3246,1269,social|stable|wide_att|deep_conn|dead,81,36
9,82,32,33,2,False,-2.5393,3,0.1429,0.702,0.8579,18.2922,2,14.46,6.14,36.0147,256,isolated|stable|wide_att|deep_conn|dead,82,33
9,83,33,,7,True,-1.8418,4,0.7778,0.6662,0.829,16.9912,14,24.61,12.33,69.4436,832,social|stable|deep_conn,83,
9,84,33,,7,True,0.5957,5,0.8333,0.671,0.8344,14.4042,15,43.65,21.4,44.2944,1474,social|stable|deep_conn,84,
9,85,33,,7,True,-0.0184,4,0.7778,0.6992,0.8028,14.5536,14,23.67,10.18,38.3414,872,social|stable|deep_conn,85,
9,86,33,,7,True,-2.2884,5,0.8333,0.6162,0.8274,11.2537,15,30.96,19.29,45.6429,1276,social|stable|deep_conn,86,
9,87,35,,5,True,-1.9588,4,0.8333,0.6148,0.8297,10.4606,15,23.2,14.54,51.8817,769,social|stable|deep_conn,87,
9,88,35,,5,True,-1.1712,5,0.8333,0.6808,0.8348,12.4824,15,41.7,19.55,54.5222,1533,social|stable|deep_conn,88,
9,89,35,36,2,False,-0.4483,4,0.3684,0.6821,0.8764,15.2314,7,32.51,15.15,35.2623,795,stable|wide_att|deep_conn|dead,89,36
9,90,37,,3,True,1.0822,3,0.3333,0.6787,0.8011,7.4169,6,17.38,8.23,26.0703,456,stable,90,
9,91,38,,2,True,2.5687,3,0.2222,0.6351,0.8837,20.2181,4,15.06,8.65,36.4282,273,stable|wide_att|deep_conn,91,
9,92,39,,0,True,-0.599,4,0,0,0,0,0,0,0,0,0,isolated|focused_att,92,
