seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
4,0,1,,39,True,0.1747,5,0.92,0.6418,0.8624,8.8262,23,30.46,17.0,63.3445,888,social|stable|wide_att,0,
4,1,1,,39,True,-2.4084,5,1.0,0.682,0.8558,17.4444,25,43.51,20.29,71.6274,1573,social|stable|wide_att|deep_conn,1,
4,2,2,,38,True,-2.003,5,0.76,0.6409,0.851,18.418,19,31.48,17.64,63.3408,1030,social|stable|wide_att|deep_conn,2,
4,11,4,,36,True,-2.8692,5,0.96,0.6503,0.8426,17.6713,24,45.0,24.2,81.3645,1798,social|stable|deep_conn,11,
4,18,5,20,16,False,-2.2067,5,0.8261,0.6798,0.8882,16.7694,19,44.09,20.77,45.6512,1275,social|stable|wide_att|deep_conn|dead,18,20
4,27,6,34,29,False,1.1189,5,1.0,0.6145,0.8383,18.4833,21,47.21,29.61,74.3403,1746,social|stable|deep_conn|dead,27,34
4,36,8,25,18,False,-2.9276,4,0.7692,0.6764,0.8299,12.5667,20,27.02,12.93,40.9828,918,social|stable|deep_conn|dead,36,25
4,37,8,21,14,False,1.4385,3,0.32,0.6896,0.8057,7.2908,8,13.27,5.97,21.1741,354,stable|dead,37,21
4,42,9,,31,True,-2.6646,5,0.92,0.6693,0.8482,12.7991,23,45.57,22.51,40.9944,1558,social|stable|deep_conn,42,
4,53,13,37,25,False,-0.6329,3,0.875,0.6018,0.8189,6.2012,21,14.27,9.44,33.2587,424,social|stable|dead,53,37
4,57,14,,26,True,0.2998,5,1.0,0.6414,0.8467,18.5704,25,45.8,25.61,69.8005,2091,social|stable|deep_conn,57,
4,62,15,36,22,False,2.8393,5,0.9167,0.6571,0.847,9.645,22,32.42,16.92,38.9154,1075,social|stable|dead,62,36
4,64,16,,24,True,-1.4613,5,1.0,0.7284,0.865,20.6387,25,65.28,24.34,71.6274,2077,social|stable|wide_att|deep_conn,64,
4,65,17,,23,True,-0.4278,5,0.96,0.6422,0.8762,16.034,24,55.21,30.76,52.4506,1912,social|stable|wide_att|deep_conn,65,
4,67,18,,22,True,-1.714,3,0.8,0.6881,0.812,7.6396,20,17.21,7.8,32.4017,509,social|stable,67,
