seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
10,0,1,,39,True,-1.6589,5,0.9048,0.6675,0.8487,13.4722,19,47.27,23.54,47.3904,1769,social|stable|deep_conn,0,
10,1,1,,39,True,-0.4606,4,0.8571,0.686,0.8245,8.4273,18,31.79,14.55,29.6929,1113,social|stable,1,
10,15,4,,36,True,-2.9783,5,0.9048,0.6127,0.8366,10.5796,19,51.89,32.79,20.7294,1784,social|stable|deep_conn,15,
10,23,6,,34,True,-2.5774,4,0.6667,0.68,0.8215,5.2125,14,17.8,8.38,25.1523,455,social|stable,23,
10,27,7,21,15,False,-1.8905,5,0.95,0.601,0.8736,17.6409,19,52.13,34.62,53.3792,1785,social|stable|wide_att|deep_conn|dead,27,21
10,40,9,,31,True,-1.9594,5,0.9524,0.6957,0.8698,17.0678,20,61.48,26.89,73.8856,2096,social|stable|wide_att|deep_conn,40,
10,51,10,24,15,False,-1.0546,4,0.7826,0.6601,0.8474,8.7855,18,27.64,14.24,37.7206,913,social|stable|dead,51,24
10,52,10,,30,True,1.2096,5,0.9524,0.6135,0.8467,17.5525,20,42.32,26.66,73.8856,1526,social|stable|deep_conn,52,
10,45,10,21,12,False,-1.0212,4,0.75,0.6405,0.8603,15.7413,15,28.79,16.16,31.0655,876,social|stable|wide_att|deep_conn|dead,45,21
10,53,11,21,11,False,-2.9822,3,0.35,0.6653,0.8179,13.6081,7,16.25,8.17,26.9241,454,stable|deep_conn|dead,53,21
10,54,12,,28,True,1.0128,5,0.9524,0.6614,0.8396,15.0573,20,56.74,29.05,51.8693,1923,social|stable|deep_conn,54,
10,57,14,32,19,False,-1.9084,4,0.875,0.7308,0.8388,15.4891,21,35.57,13.11,38.9519,1188,social|stable|deep_conn|dead,57,32
10,66,17,20,4,False,-1.1332,2,0.0556,0.6783,0.8645,6.642,1,7.57,3.59,6.642,105,isolated|stable|wide_att|dead,66,20
10,69,18,22,5,False,-1.5882,4,0.9048,0.5986,0.8446,8.6796,19,30.97,20.77,38.8759,1072,social|stable|dead,69,22
10,70,18,,22,True,-0.7989,5,1.0,0.6528,0.8352,10.2455,21,43.21,22.98,35.7912,1575,social|stable|deep_conn,70,
10,71,18,21,4,False,0.3707,2,0.05,0.7309,0.7704,8.5177,1,8.37,3.08,8.5177,159,isolated|stable|focused_att|dead,71,21
10,80,19,24,6,False,-1.0822,4,0.7391,0.6314,0.8366,10.1837,17,32.13,18.76,38.9073,1085,social|stable|deep_conn|dead,80,24
10,78,19,20,2,False,0.9434,2,0.0556,0.6372,0.8495,14.5011,1,7.4,4.21,14.5011,101,isolated|stable|deep_conn|dead,78,20
10,83,20,,20,True,-2.9245,4,0.9048,0.6641,0.8483,6.5407,19,32.43,16.4,29.3709,1047,social|stable,83,
10,81,20,22,3,False,-1.6443,2,0.3333,0.659,0.7388,5.4315,7,6.65,3.44,10.4445,138,stable|focused_att|dead,81,22
10,82,20,20,1,False,-0.5662,2,0.0556,0.7347,0.8358,22.2124,1,9.29,3.36,22.2124,122,isolated|stable|deep_conn|dead,82,20
10,84,20,,20,True,2.2916,5,0.9048,0.682,0.8524,14.6963,19,49.82,23.23,37.2498,1700,social|stable|wide_att|deep_conn,84,
10,85,20,,20,True,2.4568,5,0.9048,0.6709,0.8331,12.6456,19,43.05,21.11,48.9885,1675,social|stable|deep_conn,85,
10,86,21,22,2,False,1.1576,3,0.2857,0.6266,0.8629,12.6416,6,18.14,10.81,30.0581,372,stable|wide_att|deep_conn|dead,86,22
10,87,22,25,4,False,-3.0508,4,0.5455,0.6661,0.7961,6.5695,12,23.1,11.58,21.0663,745,social|stable|focused_att|dead,87,25
10,88,25,29,5,False,-1.9272,4,0.6957,0.6449,0.8407,10.2494,16,34.53,19.01,44.5288,1053,social|stable|deep_conn|dead,88,29
10,89,25,27,3,False,-1.3946,3,0.2083,0.6235,0.8024,12.5166,5,11.9,7.18,23.1116,339,stable|deep_conn|dead,89,27
