seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
11,47,10,25,16,False,2.9722,3,0.5,0.6265,0.8019,17.4441,10,14.8,8.82,53.7986,417,stable|deep_conn|dead,47,25
11,4,1,22,22,False,-2.2413,2,0.25,0.7207,0.7874,4.8549,4,7.75,3.0,8.1161,155,stable|focused_att|dead,4,22
11,72,16,21,6,False,0.0938,2,0.0,0.619,0.7652,0.0,0,9.25,5.69,0.0,174,isolated|stable|focused_att|dead,72,21
11,74,17,20,4,False,1.1077,3,0.25,0.6204,0.8983,19.6519,3,15.89,9.72,38.6824,315,stable|wide_att|deep_conn|dead,74,20
11,8,2,,38,True,1.9684,5,0.9091,0.6393,0.8362,13.1354,20,43.12,24.33,31.0307,1555,social|stable|deep_conn,8,
11,53,11,22,12,False,0.7195,3,0.5,0.6548,0.8087,10.4047,8,17.99,9.49,30.2383,478,stable|deep_conn|dead,53,22
11,54,12,,28,True,0.4929,5,0.8636,0.6836,0.8642,18.9252,19,57.04,26.4,58.7641,1815,social|stable|wide_att|deep_conn,54,
11,56,13,20,8,False,-1.0645,4,0.4167,0.6146,0.8479,9.1692,5,28.4,17.81,16.4876,694,stable|dead,56,20
11,75,17,25,9,False,-1.4848,2,0.35,0.6878,0.7359,6.4023,7,5.92,2.69,23.822,128,stable|focused_att|dead,75,25
11,35,7,,33,True,-0.1054,4,1.0,0.6071,0.7979,10.5442,22,29.66,19.19,30.4163,928,social|stable|focused_att|deep_conn,35,
11,36,8,,32,True,0.9651,5,1.0,0.6605,0.8366,18.8754,22,55.28,28.41,54.1031,1745,social|stable|deep_conn,36,
11,58,14,,26,True,2.1402,5,1.0,0.598,0.8512,18.8587,22,47.47,31.91,63.2795,1890,social|stable|wide_att|deep_conn,58,
11,82,19,21,3,False,2.5468,3,0.125,0.6414,0.7996,219.5028,2,16.13,9.02,432.4677,402,isolated|stable|focused_att|deep_conn|dead,82,21
11,83,19,21,3,False,2.3654,2,0.0,0.6506,0.7755,0.0,0,8.62,4.63,0.0,164,isolated|stable|focused_att|dead,83,21
11,85,19,20,2,False,1.7943,2,0.0,0.6982,0.8179,0.0,0,6.92,2.99,0.0,83,isolated|stable|dead,85,20
11,69,15,,25,True,-3.1054,4,0.9091,0.6664,0.8041,6.2898,20,28.01,14.02,36.804,939,social|stable,69,
11,70,15,23,9,False,0.6301,3,0.45,0.593,0.8109,10.1916,9,18.9,12.97,18.6597,496,stable|deep_conn|dead,70,23
11,86,20,31,12,False,0.6829,3,0.8235,0.6795,0.8283,9.8649,14,17.48,8.25,37.2682,418,social|stable|dead,86,31
11,87,22,,18,True,2.982,5,1.0,0.6052,0.8627,15.2551,22,43.13,28.14,54.1031,1551,social|stable|wide_att|deep_conn,87,
11,88,22,38,17,False,0.1336,5,0.9524,0.6716,0.8431,22.836,20,46.91,22.94,57.9522,1709,social|stable|deep_conn|dead,88,38
11,89,22,28,7,False,-2.5804,4,0.8333,0.702,0.8329,7.887,15,30.93,13.13,41.072,975,social|stable|dead,89,28
11,90,22,,18,True,-2.9346,4,0.9545,0.6738,0.8251,13.4709,21,34.2,16.56,62.5748,1189,social|stable|deep_conn,90,
11,91,25,35,11,False,1.7975,5,0.9524,0.5871,0.839,12.8067,20,38.88,27.34,38.6768,1511,social|stable|deep_conn|dead,91,35
11,92,25,,15,True,0.073,5,0.9091,0.6917,0.8566,14.31,20,48.54,21.63,36.9092,1781,social|stable|wide_att|deep_conn,92,
11,93,29,,11,True,-2.7504,3,0.7273,0.6694,0.8263,4.9303,16,16.26,8.03,25.4073,444,social|stable,93,
11,94,29,31,3,False,-1.2625,3,0.5882,0.6169,0.8299,14.7654,10,18.56,11.53,48.4933,524,social|stable|deep_conn|dead,94,31
11,95,30,,10,True,-1.5671,5,0.9545,0.6922,0.8334,13.296,21,44.32,19.71,44.8224,1621,social|stable|deep_conn,95,
11,96,32,,8,True,1.1956,5,0.9091,0.6518,0.8405,21.8321,20,60.58,32.36,49.8988,2054,social|stable|deep_conn,96,
11,97,32,,8,True,2.5309,5,0.9545,0.7123,0.8657,16.0059,21,58.58,23.66,43.3527,2070,social|stable|wide_att|deep_conn,97,
11,98,33,,7,True,-0.978,5,0.9545,0.6953,0.8543,21.2173,21,53.28,23.35,69.8499,1928,social|stable|wide_att|deep_conn,98,
11,99,33,38,6,False,0.4284,5,0.9524,0.6216,0.8462,16.8257,20,39.95,24.32,38.8032,1712,social|stable|deep_conn|dead,99,38
11,100,33,,7,True,-2.641,5,0.9545,0.68,0.8355,16.8093,21,47.24,22.24,44.8224,1742,social|stable|deep_conn,100,
11,101,34,39,6,False,-2.2119,5,0.9545,0.6681,0.8595,16.9978,21,59.31,29.47,58.7641,1807,social|stable|wide_att|deep_conn|dead,101,39
11,102,37,38,2,False,-1.3699,3,0.5238,0.6909,0.8507,17.5539,11,18.73,8.38,39.1301,387,social|stable|wide_att|deep_conn|dead,102,38
11,103,37,39,3,False,2.7234,3,0.5,0.6988,0.8194,11.2919,11,21.5,9.27,30.4914,566,stable|deep_conn|dead,103,39
11,104,38,39,2,False,-2.1921,5,0.5455,0.6918,0.8881,11.3551,12,50.47,22.49,27.5667,1436,social|stable|wide_att|deep_conn|dead,104,39
