seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
42,1,0.0,118,99,7,0,7,0,0,0,5,113,5,118,0,63,55,118,0,0,10,1.928
42,2,0.0,86,66,6,0,8,0,0,0,6,76,10,77,9,48,38,86,0,0,13,2.2784
42,3,0.0,24,18,2,0,0,0,0,0,4,21,3,24,0,12,12,24,0,0,5,1.9194
42,4,0.0,14,13,0,0,0,0,0,0,1,13,1,14,0,8,6,14,0,0,3,1.2958
42,5,0.0,25,19,4,0,2,0,0,0,0,24,1,25,0,9,16,25,0,0,6,1.9468
42,6,0.0,29,24,1,0,4,0,0,0,0,26,3,27,2,12,17,29,0,0,6,1.7545
42,7,0.0,19,12,4,0,3,0,0,0,0,16,3,19,0,10,9,19,0,0,6,2.2995
42,8,0.0,15,13,2,0,0,0,0,0,0,15,0,15,0,8,7,15,0,0,4,1.5628
42,9,0.0,14,11,1,0,2,0,0,0,0,12,2,14,0,8,6,14,0,0,5,1.8703
42,10,0.0,19,18,1,0,0,0,0,0,0,19,0,19,0,10,9,19,0,0,3,1.2448
42,11,0.0,25,20,2,0,1,0,0,0,2,23,2,25,0,13,12,25,0,0,7,1.9863
42,12,0.0,22,17,2,0,3,0,0,0,0,19,3,22,0,14,8,22,0,0,6,1.8854
42,13,0.0,23,18,3,0,2,0,0,0,0,21,2,22,1,11,12,23,0,0,5,1.8079
42,14,0.0,14,12,1,0,1,0,0,0,0,13,1,13,1,10,4,14,0,0,4,1.5216
42,15,0.0,13,4,6,0,1,0,0,0,2,11,2,11,2,8,5,13,0,0,7,2.6612
42,16,0.0,8,7,0,0,1,0,0,0,0,7,1,7,1,5,3,8,0,0,3,1.2988
42,17,0.0,8,6,2,0,0,0,0,0,0,8,0,8,0,5,3,8,0,0,3,1.5613
42,18,0.0,17,13,3,0,0,0,0,0,1,17,0,17,0,10,7,17,0,0,5,1.8751
42,19,0.0,14,5,4,0,1,0,0,0,4,9,5,14,0,4,10,14,0,0,7,2.5567
42,20,0.0,17,15,2,0,0,0,0,0,0,17,0,17,0,10,7,17,0,0,3,1.4021
42,21,0.0,19,15,0,0,3,0,0,0,1,16,3,19,0,8,11,19,0,0,5,1.8248
42,22,0.0,12,6,2,0,2,0,0,0,2,9,3,10,2,6,6,12,0,0,6,2.4183
42,23,0.0,15,12,0,0,0,0,0,0,3,13,2,15,0,7,8,15,0,0,4,1.6402
42,24,0.0,19,16,1,0,1,0,0,0,1,17,2,19,0,9,10,19,0,0,5,1.7121
42,25,0.0,15,8,5,0,2,0,0,0,0,14,1,15,0,4,11,15,0,0,5,2.0662
