seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
55,1,0.0,118,104,5,0,4,0,0,0,5,110,8,118,0,59,59,118,0,0,9,1.7271
55,2,0.0,81,77,1,0,2,0,0,0,1,78,3,81,0,44,37,81,0,0,5,1.2991
55,3,0.0,23,21,0,0,2,0,0,0,0,22,1,23,0,12,11,23,0,0,4,1.4247
55,4,0.0,17,10,4,0,3,0,0,0,0,15,2,17,0,10,7,17,0,0,6,2.3687
55,5,0.0,18,16,0,0,0,0,0,0,2,17,1,18,0,10,8,18,0,0,4,1.4628
55,6,0.0,10,6,2,0,1,0,0,0,1,8,2,10,0,6,4,10,0,0,5,2.171
55,7,0.0,12,10,2,0,0,0,0,0,0,12,0,12,0,8,4,12,0,0,4,1.5511
55,8,0.0,15,14,0,0,1,0,0,0,0,14,1,15,0,8,7,15,0,0,3,1.2867
55,9,0.0,19,17,1,0,0,0,0,0,1,18,1,19,0,8,11,19,0,0,4,1.4653
55,10,0.0,12,7,2,0,3,0,0,0,0,9,3,12,0,4,8,12,0,0,4,1.8879
55,11,0.0,5,1,1,0,1,0,0,0,2,3,2,3,2,3,2,5,0,0,5,2.3219
55,12,0.0,18,13,0,0,3,0,0,0,2,14,4,18,0,7,11,18,0,0,5,1.8764
55,13,0.0,13,9,2,0,1,0,0,0,1,11,2,12,1,9,4,13,0,0,6,2.1416
55,14,0.0,17,15,2,0,0,0,0,0,0,17,0,17,0,7,10,17,0,0,4,1.4969
55,15,0.0,10,6,1,0,0,0,0,0,3,8,2,8,2,6,4,10,0,0,6,2.161
55,16,0.0,14,8,3,0,3,0,0,0,0,12,2,12,2,5,9,14,0,0,7,2.4138
55,17,0.0,18,11,2,0,4,0,0,0,1,16,2,18,0,10,8,18,0,0,7,2.4115
55,18,0.0,21,16,1,0,0,0,0,0,4,18,3,20,1,12,9,21,0,0,6,1.9766
55,19,0.0,19,15,0,0,2,0,0,0,2,16,3,19,0,10,9,19,0,0,5,1.7832
55,20,0.0,19,14,2,0,1,0,0,0,2,16,3,19,0,4,15,19,0,0,5,1.868
55,21,0.0,9,9,0,0,0,0,0,0,0,9,0,9,0,5,4,9,0,0,2,0.9911
55,22,0.0,12,7,3,0,1,0,0,0,1,11,1,12,0,4,8,12,0,0,6,2.2842
55,23,0.0,15,14,0,0,1,0,0,0,0,14,1,15,0,8,7,15,0,0,3,1.2729
55,24,0.0,14,10,2,0,1,0,0,0,1,12,2,13,1,6,8,14,0,0,5,2.006
55,25,0.0,29,19,3,0,4,0,0,0,3,23,6,29,0,15,14,29,0,0,8,2.4008
