seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
17,1,0,2084,1.5849,3,0,1,0,0,0,1.573814,1.489573,1.411831,3,0.0,1.99,0,1.59276,1.595016,1.558009,3,0.0,1.93,0,1.578279,1.699077,1.663468,4,0.0,1.99
17,2,0,2112,1.5834,5,0,1,0,1,0,1.526904,1.585322,1.854829,4,0.0,1.9,0,1.592281,1.562001,1.821707,4,0.0,1.9,0,1.555076,1.699365,1.306291,3,0.0,1.87
17,3,0,2104,1.5833,2,0,1,4,1,0,1.657646,1.533742,1.959736,3,0.0,1.93,0,1.540466,1.550181,2.607733,3,0.0,1.88,0,1.584585,1.550123,2.040607,4,0.0,1.88
17,4,0,2053,1.5353,3,0,1,4,1,0,1.630722,1.573707,1.839066,3,0.0,1.87,0,1.565736,1.579116,1.54458,3,0.0,1.89,0,1.555757,1.5923,2.103014,4,0.0,1.88
17,5,0,2089,1.5303,4,0,1,1,1,1,1.601774,1.575964,1.983514,4,0.0,1.88,0,1.533686,1.619614,2.419072,5,0.0,1.86,1,1.557732,1.652923,1.570257,3,0.0,1.92
17,6,0,2074,1.5787,5,0,1,4,1,0,1.592534,1.717551,1.728472,3,0.0,1.85,0,1.574089,1.587823,1.21759,4,0.0,1.92,0,1.581699,1.649119,1.704361,4,0.0,1.87
17,7,1,2123,1.5613,6,0,1,4,1,0,1.57109,1.65971,1.509566,5,0.0,1.91,0,1.604943,1.513282,0,2,1.0,1.86,0,1.577782,1.53984,1.365164,4,0.0,1.93
17,8,0,2027,1.5746,8,0,1,4,1,0,1.552877,1.615218,1.4404,3,0.0,1.91,0,1.641939,1.587385,0,2,1.0,1.83,0,1.557744,1.666977,1.532399,3,0.1667,1.84
17,9,0,2042,1.585,2,0,1,4,1,0,1.577492,1.57216,2.104375,3,0.0,1.86,0,1.593676,1.569834,0.806563,3,0.0,1.87,0,1.590722,1.604888,1.722589,3,0.0,1.88
17,10,0,2053,1.406,2,0,1,4,1,0,1.606054,1.562379,1.392914,3,0.0,1.87,0,1.613644,1.537532,1.69714,3,0.0,1.9,0,1.559139,1.565954,1.774046,3,0.0,1.9
17,11,0,1956,1.5682,2,0,1,4,1,0,1.585186,1.591928,1.696534,3,0.0,1.92,0,1.559587,1.669997,1.437055,3,0.0,1.89,0,1.585914,1.566566,1.210522,3,0.0,1.85
17,12,0,1977,1.5277,2,0,1,4,1,0,1.600292,1.625985,0.656884,3,0.0,1.87,0,1.544164,1.612128,0,2,1.0,1.84,0,1.504273,1.575974,2.602222,4,0.0,1.82
17,13,0,2067,1.4481,5,0,1,4,1,0,1.563434,1.580582,1.22517,4,0.0,1.86,0,1.593176,1.610285,1.830283,3,0.0,1.84,0,1.563277,1.57181,2.018483,3,0.0,1.92
