seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
10,1,0,2056,1.5842,5,0,1,0,0,0,1.589749,1.455052,1.064762,3,0.0,1.92,0,1.606432,1.632989,2.549374,3,0.0,1.94,0,1.597434,1.59012,1.127893,4,0.0,1.96
10,2,0,2115,1.5841,10,0,1,0,0,1,1.521179,1.457011,1.436528,4,0.0,1.85,0,1.57828,1.54109,1.7783,4,0.0,1.93,0,1.567716,1.561695,1.453826,4,0.0,1.91
10,3,0,1984,1.579,3,0,1,3,1,0,1.622141,1.602016,1.19992,4,0.0,1.91,0,1.587101,1.674561,2.01852,4,0.0,1.82,0,1.514702,1.650054,1.899966,4,0.0,1.89
10,4,0,1979,1.5758,8,0,1,1,1,0,1.61967,1.562618,2.656649,3,0.0,1.85,0,1.537616,1.51358,1.044043,3,0.0,1.84,0,1.530027,1.485275,1.842132,3,0.0,1.85
10,5,0,1964,1.5656,6,0,1,1,1,0,1.575231,1.434548,2.830436,3,0.0,1.8,0,1.601468,1.505834,1.388495,3,0.0,1.85,0,1.591652,1.785639,1.207426,3,0.0,1.87
10,6,0,2060,1.448,1,0,1,1,1,0,1.601066,1.622103,0.613311,3,0.0,1.93,0,1.544606,1.530946,0,2,1.0,1.88,0,1.600058,1.432323,2.205384,4,0.0,1.9
10,7,0,2129,1.5269,8,0,1,4,1,0,1.551924,1.515195,1.4572,3,0.0,1.91,0,1.511443,1.421521,2.708265,3,0.0,1.85,0,1.584278,1.448835,0,2,1.0,1.86
10,8,0,2040,1.5695,3,0,1,4,0,0,1.553056,1.550291,0.807025,4,0.0,1.94,0,1.579063,1.561555,0.625827,3,0.0,1.88,0,1.640082,1.428266,1.450096,3,0.0,1.9
10,9,0,2047,1.5477,1,0,1,4,0,0,1.572192,1.597305,1.592186,4,0.0,1.87,0,1.571125,1.58763,0,2,1.0,1.89,0,1.627111,1.610771,1.433839,3,0.0,1.91
10,10,0,2057,1.5766,4,0,1,1,1,0,1.615179,1.46421,2.051202,4,0.0,1.87,0,1.570011,1.652504,1.866553,4,0.0,1.9,0,1.561552,1.606694,2.091189,3,0.0,1.85
10,11,0,2016,1.5567,3,0,1,3,1,0,1.566372,1.582879,1.269246,6,0.0,1.87,0,1.548745,1.597666,1.314039,3,0.0,1.82,0,1.567693,1.625307,2.063391,3,0.0,1.87
10,12,1,2121,1.5697,4,0,1,1,1,1,1.57375,1.602601,2.413611,3,0.0,1.87,0,1.589387,1.600957,0,2,1.0,1.86,0,1.622278,1.605685,0.871243,3,0.5,1.89
10,13,0,2032,1.4949,7,0,1,4,0,0,1.544886,1.56217,1.721071,4,0.0,1.91,0,1.522873,1.558015,1.778174,3,0.0,1.9,0,1.560808,1.6326,1.698309,3,0.0,1.9
10,14,0,2062,1.361,1,0,1,4,0,0,1.591277,1.486189,1.687818,3,0.0,1.87,0,1.599107,1.526901,2.112936,4,0.0,1.88,0,1.519441,1.581741,1.373265,3,0.0,1.92
10,15,0,2030,1.4605,0,0,0,4,0,0,1.590737,1.598385,1.259327,3,0.0,1.9,0,1.538881,1.542542,1.729757,3,0.0,1.84,0,1.603643,1.609157,0,2,1.0,1.83
10,16,0,1979,1.4714,0,0,0,4,0,0,1.527118,1.505689,1.407564,3,0.0,1.87,0,1.599251,1.582706,0,2,1.0,1.81,0,1.569078,1.512646,1.469015,3,0.0,1.89
10,17,1,1979,1.5727,11,0,1,4,0,0,1.540857,1.555144,1.842883,3,0.0,1.85,0,1.607103,1.596623,2.322448,3,0.0,1.85,0,1.546572,1.607904,1.314807,3,0.0,1.86
10,18,0,2023,1.561,1,0,1,4,0,0,1.562936,1.477976,0.173066,3,0.0,1.85,0,1.578326,1.583998,2.584609,6,0.0,1.82,0,1.579926,1.628776,1.529516,3,0.0,1.86
10,19,0,2048,1.5751,2,0,1,4,0,0,1.597617,1.601031,1.387195,3,0.25,1.93,0,1.562948,1.545076,1.416267,4,0.0,1.88,0,1.595018,1.514122,1.902605,3,0.0,1.9
10,20,0,2019,1.5241,7,0,1,4,0,0,1.547623,1.605043,1.887872,4,0.0,1.88,0,1.529419,1.61842,2.021363,3,0.0,1.82,0,1.575876,1.560652,1.686554,3,0.0,1.91
10,21,0,2021,1.5752,8,0,1,4,0,0,1.543617,1.472495,2.090748,3,0.0,1.94,0,1.605624,1.701049,1.213076,4,0.0,1.85,0,1.577386,1.596102,1.547183,3,0.0,1.85
10,22,0,1999,1.5682,3,0,1,4,0,0,1.52901,1.526915,1.240245,4,0.0,1.84,1,1.60124,1.570637,1.08558,3,0.0,1.88,0,1.651816,1.599458,1.77853,3,0.0,1.92
10,23,0,2099,1.5726,0,0,0,4,0,0,1.61648,1.53531,1.84696,4,0.0,1.82,0,1.599682,1.649947,0.185915,3,0.0,1.84,0,1.493291,1.654445,1.364081,3,0.0,1.88
10,24,0,1990,1.541,4,0,1,4,0,0,1.570307,1.51788,1.65196,6,0.0,1.88,0,1.536781,1.556783,1.59422,3,0.0,1.86,0,1.558869,1.571042,2.377601,3,0.0,1.85
10,25,0,1983,1.4577,4,0,1,1,1,0,1.535369,1.553132,0.261647,3,0.0,1.87,0,1.550342,1.650148,1.134349,3,0.0,1.84,0,1.57262,1.685752,2.150057,4,0.0,1.93
