seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
5,1,0,2177,1.5837,11,0,1,0,0,0,1.603117,1.411995,1.617627,3,0.0,2.01,0,1.588172,1.462409,2.764085,3,0.0,2.01,1,1.560645,1.729946,1.221458,4,0.0,2.04
5,2,0,2003,1.5794,6,0,1,0,0,0,1.57435,1.499366,1.645353,3,0.0,1.89,1,1.621325,1.626656,1.855518,3,0.0,1.84,0,1.558773,1.565445,1.556823,3,0.0,1.87
5,3,0,2084,1.5824,9,0,1,0,1,0,1.583614,1.678448,1.875227,3,0.0,1.88,0,1.589694,1.579531,0.218515,3,0.0,1.91,0,1.555806,1.602542,1.810444,3,0.0,1.89
5,4,0,2086,1.583,5,0,1,4,1,0,1.602352,1.46643,0.894143,3,0.0,1.88,0,1.573195,1.551599,1.689449,3,0.3333,1.92,0,1.577224,1.518888,1.670506,5,0.0,1.86
5,5,0,2128,1.5726,10,0,1,4,0,0,1.582008,1.558465,2.523901,3,0.0,1.91,0,1.567465,1.481872,0.777726,3,0.0,1.86,0,1.612453,1.586779,0,2,1.0,1.86
5,6,0,2150,1.5516,4,0,1,4,0,1,1.521503,1.444927,2.123097,3,0.0,1.91,0,1.57964,1.582795,1.413327,3,0.0,1.91,0,1.539709,1.537443,2.811026,3,0.0,1.86
5,7,0,2050,1.5801,3,0,1,4,0,0,1.601838,1.54932,1.172387,3,0.0,1.85,0,1.611193,1.595663,1.185476,3,0.0,1.89,0,1.540239,1.504651,1.195683,4,0.0,1.82
5,8,0,2102,1.5401,7,0,1,1,1,0,1.603531,1.559632,0.153575,3,0.0,1.95,0,1.597516,1.568535,0.799123,3,0.0,1.86,0,1.589859,1.514118,2.219763,3,0.0,1.88
5,9,0,1998,1.4663,3,0,1,4,0,0,1.559986,1.608104,1.961799,5,0.0,1.86,0,1.583038,1.551316,1.931902,3,0.0,1.86,0,1.569199,1.569016,1.538696,4,0.0,1.88
5,10,0,2096,1.5103,8,0,1,4,0,0,1.584661,1.493418,1.26576,3,0.0,1.9,0,1.596888,1.631302,1.480303,3,0.0,1.9,0,1.578912,1.528395,2.129396,4,0.0,1.9
5,11,0,2002,1.5816,0,0,0,4,0,0,1.557134,1.40941,2.69909,3,0.0,1.8,0,1.556798,1.509784,0.922315,3,0.2857,1.88,0,1.5724,1.587561,2.131408,3,0.0,1.88
5,12,0,1998,1.4714,7,0,1,4,0,0,1.532609,1.592014,1.373366,4,0.0,1.88,0,1.55064,1.602686,1.374243,3,0.0,1.84,0,1.594678,1.664695,1.847348,3,0.0,1.85
5,13,0,1995,1.5395,8,0,1,1,1,0,1.596968,1.598631,2.675185,3,0.0,1.88,0,1.542078,1.681518,1.269957,3,0.0,1.77,0,1.547033,1.584844,0,2,1.0,1.89
5,14,0,2117,1.5822,1,0,1,1,1,0,1.569915,1.610039,1.658797,3,0.0,1.84,0,1.648358,1.534598,1.489415,3,0.0,1.87,0,1.585798,1.679052,0.981445,4,0.0,1.87
5,15,0,2070,1.5734,5,0,1,0,1,0,1.589585,1.5135,1.421684,4,0.0,1.82,0,1.543461,1.451525,1.733537,4,0.0,1.9,0,1.54746,1.584084,2.271832,3,0.0,1.82
5,16,0,2083,1.585,5,0,1,0,1,0,1.565454,1.496306,1.39678,3,0.0,1.86,0,1.561768,1.532661,0.112542,3,0.0,1.89,0,1.592815,1.629726,0.554553,3,0.0,1.98
5,17,0,2062,1.5365,4,0,1,4,0,1,1.557136,1.727666,1.210196,3,0.0,1.92,0,1.559459,1.587589,2.158968,3,0.0,1.85,0,1.599551,1.541108,1.047429,3,0.25,1.84
5,18,0,2017,1.519,3,0,1,4,0,0,1.586007,1.429738,1.811706,4,0.0,1.87,0,1.580783,1.592879,1.006028,3,0.0,1.85,0,1.528974,1.560134,1.940008,3,0.0,1.87
5,19,1,2114,1.5305,5,0,1,1,1,0,1.55199,1.58756,2.277353,3,0.0,1.95,0,1.501046,1.68377,1.04987,3,0.0,1.85,0,1.539783,1.565389,1.669355,6,0.0,1.93
5,20,0,2090,1.5789,8,0,1,3,1,0,1.555055,1.50419,1.656231,3,0.0,1.92,0,1.521616,1.49219,2.295543,3,0.0,1.91,0,1.524837,1.615737,1.428878,4,0.0,1.94
5,21,0,2015,1.585,3,0,1,3,1,0,1.563477,1.535769,0,2,1.0,1.85,0,1.572776,1.617084,1.538166,3,0.1667,1.91,0,1.560858,1.473171,1.431692,3,0.0,1.86
