seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
14,1,0,2007,1.5831,2,0,1,0,0,1,1.552131,1.65934,1.31282,3,0.0,1.95,0,1.596342,1.613772,1.9555,4,0.0,2.05,0,1.538822,1.629143,1.40182,3,0.0,1.95
14,2,0,2116,1.5822,2,0,1,1,1,0,1.572578,1.594027,1.208168,3,0.0,1.87,0,1.558906,1.600596,2.630932,3,0.0,1.83,0,1.539198,1.568288,0,2,1.0,1.88
14,3,0,2080,1.584,0,0,0,3,1,0,1.519288,1.558632,1.006053,4,0.0,1.79,0,1.574798,1.672491,1.352003,3,0.0,1.89,0,1.555725,1.493261,1.83565,3,0.0,1.89
14,4,0,2125,1.5656,2,0,1,4,1,0,1.590599,1.37621,0.980963,3,0.125,1.9,0,1.550924,1.527571,1.764973,3,0.0,1.85,0,1.549685,1.577215,2.682994,3,0.0,1.91
14,5,0,2077,1.582,4,0,1,4,1,0,1.51208,1.608533,1.579243,3,0.0,1.88,0,1.597959,1.594241,1.296074,4,0.0,1.91,0,1.553753,1.515819,1.160219,3,0.0,1.85
14,6,0,2072,1.5825,4,0,1,4,1,0,1.597482,1.54624,1.322969,3,0.0,1.83,0,1.567565,1.601827,2.469907,3,0.0,1.88,0,1.591532,1.482598,1.11644,3,0.0,1.88
14,7,0,2084,1.57,8,0,1,3,1,0,1.552034,1.634623,1.89411,3,0.0,1.85,0,1.580374,1.586594,2.159399,3,0.0,1.89,0,1.590185,1.591262,1.004641,4,0.0,1.86
14,8,0,2002,1.5579,2,0,1,4,1,0,1.597329,1.580839,2.544022,3,0.0,1.87,0,1.555354,1.574356,1.63587,3,0.0,1.88,0,1.553641,1.731348,2.175816,3,0.0,1.86
14,9,0,2089,1.5409,9,0,1,4,1,0,1.60155,1.548358,2.372908,3,0.0,1.91,0,1.551761,1.644324,0,2,1.0,1.86,0,1.592531,1.528919,0.782481,3,0.0,1.92
14,10,0,2024,1.4926,5,0,1,4,1,0,1.569268,1.515349,0.829337,3,0.1667,1.84,0,1.574244,1.558481,1.287165,4,0.0,1.82,0,1.518323,1.460604,1.429786,4,0.0,1.87
14,11,0,2075,1.5794,3,0,1,4,1,0,1.575075,1.610009,2.391167,3,0.0,1.89,0,1.583583,1.609797,0,2,1.0,1.88,0,1.526789,1.536315,1.299009,3,0.2,1.93
14,12,0,2079,1.5653,4,0,1,3,1,0,1.623495,1.605513,1.195082,3,0.0,1.84,0,1.562908,1.661159,1.732177,6,0.1667,1.86,0,1.557299,1.459695,2.475633,3,0.0,1.9
14,13,0,2078,1.5722,0,0,0,4,0,0,1.622112,1.602167,1.184742,4,0.0,1.89,0,1.620692,1.565921,2.266209,3,0.0,1.87,0,1.550831,1.474014,1.636325,3,0.0,1.92
14,14,0,1975,1.4617,4,0,1,3,1,0,1.595627,1.661756,1.158257,4,0.0,1.89,0,1.555298,1.551933,1.495622,4,0.0,1.85,0,1.515419,1.570159,0,2,1.0,1.88
14,15,0,2097,1.5669,7,0,1,3,1,0,1.597247,1.523387,1.353848,3,0.0,1.8,0,1.568536,1.505651,0.668967,3,0.0,1.87,0,1.591759,1.388754,1.834709,4,0.0,1.93
14,16,0,1985,1.547,3,0,1,3,1,0,1.573345,1.569675,0.681685,3,0.0,1.88,0,1.601009,1.624955,0.277289,3,0.0,1.88,0,1.576905,1.646311,1.247196,4,0.0,1.81
14,17,0,2104,1.4621,3,0,1,4,0,0,1.591361,1.518352,1.879888,4,0.0,1.85,0,1.612118,1.446109,1.859265,3,0.0,1.9,0,1.575646,1.585817,1.244818,3,0.0,1.94
14,18,0,2030,1.5803,1,0,1,4,0,0,1.565954,1.588814,1.827675,3,0.0,1.86,0,1.578053,1.595302,1.876866,3,0.0,1.84,0,1.571023,1.530314,1.828804,3,0.0,1.92
14,19,0,2092,1.5179,2,0,1,1,1,0,1.542886,1.579338,1.422401,3,0.0,1.93,0,1.548351,1.629023,1.119221,3,0.0,1.87,0,1.598953,1.675099,1.664161,3,0.0,1.91
14,20,0,2051,1.5832,2,0,1,4,0,0,1.568577,1.605525,0.702462,3,0.0,1.89,0,1.565546,1.607785,1.480755,4,0.0,1.85,0,1.608122,1.770623,1.364733,3,0.0,1.84
14,21,0,2015,1.5305,3,0,1,4,0,0,1.588838,1.611462,1.109882,3,0.0,1.89,0,1.593675,1.589426,1.997359,3,0.0,1.82,0,1.587737,1.624229,1.073112,4,0.0,1.86
14,22,0,2051,1.4655,0,0,0,4,0,0,1.528781,1.632136,1.373805,3,0.25,1.93,0,1.56993,1.688302,2.592033,3,0.0,1.77,0,1.510948,1.477646,1.616605,5,0.0,1.87
14,23,0,2113,1.543,3,0,1,4,0,0,1.551416,1.594368,1.501573,4,0.0,1.91,0,1.588286,1.681053,1.81694,4,0.0,1.9,0,1.581216,1.637529,1.774973,3,0.0,1.9
14,24,0,2009,1.5343,8,0,1,4,0,1,1.580485,1.725925,2.396484,3,0.0,1.91,0,1.580668,1.667067,0.153841,3,0.0,1.78,0,1.58938,1.525987,1.517761,5,0.0,1.89
14,25,0,2085,1.4866,4,0,1,4,0,0,1.592565,1.583904,1.657117,3,0.0,1.91,0,1.563853,1.576517,1.071859,3,0.25,1.81,0,1.596161,1.652911,0.800119,3,0.0,1.89
