seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
13,1,0,2059,1.5845,4,0,1,0,0,0,1.581047,1.57675,0,2,1.0,1.93,0,1.569877,1.553207,2.153439,4,0.0,1.96,0,1.535817,1.684822,1.419281,3,0.1667,1.97
13,2,0,2007,1.5848,6,0,1,1,1,0,1.617386,1.565867,0.982632,3,0.0,1.88,0,1.581592,1.544901,1.389502,4,0.0,1.87,0,1.633404,1.454559,1.133255,3,0.0,1.91
13,3,0,2082,1.5848,6,0,1,0,1,0,1.551705,1.631929,2.597916,4,0.0,1.84,0,1.519266,1.626162,2.066885,3,0.0,1.88,0,1.606425,1.696508,0.791869,3,0.0,1.87
13,4,0,2086,1.5513,5,0,1,3,1,0,1.555593,1.529779,1.404084,6,0.0,1.88,0,1.577867,1.484332,1.858347,3,0.0,1.91,0,1.578964,1.602441,1.210615,3,0.0,1.88
13,5,0,2054,1.557,4,0,1,1,1,1,1.510284,1.470171,1.55326,4,0.0,1.87,0,1.56594,1.57288,1.160835,3,0.0,1.86,0,1.660481,1.575583,1.310675,4,0.0,1.89
13,6,0,2140,1.531,8,0,1,4,1,0,1.526415,1.61427,0.77557,3,0.0,1.86,0,1.565464,1.556663,1.767859,3,0.0,1.9,0,1.57616,1.593232,3.010929,3,0.0,1.88
13,7,1,2086,1.4888,4,0,1,4,1,0,1.558354,1.479254,2.406695,4,0.0,1.88,0,1.578176,1.58639,1.203069,3,0.0,1.88,0,1.593773,1.492216,1.256196,3,0.0,1.84
13,8,1,2030,1.584,7,0,1,4,1,0,1.559746,1.578656,1.208332,3,0.0,1.86,0,1.560464,1.56516,1.810263,4,0.0,1.85,0,1.592025,1.428411,1.354225,4,0.1667,1.82
13,9,0,2098,1.5653,5,0,1,3,1,0,1.556607,1.607447,2.215618,3,0.0,1.89,0,1.586049,1.5267,1.820733,3,0.0,1.93,0,1.56864,1.589851,1.70844,5,0.0,1.9
13,10,0,2094,1.5629,6,0,1,1,1,1,1.55162,1.616247,1.853724,3,0.0,1.92,0,1.567079,1.53909,0,2,1.0,1.87,1,1.572644,1.585071,1.223236,3,0.0,1.87
13,11,0,1983,1.5729,2,0,1,3,1,0,1.598329,1.629337,1.52202,5,0.0,1.85,0,1.573936,1.645053,2.064978,3,0.0,1.77,0,1.599551,1.516378,1.373076,3,0.0,1.86
13,12,0,1956,1.5817,5,0,1,4,1,0,1.59013,1.543832,1.290031,4,0.1111,1.81,0,1.587798,1.584898,1.977109,3,0.0,1.8,0,1.568058,1.512427,2.154688,3,0.0,1.89
13,13,0,2159,1.5755,2,0,1,4,1,0,1.604158,1.592293,1.875262,3,0.0,1.95,0,1.58362,1.536325,1.40375,3,0.0,1.85,0,1.524597,1.566367,1.946967,4,0.0,1.94
13,14,0,1982,1.5824,10,0,1,4,1,0,1.575541,1.49908,1.968929,3,0.0,1.84,0,1.518746,1.59555,0.584994,3,0.0,1.86,0,1.560966,1.643588,1.57509,3,0.0,1.84
13,15,0,2009,1.4874,1,0,1,4,1,0,1.576659,1.500695,2.038356,3,0.0,1.9,0,1.635498,1.552956,1.436134,3,0.0,1.85,0,1.614412,1.573519,1.61272,3,0.3333,1.85
13,16,0,2019,1.5686,2,0,1,4,1,0,1.547262,1.459369,0,2,1.0,1.79,0,1.492397,1.439335,2.311043,3,0.0,1.85,0,1.610982,1.689591,1.943385,3,0.0,1.85
13,17,1,2059,1.5596,9,0,1,4,0,0,1.555632,1.541731,1.529195,3,0.25,1.83,0,1.575657,1.623843,0.259046,3,0.0,1.83,0,1.554274,1.5226,1.800898,3,0.0,1.9
13,18,0,2055,1.547,3,0,1,3,1,0,1.577352,1.646295,1.817042,4,0.0,1.97,0,1.608352,1.547882,1.871409,3,0.0,1.83,0,1.534224,1.59856,1.586991,3,0.0,1.89
13,19,0,1999,1.5566,1,0,1,4,0,0,1.575475,1.551507,1.499203,4,0.0,1.8,0,1.545503,1.557302,1.308346,4,0.0,1.84,0,1.56884,1.584655,1.207921,3,0.0,1.82
13,20,0,2091,1.5382,4,0,1,4,0,0,1.558776,1.586196,1.703753,5,0.0,1.86,0,1.587247,1.622753,2.48016,3,0.0,1.84,0,1.581345,1.662418,2.206295,3,0.0,1.93
13,21,0,1994,1.4926,1,0,1,3,1,0,1.528905,1.507865,1.640969,3,0.0,1.84,0,1.549346,1.671305,2.159264,3,0.0,1.86,0,1.638453,1.541371,2.061005,3,0.0,1.85
13,22,0,2046,1.5749,7,0,1,1,1,0,1.57762,1.508216,1.405571,4,0.0,1.9,0,1.563313,1.644066,0,2,1.0,1.91,0,1.597372,1.529914,0.514885,3,0.0,1.84
13,23,0,2092,1.5807,3,0,1,4,0,0,1.538237,1.60799,2.032541,3,0.0,1.9,0,1.538354,1.539103,1.257803,3,0.0,1.85,0,1.498934,1.550516,1.223743,3,0.0,1.86
13,24,0,2061,1.5529,5,0,1,4,1,2,1.598246,1.605664,2.432441,3,0.0,1.84,0,1.547521,1.488377,1.446499,3,0.2,1.85,0,1.537972,1.615818,1.356717,3,0.0,1.86
13,25,0,2000,1.5302,3,0,1,1,1,1,1.569652,1.471172,0.890431,3,0.0,1.9,0,1.650648,1.59463,0,2,1.0,1.87,0,1.570658,1.656223,2.364753,3,0.0,1.88
