seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
6,1,0,2169,1.5847,4,0,1,0,0,0,1.567572,1.637265,1.484217,6,0.0,1.96,0,1.594332,1.579604,2.598087,3,0.0,2.07,0,1.565084,1.561384,1.914813,3,0.0,2.03
6,2,0,2114,1.5848,7,0,1,0,1,0,1.56827,1.688165,1.700219,3,0.0,1.89,0,1.57503,1.677575,2.149802,3,0.0,1.88,0,1.567471,1.426253,1.570882,4,0.0,1.88
6,3,0,2024,1.583,1,0,1,1,1,0,1.545614,1.515883,1.175572,4,0.0,1.91,0,1.533183,1.570465,1.317311,3,0.2,1.89,0,1.554448,1.591221,1.76768,3,0.0,1.89
6,4,0,2163,1.5754,6,0,1,3,1,0,1.525006,1.613851,1.689036,5,0.0,1.91,0,1.613372,1.552556,0.740277,3,0.0,1.92,0,1.53773,1.574999,1.473433,4,0.1667,1.91
6,5,0,2081,1.4388,1,0,1,4,0,0,1.520295,1.426749,2.619747,3,0.0,1.92,0,1.598816,1.581044,1.268763,3,0.0,1.88,0,1.559645,1.522691,0,2,1.0,1.84
6,6,0,2044,1.5559,6,0,1,4,0,0,1.564999,1.496855,1.36517,3,0.0,1.87,0,1.560011,1.536747,1.363374,3,0.0,1.9,0,1.598416,1.56053,1.712471,3,0.0,1.83
6,7,0,2112,1.558,0,0,0,4,0,0,1.513219,1.623876,1.484846,3,0.0,1.87,0,1.555967,1.699436,0,2,1.0,1.86,0,1.539193,1.543002,1.207585,3,0.0,1.84
6,8,0,1977,1.5831,6,0,1,4,0,0,1.573229,1.584155,2.231851,3,0.0,1.91,0,1.566084,1.675941,1.686343,4,0.0,1.8,0,1.530803,1.590958,1.510167,4,0.0,1.81
6,9,0,2129,1.5,5,0,1,4,0,0,1.569777,1.603011,2.2499,3,0.0,1.9,0,1.493408,1.588959,2.947195,3,0.0,1.92,0,1.604755,1.548299,1.022557,3,0.0,1.97
6,10,0,2025,1.5166,3,0,1,4,0,0,1.614041,1.567074,1.02711,5,0.0,1.89,1,1.547718,1.671369,2.335243,3,0.0,1.79,0,1.574048,1.525733,0.912176,3,0.0,1.91
6,11,0,2075,1.5179,4,0,1,4,0,0,1.562629,1.447135,1.370126,3,0.0,1.86,0,1.578311,1.532554,0.608406,3,0.0,1.83,0,1.576698,1.498324,1.712098,3,0.0,1.89
6,12,0,2118,1.557,3,0,1,3,1,0,1.571074,1.572147,0.263087,3,0.0,1.88,0,1.567994,1.515244,1.671885,3,0.0,1.97,0,1.586109,1.469246,1.929324,3,0.0,1.88
6,13,0,2013,1.57,1,0,1,4,0,0,1.593496,1.644434,0,2,1.0,1.86,0,1.552683,1.662207,0.314241,3,0.0,1.89,0,1.56109,1.685897,2.119283,4,0.0,1.87
6,14,0,2087,1.5729,0,0,0,4,0,0,1.529881,1.565759,1.390258,3,0.0,1.86,0,1.539593,1.553358,1.246961,3,0.0,1.9,0,1.595811,1.610836,2.082509,3,0.0,1.93
6,15,0,2073,1.5702,3,0,1,4,0,0,1.636501,1.52013,2.037381,3,0.0,1.85,0,1.555995,1.568931,2.296788,3,0.0,1.92,0,1.518288,1.609293,2.547953,3,0.0,1.94
6,16,0,2026,1.5285,3,0,1,1,1,0,1.561516,1.555274,1.308811,3,0.0,1.9,0,1.622606,1.550785,2.282695,3,0.0,1.86,0,1.648164,1.530444,1.457591,3,0.0,1.84
6,17,0,2046,1.3788,2,0,1,3,1,0,1.56414,1.614107,1.212097,3,0.0,1.82,0,1.599026,1.610263,1.832526,5,0.0,1.94,0,1.552893,1.421247,1.039297,4,0.0,1.88
6,18,0,2064,1.544,4,0,1,4,0,0,1.5958,1.676186,2.454593,4,0.0,1.85,0,1.593757,1.55978,0.244665,3,0.0,1.86,0,1.516916,1.618999,2.082308,4,0.0,1.9
6,19,0,2029,1.5816,1,0,1,4,0,0,1.56899,1.563567,1.187574,3,0.0,1.89,0,1.541074,1.392626,1.236431,3,0.0,1.81,0,1.535404,1.384957,0.78191,3,0.0,1.86
6,20,0,2071,1.5581,5,0,1,4,0,0,1.562656,1.582442,1.143478,3,0.0,1.84,0,1.616632,1.524382,0.809396,4,0.0,1.86,0,1.52653,1.616001,1.540023,4,0.0,1.91
6,21,0,2097,1.5395,9,0,1,4,0,0,1.538089,1.599093,1.284708,4,0.0,1.88,0,1.546132,1.692967,0,2,1.0,1.94,0,1.576379,1.471525,2.724354,3,0.0,1.89
6,22,0,2093,1.5514,1,0,1,4,0,0,1.55574,1.6876,1.329514,3,0.0,1.91,0,1.527739,1.673281,1.894018,3,0.0,1.88,0,1.550541,1.412152,0.942918,4,0.0,1.87
6,23,1,2042,1.5589,3,0,1,1,1,0,1.539195,1.621897,1.822078,4,0.0,1.91,0,1.556951,1.565825,1.230562,3,0.0,1.86,0,1.536858,1.570893,1.049458,4,0.0,1.87
6,24,0,2040,1.5367,1,0,1,1,1,0,1.566535,1.577571,1.445429,4,0.0,1.83,0,1.587164,1.533847,0.90023,3,0.0,1.86,0,1.523538,1.518594,2.033129,4,0.0,1.89
6,25,0,2051,1.5679,3,0,1,4,0,0,1.600003,1.529234,0.648314,4,0.1667,1.85,0,1.5248,1.564359,1.275759,3,0.0,1.86,0,1.540189,1.603459,0,2,1.0,1.86
