seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
11,1,0,2130,1.5841,5,0,1,0,0,0,1.565952,1.64928,1.17504,4,0.0,2.05,0,1.591789,1.514192,1.547021,3,0.0,1.96,1,1.562458,1.582969,0,2,1.0,2.01
11,2,0,2054,1.5847,7,0,1,0,0,0,1.622133,1.389879,1.666135,4,0.0,1.9,0,1.593829,1.441811,0.679519,3,0.0,1.93,0,1.562117,1.664502,2.393649,3,0.0,1.91
11,3,0,2064,1.584,1,0,1,4,1,0,1.541021,1.392864,0,2,1.0,1.9,0,1.58387,1.659677,2.278142,3,0.0,1.86,0,1.53445,1.545061,1.865115,3,0.0,1.86
11,4,0,2034,1.5691,0,0,0,4,1,0,1.62373,1.483023,1.097764,4,0.0,1.94,0,1.587476,1.622901,0,2,1.0,1.84,0,1.561336,1.662412,0.45264,3,0.0,1.88
11,5,0,2033,1.512,7,0,1,3,1,0,1.607079,1.557901,2.113724,3,0.0,1.8,0,1.54657,1.541041,1.859252,3,0.0,1.89,0,1.621146,1.469598,1.571658,3,0.0,1.89
11,6,0,2022,1.5514,7,0,1,4,1,0,1.598686,1.558509,1.923526,4,0.1667,1.82,0,1.520682,1.509636,1.393165,3,0.0,1.81,1,1.610995,1.599653,0.733204,4,0.0,1.85
11,7,0,2066,1.4249,2,0,1,4,1,0,1.593627,1.465678,1.372407,3,0.0,1.85,0,1.598718,1.63578,0.891332,3,0.0,1.91,0,1.592719,1.622777,1.479136,4,0.1111,1.89
11,8,1,2058,1.5512,3,0,1,1,1,0,1.548637,1.607807,0.705132,3,0.0,1.85,0,1.587941,1.728058,2.109321,3,0.0,1.89,0,1.561473,1.576795,0.982657,4,0.0,1.88
11,9,0,2024,1.5557,8,0,1,4,1,0,1.533095,1.616234,1.792832,4,0.0,1.85,0,1.565035,1.528054,2.800739,3,0.0,1.87,0,1.585777,1.60409,2.233036,3,0.0,1.88
11,10,0,2032,1.5622,9,0,1,4,1,0,1.58156,1.538902,1.538499,4,0.0,1.89,0,1.521274,1.555925,1.40224,6,0.1111,1.84,0,1.605384,1.651302,1.325719,3,0.0,1.9
11,11,0,2062,1.5843,2,0,1,4,1,0,1.578596,1.435293,0.770814,3,0.0,1.9,0,1.581168,1.591286,1.995616,4,0.0,1.89,0,1.589541,1.585703,2.068196,3,0.0,1.84
11,12,0,2070,1.5567,5,0,1,1,1,0,1.574258,1.621213,2.486035,3,0.0,1.86,0,1.529911,1.447224,1.250029,3,0.0,1.81,0,1.577467,1.6015,0.842663,3,0.0,1.86
11,13,0,2002,1.5243,7,0,1,1,1,0,1.581971,1.520877,1.8622,3,0.0,1.88,0,1.507656,1.404811,1.058392,3,0.0,1.88,0,1.568521,1.58708,1.4222,4,0.0,1.81
11,14,1,2086,1.5691,8,0,1,3,1,0,1.540466,1.605945,1.820678,3,0.0,1.88,0,1.590391,1.498161,1.630484,3,0.0,1.94,0,1.56539,1.509316,0.725807,3,0.0,1.96
11,15,1,2043,1.5695,5,0,1,4,0,0,1.565349,1.594803,0.164949,3,0.0,1.92,0,1.577463,1.521194,3.018149,3,0.0,1.89,0,1.539406,1.65547,1.22297,3,0.0,1.86
11,16,0,1998,1.5433,0,0,0,4,0,0,1.554053,1.57693,1.876222,3,0.0,1.89,0,1.555675,1.513924,2.110834,4,0.0,1.84,0,1.576844,1.55707,2.562053,3,0.0,1.9
11,17,0,2090,1.2886,0,0,0,4,0,0,1.584944,1.586295,0.604191,3,0.0,1.88,0,1.564409,1.579827,1.392325,3,0.0,1.87,0,1.591049,1.676888,2.067332,3,0.0,1.93
11,18,0,2100,1.5219,0,0,0,4,0,0,1.550371,1.453632,1.588036,4,0.0,1.87,0,1.554352,1.526258,1.216689,3,0.0,1.85,0,1.61137,1.597346,0,2,1.0,1.87
11,19,0,2105,1.542,2,0,1,1,1,0,1.569072,1.653719,2.23164,4,0.0,1.87,0,1.495376,1.53013,0,2,1.0,1.87,0,1.572388,1.459016,1.182322,3,0.0,1.93
11,20,0,2101,1.2088,4,0,1,4,0,0,1.578235,1.567081,1.978963,3,0.0,1.92,0,1.578925,1.4536,2.225331,3,0.0,1.81,0,1.594893,1.470202,1.639452,4,0.1429,1.85
11,21,0,2015,1.5613,2,0,1,4,0,0,1.565528,1.596599,1.78504,3,0.0,1.9,0,1.589642,1.446839,0.766037,3,0.0,1.86,0,1.611452,1.568106,0,2,1.0,1.87
11,22,0,2054,1.5462,2,0,1,4,0,0,1.527682,1.556928,2.464797,3,0.0,1.9,0,1.588738,1.57911,1.507243,3,0.0,1.84,0,1.619718,1.646109,1.007426,3,0.0,1.9
11,23,0,2059,1.571,3,0,1,4,0,0,1.603958,1.62435,1.504217,3,0.0,1.84,1,1.597122,1.608307,0.165396,3,0.5,1.88,0,1.576476,1.616122,1.868162,4,0.0,1.86
11,24,0,2085,1.5746,5,0,1,4,0,0,1.560739,1.561755,1.382752,3,0.0,1.87,0,1.57439,1.570552,1.853806,3,0.0,1.93,0,1.587652,1.635798,1.197314,3,0.0,1.82
11,25,0,2029,1.5715,4,0,1,4,0,0,1.590716,1.669822,1.534147,3,0.0,1.85,0,1.56199,1.700276,1.398271,3,0.0,1.86,0,1.590415,1.519442,1.356962,5,0.0,1.83
