seed,win,tri,bnd_links,ent,n_br,persist_br,br_max,gk,div,A_isl,A_drift_bnd,A_drift_near,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_isl,B_drift_bnd,B_drift_near,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_isl,C_drift_bnd,C_drift_near,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
8,1,0,2094,1.5828,0,0,0,0,0,0,1.572171,1.614619,2.194165,4,0.0,2.08,0,1.595632,1.588084,1.731569,3,0.0,1.92,0,1.538215,1.573591,1.455995,3,0.0,1.98
8,2,0,2126,1.5794,4,0,1,0,0,0,1.576907,1.522229,1.765282,4,0.0,1.9,0,1.493708,1.526773,0.833597,3,0.0,1.89,0,1.574688,1.517723,0.317762,3,0.0,1.9
8,3,0,2050,1.5639,2,0,1,0,1,0,1.660801,1.453785,1.371949,4,0.0,1.94,0,1.59124,1.492079,0.389254,3,0.0,1.86,0,1.520288,1.600467,0.557077,3,0.0,1.83
8,4,1,2060,1.5831,14,0,1,1,1,0,1.579679,1.526276,0.732343,3,0.0,1.89,0,1.58649,1.537438,2.686643,3,0.0,1.87,0,1.589725,1.590438,2.147776,3,0.0,1.89
8,5,0,1989,1.5838,4,0,1,1,1,0,1.601396,1.687175,1.396732,4,0.0,1.85,0,1.595803,1.594398,1.824396,4,0.0,1.84,0,1.544739,1.561631,2.301982,3,0.0,1.84
8,6,0,2002,1.5333,5,0,1,1,1,0,1.581792,1.725299,1.738308,4,0.0,1.85,0,1.628328,1.661005,1.137218,3,0.0,1.88,0,1.59562,1.502613,2.585978,3,0.0,1.88
8,7,0,2121,1.581,1,0,1,4,1,0,1.622109,1.515951,1.601721,4,0.0,1.89,0,1.563265,1.530336,0.907106,3,0.0,1.89,0,1.576805,1.52172,0,2,1.0,1.92
8,8,1,2089,1.4548,7,0,1,4,0,0,1.620053,1.618297,1.910547,3,0.0,1.89,0,1.569797,1.473207,1.726749,4,0.0,1.84,0,1.556201,1.576629,1.738352,3,0.0,1.88
8,9,0,2091,1.5147,4,0,1,4,0,0,1.552246,1.580627,1.468534,3,0.0,1.88,0,1.520515,1.467479,0.391771,3,0.0,1.86,0,1.53615,1.410408,1.537288,4,0.0,1.9
8,10,1,2078,1.5835,6,0,1,1,1,0,1.578494,1.538178,1.849201,4,0.0,1.96,0,1.535199,1.538727,2.454919,3,0.0,1.88,0,1.575978,1.590768,1.247367,3,0.0,1.84
8,11,0,2066,1.5682,1,0,1,1,1,0,1.552358,1.516137,1.900874,3,0.0,1.87,0,1.592594,1.627359,1.678074,4,0.0,1.88,0,1.545135,1.713164,1.267762,4,0.0,1.84
8,12,1,2074,1.584,6,0,1,3,1,0,1.616474,1.574042,1.667436,4,0.0,1.89,0,1.614265,1.489131,1.236814,4,0.0,1.91,0,1.557645,1.570639,1.382376,4,0.0,1.89
8,13,0,2080,1.53,4,0,1,4,0,0,1.58683,1.580358,0.826821,3,0.0,1.87,0,1.546706,1.715248,1.185458,3,0.2,1.83,0,1.577091,1.581389,0.088225,3,0.0,1.9
8,14,0,2046,1.5715,1,0,1,4,0,0,1.538162,1.618677,0.214498,3,0.0,1.87,0,1.566821,1.500964,1.407064,5,0.0,1.87,0,1.607987,1.537504,0.840655,3,0.0,1.9
8,15,0,1941,1.5589,2,0,1,4,0,0,1.551351,1.581887,2.670097,3,0.0,1.82,0,1.584645,1.572689,1.197664,3,0.0,1.86,0,1.591808,1.562383,1.589162,3,0.1429,1.85
8,16,0,2053,1.569,6,0,1,4,0,0,1.551538,1.577332,1.533466,3,0.0,1.84,0,1.546729,1.586711,2.561191,3,0.0,1.87,0,1.550735,1.6753,1.596883,5,0.0,1.86
8,17,0,2050,1.5275,4,0,1,1,1,0,1.498278,1.470068,0.733598,3,0.0,1.84,0,1.56462,1.626403,2.393973,3,0.0,1.88,0,1.559606,1.469273,0.72672,3,0.0,1.88
8,18,0,2069,1.5512,10,0,1,4,0,0,1.564866,1.6358,1.719489,3,0.0,1.93,0,1.589883,1.670368,1.700982,3,0.0,1.85,0,1.571315,1.587033,1.955295,3,0.0,1.92
8,19,0,2114,1.4747,6,0,1,3,1,0,1.558894,1.549354,1.422493,3,0.0,1.92,0,1.589734,1.576126,1.345386,3,0.0,1.89,0,1.604696,1.550766,0.861311,3,0.0,1.86
8,20,0,2025,1.5575,6,0,1,4,0,0,1.527105,1.701234,1.575845,3,0.0,1.86,0,1.532874,1.630684,0.987896,3,0.0,1.83,0,1.531399,1.576511,1.318138,3,0.0,1.92
8,21,0,2105,1.3844,2,0,1,4,0,0,1.541838,1.467211,1.451509,4,0.0,1.88,0,1.522258,1.670528,0,2,1.0,1.9,0,1.554982,1.563867,1.003514,3,0.0,1.95
8,22,0,2067,1.5622,0,0,0,4,0,0,1.549633,1.531373,1.804149,4,0.0,1.93,0,1.61059,1.532049,1.896227,3,0.0,1.91,0,1.582562,1.518967,1.026537,3,0.0,1.87
8,23,0,2003,1.5697,3,0,1,4,0,0,1.566536,1.449571,0,2,1.0,1.85,0,1.600054,1.487111,1.128613,4,0.0,1.84,0,1.498778,1.493901,2.009035,4,0.0,1.81
8,24,0,2053,1.5052,0,0,0,3,1,0,1.611641,1.48609,1.915827,4,0.0,1.92,0,1.547113,1.570151,1.438434,5,0.0,1.91,0,1.591156,1.618184,2.336201,3,0.0,1.88
8,25,0,1979,1.5697,2,0,1,4,0,0,1.599565,1.687933,1.6071,4,0.0,1.86,0,1.632042,1.605231,1.211598,3,0.3333,1.86,0,1.580351,1.624318,1.809968,3,0.0,1.85
