seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
314,1,500,0,2691,0,681,1.0,True,0,0,695,1.0,True,0,0,644,1.0,True,0,0,671,1.0,True,0,0
314,2,700,4,719,4,182,1.0,True,1,4,188,1.0,True,1,4,160,1.0,True,1,4,189,1.0,True,1,0
314,3,900,4,107,4,22,1.0,True,0,4,29,1.0,True,0,4,27,1.0,True,0,4,29,1.0,True,0,0
314,4,1100,4,43,4,9,1.0,True,0,4,9,1.0,True,0,4,12,1.0,True,0,4,13,1.0,True,0,0
314,5,1300,1,43,4,14,0.9286,True,0,4,11,0.9091,True,0,4,6,1.0,True,0,1,12,0.8333,True,1,1
314,6,1500,1,26,4,13,1.0,True,0,4,8,1.0,True,0,4,2,1.0,False,0,1,3,1.0,False,0,1
314,7,1700,1,16,4,6,0.8333,True,0,4,2,1.0,False,0,4,5,1.0,True,0,1,3,1.0,False,0,1
314,8,1900,1,30,4,7,1.0,True,0,4,7,0.8571,True,0,4,10,0.9,True,0,1,6,1.0,True,0,1
314,9,2100,1,32,4,10,1.0,True,0,4,12,1.0,True,0,4,4,1.0,False,0,0,6,1.0,True,1,1
314,10,2300,0,32,4,5,1.0,True,0,4,8,1.0,True,0,4,7,1.0,True,0,0,12,1.0,True,0,1
314,11,2500,0,36,4,11,1.0,True,0,4,11,1.0,True,0,4,6,1.0,True,0,0,8,1.0,True,0,1
314,12,2700,4,37,4,13,1.0,True,0,4,7,1.0,True,0,4,9,1.0,True,0,0,8,1.0,True,0,1
314,13,2900,4,29,4,10,1.0,True,0,4,11,0.9091,True,0,4,5,1.0,True,0,0,3,1.0,False,0,1
314,14,3100,4,29,4,9,0.8889,True,0,4,10,0.8,True,0,4,4,1.0,False,0,0,6,1.0,True,0,1
314,15,3300,4,28,4,8,0.75,True,0,4,9,1.0,True,0,4,5,0.8,True,0,3,6,0.8333,True,1,1
314,16,3500,4,29,4,9,1.0,True,0,4,9,1.0,True,0,4,6,1.0,True,0,3,5,1.0,True,0,1
314,17,3700,4,25,4,7,0.7143,True,0,4,5,1.0,True,0,4,6,0.6667,True,0,3,7,0.7143,True,0,1
314,18,3900,4,36,4,7,0.8571,True,0,4,10,0.8,True,0,4,6,0.8333,True,0,3,13,0.6923,True,0,1
314,19,4100,3,50,4,11,1.0,True,0,4,19,1.0,True,0,4,12,1.0,True,0,3,8,1.0,True,0,1
314,20,4300,4,45,4,12,0.75,True,0,4,9,0.7778,True,0,4,19,0.7368,True,0,3,5,0.6,True,0,1
314,21,4500,4,44,4,16,1.0,True,0,4,8,1.0,True,0,4,15,1.0,True,0,3,5,1.0,True,0,1
314,22,4700,4,38,4,9,1.0,True,0,4,12,1.0,True,0,4,9,1.0,True,0,3,8,1.0,True,0,1
314,23,4900,4,29,4,5,1.0,True,0,4,12,1.0,True,0,4,4,1.0,False,0,3,8,1.0,True,0,1
314,24,5100,4,22,4,3,1.0,False,0,4,10,1.0,True,0,4,4,1.0,False,0,3,5,1.0,True,0,1
314,25,5300,4,23,4,7,1.0,True,0,4,7,0.8571,True,0,4,7,0.8571,True,0,3,2,1.0,False,0,1
