seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
13,1,500,0,2669,0,670,0.9985,True,0,0,674,0.9985,True,0,0,697,0.9986,True,0,0,628,0.9984,True,0,0
13,2,700,0,832,4,191,1.0,True,1,4,200,1.0,True,1,0,242,0.9959,True,0,0,199,0.9849,True,0,1
13,3,900,1,134,4,24,1.0,True,0,4,26,1.0,True,0,1,42,1.0,True,1,1,42,1.0,True,1,1
13,4,1100,1,46,4,9,1.0,True,0,4,8,0.875,True,0,0,15,1.0,True,1,1,14,0.8571,True,0,1
13,5,1300,1,29,4,6,1.0,True,0,4,6,1.0,True,0,0,10,1.0,True,0,1,7,1.0,True,0,1
13,6,1500,3,33,4,6,1.0,True,0,4,10,0.7,True,0,1,9,0.7778,True,1,1,8,0.875,True,0,1
13,7,1700,3,30,4,5,0.8,True,0,4,8,1.0,True,0,2,8,0.875,True,1,1,9,1.0,True,0,1
13,8,1900,1,49,4,12,0.8333,True,0,1,11,0.8182,True,1,1,13,1.0,True,1,1,13,0.9231,True,0,1
13,9,2100,3,33,4,11,0.9091,True,0,1,6,1.0,True,0,3,6,0.8333,True,1,1,10,1.0,True,0,1
13,10,2300,3,42,4,12,1.0,True,0,1,13,0.9231,True,0,3,8,1.0,True,0,0,9,1.0,True,1,1
13,11,2500,3,29,4,7,1.0,True,0,1,11,1.0,True,0,3,4,1.0,False,0,0,7,1.0,True,0,1
13,12,2700,3,25,4,7,1.0,True,0,0,5,1.0,True,1,3,6,0.8333,True,0,3,7,0.8571,True,1,1
13,13,2900,4,27,4,7,1.0,True,0,0,4,1.0,False,0,3,5,1.0,True,0,4,11,1.0,True,1,1
13,14,3100,1,29,4,5,0.8,True,0,0,3,1.0,False,0,3,5,0.8,True,0,4,16,0.875,True,0,1
13,15,3300,1,36,4,12,1.0,True,0,0,6,1.0,True,0,3,8,1.0,True,0,4,10,1.0,True,0,1
13,16,3500,1,27,4,6,0.8333,True,0,1,6,0.8333,True,1,3,6,1.0,True,0,4,9,0.7778,True,0,1
13,17,3700,3,28,4,6,0.6667,True,0,3,5,0.8,True,1,3,9,0.7778,True,0,4,8,0.875,True,0,1
13,18,3900,3,25,4,8,0.875,True,0,3,6,0.8333,True,0,3,8,0.625,True,0,4,3,0.6667,False,0,1
13,19,4100,3,43,4,11,0.8182,True,0,3,13,0.9231,True,0,3,9,0.8889,True,0,4,10,1.0,True,0,1
13,20,4300,3,36,4,10,1.0,True,0,3,14,0.9286,True,0,3,5,0.8,True,0,4,7,0.8571,True,0,1
13,21,4500,3,25,4,6,1.0,True,0,3,4,1.0,False,0,3,5,1.0,True,0,4,10,1.0,True,0,1
13,22,4700,3,25,4,4,1.0,False,0,3,7,1.0,True,0,3,7,1.0,True,0,4,7,1.0,True,0,1
13,23,4900,3,35,4,7,1.0,True,0,3,8,0.875,True,0,3,10,0.9,True,0,4,10,1.0,True,0,1
13,24,5100,3,25,4,6,1.0,True,0,3,4,1.0,False,0,3,7,1.0,True,0,4,8,1.0,True,0,1
13,25,5300,1,30,4,9,1.0,True,0,3,4,1.0,False,0,3,9,0.8889,True,0,4,8,0.625,True,0,1
