seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
314,1,397,10.8501,417,11.1755,391,10.5291,382,9.8764,367,10.1666,378,10.7383
314,2,426,11.5566,368,10.279,350,9.699,413,11.0919,417,11.7753,368,9.5626
314,3,411,11.0185,414,11.3088,343,9.6727,428,11.2762,342,9.1729,356,9.526
314,4,411,11.2748,430,11.9739,384,11.0972,401,10.5375,398,11.3061,384,10.6365
314,5,376,10.4153,380,10.531,396,11.7058,379,11.6411,377,11.2577,379,10.148
314,6,387,10.5633,447,11.9377,359,9.2636,385,10.4698,352,9.7278,372,9.698
314,7,410,11.6333,413,11.7722,361,9.7265,388,10.9533,346,9.2184,380,11.2071
314,8,383,10.8654,413,11.1776,376,9.9167,380,11.1151,377,10.0798,410,11.3207
314,9,376,10.9918,398,10.4372,407,11.2005,387,10.8794,349,9.4485,394,10.2107
314,10,369,10.0921,392,10.7754,398,10.9903,403,10.4879,355,9.8856,326,8.6861
314,11,361,10.1005,418,12.4404,375,10.5015,370,10.2441,359,10.5303,365,9.8828
314,12,393,10.949,416,11.338,382,10.4163,391,10.4385,372,9.6833,417,11.2047
314,13,386,10.7407,380,10.3523,376,9.939,393,11.8682,377,10.0296,371,10.1256
314,14,405,11.7673,404,10.6775,374,11.0664,391,10.9513,345,9.5102,334,9.4173
314,15,405,10.4839,379,10.7187,364,10.3637,406,11.4279,367,10.0868,371,9.8989
314,16,428,11.9159,405,11.0348,372,10.4217,331,8.8872,367,9.8958,366,9.3694
314,17,413,10.9466,428,13.1641,395,11.5633,390,10.1768,368,10.0668,361,9.4714
314,18,408,11.2488,385,10.529,376,11.8481,391,10.7828,377,11.4037,341,10.1881
314,19,423,11.3307,377,10.1966,360,9.9587,410,11.764,365,9.7624,393,11.1155
314,20,431,11.8708,363,10.8053,350,9.6409,371,11.4562,371,9.5742,384,10.3778
314,21,405,11.6183,367,9.9185,371,9.9256,395,10.9162,368,10.0864,388,10.1797
314,22,389,10.4336,410,11.3752,400,10.9131,374,10.2704,371,9.957,382,10.1061
314,23,443,11.9878,386,10.3996,359,9.6237,403,11.1904,362,10.4148,346,9.3575
314,24,391,10.8739,369,10.2022,386,10.0194,424,11.4185,353,9.4922,375,10.2077
314,25,395,10.7416,418,11.4275,367,9.7002,367,10.2439,390,10.5612,355,9.0912
