seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
42,1,434,13.4552,399,10.8704,382,10.4304,420,12.2785,380,10.991,369,10.3576
42,2,397,11.4299,394,11.4265,406,11.531,420,12.1919,360,11.201,340,9.3371
42,3,419,12.6861,409,10.7018,375,10.4952,388,11.8192,344,10.2971,378,10.2652
42,4,399,10.6743,389,10.1836,371,10.556,423,10.9158,367,10.2671,420,12.0238
42,5,383,10.5296,428,11.5403,382,10.6975,385,9.5385,383,9.9168,371,10.0327
42,6,435,13.4161,431,12.125,390,11.3453,405,11.4203,377,10.4818,362,9.892
42,7,379,10.1656,405,11.8636,369,9.756,396,10.1846,363,10.3449,357,10.5256
42,8,402,13.0848,429,12.0773,380,10.4865,362,9.8938,345,10.1465,338,10.7602
42,9,407,10.8357,403,11.4522,413,10.9206,400,11.1047,390,11.0831,390,11.5166
42,10,399,10.7869,424,12.5033,392,11.1936,396,11.25,361,9.8283,357,10.538
42,11,400,11.3014,384,11.2001,364,9.9351,336,9.324,351,9.7155,383,10.8246
42,12,378,9.9898,411,11.9624,377,10.6579,392,11.5525,353,9.6086,384,10.9005
42,13,425,11.4183,414,10.8899,389,10.6419,376,9.8003,384,10.6505,347,9.798
42,14,410,12.164,413,11.6485,395,11.1929,373,10.0416,370,10.5994,352,9.9727
42,15,384,10.2564,392,11.0058,393,10.9326,396,11.4303,356,9.2841,368,10.0867
42,16,378,10.5451,403,11.9695,367,10.2593,412,12.9617,345,9.4697,370,10.811
42,17,393,10.9611,393,11.1357,360,10.4287,367,10.8352,336,9.3169,331,10.0196
42,18,394,10.5035,422,11.7625,353,9.4099,390,10.9266,367,9.7584,385,10.9762
42,19,403,11.5053,392,11.9697,344,10.0135,376,10.3319,339,8.8809,379,10.5449
42,20,411,11.3788,368,10.1701,361,9.6798,354,10.2507,353,9.9272,339,9.6492
42,21,402,11.2881,421,11.5923,370,10.0997,346,9.4085,379,10.2418,358,9.2963
42,22,428,11.5851,396,11.1751,380,11.0993,412,11.2793,400,11.4678,333,8.9198
42,23,427,12.1182,369,9.7816,368,10.5382,373,10.0706,375,10.6443,346,9.3613
42,24,372,10.3299,389,10.5786,320,8.3434,364,10.1845,356,10.3001,365,10.1907
42,25,410,11.2443,385,11.0784,407,12.0435,366,9.597,363,9.632,328,8.6089
