seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
7,1,412,12.6802,387,10.1904,394,11.0503,396,10.9467,372,9.9655,380,10.0858
7,2,414,11.9347,408,11.129,358,9.5942,401,10.9814,381,10.7611,353,9.3441
7,3,374,9.7587,382,10.5518,404,12.8019,372,9.9829,368,10.1313,373,10.666
7,4,427,11.7427,393,11.0828,402,11.5966,374,9.9833,352,9.8531,381,10.2757
7,5,404,11.0933,398,10.5462,357,10.3997,404,11.4439,359,10.1784,409,11.4429
7,6,443,11.5207,387,10.6287,375,9.9752,372,10.4551,345,9.239,354,9.9863
7,7,392,10.9609,408,11.0129,374,10.2475,414,11.6073,389,11.9203,373,10.783
7,8,407,11.8419,391,10.3187,385,10.879,409,12.5519,369,11.0565,354,9.6299
7,9,359,9.0467,382,10.298,384,11.1299,383,10.3697,391,10.8464,345,9.6136
7,10,407,11.6101,435,11.885,408,11.2869,374,10.5354,359,10.4363,335,9.4696
7,11,405,10.9479,439,13.6076,361,10.5989,374,10.5396,391,10.8344,392,11.2459
7,12,449,12.587,415,11.2871,403,11.2529,389,11.3512,362,11.8648,400,11.7386
7,13,402,11.7451,354,9.3108,403,10.6314,406,11.7142,344,9.1696,377,10.4723
7,14,401,11.2358,382,10.6665,415,11.8506,400,11.1168,372,10.6517,370,10.9415
7,15,411,11.0763,406,11.6886,376,9.4813,399,11.6005,383,10.2782,345,9.7501
7,16,384,10.9442,424,11.8635,382,10.8459,380,10.7742,365,9.7151,331,10.2452
7,17,341,9.1995,369,10.1103,401,11.0687,390,10.7826,348,10.1121,333,9.5103
7,18,404,11.0726,342,9.3396,365,10.2948,352,9.7379,362,9.9301,359,9.296
7,19,413,11.6633,414,11.7453,382,10.707,350,9.0765,364,10.0245,352,9.2555
7,20,413,10.489,402,11.2415,394,10.6978,405,11.1988,343,9.5032,356,10.3025
7,21,392,11.3136,377,9.9186,366,10.0892,392,10.3131,376,9.9393,346,10.2934
7,22,410,10.6872,409,11.5749,376,9.9262,365,10.0704,366,9.9004,370,10.6795
7,23,398,11.6753,395,11.0815,348,8.9616,397,11.4263,365,9.8732,353,9.1812
7,24,399,10.6079,378,10.2556,358,9.5551,357,10.4526,339,8.423,393,11.4683
7,25,381,10.6447,399,10.6508,390,11.2111,363,10.8636,364,10.6783,364,10.3509
