seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
123,1,406,11.6001,399,10.6978,396,10.9415,381,11.7105,368,10.749,357,10.9108
123,2,395,10.5227,417,11.5599,370,10.0209,384,10.5182,360,9.1602,351,9.3837
123,3,402,11.6137,373,9.7317,374,10.6559,388,11.1327,352,9.1522,407,11.0875
123,4,420,11.1254,386,11.477,384,10.3086,358,10.8236,393,10.6975,372,10.5475
123,5,384,9.8546,405,10.8183,376,11.183,363,10.7021,356,10.4615,363,9.5623
123,6,399,11.2489,445,11.6575,397,10.963,391,11.3028,351,9.6606,352,9.5017
123,7,418,11.207,364,10.7974,395,12.7201,401,11.7879,371,10.0453,377,10.4992
123,8,386,10.5706,405,11.2538,367,9.5545,399,10.2589,381,10.0553,378,9.8882
123,9,423,11.643,357,10.8008,358,9.4376,373,10.4649,366,10.9529,366,10.3383
123,10,386,10.286,402,11.0127,367,10.7704,375,10.2614,367,9.9792,342,8.836
123,11,421,11.517,419,11.9393,408,11.5844,376,10.2974,370,10.1652,344,9.6794
123,12,405,10.8952,405,10.952,365,9.844,391,10.1517,361,10.0086,378,10.3032
123,13,399,10.4642,417,12.6297,363,9.6843,379,12.0882,388,10.545,349,9.5377
123,14,450,12.4317,360,10.0806,352,9.7086,407,11.3411,381,9.9353,341,9.4591
123,15,420,12.6517,423,11.5954,373,10.97,338,9.3001,365,10.5926,366,10.2879
123,16,427,11.9589,388,10.7261,382,10.3135,361,10.3653,369,11.3899,386,11.0018
123,17,365,10.443,377,9.9746,402,10.6478,400,10.353,378,10.2269,367,9.8784
123,18,411,11.5754,389,10.6245,363,10.4193,385,10.5449,354,9.6032,377,10.6818
123,19,405,11.4385,424,12.2076,375,10.886,373,11.0302,370,11.8752,371,10.8863
123,20,418,11.8555,413,11.1479,378,10.4138,374,10.0577,357,10.2784,368,10.1542
123,21,405,10.8209,392,10.7108,396,10.7973,394,10.7945,361,10.0604,351,9.6213
123,22,375,10.0674,399,10.5776,385,9.8619,425,12.1389,388,10.8508,379,10.2172
123,23,360,9.8213,401,11.0471,391,10.7166,371,10.4192,345,9.1393,348,9.4885
123,24,396,10.3295,434,11.26,356,9.4949,403,11.0481,371,9.5208,409,10.9872
123,25,391,10.7578,371,10.2522,344,9.2017,423,12.1256,345,9.0917,355,9.5929
