seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
789,1,500,0,2676,0,706,0.9943,True,0,0,681,0.9985,True,0,0,660,0.997,True,0,0,629,1.0,True,0,0
789,2,700,1,642,4,160,1.0,True,1,4,144,1.0,True,1,1,172,0.9942,True,1,0,166,0.994,True,0,1
789,3,900,3,86,4,22,1.0,True,0,4,19,1.0,True,0,3,24,1.0,True,1,3,21,1.0,True,1,1
789,4,1100,1,22,4,10,0.7,True,0,4,1,1.0,False,0,3,8,1.0,True,0,3,3,0.6667,False,0,1
789,5,1300,4,36,4,9,1.0,True,0,4,10,0.8,True,0,3,12,0.9167,True,0,3,5,1.0,True,0,1
789,6,1500,4,34,4,6,1.0,True,0,4,8,1.0,True,0,4,12,1.0,True,1,4,8,1.0,True,1,0
789,7,1700,4,22,4,6,1.0,True,0,4,6,1.0,True,0,4,5,1.0,True,0,4,5,1.0,True,0,0
789,8,1900,4,30,4,5,1.0,True,0,4,9,1.0,True,0,4,9,1.0,True,0,4,7,1.0,True,0,0
789,9,2100,4,18,4,4,1.0,False,0,4,2,1.0,False,0,4,4,1.0,False,0,4,8,1.0,True,0,0
789,10,2300,4,17,4,4,1.0,False,0,4,3,1.0,False,0,4,6,1.0,True,0,4,4,1.0,False,0,0
789,11,2500,4,30,4,7,1.0,True,0,4,8,1.0,True,0,4,9,1.0,True,0,4,6,1.0,True,0,0
789,12,2700,4,33,4,9,1.0,True,0,4,9,1.0,True,0,4,10,1.0,True,0,4,5,1.0,True,0,0
789,13,2900,4,24,4,6,1.0,True,0,4,8,1.0,True,0,4,5,0.8,True,0,4,5,1.0,True,0,0
789,14,3100,4,29,4,7,1.0,True,0,4,8,0.875,True,0,4,6,0.8333,True,0,4,8,1.0,True,0,0
789,15,3300,4,26,4,8,1.0,True,0,4,5,1.0,True,0,4,5,1.0,True,0,4,8,1.0,True,0,0
789,16,3500,4,27,4,9,1.0,True,0,4,9,1.0,True,0,4,3,1.0,False,0,4,6,1.0,True,0,0
789,17,3700,4,26,4,7,1.0,True,0,4,5,0.8,True,0,4,6,0.6667,True,0,4,8,0.75,True,0,0
789,18,3900,4,57,4,15,0.9333,True,0,4,16,0.9375,True,0,4,14,1.0,True,0,4,12,1.0,True,0,0
789,19,4100,4,63,4,20,1.0,True,0,4,16,0.8125,True,0,4,15,1.0,True,0,4,12,1.0,True,0,0
789,20,4300,1,51,4,12,0.9167,True,0,4,14,1.0,True,0,1,15,0.8667,True,1,4,10,0.9,True,0,1
789,21,4500,1,33,4,5,1.0,True,0,4,9,1.0,True,0,1,9,1.0,True,0,4,10,1.0,True,0,1
789,22,4700,4,27,4,6,1.0,True,0,4,8,1.0,True,0,4,6,1.0,True,1,4,7,0.7143,True,0,0
789,23,4900,4,27,4,5,1.0,True,0,4,9,1.0,True,0,4,8,1.0,True,0,4,5,1.0,True,0,0
789,24,5100,1,35,4,11,1.0,True,0,4,7,0.8571,True,0,4,10,1.0,True,0,4,7,0.7143,True,0,1
789,25,5300,3,42,4,11,0.9091,True,0,4,10,0.9,True,0,4,9,0.8889,True,0,4,12,1.0,True,0,1
