trajectory_class,n_cids_total_24seeds,ratio,n_cids_mean_per_seed
few_attractors,3566,0.6826186830015314,148.58333333333334
wandering,1474,0.2821592649310873,61.416666666666664
stable_atom,184,0.03522205206738132,7.666666666666667
