seed,from,to,familiarity
25,0,90,9.3952
25,0,20,5.7615
25,0,111,1.308
25,0,69,28.7872
25,0,116,17.8364
25,0,95,46.796
25,0,53,19.751
25,0,102,12.029
25,0,103,14.9496
25,0,115,1.3541
25,0,18,29.3263
25,0,19,7.1602
25,0,117,29.3476
25,0,32,1.1098
25,0,17,9.3813
25,0,60,1.7918
25,0,118,42.0943
25,0,127,5.8603
25,0,128,44.3379
25,0,152,2.8851
25,0,145,3.6496
25,0,163,11.2917
25,0,165,19.1979
25,0,158,1.2263
25,0,148,1.676
25,0,174,14.7593
25,0,135,2.7542
25,0,190,1.0042
25,0,175,67.0892
25,0,186,3.5373
25,0,179,2.4668
25,0,189,3.9891
25,0,166,8.4649
25,0,197,1.702
25,0,200,1.6536
25,0,199,2.9599
25,0,202,66.7272
25,0,213,30.9565
25,0,203,17.6523
25,0,201,32.2219
25,0,209,3.0863
25,0,208,27.64
25,0,205,4.0648
25,17,103,8.3127
25,17,19,0.6554
25,17,20,0.6503
25,17,18,3.0178
25,17,95,23.3096
25,17,128,42.8919
25,17,165,28.702
25,17,163,24.074
25,17,127,2.4157
25,17,174,0.5159
25,17,102,31.4247
25,17,117,49.6233
25,17,166,2.5569
25,17,118,2.1626
25,17,116,7.2551
25,17,201,20.3024
25,17,90,33.5064
25,17,205,20.0283
25,17,175,28.2493
25,18,0,16.4853
25,18,69,1.4745
25,18,102,2.6418
25,18,17,7.2935
25,18,95,9.9425
25,18,116,1.1534
25,18,32,0.6463
25,18,53,2.3897
25,18,117,17.1621
25,18,90,6.8248
25,18,128,1.1952
25,18,118,11.503
25,18,123,0.6338
25,18,127,4.2098
25,18,145,1.0048
25,18,163,20.7741
25,18,152,26.8342
25,18,103,26.0546
25,18,174,12.9633
25,18,19,49.8016
25,18,175,13.7955
25,18,176,0.7904
25,18,165,6.0553
25,18,190,1.0508
25,18,111,29.2622
25,18,199,1.4012
25,18,166,3.2454
25,18,200,1.4246
25,18,202,1.5675
25,18,205,1.0941
25,18,158,6.0804
25,18,206,2.0229
25,18,213,12.7116
25,19,116,28.1571
25,19,32,0.9931
25,19,117,4.8595
25,19,90,22.853
25,19,53,13.2668
25,19,95,30.0061
25,19,103,29.6659
25,19,17,5.1134
25,19,0,6.7756
25,19,102,12.2585
25,19,60,1.4371
25,19,20,15.5426
25,19,118,27.3223
25,19,18,82.6707
25,19,69,25.8589
25,19,148,1.4495
25,19,129,0.5304
25,19,135,1.209
25,19,111,4.4853
25,19,165,20.0734
25,19,166,4.73
25,19,158,25.607
25,19,152,3.7991
25,19,128,37.7966
25,19,175,50.6016
25,19,127,31.0203
25,19,163,5.0856
25,19,174,6.057
25,19,189,0.8101
25,19,186,12.8113
25,19,197,1.6602
25,19,200,6.9742
25,19,201,8.1502
25,19,199,4.9301
25,19,205,3.5251
25,19,208,15.7347
25,19,206,13.6681
25,19,209,14.7187
25,20,90,24.1871
25,20,0,5.7622
25,20,103,41.3809
25,20,102,50.0943
25,20,116,22.5699
25,20,95,46.4373
25,20,111,11.8753
25,20,17,33.1833
25,20,115,1.8174
25,20,117,5.2361
25,20,53,35.498
25,20,19,15.7383
25,20,127,21.3637
25,20,118,7.3562
25,20,145,2.182
25,20,152,55.8861
25,20,148,1.2834
25,20,69,18.2947
25,20,128,2.8039
25,20,165,40.5903
25,20,163,8.9834
