seed,from,to,familiarity
41,1,53,30.7168
41,1,30,8.498
41,1,95,34.0734
41,1,89,34.1134
41,1,2,7.4847
41,1,97,33.3541
41,1,96,0.6509
41,1,18,7.1774
41,1,23,33.5847
41,1,88,12.3335
41,1,11,25.5426
41,1,103,1.0506
41,1,102,22.9096
41,1,111,0.7971
41,1,117,1.2387
41,1,116,5.0883
41,1,118,3.1739
41,1,122,0.6011
41,1,129,2.261
41,1,123,40.683
41,1,132,4.5699
41,1,127,13.4962
41,1,131,6.7794
41,2,23,1.6318
41,2,11,0.6671
41,2,97,0.5217
41,2,120,3.2184
41,2,102,10.2375
41,2,115,20.3287
41,2,89,7.2456
41,2,30,23.2802
41,131,125,18.9399
41,131,127,18.9399
41,131,18,20.8795
41,11,89,3.9501
41,11,95,31.0247
41,11,30,4.0328
41,11,53,27.0533
41,11,18,10.039
41,11,96,0.8485
41,11,91,0.5238
41,11,97,19.1664
41,11,88,21.5939
41,11,1,25.4396
41,11,102,32.0371
41,11,103,1.1699
41,11,23,1.718
41,11,2,0.7353
41,11,115,7.1515
41,11,116,0.9998
41,11,117,1.248
41,11,120,1.6776
41,11,111,4.2573
41,11,122,30.0136
41,11,118,0.8902
41,11,129,6.3051
41,11,131,3.5937
41,18,23,19.0076
41,18,96,0.5805
41,18,11,9.9477
41,18,95,4.5829
41,18,97,23.9533
41,18,1,6.9842
41,18,89,56.2632
41,18,102,17.6102
41,18,53,17.3329
41,18,103,1.642
41,18,30,6.5377
41,18,88,45.732
41,18,122,4.8011
41,18,115,1.1806
41,18,128,25.1192
41,18,132,30.3054
41,18,131,26.0949
41,18,125,6.9406
41,23,53,6.8125
41,23,30,8.6744
41,23,18,17.1887
41,23,97,32.5921
41,23,88,22.6338
41,23,2,13.0678
41,23,96,0.8469
41,23,85,0.6023
41,23,89,17.3675
41,23,1,13.5878
41,23,102,24.3402
41,23,103,1.3737
41,23,11,1.718
41,23,95,33.2921
41,23,111,2.0774
41,23,115,0.9363
41,23,116,1.9608
41,23,117,0.7176
41,23,122,18.4836
41,23,129,2.261
41,23,132,20.6394
41,23,123,3.5783
41,23,124,9.2968
41,30,95,2.5734
41,30,88,20.3941
41,30,97,20.0595
41,30,23,7.2654
41,30,53,19.8098
41,30,1,7.4034
41,30,102,0.819
41,30,2,23.3975
41,30,18,6.5377
41,30,89,8.3877
41,30,11,0.9135
41,30,111,1.7949
41,30,122,25.9116
41,30,118,5.0784
41,30,123,17.7895
41,30,127,2.9171
41,53,23,6.8125
41,53,88,3.4618
41,53,85,0.7587
41,53,11,27.0533
41,53,1,24.9645
41,53,30,22.7914
41,53,95,1.5217
41,53,97,21.3738
41,53,2,19.1262
41,53,89,13.3146
41,53,96,2.6498
41,53,18,16.3595
41,53,103,2.1742
41,53,102,9.7537
41,53,120,1.7809
41,53,119,3.038
41,53,118,6.1684
41,53,115,6.3783
41,53,122,22.1725
41,53,123,16.7801
41,53,127,58.3062
41,53,132,7.385
41,53,129,13.2217
41,53,125,3.5014
41,88,30,21.8262
41,88,53,3.4618
41,88,89,13.1811
41,88,97,5.7993
41,88,23,22.6338
41,88,96,2.6573
41,88,95,9.0701
41,88,11,21.5939
41,88,18,46.0108
41,88,1,1.961
41,88,2,3.7935
41,88,103,1.6979
41,88,120,0.7566
41,88,116,1.1215
41,88,119,0.8185
41,88,102,7.3318
41,88,122,5.2254
41,88,115,2.1884
41,88,131,19.7047
41,88,124,5.2445
41,88,123,17.4338
41,89,11,1.4749
41,89,1,3.3487
41,89,95,10.5664
41,89,88,11.9926
41,89,97,15.2961
41,89,18,28.7947
41,89,53,0.98
41,89,30,8.3877
41,89,23,8.8079
41,89,103,1.0766
41,89,102,29.0628
41,89,2,7.5325
41,89,96,0.7019
41,89,116,1.6293
41,89,122,4.9051
41,89,118,2.1377
41,89,132,27.4685
41,97,2,4.5147
41,97,23,32.5921
41,97,95,15.5614
41,97,88,5.7993
41,97,30,30.6759
41,97,1,25.7292
41,97,18,22.9488
41,97,11,19.1664
41,97,53,21.3738
41,97,89,22.6953
41,97,103,1.8672
41,97,102,26.0936
41,97,116,0.8294
41,97,115,2.1259
41,97,131,23.4098
41,97,128,17.9257
41,97,132,18.5361
41,97,129,25.0519
41,97,125,15.7785
41,97,123,14.4357
41,97,122,11.564
41,97,127,11.7742
41,102,11,9.1544
41,102,30,0.819
41,102,23,2.3913
41,102,18,14.6435
41,102,103,1.0994
41,102,96,1.1017
41,102,1,6.4843
41,102,95,31.1141
41,102,53,5.0052
41,102,89,29.0628
41,102,97,25.7335
41,102,85,1.4695
41,102,116,6.2219
41,102,120,0.5173
41,102,119,1.8121
41,102,111,0.8872
41,102,117,0.8251
41,102,115,8.9161
41,102,88,5.8253
41,102,2,15.7926
41,102,128,2.9667
41,102,132,2.9667
41,102,122,7.8264
41,122,11,30.0136
41,122,23,8.0673
41,122,30,25.9116
41,122,53,14.8861
41,122,2,8.8694
41,122,123,19.7861
41,122,102,7.8264
41,122,89,1.4245
41,122,95,7.0733
41,122,18,1.0
41,123,30,17.7895
41,123,128,4.0662
41,123,122,19.7861
41,123,97,14.4357
41,123,23,2.9358
41,123,88,17.4338
41,123,2,2.6551
41,123,1,34.3662
41,123,53,6.3587
41,124,129,38.4931
41,124,53,6.7388
