seed,from,to,familiarity
40,0,16,51.8962
40,0,60,26.6757
40,0,24,3.3273
40,0,69,32.8654
40,0,39,23.1296
40,0,83,27.0356
40,0,112,9.2988
40,0,50,0.6958
40,0,29,28.6688
40,0,127,2.0511
40,0,118,0.8044
40,0,115,9.4164
40,0,114,4.4397
40,0,132,7.0063
40,0,98,0.6158
40,0,136,30.6722
40,0,147,0.8621
40,0,145,16.8363
40,0,154,7.5915
40,0,158,0.6016
40,0,161,15.6298
40,132,83,3.884
40,132,29,3.1494
40,132,60,2.9284
40,132,112,9.8536
40,132,16,9.1019
40,132,0,2.2801
40,132,39,5.5732
40,132,118,1.8155
40,132,69,3.9175
40,132,127,24.7767
40,132,50,25.0912
40,132,114,23.579
40,132,145,8.5052
40,132,158,1.0649
40,132,136,9.9784
40,132,115,15.7947
40,132,160,4.5244
40,136,29,5.2163
40,136,60,0.8204
40,136,127,6.8088
40,136,83,10.1915
40,136,16,0.5721
40,136,39,4.7611
40,136,24,2.9396
40,136,114,5.5419
40,136,69,20.7505
40,136,50,26.9778
40,136,0,11.7202
40,136,112,10.51
40,136,153,0.6378
40,136,154,2.9454
40,136,155,1.3938
40,136,157,1.7547
40,136,158,5.498
40,136,145,8.2124
40,136,132,9.9784
40,136,161,33.6241
40,16,112,63.1532
40,16,60,26.7303
40,16,69,8.7956
40,16,83,14.2215
40,16,29,21.5399
40,16,39,30.9202
40,16,115,14.2048
40,16,0,4.3145
40,16,127,23.7527
40,16,24,3.0238
40,16,118,0.8456
40,16,132,9.4466
40,16,50,41.0328
40,16,114,1.87
40,16,136,1.637
40,16,145,34.499
40,16,154,13.6494
40,16,158,4.2845
40,16,159,13.3759
40,145,0,1.7828
40,145,16,13.6653
40,145,60,1.2459
40,145,132,8.3895
40,145,69,13.0475
40,145,114,1.6885
40,145,127,20.1349
40,145,83,14.7662
40,145,115,13.1086
40,145,159,25.8397
40,145,39,24.5657
40,145,161,3.6998
40,154,127,19.1084
40,154,60,33.7884
40,154,0,6.7153
40,154,16,13.6494
40,154,114,4.1279
