seed,from,to,familiarity
26,0,52,11.6984
26,0,74,22.282
26,0,62,25.2364
26,0,113,11.3409
26,0,64,26.6458
26,0,63,23.5462
26,0,32,33.1875
26,0,28,0.8576
26,0,92,29.3481
26,0,122,23.3852
26,0,96,10.5492
26,0,6,33.8011
26,0,40,15.6382
26,0,53,20.2447
26,0,22,19.4084
26,0,123,21.4086
26,0,124,1.4824
26,0,154,5.7273
26,0,149,11.5226
26,0,158,7.9686
26,0,162,16.7993
26,0,129,0.8071
26,0,160,2.3586
26,0,165,1.1112
26,0,167,1.2059
26,0,161,12.3053
26,0,173,57.9539
26,0,140,6.3377
26,0,168,8.9138
26,0,179,1.0
26,6,22,4.4524
26,6,28,8.9278
26,6,53,13.7977
26,6,96,24.4267
26,6,32,20.77
26,6,62,22.9659
26,6,40,45.9878
26,6,0,33.8011
26,6,63,16.5535
26,6,64,11.2057
26,6,74,38.673
26,6,113,7.5879
26,6,92,17.5695
26,6,137,0.5456
26,6,124,0.7661
26,6,52,33.1612
26,6,123,50.8185
26,6,122,26.6497
26,6,129,1.3787
26,6,140,11.1612
26,6,149,1.4897
26,6,154,26.6051
26,6,163,0.7798
26,6,162,0.937
26,6,165,3.9171
26,6,169,2.4313
26,6,160,0.7593
26,6,158,10.999
26,6,167,0.8047
26,6,170,3.0557
26,6,171,1.5151
26,6,173,0.5975
26,6,179,20.8738
26,6,168,23.6636
26,6,178,4.0163
26,6,161,6.079
26,149,0,3.4255
26,149,113,1.1948
26,149,28,8.6875
26,149,63,11.1625
26,149,92,2.1784
26,22,122,20.317
26,22,6,4.4524
26,22,96,32.496
26,22,64,15.6641
26,22,40,18.2652
26,22,92,4.0917
26,22,63,6.811
26,22,32,33.3043
26,22,52,11.0186
26,22,113,34.116
26,22,74,12.2776
26,22,53,17.3011
26,22,0,19.3609
26,22,28,13.4733
26,22,62,14.2024
26,22,137,1.2747
26,22,123,27.8086
26,22,129,3.6302
26,22,154,6.9803
26,22,158,23.1348
26,22,169,8.7811
26,22,167,1.1729
26,22,170,21.0958
26,22,165,3.3898
26,22,173,3.7227
26,22,177,2.6763
26,22,168,10.7438
26,22,171,2.5572
26,22,179,9.0004
26,22,161,23.7299
26,28,62,3.4086
26,28,124,0.7942
26,28,6,1.9713
26,28,149,8.6875
26,28,74,24.7033
26,28,52,32.5641
26,158,149,1.9578
26,158,74,42.0166
26,158,92,55.382
26,158,122,11.0288
26,158,52,36.7269
26,158,62,3.3876
26,158,64,28.4403
26,158,0,4.5112
26,158,123,9.4487
26,158,96,19.7084
26,158,32,6.6329
26,158,129,0.8935
26,158,156,2.0268
26,158,40,6.231
26,158,113,13.5397
26,158,171,2.2078
26,158,167,3.5731
26,158,22,23.097
26,158,6,8.8162
26,158,170,7.1072
26,158,165,1.3998
26,158,63,1.6846
26,158,53,15.8409
26,158,140,10.744
26,158,161,12.2423
26,158,178,14.8302
26,32,0,32.6266
26,32,158,1.7843
26,161,169,1.1695
26,161,62,0.7939
26,161,158,3.5731
26,161,40,6.2561
26,161,96,2.2193
26,161,177,8.5862
26,161,179,14.5249
26,161,52,6.8162
26,161,0,0.5697
26,162,160,1.8014
26,162,165,1.9618
26,162,113,16.3729
26,162,171,2.6819
26,162,122,8.7485
26,162,53,25.5074
26,162,178,25.6716
26,162,179,31.6142
26,40,52,39.4875
26,40,74,9.4632
26,40,32,20.7817
26,40,122,1.8906
26,40,63,9.8217
26,40,64,16.2259
26,40,113,21.6109
26,40,6,45.9878
26,40,22,18.2652
26,40,0,15.4601
26,40,96,16.8755
26,40,28,7.1761
26,40,62,9.8033
26,40,92,5.6128
26,40,123,46.964
26,40,53,40.588
26,40,149,5.83
26,40,154,10.0752
26,40,158,7.6958
26,40,140,1.0408
26,40,171,3.6701
26,40,170,0.5749
26,40,162,12.579
26,40,173,41.2499
26,40,161,10.8027
26,40,169,0.5942
26,40,165,13.2275
26,40,177,10.4757
26,40,168,0.7506
26,40,178,11.4473
26,168,170,1.0657
26,168,171,1.2216
26,168,158,7.1072
26,168,92,5.151
26,168,62,9.6054
26,168,22,16.1272
26,168,154,14.2063
26,173,40,41.2499
26,173,123,5.151
26,173,149,4.595
26,173,168,2.2607
26,173,113,1.4192
26,173,74,26.0804
26,173,169,14.5839
26,173,28,3.1559
26,173,170,2.8791
