seed,from,to,familiarity
33,5,30,7.4279
33,5,28,18.5085
33,5,87,2.3629
33,5,41,21.037
33,5,24,5.192
33,5,62,12.2883
33,5,130,3.8274
33,5,126,19.9206
33,5,128,1.2644
33,5,127,9.0577
33,5,96,2.5212
33,5,144,42.4089
33,5,150,17.1182
33,5,159,1.2039
33,5,154,9.8362
33,5,155,1.4154
33,5,156,0.5513
33,5,143,22.4169
33,5,167,5.6534
33,5,168,2.4415
33,5,177,2.4415
33,5,171,11.5418
33,5,178,0.5658
33,5,186,5.4055
33,5,179,21.5258
33,5,190,1.1735
33,5,180,16.8303
33,5,172,0.9474
33,5,187,14.7032
33,143,30,38.2381
33,143,41,6.1332
33,143,96,2.2864
33,143,127,7.7586
33,143,130,2.7003
33,143,62,4.8993
33,143,24,7.8938
33,143,144,13.4162
33,143,87,12.2772
33,143,28,13.8045
33,143,126,10.2377
33,143,139,1.8932
33,143,154,24.3917
33,143,155,37.1104
33,143,156,0.6237
33,143,5,22.4169
33,143,150,4.8794
33,143,167,3.8994
33,143,168,5.5181
33,143,177,4.8851
33,143,176,26.3198
33,143,162,3.1775
33,143,179,30.2181
33,143,190,6.3716
33,143,172,20.7528
33,143,163,2.8076
33,143,187,1.832
33,143,189,5.1064
33,143,180,6.599
33,143,191,3.1617
33,143,188,4.8386
33,143,194,0.685
33,143,193,3.6515
33,143,192,17.6618
33,144,24,9.1394
33,144,30,13.9079
33,144,128,0.7033
33,144,5,38.3166
33,144,143,13.3658
33,144,107,1.0579
33,144,126,5.7396
33,144,62,6.1191
33,144,127,1.7007
33,144,41,25.3318
33,144,96,1.3333
33,144,150,46.0992
33,144,28,4.8934
33,144,154,1.8111
33,144,155,2.9629
33,144,87,23.6136
33,144,172,10.8578
33,144,190,4.0751
33,144,180,4.0651
33,144,167,1.0828
33,144,179,24.7134
33,150,28,54.0636
33,150,5,2.313
33,150,62,28.9363
33,150,128,1.1813
33,150,126,13.41
33,150,87,27.3585
33,150,143,4.8859
33,150,144,46.0992
33,150,154,3.4545
33,150,127,12.1942
33,150,155,1.1225
33,150,30,28.0506
33,150,139,7.284
33,150,24,25.8957
33,150,176,7.2342
33,150,178,2.5159
33,150,163,13.9222
33,150,96,4.0812
33,150,175,0.6363
33,150,171,1.4759
33,150,184,4.197
33,150,186,4.197
33,150,187,7.9509
33,150,180,1.404
33,150,190,2.0079
33,150,168,6.8998
33,150,179,6.4284
33,150,192,12.6183
33,150,172,39.4018
33,24,87,4.5066
33,24,62,36.3818
33,24,28,11.1547
33,24,41,0.5759
33,24,5,4.9075
33,24,30,24.478
33,24,126,46.9928
33,24,144,9.1394
33,24,139,6.4211
33,24,143,0.803
33,24,155,9.3831
33,24,150,25.8957
33,24,154,0.8494
33,24,167,4.8963
33,24,176,14.9559
33,24,187,1.8329
33,24,130,10.0729
33,24,186,0.5729
33,24,172,1.3394
33,24,168,25.4466
33,24,179,20.0711
33,24,191,6.1092
33,154,155,23.6681
33,154,118,0.5636
33,154,41,9.1537
33,154,143,24.3917
33,154,127,1.2648
33,154,30,20.7574
33,154,150,3.9806
33,154,5,9.8362
33,154,28,16.5287
33,154,62,2.0265
33,154,126,17.8484
33,154,107,1.3014
33,154,144,4.3168
33,154,87,7.4282
33,154,96,1.0395
33,154,24,15.5129
33,154,162,2.9902
33,154,178,2.4761
33,154,167,0.5757
33,154,139,3.5915
33,154,184,2.2082
33,154,186,2.0589
33,154,187,2.2082
33,154,172,11.1704
33,154,180,2.8994
33,154,179,16.4244
33,154,130,18.5533
33,154,191,10.0289
33,154,176,3.9301
33,154,163,16.0342
33,154,192,7.7784
33,154,168,4.5328
33,155,87,5.1942
33,155,118,0.6046
33,155,127,0.8159
33,155,143,12.8613
33,155,96,1.0856
33,155,126,1.1909
33,155,24,9.3395
33,155,171,3.3041
33,155,144,2.781
33,155,179,1.693
33,155,30,7.4451
33,155,194,25.4563
33,155,188,9.2227
33,155,41,28.2024
33,28,30,49.1035
33,28,5,16.1234
33,28,24,11.154
33,28,96,0.6565
33,28,87,7.9889
33,28,127,4.5054
33,28,62,28.7216
33,28,130,2.377
33,28,139,0.6604
33,28,143,9.3725
33,28,150,54.0636
33,28,154,15.4645
33,28,144,4.8934
33,28,167,1.1012
33,28,192,15.0353
33,28,176,6.2539
33,28,188,16.27
33,28,187,8.2083
33,30,96,6.3799
33,30,87,52.9238
33,30,5,13.3239
33,30,28,66.2518
33,30,24,31.5558
33,30,41,30.0102
33,30,62,39.1782
33,30,130,7.6456
33,30,127,6.9036
33,30,128,0.5033
33,30,126,20.8269
33,30,139,2.479
33,30,143,49.3151
33,30,144,48.4873
33,30,150,34.8348
33,30,155,30.0356
33,30,154,33.8742
33,30,177,1.2953
33,30,176,14.8805
33,30,171,3.7227
33,30,162,1.6719
33,30,168,9.3855
33,30,189,2.0091
33,30,190,3.1366
33,30,172,21.5932
33,30,184,6.6301
33,30,186,7.3416
33,30,187,18.2388
33,30,167,22.2891
33,30,179,17.8581
33,30,180,7.1962
33,30,188,14.7926
33,30,191,3.7379
33,30,192,14.0878
33,30,194,12.3799
33,163,178,6.2383
33,163,150,16.4463
33,163,172,6.9843
33,163,24,13.9903
33,163,143,22.5394
33,163,126,7.2086
33,167,168,4.9596
33,167,177,4.9596
33,167,87,1.8014
33,167,96,0.7559
33,167,143,0.5349
33,167,173,1.1281
33,167,188,5.6389
33,167,126,12.2832
33,167,30,19.6705
33,168,177,5.0791
33,168,167,4.9596
33,168,96,1.2309
33,168,171,5.5926
33,168,24,4.9682
33,168,30,1.8451
33,41,5,14.5865
33,41,130,1.9419
33,41,127,1.9154
33,41,118,1.1721
33,41,144,25.3318
33,41,126,0.5198
33,41,30,24.0988
33,41,172,8.5949
33,41,173,2.4415
33,41,175,2.4415
33,41,167,4.5975
33,41,187,3.9663
33,41,190,6.1927
33,41,180,25.0519
33,41,179,25.3419
33,41,155,28.2024
33,172,173,3.9632
33,172,175,5.9289
33,172,41,2.4415
33,172,62,1.6233
33,172,167,1.1281
33,172,176,6.9843
33,172,150,39.4018
33,176,178,6.8663
33,176,163,7.3135
33,176,150,5.0401
33,176,62,3.0121
33,176,172,6.9843
33,176,24,14.9559
33,176,126,21.3962
33,176,143,22.5394
33,176,190,19.7378
33,179,186,5.5265
33,179,62,1.3905
33,179,155,11.6821
33,179,150,12.1424
33,179,171,2.2718
33,179,143,30.2181
33,179,189,1.7334
33,179,130,8.9415
33,179,190,1.7684
33,179,5,21.5258
33,179,24,25.513
33,179,167,2.3567
33,179,127,20.7037
33,179,126,45.1083
33,179,41,29.9324
33,179,139,4.6833
33,179,176,24.6169
33,179,154,16.4244
33,179,184,3.0356
33,179,30,15.9917
33,179,168,16.1644
33,179,180,1.4887
33,179,187,0.9935
33,179,144,24.7134
33,179,87,0.703
33,179,188,10.0519
33,179,192,7.7784
33,179,191,13.7777
33,179,172,7.0592
33,180,5,10.4425
33,180,126,41.2404
33,180,163,7.3269
33,180,191,8.5138
33,180,172,4.7439
33,180,187,1.4917
33,180,127,20.2509
33,180,41,25.0519
33,180,87,32.0467
33,62,24,37.1497
33,62,96,1.531
33,62,87,45.7996
33,62,41,3.3376
33,62,5,12.2883
33,62,126,37.0578
33,62,30,27.7996
33,62,28,40.3049
33,62,128,1.2903
33,62,130,5.7531
33,62,143,4.8993
33,62,118,0.7282
33,62,150,29.7608
33,62,144,9.1058
33,62,139,3.861
33,62,154,2.0265
33,62,177,3.8134
33,62,167,11.9134
33,62,163,7.7986
33,62,176,4.3344
33,62,172,1.6233
33,62,173,1.6233
33,62,175,1.6233
33,62,179,1.3905
33,62,184,1.2319
33,62,190,24.2305
33,62,187,8.1793
33,62,155,27.242
33,62,171,1.7395
33,62,193,19.1845
33,62,194,9.3981
33,62,192,19.5783
33,62,188,17.4247
33,190,188,13.5801
33,190,189,7.5596
33,190,144,2.1354
33,190,176,19.7378
33,191,154,1.1136
33,191,180,8.5138
33,191,30,2.1784
33,191,127,16.7828
33,191,192,8.1714
33,191,188,1.2811
33,191,24,6.1092
33,191,179,13.7777
33,191,87,8.2743
33,192,28,10.4973
33,192,191,8.1714
33,192,179,7.7784
33,192,87,25.3603
33,192,127,2.8938
33,87,24,6.8833
33,87,118,0.6641
33,87,30,30.5251
33,87,41,15.1887
33,87,62,45.7996
33,87,5,2.3629
33,87,28,8.7083
33,87,96,4.5545
33,87,127,2.3616
33,87,107,1.4165
33,87,130,3.268
33,87,139,1.2158
33,87,126,7.1925
33,87,143,12.2772
33,87,150,27.177
33,87,152,0.523
33,87,155,8.647
33,87,144,26.9497
33,87,154,7.4282
33,87,167,15.5537
33,87,168,1.8014
33,87,177,2.9867
33,87,173,1.4917
33,87,171,1.4244
33,87,188,3.5051
33,87,163,1.7604
33,87,186,4.3619
33,87,191,9.0811
33,87,180,40.8611
33,87,194,4.4206
33,87,193,17.9185
33,87,179,0.703
33,87,192,28.651
33,126,5,19.9206
33,126,28,5.7452
33,126,96,6.4939
33,126,41,2.8949
33,126,62,37.0578
33,126,24,56.8789
33,126,127,23.7408
33,126,30,18.9573
33,126,87,7.1925
33,126,144,10.8841
33,126,143,10.2377
33,126,130,3.2401
33,126,150,18.5123
33,126,156,1.0928
33,126,107,1.2691
33,126,154,17.8484
33,126,155,3.1761
33,126,167,16.582
33,126,168,0.7055
33,126,177,0.7055
33,126,162,3.0382
33,126,171,3.5768
33,126,186,14.0473
33,126,187,49.1248
33,126,179,45.1083
33,126,190,7.422
33,126,180,41.2404
33,126,176,21.3962
33,126,192,20.241
33,126,191,1.2992
33,126,163,7.2086
33,127,28,4.4051
33,127,87,2.2675
33,127,96,1.8911
33,127,30,3.7185
33,127,126,20.5999
33,127,5,7.4548
33,127,41,1.9154
33,127,143,2.6319
33,127,144,1.6083
33,127,155,0.8159
33,127,150,1.4646
33,127,163,7.128
33,127,179,15.318
33,127,188,0.7169
33,127,184,7.9177
33,127,191,16.7828
33,127,180,20.2509
33,127,192,2.8938
