seed,from,to,familiarity
24,1,58,2.4704
24,1,118,2.6268
24,1,121,1.3176
24,1,68,13.1943
24,1,41,15.8291
24,1,117,0.9308
24,1,172,0.6499
24,1,146,0.8281
24,1,179,24.3505
24,1,147,54.4774
24,1,123,9.0957
24,1,193,1.5037
24,1,50,50.2159
24,1,187,0.5225
24,1,190,16.5525
24,1,178,16.3133
24,1,177,30.4219
24,3,50,2.5595
24,3,58,9.6909
24,3,147,30.5046
24,3,117,8.6827
24,3,118,1.7492
24,3,51,8.2655
24,3,139,0.6057
24,3,181,2.0428
24,3,187,43.1597
24,3,145,6.0547
24,3,195,15.6979
24,144,117,22.0169
24,144,3,3.8015
24,144,20,11.1231
24,144,50,1.7424
24,144,121,14.6376
24,144,51,3.634
24,144,147,16.5332
24,144,58,11.4586
24,144,118,4.3639
24,144,123,2.0812
24,144,146,11.2027
24,144,161,5.5596
24,144,179,2.2024
24,144,185,1.0139
24,144,184,0.7144
24,144,180,0.7144
24,144,178,0.5414
24,144,175,1.3568
24,144,187,14.903
24,144,177,33.74
24,144,181,7.6042
24,144,190,3.9564
24,144,170,4.9316
24,144,195,5.679
24,145,58,12.7818
24,145,123,28.4697
24,145,41,7.4229
24,145,50,42.0742
24,145,51,11.2771
24,145,121,71.5686
24,145,3,9.4236
24,145,20,8.3002
24,145,118,36.0383
24,145,1,17.0294
24,145,144,2.7775
24,145,117,9.5645
24,145,147,14.6613
24,145,128,1.1069
24,145,68,18.7639
24,145,161,14.2104
24,145,146,10.6616
24,145,160,3.1314
24,145,173,10.6231
24,145,175,1.8926
24,145,169,3.082
24,145,177,25.4238
24,145,179,27.2917
24,145,170,0.6212
24,145,186,0.7929
24,145,172,0.6313
24,145,181,1.4836
24,145,178,19.7387
24,145,187,34.3028
24,145,190,29.649
24,146,147,1.8182
24,146,68,5.7118
24,146,51,0.6784
24,146,117,8.9909
24,146,145,3.1345
24,146,118,13.3315
24,146,121,2.9113
24,146,20,0.9504
24,146,1,0.8281
24,146,177,10.6585
24,146,179,1.8698
24,146,41,0.8493
24,146,50,1.9788
24,146,181,3.3692
24,146,193,11.707
24,146,161,3.5282
24,146,198,13.4183
24,146,199,13.4183
24,146,187,10.4261
24,146,200,16.8781
24,146,173,14.12
24,146,190,3.2321
24,146,175,4.6685
24,147,144,20.5327
24,147,123,17.9911
24,147,160,0.9029
24,147,68,14.8029
24,147,146,7.625
24,147,145,14.6613
24,147,3,39.6729
24,147,117,50.9373
24,147,20,15.0301
24,147,58,18.3495
24,147,121,31.7196
24,147,1,59.1298
24,147,149,0.6058
24,147,128,0.808
24,147,50,8.2832
24,147,51,12.4501
24,147,161,7.642
24,147,118,6.2301
24,147,170,9.9479
24,147,172,0.5319
24,147,173,6.1775
24,147,169,30.381
24,147,175,26.8915
24,147,41,20.9634
24,147,179,45.6615
24,147,178,27.4596
24,147,186,0.544
24,147,180,0.9268
24,147,177,26.7243
24,147,187,13.1517
24,147,181,2.5055
24,147,188,2.2039
24,147,193,1.4281
24,147,195,6.8473
