seed,from,to,familiarity
2,17,112,6.1693
2,17,33,8.8292
2,17,104,1.6407
2,17,59,22.0609
2,17,32,12.0287
2,17,37,65.5111
2,17,54,10.5827
2,17,52,10.4374
2,17,111,12.6459
2,17,114,6.0099
2,17,115,16.542
2,17,102,46.2938
2,17,74,2.4431
2,17,149,7.0886
2,17,53,0.5484
2,17,140,2.4078
2,17,160,23.2265
2,17,164,11.3909
2,17,170,18.7139
2,17,188,15.5025
2,17,183,3.824
2,17,179,0.6062
2,17,198,5.2837
2,17,180,1.0953
2,17,204,4.1807
2,17,172,4.8093
2,17,190,4.9065
2,17,193,3.9404
2,17,181,3.9404
2,32,102,1.9324
2,32,59,11.1903
2,32,115,0.6434
2,32,121,3.5664
2,32,33,13.9861
2,32,149,14.727
2,32,111,9.3406
2,32,74,14.5322
2,32,104,8.7265
2,32,53,44.0247
2,32,141,36.0691
2,32,54,1.5675
2,32,112,2.2781
2,32,200,3.4496
2,32,164,10.1995
2,32,172,3.036
2,32,17,6.0028
2,32,52,10.643
2,33,104,37.1283
2,33,59,22.7061
2,33,111,32.8959
2,33,52,24.4496
2,33,37,13.4751
2,33,102,37.0255
2,33,17,11.4884
2,33,74,51.7456
2,33,114,3.7273
2,33,112,7.6119
2,33,115,15.1391
2,33,54,28.6687
2,33,53,48.5547
2,33,32,29.1908
2,33,140,36.6504
2,33,149,45.431
2,33,121,33.7369
2,33,160,18.1085
2,33,164,25.0429
2,33,141,49.2058
2,33,167,1.5492
2,33,170,21.986
2,33,199,1.2609
2,33,179,3.5508
2,33,181,4.2867
2,33,193,11.0143
2,33,196,3.091
2,33,185,1.7692
2,33,183,4.6689
2,33,198,0.8247
2,33,200,5.12
2,33,172,25.155
2,33,202,14.4203
2,33,188,15.5248
2,37,74,5.893
2,37,59,24.2295
2,37,104,23.7276
2,37,112,1.885
2,37,33,13.4751
2,37,54,26.0648
2,37,32,0.6331
2,37,114,13.4353
2,37,17,66.2529
2,37,53,43.8419
2,37,115,16.9922
2,37,111,18.9292
2,37,102,29.1603
2,37,52,9.3478
2,37,140,17.0256
2,37,139,1.0373
2,37,141,22.6238
2,37,149,40.2466
2,37,164,9.824
2,37,173,0.9544
2,37,170,9.3478
2,37,172,7.5681
2,37,196,7.3119
2,37,180,2.1427
2,37,160,5.9274
2,37,204,1.8674
2,37,190,3.3608
2,37,202,2.8376
2,37,200,4.98
2,52,102,28.0936
2,52,104,2.0465
2,52,33,21.2788
2,52,115,1.4652
2,52,54,18.9461
2,52,53,13.5956
2,52,17,10.4374
2,52,37,7.0156
2,52,111,20.2088
2,52,59,21.3694
2,52,139,1.2325
2,52,74,46.7493
2,52,149,13.8831
2,52,140,55.7799
2,52,141,66.7803
2,52,114,1.1471
2,52,164,12.4485
2,52,167,1.1466
2,52,160,2.8142
2,52,199,4.3937
2,52,188,32.0115
2,52,195,3.1964
2,52,172,1.2526
2,52,32,10.643
2,52,181,39.9415
2,52,193,8.4585
2,52,198,15.5429
2,53,104,25.729
2,53,59,19.4493
2,53,74,2.5274
2,53,54,4.8449
2,53,37,39.1065
2,53,52,13.5956
2,53,111,0.5592
2,53,114,13.0701
2,53,33,24.0483
2,53,140,23.5674
2,53,102,1.0403
2,53,149,9.3194
2,53,139,0.7715
2,53,17,0.5484
