seed,from,to,familiarity
4,0,92,1.0967
4,0,80,4.594
4,0,90,48.7484
4,0,15,20.9227
4,0,49,60.9276
4,0,91,31.4769
4,0,1,15.3704
4,0,2,16.8563
4,0,86,40.6648
4,0,75,28.4635
4,0,56,34.5668
4,0,50,5.6921
4,0,115,10.2426
4,0,120,2.3003
4,0,26,35.4361
4,0,132,0.6735
4,0,126,12.9715
4,0,133,3.4983
4,0,139,24.1604
4,0,109,7.8149
4,0,152,0.6618
4,0,159,0.5899
4,0,156,4.677
4,0,154,23.3256
4,0,177,8.9526
4,0,170,1.8839
4,0,172,1.4188
4,0,166,5.8174
4,0,165,0.5134
4,0,160,4.6768
4,0,168,5.3099
4,0,155,12.0972
4,0,179,20.1549
4,0,183,14.5507
4,0,186,52.525
4,0,191,4.37
4,0,194,6.0572
4,0,188,1.9624
4,0,192,2.5306
4,0,187,3.9012
4,1,2,18.3546
4,1,115,6.1271
4,1,15,69.5132
4,1,92,15.0292
4,1,75,9.89
4,1,86,42.9817
4,1,56,6.9556
4,1,0,15.3704
4,1,91,38.0059
4,1,26,13.2071
4,1,80,13.6582
4,1,90,10.0409
4,1,49,16.0407
4,1,93,7.6123
4,1,109,4.6415
4,1,50,32.7965
4,1,120,2.1416
4,1,133,5.9986
4,1,126,35.3646
4,1,132,12.468
4,1,139,46.2764
4,1,149,1.0011
4,1,154,17.1936
4,1,168,11.2753
4,1,178,1.431
4,1,171,9.6758
4,1,165,0.7876
4,1,156,1.4025
4,1,172,12.3772
4,1,166,2.9813
4,1,155,2.6635
4,1,164,6.7529
4,1,175,1.0414
4,1,160,7.5779
4,1,177,1.3502
4,1,179,26.4488
4,1,183,7.3288
4,1,191,1.3388
4,1,187,7.0498
4,1,192,12.7806
4,2,1,4.0229
4,2,86,5.5696
4,2,49,16.9886
4,2,93,19.2807
4,2,75,5.9216
4,2,90,9.7162
4,2,15,1.2302
4,2,0,9.6673
4,2,109,2.7989
4,2,91,14.2195
4,2,80,5.9824
4,2,50,0.6757
4,2,115,2.652
4,2,26,9.6743
4,2,120,0.5134
4,2,56,11.8336
4,2,92,39.0863
4,2,126,5.7803
4,2,132,5.3797
4,2,139,0.7475
4,2,133,1.2525
4,2,168,5.6225
4,2,178,1.2645
4,2,165,2.2568
4,2,154,0.8068
4,2,156,2.1059
4,2,166,3.3827
4,2,160,2.0641
4,2,167,4.0679
4,2,179,12.5454
4,15,1,69.5132
4,15,115,17.9134
