seed,from,to,familiarity
34,0,33,45.3506
34,0,112,25.7679
34,0,53,24.8843
34,0,73,25.2918
34,0,32,14.6632
34,0,62,51.8155
34,0,18,38.1921
34,0,22,1.5961
34,0,129,36.2978
34,0,140,0.6555
34,0,146,1.2216
34,0,149,1.7812
34,0,150,0.9672
34,0,142,0.8519
34,0,151,7.7416
34,0,157,5.2597
34,0,160,26.4382
34,0,152,62.8908
34,129,144,4.6652
34,129,32,2.792
34,129,62,68.4297
34,129,53,3.2753
34,129,33,5.5063
34,129,151,3.2764
34,129,160,13.3376
34,129,154,13.3376
34,129,157,13.3376
34,129,159,19.893
34,129,73,14.2458
34,129,0,35.1382
34,129,152,20.6123
34,18,114,2.0047
34,18,22,2.8909
34,18,62,1.5589
34,18,112,42.8166
34,18,73,27.3233
34,18,53,25.654
34,18,32,13.6164
34,18,0,38.1921
34,18,33,13.589
34,18,139,1.7562
34,18,140,12.7556
34,18,142,7.8849
34,18,149,2.0845
34,18,151,29.2649
34,18,160,14.0389
34,18,154,14.0389
34,18,157,14.0389
34,18,159,14.0389
34,18,152,20.0284
34,18,162,0.5228
34,151,62,0.7926
34,151,0,7.3044
34,151,129,3.2764
34,151,150,2.8064
34,151,142,1.2364
34,151,140,6.4838
34,151,18,27.7286
34,151,73,6.228
34,151,33,10.258
34,151,162,6.0568
34,151,159,14.0389
34,151,112,17.5784
34,151,32,31.546
34,152,18,23.9497
34,152,129,30.5774
34,152,33,20.7791
34,152,157,12.7886
34,152,112,7.0462
34,152,32,53.9222
34,152,62,13.5319
34,152,154,8.0921
34,152,0,62.8908
34,152,53,17.399
34,152,150,7.377
34,157,160,49.4324
34,157,129,19.893
34,157,154,57.9888
34,157,18,14.0389
34,158,161,9.0447
34,158,162,9.0447
34,158,32,13.3113
34,159,160,45.7274
34,159,154,45.7274
34,159,157,43.897
34,159,18,14.0389
34,159,53,9.0047
34,159,129,6.5554
34,159,0,26.4382
34,32,22,2.7472
34,32,62,28.5901
34,32,18,14.1339
34,32,0,14.6632
34,32,53,9.7619
34,32,112,6.2581
34,32,33,12.1298
34,32,73,10.7266
34,32,135,0.6103
34,32,139,0.7732
34,32,129,6.8316
34,32,140,4.0817
34,32,144,1.684
34,32,150,16.2442
34,32,161,3.8215
34,32,162,3.8215
34,32,158,13.3113
34,32,154,5.4478
34,32,152,53.9222
34,32,151,31.546
34,33,112,5.6241
34,33,18,1.1912
34,33,62,27.4603
34,33,53,4.4505
34,33,73,9.6771
34,33,140,0.5605
34,33,0,32.7531
34,33,22,1.8297
34,33,129,5.5063
34,33,151,10.258
34,33,162,15.3817
34,33,152,4.98
34,161,162,12.9434
34,161,158,9.0447
34,53,22,6.8386
34,53,73,14.7748
34,53,0,24.8843
34,53,18,26.0914
34,53,33,32.8223
34,53,32,9.7619
34,53,62,13.9406
34,53,114,0.6159
34,53,112,40.9325
34,53,129,20.8803
34,53,140,3.0526
34,53,142,8.0397
34,53,146,2.5516
34,53,150,5.7802
34,53,160,14.9861
34,53,154,14.9861
34,53,157,19.6852
34,53,158,5.7377
34,53,151,14.6387
34,53,159,13.1614
34,53,162,6.033
34,53,152,17.399
34,62,32,28.5434
34,62,73,36.5398
34,62,112,19.2847
34,62,0,51.8148
34,62,53,6.742
34,62,22,1.0474
34,62,33,29.7639
34,62,114,1.4611
34,62,141,0.6073
34,62,140,2.2906
34,62,150,2.824
34,62,142,2.9708
34,62,129,68.4297
34,62,151,0.7926
34,62,162,38.9251
34,62,152,13.5319
34,73,53,14.7748
34,73,22,1.5733
34,73,112,44.1691
34,73,18,32.2268
34,73,114,1.8085
34,73,0,25.2918
34,73,62,42.6541
34,73,33,10.9354
34,73,32,10.7266
34,73,129,22.2749
34,73,140,0.5174
34,73,131,0.546
34,73,150,27.7568
34,73,146,0.7782
34,73,151,24.0463
34,73,142,7.0111
34,73,162,7.6035
34,73,158,1.0592
34,73,160,0.9194
34,112,73,44.1691
34,112,18,51.3466
34,112,0,25.7679
34,112,62,19.7543
34,112,22,3.1923
34,112,114,2.2218
34,112,33,10.8015
34,112,53,40.9325
34,112,32,6.2581
34,112,128,1.2049
34,112,129,1.9001
34,112,140,5.7628
34,112,139,1.1098
34,112,149,1.2682
34,112,146,4.4514
34,112,142,9.5617
34,112,150,8.2892
34,112,152,7.0462
34,112,157,2.6297
34,112,154,2.2667
34,112,158,34.6016
34,112,151,17.5784
