seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
2024,1,0.005,120,105,4,0,3,0,0,0,8,111,9,114,6,59,61,106,11,3,16,2.3438
2024,2,0.005,83,71,4,0,4,0,0,0,4,76,7,83,0,42,41,70,10,3,15,2.4679
2024,3,0.005,38,27,9,0,2,0,0,0,0,36,2,36,2,19,19,31,4,3,8,2.5175
2024,4,0.005,15,11,2,0,1,0,0,0,1,13,2,14,1,8,7,12,1,2,8,2.6826
2024,5,0.005,6,6,0,0,0,0,0,0,0,6,0,6,0,1,5,5,0,1,2,0.65
2024,6,0.005,19,17,2,0,0,0,0,0,0,19,0,19,0,7,12,16,1,2,6,1.8885
2024,7,0.005,20,16,0,0,2,0,0,0,2,17,3,18,2,10,10,16,1,3,8,2.4639
2024,8,0.005,19,15,4,0,0,0,0,0,0,19,0,19,0,10,9,18,0,1,4,1.6383
2024,9,0.005,9,7,2,0,0,0,0,0,0,9,0,9,0,4,5,6,2,1,6,2.4194
2024,10,0.005,18,14,0,0,4,0,0,0,0,15,3,14,4,12,6,11,3,4,10,2.933
2024,11,0.005,18,17,0,0,1,0,0,0,0,17,1,18,0,8,10,17,1,0,4,1.4932
2024,12,0.005,16,12,1,0,3,0,0,0,0,14,2,16,0,5,11,15,1,0,5,1.9212
2024,13,0.005,18,16,0,0,2,0,0,0,0,16,2,18,0,10,8,17,1,0,4,1.6122
2024,14,0.005,19,18,1,0,0,0,0,0,0,19,0,19,0,8,11,16,2,1,5,1.8248
2024,15,0.005,13,6,2,0,2,0,0,0,3,9,4,13,0,6,7,10,1,2,9,3.027
2024,16,0.005,12,6,2,0,1,0,0,0,3,8,4,12,0,5,7,12,0,0,6,2.4183
2024,17,0.005,6,4,1,0,1,0,0,0,0,5,1,5,1,4,2,6,0,0,3,1.2516
2024,18,0.005,5,4,1,0,0,0,0,0,0,5,0,5,0,1,4,5,0,0,3,1.371
2024,19,0.005,14,12,1,0,1,0,0,0,0,13,1,13,1,8,6,12,0,2,5,2.006
2024,20,0.005,21,19,1,0,0,0,0,0,1,20,1,20,1,13,8,21,0,0,4,1.4374
2024,21,0.005,20,17,3,0,0,0,0,0,0,20,0,20,0,13,7,19,0,1,4,1.6477
2024,22,0.005,22,12,5,0,4,0,0,0,1,19,3,21,1,10,12,19,2,1,9,2.9019
2024,23,0.005,11,8,1,0,0,0,0,0,2,9,2,11,0,5,6,10,1,0,5,2.1181
2024,24,0.005,9,7,0,0,2,0,0,0,0,8,1,7,2,3,6,7,2,0,5,2.1972
2024,25,0.005,13,11,0,0,2,0,0,0,0,12,1,13,0,6,7,12,1,0,4,1.5734
