seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
42,1,0.005,114,107,2,0,3,0,0,0,2,110,4,114,0,62,52,98,9,7,12,2.0457
42,2,0.005,74,62,1,0,7,0,0,0,4,66,8,74,0,41,33,67,3,4,13,2.3231
42,3,0.005,32,27,0,0,2,0,0,0,3,28,4,30,2,15,17,29,2,1,10,2.3075
42,4,0.005,15,14,1,0,0,0,0,0,0,15,0,15,0,6,9,10,3,2,7,2.4662
42,5,0.005,13,11,2,0,0,0,0,0,0,13,0,13,0,5,8,9,4,0,6,2.1416
42,6,0.005,16,11,4,0,1,0,0,0,0,16,0,16,0,7,9,14,0,2,6,2.1468
42,7,0.005,12,10,2,0,0,0,0,0,0,12,0,12,0,9,3,12,0,0,4,1.4183
42,8,0.005,15,12,1,0,2,0,0,0,0,14,1,15,0,8,7,13,1,1,6,2.0989
42,9,0.005,14,13,1,0,0,0,0,0,0,14,0,14,0,10,4,12,1,1,5,1.7534
42,10,0.005,27,17,1,0,6,0,0,0,3,18,9,27,0,13,14,27,0,0,6,2.281
42,11,0.005,18,17,0,0,1,0,0,0,0,17,1,18,0,11,7,17,1,0,4,1.4108
42,12,0.005,9,7,0,0,1,0,0,0,1,8,1,7,2,4,5,7,1,1,5,1.88
42,13,0.005,14,8,3,0,0,0,0,0,3,12,2,14,0,3,11,13,0,1,8,2.4037
42,14,0.005,6,6,0,0,0,0,0,0,0,6,0,6,0,0,6,5,1,0,2,0.65
42,15,0.005,18,9,5,0,3,0,0,0,1,15,3,17,1,10,8,12,4,2,11,3.1972
42,16,0.005,22,14,1,0,4,0,0,0,3,18,4,22,0,10,12,18,1,3,11,3.0207
42,17,0.005,13,12,0,0,0,0,0,0,1,12,1,12,1,6,7,11,0,2,4,1.7605
42,18,0.005,17,17,0,0,0,0,0,0,0,17,0,17,0,9,8,13,2,2,4,1.7839
42,19,0.005,11,10,1,0,0,0,0,0,0,11,0,11,0,4,7,8,1,2,5,2.1181
42,20,0.005,14,11,0,0,1,0,0,0,2,12,2,12,2,2,12,9,3,2,7,2.4956
42,21,0.005,9,8,0,0,0,0,0,0,1,9,0,9,0,4,5,6,2,1,6,2.281
42,22,0.005,9,7,0,0,0,0,0,0,2,8,1,9,0,5,4,7,1,1,6,2.4194
42,23,0.005,18,15,1,0,2,0,0,0,0,16,2,18,0,7,11,12,3,3,8,2.5997
42,24,0.005,16,12,0,0,3,0,0,0,1,13,3,15,1,9,7,16,0,0,6,2.0613
42,25,0.005,8,4,4,0,0,0,0,0,0,8,0,8,0,6,2,6,1,1,6,2.5
