seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
456,1,0.005,103,74,11,0,16,0,0,0,2,89,14,91,12,51,52,92,8,3,18,2.8759
456,2,0.005,71,68,0,0,0,0,0,0,3,68,3,71,0,34,37,68,2,1,7,1.5222
456,3,0.005,28,23,5,0,0,0,0,0,0,28,0,28,0,12,16,24,3,1,8,2.2865
456,4,0.005,7,3,1,0,1,0,0,0,2,5,2,7,0,1,6,7,0,0,6,2.5216
456,5,0.005,15,13,0,0,0,0,0,0,2,14,1,15,0,5,10,12,3,0,5,1.8566
456,6,0.005,13,13,0,0,0,0,0,0,0,13,0,13,0,6,7,12,0,1,3,1.2957
456,7,0.005,22,22,0,0,0,0,0,0,0,22,0,22,0,9,13,21,0,1,3,1.2072
456,8,0.005,13,13,0,0,0,0,0,0,0,13,0,13,0,2,11,11,1,1,4,1.352
456,9,0.005,8,6,2,0,0,0,0,0,0,8,0,8,0,3,5,6,0,2,5,2.25
456,10,0.005,13,11,2,0,0,0,0,0,0,13,0,13,0,7,6,8,2,3,7,2.6612
456,11,0.005,18,16,1,0,1,0,0,0,0,17,1,18,0,10,8,15,2,1,7,2.2165
456,12,0.005,9,9,0,0,0,0,0,0,0,9,0,9,0,3,6,8,1,0,3,1.3516
456,13,0.005,12,10,0,0,0,0,0,0,2,11,1,12,0,8,4,11,1,0,4,1.5511
456,14,0.005,13,11,0,0,1,0,0,0,1,12,1,11,2,7,6,9,3,1,7,2.5654
456,15,0.005,6,5,1,0,0,0,0,0,0,6,0,6,0,2,4,4,0,2,4,1.9183
456,16,0.005,7,4,1,0,1,0,0,0,1,5,2,7,0,4,3,4,1,2,6,2.5216
456,17,0.005,11,7,1,0,3,0,0,0,0,10,1,11,0,6,5,11,0,0,5,2.1181
456,18,0.005,22,21,0,0,1,0,0,0,0,21,1,22,0,12,10,18,3,1,6,1.9653
456,19,0.005,17,16,0,0,0,0,0,0,1,16,1,17,0,8,9,11,3,3,5,2.0636
456,20,0.005,10,6,3,0,1,0,0,0,0,10,0,10,0,5,5,9,1,0,6,2.4464
456,21,0.005,9,7,0,0,2,0,0,0,0,7,2,9,0,2,7,9,0,0,3,1.4355
456,22,0.005,18,12,6,0,0,0,0,0,0,18,0,18,0,12,6,12,2,4,7,2.5941
456,23,0.005,16,10,4,0,1,0,0,0,1,14,2,15,1,10,6,16,0,0,6,2.2516
456,24,0.005,10,8,0,0,2,0,0,0,0,8,2,10,0,5,5,4,2,4,6,2.5219
456,25,0.005,17,14,2,0,1,0,0,0,0,16,1,17,0,9,8,15,1,1,5,1.7634
