seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
7,1,0.005,112,104,6,0,0,0,0,0,2,110,2,112,0,59,53,105,3,4,11,1.7782
7,2,0.005,77,63,6,0,7,0,0,0,1,71,6,71,6,39,38,70,5,2,13,2.4182
7,3,0.005,30,26,3,0,1,0,0,0,0,29,1,30,0,14,16,29,0,1,6,1.8027
7,4,0.005,13,10,3,0,0,0,0,0,0,13,0,13,0,6,7,12,1,0,4,1.7759
7,5,0.005,19,14,2,0,0,0,0,0,3,16,3,19,0,10,9,17,1,1,7,2.3532
7,6,0.005,12,11,0,0,1,0,0,0,0,11,1,12,0,7,5,10,1,1,5,1.8962
7,7,0.005,17,14,0,0,1,0,0,0,2,16,1,15,2,9,8,17,0,0,5,1.7755
7,8,0.005,16,10,3,0,0,0,0,0,3,15,1,16,0,12,4,15,1,0,7,2.25
7,9,0.005,29,24,1,0,3,0,0,0,1,26,3,28,1,17,12,24,3,2,10,2.559
7,10,0.005,18,16,2,0,0,0,0,0,0,18,0,18,0,11,7,13,2,3,7,2.4411
7,11,0.005,15,9,3,0,1,0,0,0,2,13,2,15,0,10,5,14,0,1,6,2.2826
7,12,0.005,20,13,1,0,5,0,0,0,1,15,5,17,3,9,11,20,0,0,8,2.4414
7,13,0.005,13,11,1,0,1,0,0,0,0,12,1,13,0,5,8,12,1,0,5,1.9143
7,14,0.005,10,8,1,0,0,0,0,0,1,9,1,10,0,2,8,9,0,1,4,1.571
7,15,0.005,12,6,2,0,3,0,0,0,1,9,3,11,1,6,6,8,2,2,9,3.0221
7,16,0.005,19,11,3,0,3,0,0,0,2,15,4,19,0,9,10,14,1,4,10,2.9708
7,17,0.005,18,11,5,0,2,0,0,0,0,17,1,18,0,10,8,10,4,4,10,2.933
7,18,0.005,23,16,0,0,3,0,0,0,4,19,4,20,3,9,14,21,1,1,9,2.5219
7,19,0.005,9,7,1,0,1,0,0,0,0,8,1,9,0,3,6,7,0,2,5,2.0588
7,20,0.005,6,6,0,0,0,0,0,0,0,6,0,6,0,3,3,6,0,0,2,1.0
7,21,0.005,7,5,1,0,0,0,0,0,1,6,1,6,1,4,3,7,0,0,4,1.8424
7,22,0.005,9,9,0,0,0,0,0,0,0,9,0,9,0,3,6,6,0,3,3,1.585
7,23,0.005,9,6,0,0,0,0,0,0,3,7,2,6,3,5,4,8,0,1,5,2.1133
7,24,0.005,11,7,1,0,0,0,0,0,3,8,3,11,0,6,5,11,0,0,5,2.1181
7,25,0.005,16,15,1,0,0,0,0,0,0,16,0,16,0,6,10,16,0,0,3,1.2476
