seed,rate,window,H3_base,H3_probe,dH_probe,J3_base,J3_probe,tc3_base,tc3_probe,dH32_base,dH32_probe
314,0.001,4,0.5907,0.5907,0.0,-0.213,-0.213,3,3,0.0,0.0
314,0.001,5,1.9656,1.9656,0.0,1.3482,1.3482,4,4,0.5946,0.5946
314,0.001,6,1.371,1.371,0.0,0.972,0.972,3,3,0.0,0.0
314,0.001,7,0.5436,0.5436,0.0,0.2813,0.2813,2,2,0.5436,0.5436
314,0.001,8,1.9219,1.9219,0.0,1.2822,1.2822,4,4,0.5509,0.5509
314,0.001,9,0.994,0.994,0.0,0.6962,0.6962,2,2,0.994,0.994
314,0.001,10,-0.0,-0.0,0.0,0.0256,0.0256,1,1,0.0,0.0
314,0.001,11,0.8167,0.8167,0.0,0.1147,0.1147,3,3,0.0,0.0
314,0.001,12,0.9464,0.9464,0.0,0.2839,0.2839,3,3,0.5752,0.5752
314,0.001,13,1.4355,1.4355,0.0,1.0217,1.0217,3,3,0.0,0.0
314,0.001,14,-0.0,-0.0,0.0,0.0183,0.0183,1,1,0.0,0.0
314,0.001,15,1.154,1.154,0.0,0.3645,0.3645,4,4,0.585,0.585
314,0.001,16,-0.0,-0.0,0.0,-0.1286,-0.1286,1,1,0.0,0.0
314,0.001,17,-0.0,-0.0,0.0,-0.5,-0.5,1,1,0.0,0.0
314,0.001,18,0.7871,0.7871,0.0,0.3538,0.3538,2,2,0.0,0.0
314,0.001,19,0.7476,0.7476,0.0,-0.0359,-0.0359,3,3,0.0,0.0
314,0.001,20,1.8676,1.8676,0.0,1.5982,1.5982,4,4,0.0,0.0
314,0.001,21,0.5917,0.5917,0.0,0.6976,0.6976,2,2,0.5917,0.5917
314,0.001,22,0.6194,0.6194,0.0,-0.16,-0.16,2,2,0.6194,0.6194
314,0.001,23,1.7899,1.7899,0.0,1.2558,1.2558,4,4,0.0,0.0
314,0.001,24,1.3788,1.3788,0.0,0.7645,0.7645,3,3,0.0,0.0
314,0.001,25,-0.0,-0.0,0.0,0.0069,0.0069,1,1,0.0,0.0
456,0.001,1,1.0336,1.0336,0.0,-0.2589,-0.2589,5,5,0.3502,0.3502
456,0.001,2,0.5499,0.5499,0.0,-0.5842,-0.5842,5,5,0.0998,0.0998
456,0.001,3,1.4473,1.4473,0.0,0.416,0.416,5,5,0.2386,0.2386
456,0.001,4,1.8811,1.8811,0.0,0.7761,0.7761,5,5,0.5291,0.5291
456,0.001,5,1.1451,1.1451,0.0,0.3021,0.3021,4,4,0.0,0.0
456,0.001,6,1.6166,1.6166,0.0,0.5028,0.5028,5,5,0.2598,0.2598
456,0.001,7,2.0759,2.0759,0.0,1.0862,1.0862,5,5,0.5874,0.5874
456,0.001,8,1.0958,1.0958,0.0,0.6303,0.6303,3,3,0.0,0.0
456,0.001,9,1.4047,1.4047,0.0,0.5497,0.5497,4,4,0.6016,0.6016
456,0.001,10,0.4138,0.4138,0.0,-0.0503,-0.0503,2,2,0.4138,0.4138
456,0.001,11,0.6194,0.6194,0.0,-0.0799,-0.0799,2,2,0.6194,0.6194
456,0.001,12,0.7345,0.7345,0.0,-0.049,-0.049,3,3,0.3633,0.3633
456,0.001,13,2.1085,2.1085,0.0,1.304,1.304,5,5,0.6069,0.6069
456,0.001,14,1.8231,1.8231,0.0,1.3288,1.3288,4,4,0.3282,0.3282
456,0.001,15,0.9,0.9,0.0,0.6371,0.6371,4,4,0.4028,0.4028
456,0.001,16,1.585,1.585,0.0,1.1398,1.1398,3,3,0.0,0.0
456,0.001,17,0.9911,0.9911,0.0,0.9574,0.9574,2,2,0.9911,0.9911
456,0.001,18,0.9464,0.9464,0.0,0.276,0.276,3,3,0.5752,0.5752
456,0.001,19,2.0524,2.0524,0.0,1.1493,1.1493,5,5,0.5508,0.5508
456,0.001,20,0.5226,0.5226,0.0,0.2286,0.2286,2,2,0.5226,0.5226
456,0.001,21,1.574,1.574,0.0,0.9479,0.9479,4,4,0.0,0.0
456,0.001,22,1.685,1.685,0.0,0.8164,0.8164,4,4,0.4334,0.4334
456,0.001,23,-0.0,-0.0,0.0,0.0183,0.0183,1,1,0.0,0.0
456,0.001,24,1.6577,1.6577,0.0,1.0151,1.0151,4,4,0.6713,0.6713
456,0.001,25,1.4466,1.4466,0.0,0.644,0.644,4,4,0.4602,0.4602
789,0.001,1,0.7715,0.7715,0.0,-0.521,-0.521,5,5,0.069,0.069
789,0.001,2,1.0115,1.0115,0.0,-0.0791,-0.0791,5,5,0.4769,0.4769
789,0.001,3,0.804,0.9886,0.1846,-0.2089,-0.1135,4,5,0.4224,0.607
789,0.001,4,1.6143,1.6143,0.0,0.9297,0.938,4,4,0.8411,0.8411
789,0.001,5,1.3605,1.3605,0.0,0.4996,0.4996,4,4,0.5863,0.5863
789,0.001,6,0.9274,0.9274,0.0,-0.0845,-0.0845,4,4,0.4142,0.4142
789,0.001,7,0.7871,0.7871,0.0,0.259,0.259,2,2,0.7871,0.7871
789,0.001,8,1.8688,2.0658,0.197,0.9852,1.1119,5,6,0.7826,0.9796
789,0.001,9,0.5917,0.5917,0.0,0.2642,0.3031,2,2,0.5917,0.5917
789,0.001,10,1.6137,1.6137,0.0,0.7344,0.7344,5,5,0.2921,0.2921
789,0.001,11,0.684,0.684,0.0,0.3136,0.3136,2,2,0.684,0.684
789,0.001,12,1.2433,1.2433,0.0,0.3515,0.3515,4,4,0.5434,0.5434
789,0.001,13,0.3228,0.3228,0.0,-0.1483,-0.1483,2,2,0.0,0.0
789,0.001,14,1.75,1.75,0.0,1.2468,1.2468,4,4,0.1954,0.1954
789,0.001,15,2.0899,2.0899,0.0,1.1959,1.1959,5,5,0.5254,0.5254
789,0.001,16,0.5033,0.5033,0.0,0.2355,0.2355,2,2,0.0,0.0
789,0.001,17,0.684,0.684,0.0,0.2757,0.2757,2,2,0.684,0.684
789,0.001,18,2.1819,2.1819,0.0,1.4644,1.4644,5,5,0.3894,0.3894
789,0.001,19,0.7496,0.7496,0.0,0.53,0.53,2,2,0.7496,0.7496
789,0.001,20,1.7527,1.7527,0.0,0.9857,0.9857,4,4,0.7663,0.7663
789,0.001,21,1.7806,1.7806,0.0,1.1384,1.1384,4,4,0.0,0.0
789,0.001,22,1.2075,1.2075,0.0,0.4606,0.4606,4,4,0.3908,0.3908
789,0.001,23,1.1981,1.1981,0.0,0.6035,0.6035,3,3,0.8269,0.8269
789,0.001,24,1.7899,1.7899,0.0,1.1883,1.1883,4,4,0.3545,0.3545
789,0.001,25,1.0892,1.0892,0.0,0.3487,0.3487,4,4,0.0,0.0
999,0.001,1,0.7156,0.7156,0.0,-0.4453,-0.4453,4,4,0.3452,0.3452
999,0.001,2,1.6145,1.6145,0.0,0.6528,0.6528,5,5,0.1735,0.1735
999,0.001,3,0.8842,0.8842,0.0,0.1635,0.1635,3,3,0.0,0.0
999,0.001,4,1.3716,1.3716,0.0,0.6394,0.6394,4,4,0.3103,0.3103
999,0.001,5,1.5694,1.5694,0.0,0.5497,0.5497,4,4,0.583,0.583
999,0.001,6,1.352,1.352,0.0,0.2718,0.2718,4,4,0.5788,0.5788
999,0.001,7,0.4395,0.4395,0.0,-0.0473,-0.0473,2,2,0.4395,0.4395
999,0.001,8,1.1568,1.1568,0.0,0.6099,0.6099,3,3,0.0,0.0
999,0.001,9,2.1451,2.1451,0.0,1.3866,1.3866,5,5,0.4861,0.4861
999,0.001,10,1.4885,1.4885,0.0,0.7296,0.7296,4,4,0.7153,0.7153
999,0.001,11,0.65,0.65,0.0,0.1617,0.1617,2,2,0.65,0.65
999,0.001,12,1.8955,1.8955,0.0,1.3672,1.3672,4,4,0.3245,0.3245
999,0.001,13,1.4801,1.4801,0.0,0.5998,0.5998,5,5,0.3939,0.3939
999,0.001,14,0.8659,0.8659,0.0,0.1283,0.1283,3,3,0.0,0.0
999,0.001,15,1.2415,1.2415,0.0,0.2927,0.2927,4,4,0.401,0.401
999,0.001,16,1.6464,1.6464,0.0,0.7266,0.7266,4,4,0.2364,0.2364
999,0.001,17,0.9568,0.9568,0.0,0.0833,0.0833,4,4,0.2569,0.2569
999,0.001,18,-0.0,-0.0,0.0,-0.1878,-0.1878,1,1,0.0,0.0
999,0.001,19,0.8631,0.8631,0.0,0.4707,0.4707,2,2,0.8631,0.8631
999,0.001,20,1.9502,1.9502,0.0,1.3209,1.3209,4,4,0.5714,0.5714
999,0.001,21,1.585,1.585,0.0,1.0019,1.0019,3,3,0.0,0.0
999,0.001,22,0.7219,0.7219,0.0,0.6399,0.6399,2,2,0.7219,0.7219
999,0.001,23,-0.0,-0.0,0.0,-0.1713,-0.1713,1,1,0.0,0.0
999,0.001,24,2.156,2.156,0.0,1.6938,1.6938,5,5,0.1968,0.1968
999,0.001,25,0.5436,0.5436,0.0,0.5317,0.5317,2,2,0.5436,0.5436
1337,0.001,1,0.8236,0.8236,0.0,-0.4689,-0.4689,5,5,0.2604,0.2604
1337,0.001,2,1.7623,1.7623,0.0,0.9983,0.9983,4,4,0.3124,0.3124
1337,0.001,3,1.0219,1.0219,0.0,0.3367,0.3367,4,4,0.4529,0.4529
1337,0.001,4,1.4466,1.4466,0.0,0.5918,0.5918,4,4,0.4602,0.4602
1337,0.001,5,1.4047,1.4047,0.0,0.6254,0.6254,4,4,0.2826,0.2826
1337,0.001,6,1.4372,1.4372,0.0,0.658,0.658,4,4,0.5443,0.5443
1337,0.001,7,0.3912,0.3912,0.0,0.068,0.068,2,2,0.0,0.0
1337,0.001,9,0.6998,0.6998,0.0,-0.3002,-0.3002,3,3,0.0,0.0
1337,0.001,10,1.316,1.316,0.0,0.3929,0.3929,4,4,0.4231,0.4231
1337,0.001,11,-0.0,-0.0,0.0,-0.0999,-0.0999,1,1,0.0,0.0
1337,0.001,12,0.8343,0.8343,0.0,0.1416,0.1416,3,3,0.0,0.0
1337,0.001,13,0.684,0.684,0.0,0.3149,0.3149,2,2,0.684,0.684
1337,0.001,14,1.1255,1.1255,0.0,0.6116,0.6116,3,3,0.0,0.0
1337,0.001,15,1.7465,1.7465,0.0,1.1438,1.1438,4,4,0.6935,0.6935
1337,0.001,16,1.1033,1.1033,0.0,0.676,0.676,3,3,0.0,0.0
1337,0.001,17,-0.0,-0.0,0.0,-0.115,-0.115,1,1,0.0,0.0
1337,0.001,18,1.6645,1.6645,0.0,1.0104,1.0104,4,4,0.5157,0.5157
1337,0.001,19,0.7219,0.7219,0.0,0.3295,0.3295,2,2,0.7219,0.7219
1337,0.001,20,0.7732,0.7732,0.0,0.0168,0.0168,3,3,0.382,0.382
1337,0.001,21,0.4395,0.4395,0.0,-0.1538,-0.1538,2,2,0.4395,0.4395
1337,0.001,22,0.6194,0.6194,0.0,-0.0911,-0.0911,2,2,0.6194,0.6194
1337,0.001,23,1.371,1.371,0.0,0.9115,0.9115,3,3,0.0,0.0
1337,0.001,24,-0.0,-0.0,0.0,-0.0137,-0.0137,1,1,0.0,0.0
1337,0.001,25,2.1769,2.1769,0.0,1.562,1.562,5,5,0.3606,0.3606
2024,0.001,1,0.6932,0.6932,0.0,-0.5993,-0.5993,5,5,0.3241,0.3241
2024,0.001,2,1.6199,1.6199,0.0,0.5955,0.5955,5,5,0.5463,0.5463
2024,0.001,3,0.8262,0.8262,0.0,-0.0158,-0.0158,4,4,0.186,0.186
2024,0.001,4,0.6686,0.6686,0.0,-0.1472,-0.1472,3,3,0.3313,0.3313
2024,0.001,5,0.8113,0.8113,0.0,0.2984,0.2984,2,2,0.8113,0.8113
2024,0.001,6,0.6098,0.6098,0.0,-0.076,-0.076,2,2,0.6098,0.6098
2024,0.001,7,1.7842,1.7842,0.0,1.3736,1.3736,4,4,0.2296,0.2296
2024,0.001,8,0.5917,0.5917,0.0,0.5505,0.5505,2,2,0.5917,0.5917
2024,0.001,9,1.6692,1.6692,0.0,1.0815,1.0815,4,4,0.0,0.0
2024,0.001,10,0.9612,0.9612,0.0,0.8207,0.8207,2,2,0.9612,0.9612
2024,0.001,11,1.6697,1.6697,0.0,0.8972,0.8972,4,4,0.6084,0.6084
2024,0.001,12,1.9247,1.9247,0.0,0.9233,0.9233,5,5,0.3602,0.3602
2024,0.001,13,1.3245,1.3245,0.0,0.4698,0.4698,4,4,0.6559,0.6559
2024,0.001,14,-0.0,-0.0,0.0,-0.079,-0.079,1,1,0.0,0.0
2024,0.001,15,1.736,1.736,0.0,0.9384,0.9384,5,5,0.2843,0.2843
2024,0.001,16,2.0842,2.0842,0.0,1.0522,1.0522,5,5,0.551,0.551
2024,0.001,17,1.2988,1.2988,0.0,0.6968,0.6968,3,3,0.0,0.0
2024,0.001,18,-0.0,-0.0,0.0,-0.032,-0.032,1,1,0.0,0.0
2024,0.001,19,0.5226,0.5226,0.0,-0.022,-0.022,2,2,0.5226,0.5226
2024,0.001,20,0.2864,0.2864,0.0,-0.4011,-0.4011,2,2,0.2864,0.2864
2024,0.001,21,0.7642,0.7642,0.0,0.1923,0.1923,2,2,0.7642,0.7642
2024,0.001,22,1.2776,1.2776,0.0,0.4513,0.4513,4,4,0.4117,0.4117
2024,0.001,23,1.2244,1.8366,0.6122,0.4844,1.1258,3,4,0.4602,1.0724
2024,0.001,24,1.4345,1.4345,0.0,0.4653,0.6298,5,5,0.3453,0.3453
2024,0.001,25,1.585,1.585,0.0,1.0902,1.0902,3,3,0.0,0.0
7,0.002,1,0.4091,0.4091,0.0,-0.7519,-0.7519,4,4,0.262,0.262
7,0.002,2,0.3675,0.3675,0.0,-0.3199,-0.3199,2,2,0.3675,0.3675
7,0.002,3,1.5988,1.5988,0.0,0.8363,0.8363,4,4,0.6582,0.6582
7,0.002,4,0.4138,0.4138,0.0,0.01,0.01,2,2,0.4138,0.4138
7,0.002,5,0.8631,0.8631,0.0,0.2973,0.2973,2,2,0.8631,0.8631
7,0.002,6,0.8454,0.8454,0.0,0.0652,0.0652,2,2,0.8454,0.8454
7,0.002,7,2.2323,2.2323,0.0,1.4797,1.4797,5,5,0.5091,0.5091
7,0.002,8,0.7345,0.7345,0.0,0.2659,0.2659,3,3,0.0,0.0
7,0.002,9,1.2516,1.2516,0.0,0.4436,0.4436,3,3,0.0,0.0
7,0.002,10,1.1863,1.1863,0.0,0.3411,0.3411,4,4,0.5177,0.5177
7,0.002,11,2.1021,2.1021,0.0,1.253,1.253,5,5,0.4638,0.4638
7,0.002,12,1.8824,1.8824,0.0,0.8722,0.8722,5,5,0.354,0.354
7,0.002,13,1.6767,1.6767,0.0,1.0801,1.0801,4,4,0.0,0.0
7,0.002,14,1.9833,1.9833,0.0,1.1125,1.1125,5,5,0.2931,0.2931
7,0.002,15,1.4256,1.4256,0.0,0.5585,0.5585,4,4,0.0,0.0
7,0.002,16,0.3534,0.3534,0.0,0.0258,0.0258,2,2,0.3534,0.3534
7,0.002,17,0.8631,0.8631,0.0,0.3225,0.3225,2,2,0.8631,0.8631
7,0.002,18,1.7652,2.0169,0.2517,1.2419,1.3904,4,5,0.0,0.2517
7,0.002,19,0.9882,0.9882,0.0,0.1103,0.1739,4,4,0.0,0.0
7,0.002,20,-0.0,-0.0,0.0,-0.1799,-0.1799,1,1,0.0,0.0
7,0.002,21,0.469,0.469,0.0,-0.0957,-0.0957,2,2,0.469,0.469
7,0.002,22,-0.0,-0.0,0.0,-0.2722,-0.2722,1,1,0.0,0.0
7,0.002,23,1.371,1.371,0.0,0.8573,0.8573,3,3,0.0,0.0
7,0.002,24,-0.0,-0.0,0.0,-0.0137,-0.0137,1,1,0.0,0.0
7,0.002,25,0.8659,0.8659,0.0,0.1781,0.1781,3,3,0.0,0.0
42,0.002,1,0.3912,0.3912,0.0,-0.4012,-0.4012,2,2,0.3912,0.3912
42,0.002,2,1.1382,1.1382,0.0,0.1388,0.1388,5,5,0.2551,0.2551
42,0.002,3,1.8616,1.8616,0.0,0.8148,0.8148,5,5,0.5265,0.5265
42,0.002,4,0.8113,1.5,0.6887,0.5222,1.1061,2,3,0.0,0.6887
42,0.002,5,0.8659,0.8659,0.0,0.1386,0.3416,3,3,0.0,0.0
42,0.002,6,1.7855,1.7855,0.0,0.9485,0.9485,5,5,0.7636,0.7636
42,0.002,7,0.5665,0.5665,0.0,0.1736,0.1736,2,2,0.5665,0.5665
42,0.002,8,-0.0,-0.0,0.0,-0.2352,-0.2352,1,1,0.0,0.0
42,0.002,9,0.7871,0.7871,0.0,0.3538,0.3538,2,2,0.7871,0.7871
42,0.002,10,1.4082,1.4082,0.0,0.5396,0.5396,5,5,0.2321,0.2321
42,0.002,11,1.7244,1.7244,0.0,0.8219,0.8219,4,4,0.3106,0.3106
42,0.002,12,2.0588,2.0588,0.0,1.0345,1.0345,5,5,0.4011,0.4011
42,0.002,13,2.1085,2.1085,0.0,1.0954,1.0954,5,5,0.2029,0.2029
42,0.002,14,1.8339,1.8339,0.0,1.1635,1.1635,4,4,0.6357,0.6357
42,0.002,15,1.9242,1.9242,0.0,1.0555,1.0555,4,4,0.3468,0.3468
42,0.002,16,1.2917,1.2917,0.0,0.736,0.736,4,4,0.5572,0.5572
42,0.002,17,1.0613,1.0613,0.0,0.48,0.48,3,3,0.0,0.0
42,0.002,18,1.2776,1.2776,0.0,0.339,0.339,4,4,0.0,0.0
42,0.002,19,1.571,1.571,0.0,0.5509,0.5509,4,4,0.0,0.0
42,0.002,20,1.4838,1.4838,0.0,0.6269,0.6269,4,4,0.335,0.335
42,0.002,21,1.2896,1.2896,0.0,0.4852,0.4852,3,3,0.0,0.0
42,0.002,22,1.0892,1.0892,0.0,0.1998,0.1998,4,4,0.3547,0.3547
42,0.002,23,1.4256,1.4256,0.0,0.6005,0.6005,4,4,0.52,0.52
42,0.002,24,1.761,1.761,0.0,0.9941,0.9941,4,4,0.0,0.0
42,0.002,25,2.1181,2.1181,0.0,1.2966,1.2966,5,5,0.627,0.627
55,0.002,1,0.7628,0.7628,0.0,-0.5297,-0.5297,5,5,0.2496,0.2496
55,0.002,2,0.9544,0.9544,0.0,-0.2506,-0.2506,5,5,0.3332,0.3332
55,0.002,3,1.7383,1.7383,0.0,0.6771,0.6771,5,5,0.5017,0.5017
55,0.002,4,0.9799,0.9799,0.0,0.6218,0.6218,2,2,0.9799,0.9799
55,0.002,5,0.3712,0.3712,0.0,-0.066,-0.066,2,2,0.3712,0.3712
55,0.002,6,1.1982,1.1982,0.0,0.6477,0.6477,3,3,0.0,0.0
55,0.002,7,1.971,1.971,0.0,1.2981,1.2981,4,4,0.4,0.4
55,0.002,8,-0.0,-0.0,0.0,0.281,0.281,1,1,0.0,0.0
55,0.002,9,2.1213,2.1213,0.0,1.4807,1.4807,5,5,0.5475,0.5475
55,0.002,10,0.7742,0.7742,0.0,0.2569,0.2569,3,3,0.4767,0.4767
55,0.002,11,0.7025,0.7025,0.0,0.0985,0.0985,2,2,0.7025,0.7025
55,0.002,12,1.1863,1.1863,0.0,0.4955,0.4955,4,4,0.0,0.0
55,0.002,13,0.6962,0.6962,0.0,0.3724,0.3724,2,2,0.6962,0.6962
55,0.002,14,1.871,1.871,0.0,1.5006,1.5006,4,4,0.0,0.0
55,0.002,15,2.2566,2.2566,0.0,1.3006,1.3006,5,5,0.3674,0.3674
55,0.002,16,1.9875,1.9875,0.0,0.8924,0.8924,5,5,0.2014,0.2014
55,0.002,17,1.9592,1.9592,0.0,1.0987,1.0987,4,4,0.5454,0.5454
55,0.002,18,0.9219,0.9219,0.0,0.507,0.507,3,3,0.0,0.0
55,0.002,19,1.7804,1.7804,0.0,0.8057,0.8057,5,5,0.4588,0.4588
55,0.002,20,2.1056,2.1056,0.0,0.9837,0.9837,5,5,0.551,0.551
55,0.002,21,0.953,0.953,0.0,0.3914,0.3914,3,3,0.0,0.0
55,0.002,22,2.1181,2.1181,0.0,1.3233,1.3233,5,5,0.627,0.627
55,0.002,23,1.5511,1.5511,0.0,0.6694,0.6694,4,4,0.7344,0.7344
55,0.002,24,1.7947,1.7947,0.0,0.8068,0.8068,5,5,0.2931,0.2931
55,0.002,25,1.1451,1.1451,0.0,0.2386,0.2386,4,4,0.3719,0.3719
123,0.002,1,1.0775,1.0775,0.0,-0.0835,-0.0835,4,4,0.3419,0.3419
123,0.002,2,1.575,1.575,0.0,0.8114,0.8114,4,4,0.3148,0.3148
123,0.002,3,1.609,1.609,0.0,0.5622,0.5622,5,5,0.4359,0.4359
123,0.002,4,-0.0,-0.0,0.0,-0.0544,-0.0544,1,1,0.0,0.0
123,0.002,5,0.8167,0.8167,0.0,0.1147,0.1147,3,3,0.0,0.0
123,0.002,6,0.5436,0.5436,0.0,0.1335,0.1335,2,2,0.5436,0.5436
123,0.002,7,1.6184,1.6184,0.0,0.8332,0.8332,4,4,0.596,0.596
123,0.002,8,0.3228,0.3228,0.0,-0.058,-0.058,2,2,0.3228,0.3228
123,0.002,9,1.1863,1.1863,0.0,0.4281,0.4281,4,4,0.0,0.0
123,0.002,10,1.6636,1.6636,0.0,0.6055,0.6055,5,5,0.3702,0.3702
123,0.002,11,1.9808,1.9808,0.0,1.175,1.175,4,4,0.4413,0.4413
123,0.002,12,-0.0,-0.0,0.0,0.2232,0.2232,1,1,0.0,0.0
123,0.002,13,1.371,1.371,0.0,0.8573,0.8573,3,3,0.6491,0.6491
123,0.002,14,2.067,2.067,0.0,1.248,1.248,5,5,0.2785,0.2785
123,0.002,15,1.4238,1.4238,0.0,0.7401,0.7401,4,4,0.7552,0.7552
123,0.002,16,1.5738,1.5738,0.0,0.5453,0.5453,4,4,0.6605,0.6605
123,0.002,17,1.7188,1.7188,0.0,0.6557,0.6557,5,5,0.6605,0.6605
123,0.002,18,0.9934,0.9934,0.0,0.1069,0.1069,4,4,0.3248,0.3248
123,0.002,19,0.8659,0.8659,0.0,0.0532,0.0532,3,3,0.0,0.0
123,0.002,20,-0.0,-0.0,0.0,-0.1878,-0.1878,1,1,0.0,0.0
123,0.002,21,1.4573,1.4573,0.0,0.9879,0.9879,3,3,0.0,0.0
123,0.002,22,1.8656,1.8656,0.0,1.0023,1.0023,4,4,0.0,0.0
123,0.002,23,1.1401,1.1401,0.0,0.5235,0.5235,3,3,0.0,0.0
123,0.002,24,0.8077,0.8077,0.0,0.3027,0.3027,3,3,0.5497,0.5497
123,0.002,25,1.2901,1.2901,0.0,0.4429,0.4429,4,4,0.2174,0.2174
314,0.002,1,1.2208,1.2208,0.0,0.0599,0.0599,4,4,0.3736,0.3736
314,0.002,2,0.8077,0.8077,0.0,-0.2309,-0.2309,4,4,0.246,0.246
314,0.002,3,0.3373,0.3373,0.0,-0.2273,-0.2273,2,2,0.3373,0.3373
314,0.002,4,-0.0,-0.0,0.0,-0.3212,-0.3212,1,1,0.0,0.0
314,0.002,5,0.5917,0.5917,0.0,0.0738,0.0738,2,2,0.5917,0.5917
314,0.002,6,1.5016,1.5016,0.0,0.671,0.671,4,4,0.6332,0.6332
314,0.002,7,0.4395,0.4395,0.0,0.0008,0.0008,2,2,0.4395,0.4395
314,0.002,8,1.2917,1.2917,0.0,0.4719,0.4719,4,4,0.3453,0.3453
314,0.002,9,-0.0,-0.0,0.0,-0.0999,-0.0999,1,1,0.0,0.0
314,0.002,10,-0.0,-0.0,0.0,-0.5,-0.5,1,1,0.0,0.0
314,0.002,11,1.4961,1.4961,0.0,0.7867,0.7867,4,4,0.4737,0.4737
314,0.002,12,1.0848,1.0848,0.0,0.2368,0.2368,4,4,0.5544,0.5544
314,0.002,13,0.953,0.953,0.0,0.3434,0.3434,3,3,0.0,0.0
314,0.002,14,-0.0,-0.0,0.0,-0.162,-0.162,1,1,0.0,0.0
314,0.002,15,1.7627,1.7627,0.0,1.6017,1.6017,4,4,0.0,0.0
314,0.002,16,0.6723,0.6723,0.0,0.8342,0.8342,2,2,0.6723,0.6723
314,0.002,17,1.3245,1.3245,0.0,0.5506,0.5506,4,4,0.3104,0.3104
314,0.002,18,0.6998,0.6998,0.0,0.107,0.107,3,3,0.0,0.0
314,0.002,19,1.6767,1.6767,0.0,1.0718,1.0718,4,4,0.8108,0.8108
314,0.002,20,-0.0,-0.0,0.0,0.0902,0.0902,1,1,0.0,0.0
314,0.002,21,0.3712,0.3712,0.0,-0.2297,-0.2297,2,2,0.3712,0.3712
314,0.002,22,1.2332,1.2332,0.0,0.3534,0.3534,4,4,0.6188,0.6188
314,0.002,23,0.8167,0.8167,0.0,0.1171,0.1171,3,3,0.0,0.0
314,0.002,24,1.8586,1.8586,0.0,1.096,1.096,4,4,0.0,0.0
314,0.002,25,1.5305,1.5305,0.0,0.8602,0.8602,3,3,0.0,0.0
456,0.002,1,1.0336,1.0336,0.0,-0.2589,-0.2589,5,5,0.3502,0.3502
456,0.002,2,0.5499,0.5499,0.0,-0.5842,-0.5842,5,5,0.0998,0.0998
456,0.002,3,1.4473,1.4473,0.0,0.416,0.416,5,5,0.2386,0.2386
456,0.002,4,2.0458,2.0458,0.0,1.009,1.009,5,5,0.4992,0.4992
456,0.002,5,1.5488,1.5488,0.0,0.6914,0.6914,4,4,0.0,0.0
456,0.002,6,2.1837,2.1837,0.0,1.2095,1.2095,5,5,0.2295,0.2295
456,0.002,7,1.9015,2.1451,0.2436,0.9394,1.1053,4,5,0.0,0.2436
456,0.002,8,1.0409,1.0409,0.0,0.4485,0.5016,3,3,0.0,0.0
456,0.002,9,1.4885,1.4885,0.0,0.6916,0.6916,4,4,0.7153,0.7153
456,0.002,10,1.583,1.7909,0.2079,0.8429,0.9447,4,5,0.0,0.2079
456,0.002,11,1.3716,1.3716,0.0,0.445,0.4911,4,4,0.0,0.0
456,0.002,12,2.2576,2.2576,0.0,1.455,1.455,5,5,0.4762,0.4762
456,0.002,13,0.469,0.469,0.0,0.3329,0.3329,2,2,0.469,0.469
456,0.002,14,1.7806,1.7806,0.0,1.0756,1.0756,4,4,0.5811,0.5811
456,0.002,15,1.736,1.736,0.0,0.7015,0.7015,5,5,0.2843,0.2843
456,0.002,16,-0.0,-0.0,0.0,-0.0052,-0.0052,1,1,0.0,0.0
456,0.002,17,2.1181,2.1181,0.0,1.481,1.481,5,5,0.3282,0.3282
456,0.002,18,1.7019,1.7019,0.0,0.7975,0.7975,5,5,0.8276,0.8276
456,0.002,19,0.5436,0.5436,0.0,0.1573,0.1573,2,2,0.5436,0.5436
456,0.002,20,1.8911,1.8911,0.0,1.3374,1.3374,4,4,0.3606,0.3606
456,0.002,21,1.961,1.961,0.0,1.0378,1.0378,5,5,0.6042,0.6042
456,0.002,22,1.8339,1.8339,0.0,0.9172,0.9172,4,4,0.6357,0.6357
456,0.002,23,2.02,2.02,0.0,1.0371,1.0371,5,5,0.5788,0.5788
456,0.002,24,0.5917,0.5917,0.0,0.2735,0.2735,2,2,0.5917,0.5917
456,0.002,25,-0.0,-0.0,0.0,-0.2254,-0.2254,1,1,0.0,0.0
789,0.002,1,1.0787,1.0787,0.0,-0.0823,-0.0823,4,4,0.0,0.0
789,0.002,2,1.4536,1.4536,0.0,0.3327,0.3327,5,5,0.2809,0.2809
789,0.002,3,1.4613,1.4613,0.0,0.5252,0.5252,4,4,0.0,0.0
789,0.002,4,0.6144,0.6144,0.0,-0.023,-0.023,3,3,0.0,0.0
789,0.002,5,0.6402,0.6402,0.0,-0.3511,-0.3511,3,3,0.0,0.0
789,0.002,6,0.5226,0.5226,0.0,0.0731,0.0731,2,2,0.5226,0.5226
789,0.002,7,1.1568,1.571,0.4142,0.622,0.9376,3,4,0.0,0.4142
789,0.002,8,0.5226,0.5226,0.0,0.1953,0.2577,2,2,0.5226,0.5226
789,0.002,9,2.1473,2.1473,0.0,1.4215,1.4215,5,5,0.3821,0.3821
789,0.002,10,1.4367,1.4367,0.0,0.6986,0.6986,4,4,0.8677,0.8677
789,0.002,11,1.2087,1.2087,0.0,0.5208,0.5208,4,4,0.0,0.0
