seed,rate,window,H3_base,H3_probe,dH_probe,J3_base,J3_probe,tc3_base,tc3_probe,dH32_base,dH32_probe
55,0.0005,2,0.9544,0.9544,0.0,-0.2506,-0.2506,5,5,0.3332,0.3332
55,0.0005,3,1.658,1.658,0.0,0.5742,0.5742,5,5,0.4214,0.4214
55,0.0005,4,-0.0,-0.0,0.0,-0.0382,-0.0382,1,1,0.0,0.0
55,0.0005,5,0.4395,0.4395,0.0,-0.1362,-0.1362,2,2,0.0,0.0
55,0.0005,6,1.1982,1.1982,0.0,0.6564,0.6564,3,3,0.5788,0.5788
55,0.0005,7,1.7807,1.7807,0.0,0.8673,0.8673,5,5,0.3624,0.3624
55,0.0005,8,1.4183,1.4183,0.0,0.5105,0.5105,4,4,0.6016,0.6016
55,0.0005,9,1.371,1.371,0.0,0.7178,0.7178,3,3,0.0,0.0
55,0.0005,10,1.2917,1.2917,0.0,0.3869,0.3869,4,4,0.0,0.0
55,0.0005,11,1.4288,1.4288,0.0,0.7319,0.7319,4,4,0.8381,0.8381
55,0.0005,12,1.8323,1.8323,0.0,0.8666,0.8666,4,4,0.729,0.729
55,0.0005,13,0.8031,0.8031,0.0,0.2883,0.2883,3,3,0.0,0.0
55,0.0005,14,1.4838,1.4838,0.0,0.5686,0.5686,4,4,0.0,0.0
55,0.0005,15,1.2754,1.2754,0.0,0.3156,0.3156,5,5,0.5271,0.5271
55,0.0005,16,0.7732,0.7732,0.0,0.0737,0.0737,3,3,0.0,0.0
55,0.0005,17,-0.0,-0.0,0.0,-0.2144,-0.2144,1,1,0.0,0.0
55,0.0005,18,1.5466,1.5466,0.0,0.8606,0.8606,4,4,0.5553,0.5553
55,0.0005,19,0.6402,0.6402,0.0,0.089,0.089,3,3,0.0,0.0
55,0.0005,20,0.5665,0.5665,0.0,0.1283,0.1283,2,2,0.5665,0.5665
55,0.0005,21,0.5033,0.5033,0.0,-0.2604,-0.2604,2,2,0.5033,0.5033
55,0.0005,22,1.5305,1.5305,0.0,1.5305,1.5305,3,3,0.0,0.0
55,0.0005,23,1.6106,1.6106,0.0,1.0905,1.0905,4,4,0.0,0.0
55,0.0005,24,-0.0,-0.0,0.0,0.0069,0.0069,1,1,0.0,0.0
55,0.0005,25,1.7925,1.7925,0.0,1.1894,1.1894,4,4,0.5409,0.5409
123,0.0005,1,1.0775,1.0775,0.0,-0.0835,-0.0835,4,4,0.3419,0.3419
123,0.0005,2,1.4667,1.4667,0.0,0.6699,0.6699,4,4,0.3228,0.3228
123,0.0005,3,1.5284,1.5284,0.0,0.7637,0.7637,4,4,0.5878,0.5878
123,0.0005,4,2.0182,2.0182,0.0,1.0811,1.0811,5,5,0.2384,0.2384
123,0.0005,5,-0.0,-0.0,0.0,0.1141,0.1141,1,1,0.0,0.0
123,0.0005,6,1.5104,1.5104,0.0,0.8293,0.8293,4,4,0.2305,0.2305
123,0.0005,7,0.9934,0.9934,0.0,0.0587,0.0587,4,4,0.3248,0.3248
123,0.0005,8,1.8323,1.8323,0.0,1.1534,1.1534,4,4,0.729,0.729
123,0.0005,9,0.8454,0.8454,0.0,0.4656,0.4656,2,2,0.8454,0.8454
123,0.0005,10,2.0226,2.0226,0.0,1.3216,1.3216,5,5,0.2761,0.2761
123,0.0005,11,1.4885,1.4885,0.0,0.7806,0.7806,4,4,0.3484,0.3484
123,0.0005,12,-0.0,-0.0,0.0,-0.025,-0.025,1,1,0.0,0.0
123,0.0005,13,1.6135,1.6135,0.0,0.9541,0.9541,4,4,0.6605,0.6605
123,0.0005,14,-0.0,-0.0,0.0,0.0015,0.0015,1,1,0.0,0.0
123,0.0005,15,1.6767,1.6767,0.0,1.106,1.106,4,4,0.8108,0.8108
123,0.0005,16,0.3712,0.3712,0.0,0.1154,0.1154,2,2,0.0,0.0
123,0.0005,17,1.2776,1.2776,0.0,0.542,0.542,4,4,0.4117,0.4117
123,0.0005,18,0.7196,0.7196,0.0,-0.1492,-0.1492,4,4,0.2374,0.2374
123,0.0005,19,0.7476,0.7476,0.0,-0.0787,-0.0787,3,3,0.4612,0.4612
123,0.0005,20,0.6686,0.6686,0.0,-0.0452,-0.0452,3,3,0.0,0.0
123,0.0005,21,2.0049,2.0049,0.0,1.4379,1.4379,5,5,0.1818,0.1818
123,0.0005,22,-0.0,-0.0,0.0,0.3799,0.3799,1,1,0.0,0.0
123,0.0005,23,1.8776,1.8776,0.0,1.1261,1.1261,5,5,0.2364,0.2364
123,0.0005,24,1.2332,1.2332,0.0,0.4285,0.4285,4,4,0.6188,0.6188
123,0.0005,25,0.5033,0.5033,0.0,0.0631,0.0631,2,2,0.0,0.0
314,0.0005,1,1.6248,1.6248,0.0,0.3323,0.3323,5,5,0.4444,0.4444
314,0.0005,2,0.9111,0.9111,0.0,0.0118,0.0118,4,4,0.1807,0.1807
314,0.0005,3,1.0975,1.0975,0.0,0.007,0.007,4,4,0.2944,0.2944
314,0.0005,4,0.3095,0.3095,0.0,-0.2218,-0.2218,2,2,0.0,0.0
314,0.0005,5,1.2433,1.2433,0.0,0.4051,0.4051,4,4,0.0,0.0
314,0.0005,6,-0.0,-0.0,0.0,-0.1102,-0.1102,1,1,0.0,0.0
314,0.0005,7,1.5016,1.5016,0.0,0.8087,0.8087,4,4,0.3021,0.3021
314,0.0005,8,-0.0,-0.0,0.0,-0.032,-0.032,1,1,0.0,0.0
314,0.0005,9,1.2772,1.2772,0.0,0.5229,0.5229,4,4,0.637,0.637
314,0.0005,10,0.8813,0.8813,0.0,0.3543,0.3543,2,2,0.8813,0.8813
314,0.0005,11,2.1822,2.1822,0.0,1.5069,1.5069,5,5,0.3673,0.3673
314,0.0005,12,1.2608,1.2608,0.0,0.7461,0.7461,3,3,0.7382,0.7382
314,0.0005,13,1.5789,1.5789,0.0,0.6707,0.6707,5,5,0.2599,0.2599
314,0.0005,14,2.1281,2.1281,0.0,1.0657,1.0657,5,5,0.4636,0.4636
314,0.0005,15,-0.0,-0.0,0.0,0.1087,0.1087,1,1,0.0,0.0
314,0.0005,16,1.9713,1.9713,0.0,1.5628,1.5628,4,4,0.4056,0.4056
314,0.0005,17,1.7652,1.7652,0.0,0.8432,0.8432,4,4,0.418,0.418
314,0.0005,18,0.7345,0.7345,0.0,0.2353,0.2353,3,3,0.0,0.0
314,0.0005,19,1.1451,1.1451,0.0,0.3224,0.3224,4,4,0.3719,0.3719
314,0.0005,20,1.6574,1.6574,0.0,0.9268,0.9268,4,4,0.0,0.0
314,0.0005,21,-0.0,-0.0,0.0,0.0392,0.0392,1,1,0.0,0.0
314,0.0005,22,-0.0,-0.0,0.0,-0.5,-0.5,1,1,0.0,0.0
314,0.0005,23,1.2871,1.2871,0.0,0.7419,0.7419,3,3,0.0,0.0
314,0.0005,24,0.7554,0.7554,0.0,0.5035,0.5035,2,2,0.7554,0.7554
314,0.0005,25,1.7925,1.7925,0.0,1.0694,1.0694,4,4,0.5409,0.5409
456,0.0005,1,1.0336,1.0336,0.0,-0.2589,-0.2589,5,5,0.3502,0.3502
456,0.0005,2,0.5499,0.5499,0.0,-0.5842,-0.5842,5,5,0.0998,0.0998
456,0.0005,3,1.4473,1.4473,0.0,0.416,0.416,5,5,0.2386,0.2386
456,0.0005,4,1.8811,1.8811,0.0,0.7761,0.7761,5,5,0.5291,0.5291
456,0.0005,5,1.1451,1.1451,0.0,0.3021,0.3021,4,4,0.0,0.0
456,0.0005,6,1.6166,1.6166,0.0,0.5028,0.5028,5,5,0.2598,0.2598
456,0.0005,7,1.7962,1.7962,0.0,1.0139,1.0139,4,4,0.7349,0.7349
456,0.0005,8,1.5016,1.5016,0.0,0.8243,0.8243,4,4,0.3021,0.3021
456,0.0005,9,0.8167,0.8167,0.0,0.0614,0.0614,3,3,0.0,0.0
456,0.0005,10,0.5436,0.5436,0.0,0.1335,0.1335,2,2,0.5436,0.5436
456,0.0005,11,1.682,1.682,0.0,1.0784,1.0784,4,4,0.0,0.0
456,0.0005,12,0.6999,0.6999,0.0,0.0428,0.0428,3,3,0.0,0.0
456,0.0005,13,1.0975,1.0975,0.0,0.1112,0.1112,4,4,0.0,0.0
456,0.0005,14,-0.0,-0.0,0.0,-0.1519,-0.1519,1,1,0.0,0.0
456,0.0005,15,-0.0,-0.0,0.0,-0.5,-0.5,1,1,0.0,0.0
456,0.0005,16,1.0613,1.0613,0.0,0.4327,0.4327,3,3,0.0,0.0
456,0.0005,17,1.0409,1.4183,0.3774,0.1129,0.4778,3,4,0.0,0.3774
456,0.0005,18,1.8262,1.8262,0.0,1.1349,1.1623,4,4,0.7373,0.7373
456,0.0005,19,2.1115,2.1115,0.0,1.0986,1.0986,5,5,0.4788,0.4788
456,0.0005,20,1.3294,1.7806,0.4512,0.7702,1.1148,3,4,0.6332,1.0844
456,0.0005,21,2.2892,2.2892,0.0,1.5622,1.586,5,5,0.4,0.4
456,0.0005,22,-0.0,-0.0,0.0,0.281,0.281,1,1,0.0,0.0
456,0.0005,23,1.2366,1.2366,0.0,0.4607,0.4607,4,4,0.331,0.331
456,0.0005,24,-0.0,-0.0,0.0,-0.115,-0.115,1,1,0.0,0.0
456,0.0005,25,1.0534,1.0534,0.0,0.2363,0.2363,4,4,0.5402,0.5402
789,0.0005,1,0.7715,0.7715,0.0,-0.521,-0.521,5,5,0.069,0.069
789,0.0005,2,1.0115,1.0115,0.0,-0.0791,-0.0791,5,5,0.4769,0.4769
789,0.0005,3,0.804,0.9886,0.1846,-0.2089,-0.1135,4,5,0.4224,0.607
789,0.0005,4,1.2867,1.2867,0.0,0.6911,0.7026,3,3,0.9333,0.9333
789,0.0005,5,-0.0,-0.0,0.0,0.0816,0.0816,1,1,0.0,0.0
789,0.0005,6,1.0529,1.0529,0.0,0.4468,0.4468,3,3,0.7434,0.7434
789,0.0005,7,0.7219,0.7219,0.0,0.3086,0.3086,2,2,0.0,0.0
789,0.0005,8,0.9864,0.9864,0.0,0.446,0.446,3,3,0.0,0.0
789,0.0005,9,1.4082,1.4082,0.0,0.4284,0.4284,5,5,0.5082,0.5082
789,0.0005,10,1.7723,1.7723,0.0,0.6156,0.6156,5,5,0.6181,0.6181
789,0.0005,11,1.4466,1.4466,0.0,0.6146,0.6146,4,4,0.0,0.0
789,0.0005,12,0.2975,0.2975,0.0,-0.036,-0.036,2,2,0.2975,0.2975
789,0.0005,13,0.4537,0.4537,0.0,-0.2692,-0.2692,2,2,0.4537,0.4537
789,0.0005,14,0.6402,0.6402,0.0,-0.0334,-0.0334,3,3,0.0,0.0
789,0.0005,15,2.0742,2.0742,0.0,1.242,1.242,5,5,0.4636,0.4636
789,0.0005,16,1.9254,1.9254,0.0,0.7869,0.7869,5,5,0.2664,0.2664
789,0.0005,17,1.6258,1.6258,0.0,0.8467,0.8467,4,4,0.8091,0.8091
789,0.0005,18,1.4838,1.4838,0.0,0.7606,0.7606,4,4,0.335,0.335
789,0.0005,19,1.352,1.352,0.0,0.4779,0.4779,4,4,0.0,0.0
789,0.0005,20,1.2075,1.2075,0.0,0.3445,0.3445,4,4,0.3908,0.3908
789,0.0005,21,1.6184,1.6184,0.0,0.6111,0.6111,4,4,0.4588,0.4588
789,0.0005,22,0.4138,0.4138,0.0,0.0399,0.0399,2,2,0.4138,0.4138
789,0.0005,23,1.6137,1.6137,0.0,0.6908,0.6908,5,5,0.4736,0.4736
789,0.0005,24,0.3373,0.3373,0.0,-0.0769,-0.0769,2,2,0.3373,0.3373
789,0.0005,25,1.9183,1.9183,0.0,1.3472,1.3472,4,4,0.6667,0.6667
999,0.0005,1,0.7156,0.7156,0.0,-0.4453,-0.4453,4,4,0.3452,0.3452
999,0.0005,2,1.6145,1.6145,0.0,0.6528,0.6528,5,5,0.1735,0.1735
999,0.0005,3,0.8842,0.8842,0.0,0.1635,0.1635,3,3,0.0,0.0
999,0.0005,4,1.3716,1.3716,0.0,0.6394,0.6394,4,4,0.3103,0.3103
999,0.0005,5,1.5694,1.5694,0.0,0.5497,0.5497,4,4,0.583,0.583
999,0.0005,6,1.352,1.352,0.0,0.2718,0.2718,4,4,0.5788,0.5788
999,0.0005,7,0.4395,0.4395,0.0,-0.0473,-0.0473,2,2,0.4395,0.4395
999,0.0005,8,1.1568,1.1568,0.0,0.6099,0.6099,3,3,0.0,0.0
999,0.0005,9,2.1451,2.1451,0.0,1.3866,1.3866,5,5,0.4861,0.4861
999,0.0005,10,1.4911,1.4911,0.0,0.7301,0.7301,4,4,0.6252,0.6252
999,0.0005,11,0.5436,0.5436,0.0,0.0803,0.0803,2,2,0.5436,0.5436
999,0.0005,12,1.0,1.0,0.0,1.2075,1.2075,2,2,0.0,0.0
999,0.0005,13,1.1982,1.1982,0.0,1.06,1.06,3,3,0.0,0.0
999,0.0005,14,0.7219,0.7219,0.0,0.436,0.436,2,2,0.7219,0.7219
999,0.0005,15,1.361,1.361,0.0,0.9735,0.9735,3,3,0.0,0.0
999,0.0005,16,1.585,1.585,0.0,0.8342,0.8342,3,3,0.0,0.0
999,0.0005,17,1.6267,1.6267,0.0,0.7837,0.7837,5,5,0.335,0.335
999,0.0005,18,0.4138,0.4138,0.0,0.0221,0.0221,2,2,0.4138,0.4138
999,0.0005,19,-0.0,-0.0,0.0,-0.2927,-0.2927,1,1,0.0,0.0
999,0.0005,20,1.9219,1.9219,0.0,1.3901,1.3901,4,4,0.5509,0.5509
999,0.0005,21,1.8424,1.8424,0.0,1.1065,1.1065,4,4,0.6936,0.6936
999,0.0005,22,1.5488,1.5488,0.0,0.8013,0.8013,4,4,0.4875,0.4875
999,0.0005,23,1.8424,1.8424,0.0,1.0949,1.0949,4,4,0.0,0.0
999,0.0005,24,0.4395,0.4395,0.0,0.1782,0.1782,2,2,0.0,0.0
999,0.0005,25,0.7219,0.7219,0.0,0.3141,0.3141,2,2,0.7219,0.7219
1337,0.0005,1,0.8236,0.8236,0.0,-0.4689,-0.4689,5,5,0.2604,0.2604
1337,0.0005,2,1.7623,1.7623,0.0,0.9983,0.9983,4,4,0.3124,0.3124
1337,0.0005,3,0.9882,0.9882,0.0,0.3046,0.3046,4,4,0.4392,0.4392
1337,0.0005,4,1.3568,1.3568,0.0,0.4849,0.4849,4,4,0.4349,0.4349
1337,0.0005,5,1.4047,1.4047,0.0,0.6158,0.6158,4,4,0.2826,0.2826
1337,0.0005,6,1.4372,1.4372,0.0,0.658,0.658,4,4,0.5443,0.5443
1337,0.0005,7,0.3912,0.3912,0.0,0.068,0.068,2,2,0.0,0.0
1337,0.0005,8,-0.0,-0.0,0.0,-0.3011,-0.3011,1,1,0.0,0.0
1337,0.0005,9,1.736,1.736,0.0,0.9384,0.9384,5,5,0.5959,0.5959
1337,0.0005,10,1.2332,1.2332,0.0,0.279,0.279,4,4,0.6188,0.6188
1337,0.0005,11,1.5,1.5,0.0,0.9411,0.9411,3,3,0.0,0.0
1337,0.0005,12,2.1991,2.1991,0.0,1.276,1.276,5,5,0.4408,0.4408
1337,0.0005,13,-0.0,-0.0,0.0,0.1875,0.1875,1,1,0.0,0.0
1337,0.0005,14,1.5275,1.5275,0.0,0.8447,0.8447,4,4,0.2759,0.2759
1337,0.0005,15,1.5738,1.5738,0.0,0.7752,0.7752,4,4,0.0,0.0
1337,0.0005,16,0.5436,0.5436,0.0,0.2942,0.2942,2,2,0.5436,0.5436
1337,0.0005,17,1.9086,1.9086,0.0,1.2888,1.2888,4,4,0.6667,0.6667
1337,0.0005,18,1.1401,1.1401,0.0,0.3554,0.3554,4,4,0.4999,0.4999
1337,0.0005,19,0.9968,0.9968,0.0,0.597,0.597,2,2,0.9968,0.9968
1337,0.0005,20,1.5546,1.5546,0.0,0.9319,0.9319,4,4,0.3127,0.3127
1337,0.0005,21,1.7968,1.7968,0.0,1.1038,1.1038,4,4,0.6935,0.6935
1337,0.0005,22,1.7759,1.7759,0.0,1.0518,1.0518,4,4,0.0,0.0
1337,0.0005,23,1.6645,1.6645,0.0,0.9572,0.9572,4,4,0.5157,0.5157
1337,0.0005,24,1.6258,1.6258,0.0,0.6684,0.6684,4,4,0.8091,0.8091
1337,0.0005,25,1.7885,1.7885,0.0,1.1918,1.1918,4,4,0.0,0.0
2024,0.0005,1,1.3094,1.3094,0.0,0.0169,0.0169,5,5,0.4788,0.4788
2024,0.0005,2,0.9728,0.9728,0.0,-0.0226,-0.0226,4,4,0.3648,0.3648
2024,0.0005,3,1.0984,1.0984,0.0,-0.0199,-0.0199,4,4,0.4298,0.4298
2024,0.0005,4,1.0389,1.0389,0.0,-0.0792,-0.0792,4,4,0.3391,0.3391
2024,0.0005,5,0.4855,0.4855,0.0,-0.0392,-0.0392,2,2,0.4855,0.4855
2024,0.0005,6,1.88,1.88,0.0,1.0298,1.0298,5,5,0.4334,0.4334
2024,0.0005,7,1.1568,1.1568,0.0,0.5126,0.5126,3,3,0.6878,0.6878
2024,0.0005,8,1.0219,1.4568,0.4349,0.2514,0.6115,4,5,0.0,0.4349
2024,0.0005,9,0.4395,0.4395,0.0,0.0317,0.1001,2,2,0.4395,0.4395
2024,0.0005,10,-0.0,-0.0,0.0,-0.2832,-0.2832,1,1,0.0,0.0
2024,0.0005,11,0.3373,0.3373,0.0,-0.2764,-0.2764,2,2,0.3373,0.3373
2024,0.0005,12,1.5003,1.5003,0.0,0.7169,0.7169,4,4,0.6972,0.6972
2024,0.0005,13,1.1488,1.1488,0.0,0.6541,0.6541,3,3,0.0,0.0
2024,0.0005,14,1.5219,1.5219,0.0,1.0762,1.0762,3,3,0.8,0.8
2024,0.0005,15,0.5665,0.5665,0.0,0.2364,0.2364,2,2,0.5665,0.5665
2024,0.0005,16,1.1451,1.1451,0.0,0.2749,0.2749,4,4,0.3719,0.3719
2024,0.0005,17,0.9913,0.9913,0.0,0.2101,0.2101,3,3,0.0,0.0
2024,0.0005,18,0.9544,0.9544,0.0,0.8533,0.8533,2,2,0.9544,0.9544
2024,0.0005,19,1.0,1.0,0.0,0.3147,0.3147,2,2,1.0,1.0
2024,0.0005,20,0.8684,1.1863,0.3179,0.4774,0.6523,3,4,0.0,0.3179
2024,0.0005,21,1.8811,1.8811,0.0,0.9812,1.0102,5,5,0.5291,0.5291
2024,0.0005,22,1.8464,1.8464,0.0,0.9817,0.9817,4,4,0.6896,0.6896
2024,0.0005,23,1.7274,1.7274,0.0,0.7161,0.7161,5,5,0.3863,0.3863
2024,0.0005,24,1.1451,1.1451,0.0,0.2028,0.2028,4,4,0.3719,0.3719
2024,0.0005,25,1.9056,1.9056,0.0,1.2097,1.2097,4,4,0.3443,0.3443
7,0.001,1,0.4148,0.4148,0.0,-0.7461,-0.7461,4,4,0.2655,0.2655
7,0.001,2,1.164,1.164,0.0,0.0916,0.0916,5,5,0.452,0.452
7,0.001,3,0.8996,0.8996,0.0,-0.0552,-0.0552,4,4,0.4686,0.4686
7,0.001,4,0.4395,0.4395,0.0,-0.1629,-0.1629,2,2,0.4395,0.4395
7,0.001,5,0.9142,0.9142,0.0,-0.0022,-0.0022,4,4,0.2998,0.2998
7,0.001,6,1.0374,1.0374,0.0,0.1026,0.1026,4,4,0.0,0.0
7,0.001,7,0.9864,0.9864,0.0,0.1313,0.1313,3,3,0.0,0.0
7,0.001,8,1.2366,1.2366,0.0,0.2721,0.2721,4,4,0.0,0.0
7,0.001,9,1.7899,1.7899,0.0,0.9375,0.9375,4,4,0.0,0.0
7,0.001,10,1.4886,1.4886,0.0,0.5913,0.5913,5,5,0.5318,0.5318
7,0.001,11,1.1542,1.1542,0.0,0.1893,0.1893,4,4,0.4313,0.4313
7,0.001,12,0.65,0.65,0.0,0.3086,0.3086,2,2,0.0,0.0
7,0.001,13,0.469,0.469,0.0,0.0429,0.0429,2,2,0.469,0.469
7,0.001,14,2.1972,2.1972,0.0,1.6653,1.6653,5,5,0.3606,0.3606
7,0.001,15,-0.0,-0.0,0.0,0.3599,0.3599,1,1,0.0,0.0
7,0.001,16,1.5535,1.5535,0.0,0.6979,0.6979,5,5,0.4981,0.4981
7,0.001,17,0.9864,1.4466,0.4602,0.2459,0.6318,3,4,0.4831,0.9433
7,0.001,18,0.5226,0.5226,0.0,-0.0291,0.0795,2,2,0.5226,0.5226
7,0.001,19,1.7605,1.7605,0.0,1.2621,1.2621,4,4,0.0,0.0
7,0.001,20,1.4355,1.4355,0.0,0.7003,0.7003,3,3,0.0,0.0
7,0.001,21,0.65,1.2516,0.6016,0.4282,0.8781,2,3,0.0,0.6016
7,0.001,22,0.5436,1.0613,0.5177,0.1335,0.4483,2,3,0.0,0.5177
7,0.001,23,1.6226,1.6226,0.0,1.0147,1.0561,4,4,0.2932,0.2932
7,0.001,24,1.4591,1.4591,0.0,0.6781,0.6781,3,3,0.0,0.0
7,0.001,25,0.7219,0.7219,0.0,0.5419,0.5419,2,2,0.7219,0.7219
42,0.001,1,0.509,0.509,0.0,-0.652,-0.652,4,4,0.2128,0.2128
42,0.001,2,1.1983,1.1983,0.0,0.1363,0.1363,5,5,0.3207,0.3207
42,0.001,3,1.1164,1.1164,0.0,0.0704,0.0704,4,4,0.3631,0.3631
42,0.001,4,1.7274,1.7274,0.0,0.7082,0.7082,5,5,0.2363,0.2363
42,0.001,5,0.9142,0.9142,0.0,0.0522,0.0522,4,4,0.2998,0.2998
42,0.001,6,1.5324,1.5324,0.0,0.5028,0.5028,5,5,0.2524,0.2524
42,0.001,7,1.7383,1.7383,0.0,0.5232,0.5232,5,5,0.3127,0.3127
42,0.001,8,1.2516,1.2516,0.0,0.5959,0.5959,3,3,0.0,0.0
42,0.001,9,1.421,1.421,0.0,0.4132,0.4132,4,4,0.0,0.0
42,0.001,10,0.8743,0.8743,0.0,0.0613,0.0613,4,4,0.3921,0.3921
42,0.001,11,2.1243,2.1243,0.0,1.3477,1.3477,5,5,0.269,0.269
42,0.001,12,2.1271,2.1271,0.0,1.1008,1.1008,5,5,0.2627,0.2627
42,0.001,13,1.1761,1.1761,0.0,0.5002,0.5002,4,4,0.0,0.0
42,0.001,14,1.9069,1.9069,0.0,0.9289,0.9289,5,5,0.4813,0.4813
42,0.001,15,-0.0,-0.0,0.0,0.0342,0.0342,1,1,0.0,0.0
42,0.001,16,1.9726,1.9726,0.0,1.544,1.544,4,4,0.0,0.0
42,0.001,17,1.6628,1.6628,0.0,0.9191,0.9191,5,5,0.7108,0.7108
42,0.001,18,1.1183,1.1183,0.0,0.1731,0.1731,4,4,0.5693,0.5693
42,0.001,19,0.8476,0.8476,0.0,-0.0538,-0.0538,4,4,0.2786,0.2786
42,0.001,20,0.5436,1.0613,0.5177,0.0003,0.4173,2,3,0.0,0.5177
42,0.001,21,0.952,0.952,0.0,0.18,0.2541,4,4,0.3118,0.3118
42,0.001,22,2.085,2.085,0.0,1.2577,1.2577,5,5,0.6667,0.6667
42,0.001,23,0.9219,0.9219,0.0,0.457,0.457,3,3,0.0,0.0
42,0.001,24,-0.0,-0.0,0.0,-0.1713,-0.1713,1,1,0.0,0.0
42,0.001,25,1.6577,1.6577,0.0,1.0151,1.0151,4,4,0.0,0.0
55,0.001,1,0.7628,0.7628,0.0,-0.5297,-0.5297,5,5,0.2496,0.2496
55,0.001,2,0.9544,0.9544,0.0,-0.2506,-0.2506,5,5,0.3332,0.3332
55,0.001,3,1.658,1.658,0.0,0.5742,0.5742,5,5,0.4214,0.4214
55,0.001,4,0.4138,0.4138,0.0,0.012,0.012,2,2,0.4138,0.4138
55,0.001,5,0.9913,0.9913,0.0,0.3934,0.3934,3,3,0.0,0.0
55,0.001,6,0.4395,0.8659,0.4264,-0.1326,0.1665,2,3,0.0,0.4264
55,0.001,7,1.3568,1.3568,0.0,0.6489,0.69,4,4,0.4349,0.4349
55,0.001,8,0.7496,0.7496,0.0,0.2993,0.2993,2,2,0.7496,0.7496
55,0.001,9,-0.0,-0.0,0.0,-0.1588,-0.1588,1,1,0.0,0.0
55,0.001,10,-0.0,-0.0,0.0,-0.5,-0.5,1,1,0.0,0.0
55,0.001,11,1.4076,1.4076,0.0,0.5152,0.5152,5,5,0.4589,0.4589
55,0.001,12,0.3912,0.3912,0.0,-0.0594,-0.0594,2,2,0.0,0.0
55,0.001,13,1.9069,1.9069,0.0,1.1026,1.1026,5,5,0.4813,0.4813
55,0.001,14,1.571,1.571,0.0,0.6175,0.6175,4,4,0.4142,0.4142
55,0.001,15,1.1863,1.1863,0.0,0.4434,0.4434,4,4,0.3179,0.3179
55,0.001,16,1.75,1.75,0.0,0.8522,0.8522,4,4,0.6887,0.6887
55,0.001,17,2.0892,2.0892,0.0,1.1835,1.1835,5,5,0.2156,0.2156
55,0.001,18,1.154,1.154,0.0,0.4573,0.4573,4,4,0.585,0.585
55,0.001,19,1.4838,1.4838,0.0,0.4686,0.4686,4,4,0.5374,0.5374
55,0.001,20,1.1918,1.1918,0.0,0.4089,0.4089,4,4,0.0,0.0
55,0.001,21,1.1568,1.1568,0.0,0.4195,0.4195,3,3,0.0,0.0
55,0.001,22,1.3727,1.3727,0.0,0.726,0.726,4,4,0.782,0.782
55,0.001,23,1.0613,1.0613,0.0,0.5461,0.5461,3,3,0.0,0.0
55,0.001,24,0.65,0.65,0.0,0.3157,0.3157,2,2,0.65,0.65
55,0.001,25,0.7425,0.7425,0.0,-0.0023,-0.0023,2,2,0.7425,0.7425
123,0.001,1,1.0775,1.0775,0.0,-0.0835,-0.0835,4,4,0.3419,0.3419
123,0.001,2,1.4667,1.4667,0.0,0.6699,0.6699,4,4,0.3228,0.3228
123,0.001,3,1.5284,1.5284,0.0,0.7637,0.7637,4,4,0.5878,0.5878
123,0.001,4,2.0182,2.0182,0.0,1.0811,1.0811,5,5,0.2384,0.2384
123,0.001,5,0.6686,0.6686,0.0,0.1168,0.1168,3,3,0.0,0.0
123,0.001,6,1.5422,1.5422,0.0,0.686,0.686,4,4,0.2075,0.2075
123,0.001,7,1.0224,1.0224,0.0,0.4748,0.4748,3,3,0.0,0.0
123,0.001,8,-0.0,-0.0,0.0,-0.1408,-0.1408,1,1,0.0,0.0
123,0.001,9,1.1033,1.1033,0.0,0.4883,0.4883,3,3,0.0,0.0
123,0.001,10,0.9913,0.9913,0.0,0.3779,0.3779,3,3,0.0,0.0
123,0.001,11,0.9864,0.9864,0.0,0.4623,0.4623,3,3,0.4831,0.4831
123,0.001,12,0.9403,0.9403,0.0,0.4783,0.4783,2,2,0.9403,0.9403
123,0.001,13,0.3228,0.3228,0.0,0.0082,0.0082,2,2,0.0,0.0
123,0.001,14,1.5546,1.5546,0.0,0.7896,0.7896,4,4,0.3127,0.3127
123,0.001,15,-0.0,-0.0,0.0,-0.0137,-0.0137,1,1,0.0,0.0
123,0.001,16,-0.0,-0.0,0.0,-0.5,-0.5,1,1,0.0,0.0
123,0.001,17,0.9544,0.9544,0.0,0.63,0.63,2,2,0.9544,0.9544
123,0.001,18,0.469,0.469,0.0,-0.0422,-0.0422,2,2,0.469,0.469
123,0.001,19,1.1568,1.1568,0.0,0.614,0.614,3,3,0.0,0.0
123,0.001,20,0.9183,0.9183,0.0,0.6888,0.6888,2,2,0.9183,0.9183
123,0.001,21,-0.0,-0.0,0.0,-0.0631,-0.0631,1,1,0.0,0.0
123,0.001,22,1.1219,1.1219,0.0,0.1581,0.1581,5,5,0.2743,0.2743
123,0.001,23,1.1568,1.1568,0.0,0.4622,0.4622,3,3,0.0,0.0
123,0.001,24,2.086,2.3276,0.2416,1.2119,1.3872,5,6,0.5166,0.7582
123,0.001,25,0.3534,0.3534,0.0,0.0847,0.1279,2,2,0.3534,0.3534
314,0.001,1,1.5988,1.5988,0.0,0.3063,0.3063,5,5,0.4184,0.4184
314,0.001,2,0.8852,0.8852,0.0,-0.0116,-0.0116,4,4,0.5421,0.5421
314,0.001,3,1.1609,1.1609,0.0,0.1122,0.1122,5,5,0.1911,0.1911
