seed,rate,window,J3,H3,tc3,drift3,none_ratio,weak_ratio,mid_strong_ratio,n_C
999,0.0005,1,-0.4453,0.7156,4,,0.9057,0.066,0.0283,106
999,0.0005,2,0.6528,1.6145,5,0.3307,0.7794,0.0294,0.1912,68
999,0.0005,3,0.1635,0.8842,3,0.2793,0.85,0.0,0.15,20
999,0.0005,4,0.6394,1.3716,4,0.4287,0.8125,0.0625,0.125,16
999,0.0005,7,-0.0473,0.4395,2,0.3057,0.9091,0.0909,0.0,11
999,0.0005,8,0.6099,1.1568,3,0.4531,0.8,0.0,0.2,10
999,0.0005,9,1.3866,2.1451,5,0.5339,0.5294,0.1765,0.2941,17
999,0.0005,10,0.7301,1.4911,4,0.3999,0.7273,0.1818,0.0909,11
999,0.0005,11,0.0803,0.5436,2,0.3292,0.875,0.125,0.0,16
999,0.0005,14,0.436,0.7219,2,0.5066,0.8,0.2,0.0,10
999,0.0005,15,0.9735,1.361,3,0.6125,0.6,0.0,0.4,10
999,0.0005,17,0.7837,1.6267,5,0.4495,0.7857,0.0714,0.1429,14
999,0.0005,18,0.0221,0.4138,2,0.4008,0.9167,0.0833,0.0,24
999,0.0005,19,-0.2927,-0.0,1,0.2073,1.0,0.0,0.0,11
999,0.0005,20,1.3901,1.9219,4,0.6291,0.6,0.2,0.2,5
999,0.0005,21,1.1065,1.8424,4,0.4251,0.5714,0.2857,0.1429,7
999,0.0005,22,0.8013,1.5488,4,0.4135,0.75,0.125,0.125,8
999,0.0005,25,0.3141,0.7219,2,0.3847,0.8,0.2,0.0,5
1337,0.0005,1,-0.4689,0.8236,5,,0.9,0.0455,0.0545,110
1337,0.0005,2,0.9983,1.7623,4,0.397,0.6567,0.0746,0.2687,67
1337,0.0005,3,0.3046,0.9882,4,0.4774,0.8571,0.0952,0.0476,21
1337,0.0005,4,0.4849,1.3568,4,0.2891,0.8,0.1,0.1,10
1337,0.0005,9,0.9384,1.736,5,0.4948,0.7059,0.1765,0.1176,17
1337,0.0005,10,0.279,1.2332,4,0.2067,0.7778,0.1667,0.0556,18
1337,0.0005,11,0.9411,1.5,3,0.4411,0.75,0.0,0.25,4
1337,0.0005,13,0.1875,-0.0,1,0.6875,1.0,0.0,0.0,7
1337,0.0005,14,0.8447,1.5275,4,0.4782,0.7778,0.0556,0.1667,18
1337,0.0005,15,0.7752,1.5738,4,0.3624,0.7895,0.0,0.2105,19
1337,0.0005,16,0.2942,0.5436,2,0.5431,0.875,0.125,0.0,8
1337,0.0005,19,0.597,0.9968,2,0.3927,0.5333,0.4667,0.0,15
1337,0.0005,20,0.9319,1.5546,4,0.5383,0.7333,0.0667,0.2,15
1337,0.0005,21,1.1038,1.7968,4,0.468,0.6,0.2667,0.1333,15
1337,0.0005,22,1.0518,1.7759,4,0.4369,0.6923,0.0,0.3077,13
1337,0.0005,23,0.9572,1.6645,4,0.4537,0.7143,0.1429,0.1429,7
1337,0.0005,24,0.6684,1.6258,4,0.2035,0.5833,0.3333,0.0833,12
1337,0.0005,25,1.1918,1.7885,4,0.5643,0.7143,0.0,0.2857,14
2024,0.0005,1,0.0169,1.3094,5,,0.8017,0.1121,0.0862,116
2024,0.0005,2,-0.0226,0.9728,4,0.1655,0.8659,0.0732,0.061,82
2024,0.0005,3,-0.0199,1.0984,4,0.0427,0.8438,0.0938,0.0625,32
2024,0.0005,6,1.0298,1.88,5,0.4423,0.6667,0.1111,0.2222,18
2024,0.0005,9,0.0317,0.4395,2,0.3847,0.9091,0.0909,0.0,22
2024,0.0005,10,-0.2832,-0.0,1,0.2168,1.0,0.0,0.0,11
2024,0.0005,11,-0.2764,0.3373,2,0.1788,0.9375,0.0625,0.0,16
2024,0.0005,12,0.7169,1.5003,4,0.3776,0.6667,0.2222,0.1111,18
2024,0.0005,13,0.6541,1.1488,3,0.5053,0.8571,0.0,0.1429,7
2024,0.0005,14,1.0762,1.5219,3,0.5543,0.4,0.4,0.2,5
2024,0.0005,15,0.2364,0.5665,2,0.4624,0.8667,0.1333,0.0,15
2024,0.0005,16,0.2749,1.1451,4,0.2908,0.8462,0.0769,0.0769,13
2024,0.0005,18,0.8533,0.9544,2,0.6913,0.375,0.625,0.0,8
2024,0.0005,19,0.3147,1.0,2,0.1072,0.5,0.5,0.0,6
2024,0.0005,20,0.4774,0.8684,3,0.609,0.875,0.0,0.125,16
2024,0.0005,21,0.9812,1.8811,5,0.3926,0.6923,0.1538,0.1538,13
2024,0.0005,22,0.9817,1.8464,4,0.2962,0.5,0.3,0.2,10
2024,0.0005,25,1.2097,1.9056,4,0.465,0.5,0.125,0.375,8
7,0.001,2,0.0916,1.164,5,0.22,0.8101,0.1013,0.0886,79
7,0.001,14,1.6653,2.1972,5,0.7606,0.3333,0.3333,0.3333,9
7,0.001,15,0.3599,-0.0,1,0.8599,1.0,0.0,0.0,11
7,0.001,16,0.6979,1.5535,5,0.4369,0.75,0.125,0.125,24
7,0.001,17,0.2459,0.9864,3,0.2595,0.7778,0.1111,0.1111,9
7,0.001,25,0.5419,0.7219,2,0.6125,0.8,0.2,0.0,5
42,0.001,11,1.3477,2.1243,5,0.5159,0.5862,0.069,0.3448,29
42,0.001,13,0.5002,1.1761,4,0.4851,0.875,0.0,0.125,24
42,0.001,15,0.0342,-0.0,1,0.5342,1.0,0.0,0.0,12
42,0.001,17,0.9191,1.6628,5,0.5488,0.6471,0.2353,0.1176,17
42,0.001,18,0.1731,1.1183,4,0.2158,0.8095,0.1429,0.0476,21
42,0.001,19,-0.0538,0.8476,4,0.2596,0.9,0.05,0.05,20
42,0.001,20,0.0003,0.5436,2,0.2492,0.875,0.0,0.125,16
42,0.001,21,0.18,0.952,4,0.389,0.8824,0.0588,0.0588,17
55,0.001,3,0.5742,1.658,5,0.2086,0.7667,0.1,0.1333,30
55,0.001,4,0.012,0.4138,2,0.3907,0.9167,0.0833,0.0,12
55,0.001,5,0.3934,0.9913,3,0.4021,0.8462,0.0,0.1538,13
55,0.001,7,0.6489,1.3568,4,0.4531,0.8,0.1,0.1,10
55,0.001,8,0.2993,0.7496,2,0.3422,0.7857,0.2143,0.0,14
55,0.001,9,-0.1588,-0.0,1,0.3412,1.0,0.0,0.0,10
55,0.001,11,0.5152,1.4076,5,0.4001,0.7857,0.1071,0.1071,28
55,0.001,12,-0.0594,0.3912,2,0.3418,0.9231,0.0,0.0769,13
55,0.001,13,1.1026,1.9069,5,0.4882,0.6667,0.1333,0.2,15
55,0.001,14,0.6175,1.571,4,0.2075,0.7,0.1,0.2,10
55,0.001,15,0.4434,1.1863,4,0.4181,0.8125,0.0625,0.125,16
55,0.001,16,0.8522,1.75,4,0.2632,0.625,0.25,0.125,8
55,0.001,20,0.4089,1.1918,4,0.3781,0.85,0.0,0.15,20
55,0.001,24,0.3157,0.65,2,0.4582,0.8333,0.1667,0.0,6
55,0.001,25,-0.0023,0.7425,2,0.0477,0.7895,0.2105,0.0,19
123,0.001,1,-0.0835,1.0775,4,,0.8475,0.0678,0.0847,118
123,0.001,2,0.6699,1.4667,4,0.3641,0.7838,0.0676,0.1486,74
123,0.001,4,1.0811,2.0182,5,0.3554,0.6842,0.0526,0.2632,19
123,0.001,5,0.1168,0.6686,3,0.4482,0.9375,0.0,0.0625,16
123,0.001,6,0.686,1.5422,4,0.3047,0.7308,0.0385,0.2308,26
123,0.001,7,0.4748,1.0224,3,0.4524,0.8824,0.0,0.1176,17
123,0.001,11,0.4623,0.9864,3,0.4759,0.7778,0.1111,0.1111,9
123,0.001,12,0.4783,0.9403,2,0.3305,0.6429,0.3571,0.0,14
123,0.001,13,0.0082,0.3228,2,0.4779,0.9412,0.0,0.0588,17
123,0.001,17,0.63,0.9544,2,0.468,0.625,0.375,0.0,8
123,0.001,18,-0.0422,0.469,2,0.2813,0.9,0.1,0.0,10
123,0.001,19,0.614,1.1568,3,0.4572,0.8,0.0,0.2,10
123,0.001,20,0.6888,0.9183,2,0.563,0.6667,0.3333,0.0,9
123,0.001,21,-0.0631,-0.0,1,0.4369,1.0,0.0,0.0,7
123,0.001,22,0.1581,1.1219,5,0.3287,0.85,0.05,0.1,20
123,0.001,25,0.0847,0.3534,2,0.5238,0.9333,0.0667,0.0,15
314,0.001,1,0.3063,1.5988,5,,0.7573,0.0971,0.1456,103
314,0.001,3,0.1122,1.1609,5,0.2438,0.8438,0.0312,0.125,32
314,0.001,7,0.2813,0.5436,2,0.5302,0.875,0.125,0.0,8
314,0.001,8,1.2822,1.9219,4,0.5212,0.6,0.2,0.2,5
314,0.001,9,0.6962,0.994,2,0.4947,0.5455,0.4545,0.0,11
314,0.001,12,0.2839,0.9464,3,0.3375,0.7857,0.1429,0.0714,14
314,0.001,13,1.0217,1.4355,3,0.5862,0.7778,0.0,0.2222,9
314,0.001,23,1.2558,1.7899,4,0.6268,0.7273,0.0,0.2727,11
456,0.001,1,-0.2589,1.0336,5,,0.8614,0.0693,0.0693,101
456,0.001,3,0.416,1.4473,5,0.2612,0.8261,0.0435,0.1304,23
456,0.001,4,0.7761,1.8811,5,0.1875,0.6923,0.1538,0.1538,13
456,0.001,8,0.6303,1.0958,3,0.5345,0.8182,0.0,0.1818,11
456,0.001,9,0.5497,1.4047,4,0.306,0.7222,0.1667,0.1111,18
456,0.001,10,-0.0503,0.4138,2,0.3284,0.9167,0.0833,0.0,12
456,0.001,13,1.304,2.1085,5,0.488,0.5625,0.25,0.1875,16
456,0.001,14,1.3288,1.8231,4,0.6667,0.3636,0.0909,0.5455,11
456,0.001,15,0.6371,0.9,4,0.898,0.875,0.0833,0.0417,24
456,0.001,16,1.1398,1.585,3,0.5548,0.6667,0.0,0.3333,3
456,0.001,19,1.1493,2.0524,5,0.3894,0.5625,0.1875,0.25,16
456,0.001,20,0.2286,0.5226,2,0.4985,0.8824,0.1176,0.0,17
456,0.001,21,0.9479,1.574,4,0.5349,0.7647,0.0,0.2353,17
456,0.001,22,0.8164,1.685,4,0.2924,0.7222,0.1111,0.1667,18
456,0.001,23,0.0183,-0.0,1,0.5183,1.0,0.0,0.0,11
456,0.001,24,1.0151,1.6577,4,0.5183,0.6667,0.2222,0.1111,9
456,0.001,25,0.644,1.4466,4,0.3583,0.7778,0.1111,0.1111,9
789,0.001,2,-0.0791,1.0115,5,0.2019,0.8452,0.1071,0.0476,84
789,0.001,6,-0.0845,0.9274,4,0.149,0.8696,0.087,0.0435,23
789,0.001,7,0.259,0.7871,2,0.2644,0.7647,0.2353,0.0,17
789,0.001,8,0.9852,1.8688,5,0.4088,0.4348,0.3913,0.1739,23
789,0.001,9,0.2642,0.5917,2,0.465,0.8571,0.1429,0.0,14
789,0.001,10,0.7344,1.6137,5,0.4132,0.7647,0.0588,0.1765,17
789,0.001,11,0.3136,0.684,2,0.422,0.8182,0.1818,0.0,11
789,0.001,12,0.3515,1.2433,4,0.2692,0.7727,0.1364,0.0909,22
789,0.001,13,-0.1483,0.3228,2,0.3214,0.9412,0.0,0.0588,17
789,0.001,14,1.2468,1.75,4,0.6578,0.625,0.0417,0.3333,24
789,0.001,15,1.1959,2.0899,5,0.3985,0.6087,0.1739,0.2174,23
789,0.001,16,0.2355,0.5033,2,0.5247,0.8889,0.0,0.1111,9
789,0.001,17,0.2757,0.684,2,0.3841,0.8182,0.1818,0.0,11
789,0.001,19,0.53,0.7496,2,0.5729,0.7857,0.2143,0.0,14
789,0.001,20,0.9857,1.7527,4,0.3939,0.5556,0.3333,0.1111,9
789,0.001,21,1.1384,1.7806,4,0.5187,0.6875,0.0,0.3125,16
999,0.001,1,-0.4453,0.7156,4,,0.9057,0.066,0.0283,106
999,0.001,2,0.6528,1.6145,5,0.3307,0.7794,0.0294,0.1912,68
999,0.001,3,0.1635,0.8842,3,0.2793,0.85,0.0,0.15,20
999,0.001,4,0.6394,1.3716,4,0.4287,0.8125,0.0625,0.125,16
999,0.001,7,-0.0473,0.4395,2,0.3057,0.9091,0.0909,0.0,11
999,0.001,8,0.6099,1.1568,3,0.4531,0.8,0.0,0.2,10
999,0.001,10,0.7296,1.4885,4,0.402,0.6923,0.2308,0.0769,13
999,0.001,11,0.1617,0.65,2,0.3042,0.8333,0.1667,0.0,12
999,0.001,12,1.3672,1.8955,4,0.6327,0.6,0.1,0.3,10
999,0.001,13,0.5998,1.4801,5,0.4122,0.7826,0.087,0.1304,23
999,0.001,14,0.1283,0.8659,3,0.2624,0.9091,0.0,0.0909,11
999,0.001,15,0.2927,1.2415,4,0.2121,0.8261,0.087,0.087,23
999,0.001,18,-0.1878,-0.0,1,0.3122,1.0,0.0,0.0,12
999,0.001,19,0.4707,0.8631,2,0.4001,0.7143,0.2857,0.0,7
999,0.001,20,1.3209,1.9502,4,0.5317,0.4286,0.2857,0.2857,7
999,0.001,22,0.6399,0.7219,2,0.7105,0.8,0.2,0.0,5
999,0.001,23,-0.1713,-0.0,1,0.3287,1.0,0.0,0.0,7
999,0.001,25,0.5317,0.5436,2,0.7806,0.875,0.125,0.0,8
1337,0.001,1,-0.4689,0.8236,5,,0.9,0.0455,0.0545,110
1337,0.001,2,0.9983,1.7623,4,0.397,0.6567,0.0746,0.2687,67
1337,0.001,6,0.658,1.4372,4,0.3818,0.7619,0.1429,0.0952,21
1337,0.001,10,0.3929,1.316,4,0.2379,0.8095,0.0952,0.0952,21
1337,0.001,11,-0.0999,-0.0,1,0.4001,1.0,0.0,0.0,12
1337,0.001,13,0.3149,0.684,2,0.4233,0.8182,0.1818,0.0,11
1337,0.001,14,0.6116,1.1255,3,0.4861,0.8095,0.0,0.1905,21
1337,0.001,15,1.1438,1.7465,4,0.5583,0.3333,0.4667,0.2,15
1337,0.001,18,1.0104,1.6645,4,0.5069,0.7143,0.1429,0.1429,14
2024,0.001,7,1.3736,1.7842,4,0.7504,0.5,0.0833,0.4167,12
2024,0.001,10,0.8207,0.9612,2,0.6519,0.6154,0.3846,0.0,13
2024,0.001,11,0.8972,1.6697,4,0.3884,0.6875,0.1875,0.125,16
2024,0.001,14,-0.079,-0.0,1,0.421,1.0,0.0,0.0,7
2024,0.001,17,0.6968,1.2988,3,0.398,0.75,0.0,0.25,8
2024,0.001,19,-0.022,0.5226,2,0.2479,0.8824,0.1176,0.0,17
2024,0.001,20,-0.4011,0.2864,2,0.105,0.95,0.05,0.0,20
2024,0.001,21,0.1923,0.7642,2,0.2206,0.7778,0.2222,0.0,9
2024,0.001,22,0.4513,1.2776,4,0.3347,0.8182,0.0909,0.0909,11
7,0.002,5,0.2973,0.8631,2,0.2267,0.7143,0.2857,0.0,7
7,0.002,11,1.253,2.1021,5,0.4434,0.5263,0.1579,0.3158,19
7,0.002,16,0.0258,0.3534,2,0.4649,0.9333,0.0667,0.0,15
7,0.002,17,0.3225,0.8631,2,0.2519,0.7143,0.2857,0.0,21
7,0.002,18,1.2419,1.7652,4,0.6376,0.6667,0.0,0.3333,18
7,0.002,21,-0.0957,0.469,2,0.2278,0.9,0.1,0.0,10
42,0.002,2,0.1388,1.1382,5,0.2931,0.8523,0.0455,0.1023,88
42,0.002,6,0.9485,1.7855,5,0.4555,0.55,0.3,0.15,20
42,0.002,7,0.1736,0.5665,2,0.3996,0.8667,0.1333,0.0,15
42,0.002,10,0.5396,1.4082,5,0.4239,0.8333,0.0417,0.125,24
42,0.002,15,1.0555,1.9242,4,0.2923,0.5,0.1429,0.3571,14
42,0.002,16,0.736,1.2917,4,0.6053,0.7857,0.1429,0.0714,14
42,0.002,17,0.48,1.0613,3,0.4187,0.875,0.0,0.125,16
55,0.002,4,0.6218,0.9799,2,0.4344,0.5833,0.4167,0.0,12
55,0.002,5,-0.066,0.3712,2,0.3552,0.9286,0.0714,0.0,14
55,0.002,6,0.6477,1.1982,3,0.4495,0.8462,0.0,0.1538,13
55,0.002,8,0.281,-0.0,1,0.781,1.0,0.0,0.0,13
55,0.002,10,0.2569,0.7742,3,0.4827,0.8421,0.1053,0.0526,19
55,0.002,11,0.0985,0.7025,2,0.1885,0.8095,0.1905,0.0,21
55,0.002,19,0.8057,1.7804,5,0.3177,0.7059,0.1176,0.1765,17
55,0.002,21,0.3914,0.953,3,0.4384,0.8947,0.0,0.1053,19
55,0.002,25,0.2386,1.1451,4,0.2545,0.8462,0.0769,0.0769,13
123,0.002,1,-0.0835,1.0775,4,,0.8475,0.0678,0.0847,118
123,0.002,4,-0.0544,-0.0,1,0.4456,1.0,0.0,0.0,21
123,0.002,6,0.1335,0.5436,2,0.3824,0.875,0.125,0.0,16
123,0.002,7,0.8332,1.6184,4,0.3758,0.7059,0.1765,0.1176,17
123,0.002,8,-0.058,0.3228,2,0.4117,0.9412,0.0588,0.0,17
123,0.002,9,0.4281,1.1863,4,0.4028,0.875,0.0,0.125,16
123,0.002,11,1.175,1.9808,4,0.3551,0.5455,0.1818,0.2727,11
123,0.002,12,0.2232,-0.0,1,0.7232,1.0,0.0,0.0,11
123,0.002,15,0.7401,1.4238,4,0.4773,0.6875,0.25,0.0625,16
123,0.002,19,0.0532,0.8659,3,0.1873,0.9091,0.0,0.0909,11
314,0.002,1,0.0599,1.2208,4,,0.8235,0.0784,0.098,102
314,0.002,9,-0.0999,-0.0,1,0.4001,1.0,0.0,0.0,2
314,0.002,11,0.7867,1.4961,4,0.4516,0.7647,0.1176,0.1176,17
314,0.002,12,0.2368,1.0848,4,0.313,0.8182,0.1364,0.0455,22
314,0.002,23,0.1171,0.8167,3,0.3004,0.9167,0.0,0.0833,12
456,0.002,1,-0.2589,1.0336,5,,0.8614,0.0693,0.0693,101
456,0.002,3,0.416,1.4473,5,0.2612,0.8261,0.0435,0.1304,23
456,0.002,10,0.8429,1.583,4,0.4209,0.76,0.0,0.24,25
456,0.002,13,0.3329,0.469,2,0.6564,0.9,0.1,0.0,20
456,0.002,14,1.0756,1.7806,4,0.4559,0.625,0.1875,0.1875,16
456,0.002,16,-0.0052,-0.0,1,0.4948,1.0,0.0,0.0,18
456,0.002,17,1.481,2.1181,5,0.6554,0.6364,0.0909,0.2727,11
789,0.002,2,0.3327,1.4536,5,0.1716,0.8108,0.0541,0.1351,74
789,0.002,13,0.0841,0.3373,2,0.5393,0.9375,0.0625,0.0,16
789,0.002,20,0.7179,1.7916,5,0.2188,0.6875,0.1562,0.1562,32
999,0.002,1,-0.4453,0.7156,4,,0.9057,0.066,0.0283,106
999,0.002,2,0.4576,1.4827,5,0.2674,0.7941,0.0441,0.1618,68
999,0.002,4,0.0247,0.8795,4,0.3062,0.8947,0.0526,0.0526,19
999,0.002,7,-0.1519,-0.0,1,0.3481,1.0,0.0,0.0,14
999,0.002,8,0.007,0.5436,2,0.2559,0.875,0.125,0.0,8
999,0.002,9,1.1217,1.8248,4,0.4578,0.6316,0.2105,0.1579,19
999,0.002,10,0.1602,0.4855,2,0.4672,0.8947,0.1053,0.0,19
999,0.002,11,1.0127,1.8566,5,0.4486,0.6,0.1333,0.2667,15
999,0.002,16,0.3191,1.3372,5,0.2743,0.8421,0.0526,0.1053,19
999,0.002,19,0.2236,0.8167,3,0.4069,0.9167,0.0,0.0833,12
1337,0.002,1,-0.4689,0.8236,5,,0.9,0.0455,0.0545,110
1337,0.002,2,0.904,1.7126,4,0.3524,0.6714,0.0857,0.2429,70
1337,0.002,6,-0.2543,0.3534,2,0.1848,0.9333,0.0667,0.0,15
1337,0.002,7,0.9267,1.7947,5,0.4244,0.6875,0.1875,0.125,16
1337,0.002,13,1.2926,1.8774,4,0.5762,0.6429,0.0,0.3571,14
1337,0.002,22,0.2251,0.6144,3,0.6107,0.9444,0.0,0.0556,18
1337,0.002,23,1.4946,1.7819,4,0.8736,0.4,0.0667,0.5333,15
1337,0.002,24,0.8961,1.4015,5,0.7871,0.8,0.08,0.12,25
2024,0.002,5,0.0134,0.6784,3,0.335,0.913,0.0,0.087,23
2024,0.002,10,0.6455,1.5216,4,0.2848,0.6429,0.2857,0.0714,14
2024,0.002,11,0.6803,1.5657,4,0.2756,0.64,0.28,0.08,25
2024,0.002,13,0.7144,1.2516,3,0.4628,0.8333,0.0,0.1667,12
2024,0.002,16,-0.2832,-0.0,1,0.2168,1.0,0.0,0.0,16
2024,0.002,24,0.6025,1.1033,3,0.4992,0.8667,0.0,0.1333,15
7,0.005,2,0.2599,1.2909,5,0.2615,0.8182,0.0779,0.1039,77
7,0.005,14,0.4988,1.3568,4,0.303,0.8,0.1,0.1,10
7,0.005,21,1.0104,1.6645,4,0.5069,0.7143,0.1429,0.1429,7
7,0.005,25,0.1524,0.3373,2,0.6076,0.9375,0.0625,0.0,16
42,0.005,3,0.2428,1.2876,4,0.1162,0.8438,0.0,0.1562,32
123,0.005,25,0.7975,1.2516,3,0.5459,0.8333,0.0,0.1667,12
314,0.005,1,0.0599,1.2208,4,,0.8235,0.0784,0.098,102
314,0.005,11,-0.0708,0.5304,3,0.3988,0.9545,0.0,0.0455,22
314,0.005,19,-0.1286,-0.0,1,0.3714,1.0,0.0,0.0,13
456,0.005,1,0.4254,1.7179,5,,0.7184,0.1068,0.1748,103
1337,0.005,1,-0.2884,1.0041,5,,0.8696,0.0435,0.087,115
1337,0.005,8,0.0582,0.7919,2,0.0588,0.7619,0.2381,0.0,21
2024,0.005,13,0.1978,0.9864,3,0.2114,0.8889,0.0,0.1111,18
2024,0.005,17,1.099,1.7925,4,0.4675,0.6667,0.1667,0.1667,6
2024,0.005,18,0.3687,0.7219,2,0.4393,0.8,0.2,0.0,5
