N,seed,plb,rate,quiet_steps,n_windows,policy,hyst_threshold,dominant_k,dominant_k_fraction,switch_count,switches_per_100,time_stable,first_half_dom,second_half_dom,k_dist,mean_margin,pct_close_002,mean_islands_strong,mean_islands_mid,mean_none_ratio,mean_n_C,elapsed
200,1337,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 24}",0.1601,28.0,1.92,4.48,0.7806,23.0,28.5
200,2024,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.88,3,3.0,True,4,4,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 0, ""4"": 22}",0.1786,28.0,2.16,4.24,0.803,24.2,29.1
200,314,0.01,0.002,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.2049,32.0,1.56,3.0,0.8312,20.2,28.6
200,42,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.96,2,2.0,True,4,4,"{""0"": 0, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 24}",0.1923,20.0,2.16,4.4,0.7535,21.2,29.0
200,456,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.92,3,3.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 23}",0.2115,28.0,2.08,3.84,0.7313,21.2,28.9
200,55,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.84,3,3.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 3, ""4"": 21}",0.1388,24.0,2.16,4.04,0.7407,22.5,29.1
200,7,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 24}",0.1749,28.0,2.0,3.96,0.8007,20.6,28.4
200,789,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 0, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 24}",0.1515,20.0,2.56,4.24,0.7967,26.0,29.2
200,999,0.01,0.002,5000,25,hyst_0.01,0.01,4,0.92,1,1.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 23}",0.1452,24.0,2.04,3.44,0.8297,19.9,29.0
200,123,0.01,0.005,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.3329,8.0,1.84,3.64,0.7682,21.4,28.8
200,1337,0.01,0.005,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 0, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 24}",0.289,4.0,1.72,3.8,0.7578,22.0,28.3
200,2024,0.01,0.005,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.3088,8.0,1.92,3.64,0.7873,22.6,28.8
200,314,0.01,0.005,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.2746,8.0,2.28,4.16,0.7801,18.5,29.0
200,42,0.01,0.005,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 24}",0.408,0.0,2.04,3.88,0.8031,21.4,28.6
200,456,0.01,0.005,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.3723,0.0,1.84,3.64,0.8075,19.5,28.7
200,55,0.01,0.005,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.3099,0.0,1.64,3.8,0.7935,23.2,28.6
200,7,0.01,0.005,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 24}",0.2431,12.0,2.16,3.76,0.7686,21.6,28.4
200,789,0.01,0.005,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.3214,0.0,1.88,4.08,0.7441,24.6,29.2
200,999,0.01,0.005,5000,25,hyst_0.01,0.01,4,1.0,0,0.0,True,4,4,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 25}",0.3506,0.0,1.6,4.0,0.7802,22.3,28.5
500,123,0.007,0.0005,5000,25,hyst_0.01,0.01,3,0.56,7,7.0,False,4,3,"{""0"": 2, ""1"": 5, ""2"": 0, ""3"": 14, ""4"": 4}",-0.0063,96.0,0.36,0.84,0.9194,35.1,93.5
500,1337,0.007,0.0005,5000,25,hyst_0.01,0.01,3,0.56,6,6.0,True,3,3,"{""0"": 3, ""1"": 5, ""2"": 0, ""3"": 14, ""4"": 3}",0.0164,92.0,0.8,1.16,0.9243,38.9,93.6
500,2024,0.007,0.0005,5000,25,hyst_0.01,0.01,4,0.88,3,3.0,True,4,4,"{""0"": 2, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 22}",0.0047,76.0,0.44,1.0,0.9186,41.4,94.8
500,314,0.007,0.0005,5000,25,hyst_0.01,0.01,3,0.4,8,8.0,False,0,3,"{""0"": 6, ""1"": 6, ""2"": 0, ""3"": 10, ""4"": 3}",0.0023,92.0,0.32,0.56,0.9396,37.0,93.8
500,42,0.007,0.0005,5000,25,hyst_0.01,0.01,3,0.88,3,3.0,True,3,3,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 22, ""4"": 0}",-0.0091,88.0,0.36,0.76,0.9204,35.7,94.2
500,456,0.007,0.0005,5000,25,hyst_0.01,0.01,4,0.92,3,3.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 23}",0.0269,76.0,0.32,0.6,0.9326,34.8,93.1
500,55,0.007,0.0005,5000,25,hyst_0.01,0.01,3,0.52,6,6.0,False,4,3,"{""0"": 2, ""1"": 2, ""2"": 1, ""3"": 13, ""4"": 7}",0.0181,92.0,0.56,1.0,0.8926,38.2,93.0
500,7,0.007,0.0005,5000,25,hyst_0.01,0.01,3,0.64,3,3.0,False,3,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 16, ""4"": 7}",0.0089,92.0,0.6,1.24,0.8846,37.5,94.1
500,789,0.007,0.0005,5000,25,hyst_0.01,0.01,3,0.6,6,6.0,True,3,3,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 15, ""4"": 5}",0.0153,84.0,0.56,1.04,0.9221,36.6,93.3
500,999,0.007,0.0005,5000,25,hyst_0.01,0.01,4,0.68,3,3.0,False,3,4,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 4, ""4"": 17}",0.021,76.0,0.36,0.84,0.9222,37.3,93.6
500,123,0.007,0.001,5000,25,hyst_0.01,0.01,4,0.48,5,5.0,True,4,4,"{""0"": 1, ""1"": 6, ""2"": 0, ""3"": 6, ""4"": 12}",0.0373,60.0,0.52,0.96,0.8995,35.2,93.8
500,1337,0.007,0.001,5000,25,hyst_0.01,0.01,4,0.72,3,3.0,False,3,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 5, ""4"": 18}",0.0504,68.0,0.28,0.84,0.9149,36.4,93.4
500,2024,0.007,0.001,5000,25,hyst_0.01,0.01,4,0.68,4,4.0,True,4,4,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 3, ""4"": 17}",0.0278,76.0,0.32,0.88,0.9246,36.5,94.0
500,314,0.007,0.001,5000,25,hyst_0.01,0.01,4,0.76,6,6.0,True,4,4,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 2, ""4"": 19}",0.0472,60.0,0.44,0.72,0.9469,36.4,93.9
500,42,0.007,0.001,5000,25,hyst_0.01,0.01,3,0.88,3,3.0,True,3,3,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 22, ""4"": 0}",-0.0091,88.0,0.36,0.76,0.9204,35.7,94.2
500,456,0.007,0.001,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 24}",0.0802,52.0,0.52,0.88,0.9145,35.9,93.9
500,55,0.007,0.001,5000,25,hyst_0.01,0.01,4,0.52,8,8.0,True,4,4,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 6, ""4"": 13}",0.0582,68.0,0.52,1.04,0.8823,39.4,93.4
500,7,0.007,0.001,5000,25,hyst_0.01,0.01,3,0.36,10,10.0,True,3,3,"{""0"": 2, ""1"": 6, ""2"": 1, ""3"": 9, ""4"": 7}",0.0164,80.0,0.44,0.84,0.9177,37.4,93.4
500,789,0.007,0.001,5000,25,hyst_0.01,0.01,3,0.6,6,6.0,True,3,3,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 15, ""4"": 5}",0.0125,84.0,0.52,1.08,0.9138,39.1,93.7
500,999,0.007,0.001,5000,25,hyst_0.01,0.01,4,0.76,5,5.0,True,4,4,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 19}",0.0336,76.0,0.16,0.52,0.9528,38.0,94.2
500,123,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.56,9,9.0,True,4,4,"{""0"": 1, ""1"": 6, ""2"": 1, ""3"": 3, ""4"": 14}",0.0664,32.0,0.44,0.96,0.923,37.2,94.2
500,1337,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.68,5,5.0,False,3,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 6, ""4"": 17}",0.0952,44.0,0.28,0.8,0.9136,37.1,93.6
500,2024,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.44,12,12.0,False,1,4,"{""0"": 3, ""1"": 6, ""2"": 0, ""3"": 5, ""4"": 11}",0.0721,48.0,0.52,0.96,0.9063,39.4,93.0
500,314,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.72,5,5.0,True,4,4,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 18}",0.0737,60.0,0.44,0.88,0.933,34.9,94.5
500,42,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.72,10,10.0,True,4,4,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 4, ""4"": 18}",0.0538,28.0,0.4,0.96,0.9103,40.4,93.7
500,456,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.88,4,4.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 22}",0.0456,52.0,0.48,0.88,0.927,34.9,94.1
500,55,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.72,6,6.0,True,4,4,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 3, ""4"": 18}",0.0901,60.0,0.48,1.24,0.9034,38.6,93.2
500,7,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.92,3,3.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 23}",0.0871,36.0,0.48,1.0,0.9068,36.2,94.6
500,789,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.84,3,3.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 1, ""4"": 21}",0.0675,48.0,0.4,0.88,0.9165,34.2,93.6
500,999,0.007,0.002,5000,25,hyst_0.01,0.01,4,0.48,7,7.0,False,4,3,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 9, ""4"": 12}",0.0184,64.0,0.36,0.72,0.9184,40.3,94.2
500,123,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.92,2,2.0,True,4,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 23}",0.1588,24.0,0.4,0.6,0.9249,36.6,93.0
500,1337,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.84,6,6.0,True,4,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 2, ""4"": 21}",0.1839,16.0,0.52,1.0,0.9055,36.3,94.5
500,2024,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.92,2,2.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 23}",0.1675,16.0,0.56,1.12,0.9074,37.7,93.6
500,314,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.88,5,5.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 22}",0.188,16.0,0.4,0.96,0.9329,36.3,93.6
500,42,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.76,6,6.0,True,4,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 19}",0.0762,40.0,0.4,1.04,0.9104,38.8,94.4
500,456,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.96,1,1.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 24}",0.1661,16.0,0.28,0.56,0.9382,33.4,93.1
500,55,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.92,1,1.0,True,4,4,"{""0"": 2, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 23}",0.2076,16.0,0.36,0.88,0.9329,36.2,94.0
500,7,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.92,1,1.0,True,4,4,"{""0"": 2, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 23}",0.1458,20.0,0.52,1.2,0.9018,36.3,94.4
500,789,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.72,6,6.0,True,4,4,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 2, ""4"": 18}",0.106,24.0,0.32,0.56,0.9477,36.2,93.8
500,999,0.007,0.005,5000,25,hyst_0.01,0.01,4,0.84,4,4.0,True,4,4,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 0, ""4"": 21}",0.199,20.0,0.6,0.96,0.9233,36.8,94.0
500,123,0.008,0.0005,5000,25,hyst_0.01,0.01,3,0.56,8,8.0,True,3,3,"{""0"": 2, ""1"": 8, ""2"": 1, ""3"": 14, ""4"": 0}",-0.0001,80.0,0.76,1.68,0.8971,46.1,99.3
500,1337,0.008,0.0005,5000,25,hyst_0.01,0.01,3,0.64,4,4.0,True,3,3,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 16, ""4"": 5}",0.0093,92.0,0.92,1.6,0.9004,43.0,98.2
500,2024,0.008,0.0005,5000,25,hyst_0.01,0.01,3,0.56,9,9.0,True,3,3,"{""0"": 2, ""1"": 5, ""2"": 0, ""3"": 14, ""4"": 4}",0.0128,80.0,1.12,1.76,0.8919,41.2,99.3
500,314,0.008,0.0005,5000,25,hyst_0.01,0.01,4,0.48,8,8.0,False,1,4,"{""0"": 1, ""1"": 7, ""2"": 1, ""3"": 4, ""4"": 12}",0.0207,80.0,0.8,2.0,0.8872,44.9,100.3
500,42,0.008,0.0005,5000,25,hyst_0.01,0.01,4,0.56,8,8.0,False,3,4,"{""0"": 1, ""1"": 5, ""2"": 0, ""3"": 5, ""4"": 14}",0.0127,72.0,0.92,1.6,0.8916,42.4,99.9
500,456,0.008,0.0005,5000,25,hyst_0.01,0.01,4,0.88,4,4.0,True,4,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 1, ""4"": 22}",0.0349,56.0,0.76,1.72,0.9131,42.2,99.4
500,55,0.008,0.0005,5000,25,hyst_0.01,0.01,4,0.36,10,10.0,False,4,1,"{""0"": 1, ""1"": 9, ""2"": 0, ""3"": 6, ""4"": 9}",0.0542,60.0,1.0,1.72,0.8982,43.9,99.3
500,7,0.008,0.0005,5000,25,hyst_0.01,0.01,4,0.48,11,11.0,False,4,3,"{""0"": 1, ""1"": 4, ""2"": 0, ""3"": 8, ""4"": 12}",0.0243,56.0,0.84,1.8,0.8943,45.7,100.7
500,789,0.008,0.0005,5000,25,hyst_0.01,0.01,3,0.56,9,9.0,True,3,3,"{""0"": 2, ""1"": 5, ""2"": 0, ""3"": 14, ""4"": 4}",0.004,92.0,0.96,2.12,0.9013,42.6,99.1
500,999,0.008,0.0005,5000,25,hyst_0.01,0.01,4,0.56,8,8.0,False,4,1,"{""0"": 3, ""1"": 5, ""2"": 0, ""3"": 3, ""4"": 14}",0.0397,56.0,0.88,1.52,0.9203,41.7,98.9
500,123,0.008,0.001,5000,25,hyst_0.01,0.01,3,0.64,5,5.0,True,3,3,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 16, ""4"": 7}",0.0067,72.0,0.96,1.52,0.892,42.3,98.7
500,1337,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.6,5,5.0,False,3,4,"{""0"": 2, ""1"": 2, ""2"": 1, ""3"": 5, ""4"": 15}",0.0383,56.0,1.04,1.8,0.8923,44.0,99.1
500,2024,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.6,6,6.0,True,4,4,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 4, ""4"": 15}",0.0507,52.0,0.68,1.28,0.8922,43.5,99.0
500,314,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.48,9,9.0,False,1,4,"{""0"": 1, ""1"": 7, ""2"": 0, ""3"": 5, ""4"": 12}",0.0629,60.0,0.68,1.8,0.876,44.4,99.5
500,42,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.44,8,8.0,False,4,3,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 9, ""4"": 11}",0.094,40.0,1.24,2.0,0.8898,43.3,99.6
500,456,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.44,10,10.0,True,4,4,"{""0"": 2, ""1"": 6, ""2"": 0, ""3"": 6, ""4"": 11}",0.0504,56.0,1.0,2.0,0.9032,43.8,99.7
500,55,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.84,4,4.0,True,4,4,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 21}",0.0266,48.0,0.76,1.92,0.9031,45.3,99.4
500,7,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.76,8,8.0,True,4,4,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 19}",0.0255,56.0,0.88,2.36,0.8882,42.2,99.9
500,789,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.72,6,6.0,True,4,4,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 1, ""4"": 18}",0.0442,48.0,0.72,1.6,0.8999,42.9,98.9
500,999,0.008,0.001,5000,25,hyst_0.01,0.01,4,0.76,7,7.0,True,4,4,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 19}",0.0581,44.0,1.0,1.52,0.9115,43.8,98.9
500,123,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.56,9,9.0,True,4,4,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 7, ""4"": 14}",0.0952,36.0,0.92,1.88,0.9162,45.9,99.7
500,1337,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.88,4,4.0,True,4,4,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 0, ""4"": 22}",0.1031,40.0,1.24,2.28,0.8638,41.2,99.4
500,2024,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.76,8,8.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 19}",0.0844,32.0,1.12,2.24,0.896,43.3,100.9
500,314,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.44,8,8.0,False,3,4,"{""0"": 1, ""1"": 5, ""2"": 0, ""3"": 8, ""4"": 11}",0.0458,48.0,0.68,1.72,0.9044,43.0,99.2
500,42,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.84,3,3.0,True,4,4,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 21}",0.1237,20.0,0.96,2.04,0.8874,45.6,101.1
500,456,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.8,7,7.0,True,4,4,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 2, ""4"": 20}",0.1141,20.0,0.48,1.04,0.9447,40.4,98.2
500,55,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.88,4,4.0,True,4,4,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 0, ""4"": 22}",0.0801,28.0,0.76,1.4,0.9157,41.2,99.0
500,7,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.68,10,10.0,True,4,4,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 4, ""4"": 17}",0.0683,24.0,0.68,1.68,0.8937,41.2,100.2
500,789,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.68,11,11.0,True,4,4,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 4, ""4"": 17}",0.0554,40.0,1.08,2.28,0.8853,45.8,99.7
500,999,0.008,0.002,5000,25,hyst_0.01,0.01,4,0.8,6,6.0,True,4,4,"{""0"": 3, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 20}",0.0933,24.0,0.68,1.36,0.9029,43.0,99.4
500,123,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.84,5,5.0,True,4,4,"{""0"": 2, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 21}",0.1722,4.0,0.64,1.64,0.8846,43.1,99.7
500,1337,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.88,3,3.0,True,4,4,"{""0"": 2, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 22}",0.1507,24.0,0.72,1.52,0.9003,43.2,99.1
500,2024,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.84,4,4.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 1, ""4"": 21}",0.1822,4.0,1.16,2.16,0.8883,45.3,99.8
500,314,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.72,8,8.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 18}",0.0776,20.0,0.96,1.68,0.8893,43.4,99.4
500,42,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.84,6,6.0,True,4,4,"{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 21}",0.1967,0.0,0.8,1.88,0.8961,46.4,99.7
500,456,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.88,4,4.0,True,4,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 22}",0.1675,8.0,0.68,1.6,0.9227,44.4,99.3
500,55,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.88,3,3.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 22}",0.2305,4.0,0.84,1.8,0.925,44.6,99.8
500,7,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.72,9,9.0,True,4,4,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 18}",0.1677,12.0,0.96,2.2,0.9051,44.7,99.4
500,789,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.76,7,7.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 19}",0.1571,20.0,0.92,1.68,0.924,44.3,99.1
500,999,0.008,0.005,5000,25,hyst_0.01,0.01,4,0.84,5,5.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 1, ""4"": 21}",0.1986,8.0,0.64,1.52,0.8889,45.3,99.3
500,123,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.6,8,8.0,True,4,4,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 6, ""4"": 15}",0.045,48.0,1.84,3.68,0.8662,53.8,111.8
500,1337,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.44,11,11.0,False,3,4,"{""0"": 0, ""1"": 5, ""2"": 0, ""3"": 9, ""4"": 11}",0.0191,60.0,2.04,4.08,0.8535,53.0,109.8
500,2024,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.72,6,6.0,True,4,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 5, ""4"": 18}",0.0335,52.0,2.2,4.32,0.8515,53.2,114.1
500,314,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.6,7,7.0,False,3,4,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 7, ""4"": 15}",0.0093,56.0,1.8,3.6,0.8554,52.3,110.4
500,42,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.64,6,6.0,True,4,4,"{""0"": 1, ""1"": 2, ""2"": 1, ""3"": 5, ""4"": 16}",0.0401,52.0,2.12,4.48,0.8524,52.8,111.0
500,456,0.01,0.0005,5000,25,hyst_0.01,0.01,3,0.44,8,8.0,True,3,3,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 11, ""4"": 9}",0.0092,84.0,1.96,4.08,0.8606,47.9,110.7
500,55,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.88,3,3.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 22}",0.0355,40.0,2.12,3.88,0.8527,51.6,111.7
500,7,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.56,7,7.0,True,4,4,"{""0"": 1, ""1"": 3, ""2"": 1, ""3"": 6, ""4"": 14}",0.0487,64.0,2.04,4.0,0.8632,47.6,111.2
500,789,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.68,10,10.0,True,4,4,"{""0"": 1, ""1"": 5, ""2"": 0, ""3"": 2, ""4"": 17}",0.0583,40.0,1.84,3.72,0.8423,52.0,110.9
500,999,0.01,0.0005,5000,25,hyst_0.01,0.01,4,0.88,5,5.0,True,4,4,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 1, ""4"": 22}",0.0367,52.0,2.28,4.52,0.8604,51.0,111.5
500,123,0.01,0.001,5000,25,hyst_0.01,0.01,4,0.76,3,3.0,True,4,4,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2, ""4"": 19}",0.0844,36.0,2.16,3.88,0.8358,52.1,110.9
500,1337,0.01,0.001,5000,25,hyst_0.01,0.01,4,0.68,7,7.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 4, ""4"": 17}",0.0379,36.0,1.6,3.48,0.8603,50.5,110.9
500,2024,0.01,0.001,5000,25,hyst_0.01,0.01,4,0.76,8,8.0,True,4,4,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 19}",0.0374,52.0,1.64,3.92,0.878,51.9,110.6
500,314,0.01,0.001,5000,25,hyst_0.01,0.01,4,0.68,8,8.0,True,4,4,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 4, ""4"": 17}",0.0563,44.0,1.6,3.52,0.8695,51.0,111.8
500,42,0.01,0.001,5000,25,hyst_0.01,0.01,4,0.68,11,11.0,True,4,4,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 4, ""4"": 17}",0.0369,16.0,1.76,4.08,0.8677,55.1,111.6
500,456,0.01,0.001,5000,25,hyst_0.01,0.01,4,0.72,11,11.0,True,4,4,"{""0"": 1, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 18}",0.0545,32.0,1.44,3.44,0.8701,54.8,111.8
500,55,0.01,0.001,5000,25,hyst_0.01,0.01,4,0.76,8,8.0,True,4,4,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 19}",0.0676,12.0,2.0,4.6,0.8348,51.6,111.2
