seed,window,lid,n_core,s_avg,r_core,rho,links_total,log10_pbirth,B,b_gen_old
1,13,78,2,0.041955,0.979004,0.000241,3018,-12.1004,12.1004,0.082148
1,13,79,2,0.080543,0.864479,0.000241,3018,-11.8711,11.8711,0.139256
1,13,80,2,0.061674,0.860762,0.000241,3018,-11.9889,11.9889,0.106173
1,14,84,3,0.498991,0.964323,0.000243,3038,-18.1823,18.1823,1.443567
1,14,85,2,0.533012,0.905846,0.000243,3038,-11.0273,11.0273,0.965653
1,14,87,2,0.112893,0.999968,0.000243,3038,-11.6584,11.6584,0.225778
1,14,88,2,0.172956,0.97296,0.000243,3038,-11.485,11.485,0.336559
1,14,89,2,0.141967,0.816903,0.000243,3038,-11.6467,11.6467,0.231947
1,14,90,2,0.020529,0.744782,0.000243,3038,-12.5267,12.5267,0.030579
1,15,92,5,0.286937,0.924785,0.000248,3103,-33.1397,33.1397,1.326775
1,15,93,5,0.284731,0.540676,0.000248,3103,-34.0855,34.0855,0.769734
1,16,98,2,0.108276,0.34825,0.000238,2979,-12.1432,12.1432,0.075414
1,16,99,2,0.088119,0.996032,0.000238,2979,-11.7762,11.7762,0.175539
1,16,100,2,0.071086,0.993347,0.000238,2979,-11.8707,11.8707,0.141226
1,16,95,2,0.033078,0.993656,0.000238,2979,-12.2028,12.2028,0.065736
1,17,104,2,0.095887,0.99223,0.000246,3075,-11.7274,11.7274,0.190283
1,17,105,2,0.074846,0.999243,0.000246,3075,-11.832,11.832,0.149579
1,17,102,2,0.117345,0.986125,0.000246,3075,-11.6424,11.6424,0.231433
1,17,103,2,0.158623,0.919199,0.000246,3075,-11.542,11.542,0.291613
1,18,106,5,0.385425,0.713544,0.000225,2815,-33.2467,33.2467,1.375086
1,18,107,4,0.473398,0.917618,0.000225,2815,-25.4435,25.4435,1.737593
1,18,108,2,0.017411,0.976102,0.000225,2815,-12.5138,12.5138,0.03399
1,18,109,2,0.03046,0.985306,0.000225,2815,-12.2669,12.2669,0.060026
1,18,110,2,0.106272,0.993044,0.000225,2815,-11.7208,11.7208,0.211066
1,18,111,2,0.031773,0.97322,0.000225,2815,-12.2539,12.2539,0.061845
1,18,114,2,0.010439,0.195824,0.000225,2815,-13.4336,13.4336,0.004088
1,18,115,2,0.04552,0.959003,0.000225,2815,-12.1041,12.1041,0.087308
1,19,116,5,0.377919,0.277011,0.00023,2878,-34.8861,34.8861,0.523439
1,19,118,2,0.007003,0.998588,0.00023,2878,-12.8899,12.8899,0.013985
1,19,119,2,0.019755,0.84339,0.00023,2878,-12.5129,12.5129,0.033322
1,20,128,2,0.153591,0.999582,0.000233,2907,-11.544,11.544,0.307053
1,20,130,2,0.081865,0.994754,0.000233,2907,-11.8194,11.8194,0.162871
1,20,131,2,0.055112,0.981994,0.000233,2907,-11.9968,11.9968,0.10824
1,20,132,2,0.223913,0.987297,0.000233,2907,-11.3857,11.3857,0.442137
1,20,133,2,0.144975,0.997438,0.000233,2907,-11.57,11.57,0.289208
1,20,134,2,0.183224,0.980915,0.000233,2907,-11.4756,11.4756,0.359455
1,20,135,2,0.047917,0.983102,0.000233,2907,-12.0571,12.0571,0.094215
1,20,136,2,0.137178,0.985206,0.000233,2907,-11.5994,11.5994,0.270297
1,20,137,2,0.27407,0.642487,0.000233,2907,-11.4845,11.4845,0.352173
1,20,120,5,0.232177,0.998308,0.000233,2907,-33.488,33.488,1.158923
1,20,122,2,0.516183,0.931841,0.000233,2907,-11.0481,11.0481,0.962001
1,20,123,2,0.035649,0.992645,0.000233,2907,-12.1814,12.1814,0.070773
1,20,125,2,0.062636,0.957707,0.000233,2907,-11.9521,11.9521,0.119973
1,20,126,2,0.048686,0.89469,0.000233,2907,-12.0911,12.0911,0.087118
1,20,127,2,0.198957,0.848912,0.000233,2907,-11.5026,11.5026,0.337794
1,22,138,3,0.472915,0.618068,0.000234,2922,-18.6491,18.6491,0.87688
1,22,139,2,0.488852,0.969174,0.000234,2922,-11.0524,11.0524,0.947566
1,22,141,2,0.067618,0.998845,0.000234,2922,-11.8984,11.8984,0.135079
1,23,142,4,0.419955,0.764261,0.000222,2779,-25.8546,25.8546,1.283822
1,23,143,2,0.025355,0.999562,0.000222,2779,-12.3459,12.3459,0.050687
1,23,144,2,0.020096,0.937117,0.000222,2779,-12.4749,12.4749,0.037664
1,23,145,2,0.018503,0.62829,0.000222,2779,-12.6844,12.6844,0.023251
1,23,147,2,0.032099,0.884041,0.000222,2779,-12.2968,12.2968,0.056754
1,23,149,2,0.017125,0.825388,0.000222,2779,-12.5995,12.5995,0.02827
1,24,153,2,0.011992,0.979613,0.000238,2970,-12.6509,12.6509,0.023496
1,24,155,2,0.023529,0.986588,0.000238,2970,-12.3552,12.3552,0.046426
1,24,151,3,0.434945,0.082491,0.000238,2970,-20.4569,20.4569,0.107637
1,27,160,2,0.028158,0.90365,0.000222,2779,-12.3442,12.3442,0.050891
1,27,162,2,0.167107,0.953221,0.000222,2779,-11.5476,11.5476,0.318581
1,27,156,5,0.421821,0.573932,0.000222,2779,-33.4906,33.4906,1.210482
1,27,157,4,0.355095,0.184015,0.000222,2779,-27.9284,27.9284,0.261371
1,27,159,2,0.139872,0.391979,0.000222,2779,-12.0108,12.0108,0.109654
1,29,164,2,0.087883,0.915986,0.000229,2864,-11.8309,11.8309,0.160999
1,29,167,2,0.117596,0.99127,0.000229,2864,-11.6701,11.6701,0.233138
1,29,168,2,0.131399,0.422624,0.000229,2864,-11.9921,11.9921,0.111064
1,29,169,2,0.099327,0.970231,0.000229,2864,-11.7527,11.7527,0.192739
1,29,170,2,0.193361,0.973443,0.000229,2864,-11.462,11.462,0.376451
1,30,171,3,0.408865,0.445504,0.000227,2834,-19.0865,19.0865,0.546453
1,30,174,2,0.010889,0.894021,0.000227,2834,-12.7529,12.7529,0.01947
1,31,176,3,0.440413,0.883611,0.000219,2742,-18.4558,18.4558,1.167461
1,31,175,3,0.285429,0.349409,0.000219,2742,-19.6383,19.6383,0.299194
1,32,177,5,0.439683,0.39154,0.000216,2705,-34.1298,34.1298,0.860766
1,32,178,3,0.465823,0.867772,0.000216,2705,-18.4346,18.4346,1.212685
1,32,180,2,0.078826,0.898843,0.000216,2705,-11.9111,11.9111,0.141705
1,32,182,2,0.09723,0.795289,0.000216,2705,-11.8732,11.8732,0.154652
1,32,183,2,0.118383,0.996122,0.000216,2705,-11.6899,11.6899,0.235848
1,32,184,2,0.1933,0.904607,0.000216,2705,-11.5188,11.5188,0.349722
1,32,185,2,0.196615,0.957286,0.000216,2705,-11.4868,11.4868,0.376433
1,33,192,2,0.156712,0.957825,0.00023,2879,-11.558,11.558,0.300206
1,33,193,2,0.167224,0.988124,0.00023,2879,-11.5163,11.5163,0.330476
1,33,186,3,0.274778,0.825378,0.00023,2879,-18.8824,18.8824,0.680386
1,33,187,5,0.36701,0.823192,0.00023,2879,-33.0444,33.0444,1.5106
1,33,189,2,0.01698,0.848301,0.00023,2879,-12.5759,12.5759,0.028808
1,33,191,2,0.135013,0.995212,0.00023,2879,-11.6061,11.6061,0.268734
1,34,194,5,0.356883,0.332567,0.000224,2804,-34.7134,34.7134,0.593438
1,34,195,5,0.365041,0.653282,0.000224,2804,-33.5012,33.5012,1.192373
1,35,196,5,0.228621,0.416788,0.000225,2811,-35.0905,35.0905,0.476431
1,35,197,2,0.011931,0.900165,0.000225,2811,-12.7138,12.7138,0.021479
1,35,198,2,0.027325,0.404,0.000225,2811,-12.7018,12.7018,0.022079
1,35,199,2,0.10307,0.961719,0.000225,2811,-11.7486,11.7486,0.198249
1,36,201,5,0.477596,0.442067,0.000225,2811,-33.7085,33.7085,1.055647
1,36,202,2,0.080301,0.873996,0.000225,2811,-11.8986,11.8986,0.140366
1,36,203,2,0.007821,0.735689,0.000225,2811,-12.9848,12.9848,0.011508
1,36,204,2,0.020525,0.947226,0.000225,2811,-12.456,12.456,0.038883
1,36,207,2,0.085504,0.899731,0.000225,2811,-11.8587,11.8587,0.153861
1,36,208,2,0.234129,0.973794,0.000225,2811,-11.3869,11.3869,0.455987
1,36,209,2,0.033854,0.706636,0.000225,2811,-12.366,12.366,0.047845
1,38,211,5,0.282262,0.171085,0.000218,2722,-36.3271,36.3271,0.241454
1,38,212,5,0.314742,0.772518,0.000218,2722,-33.5191,33.5191,1.21572
1,38,213,2,0.029603,0.911921,0.000218,2722,-12.3275,12.3275,0.053991
1,38,215,2,0.03587,0.992021,0.000218,2722,-12.2075,12.2075,0.071167
1,39,216,5,0.233935,0.722503,0.000225,2816,-34.0918,34.0918,0.845092
1,39,218,2,0.017322,0.784956,0.000225,2816,-12.6106,12.6106,0.027194
1,39,219,2,0.009842,0.743127,0.000225,2816,-12.8799,12.8799,0.014628
1,39,220,2,0.011365,0.94818,0.000225,2816,-12.7116,12.7116,0.021551
1,40,224,2,0.03631,0.917462,0.000217,2710,-12.2381,12.2381,0.066626
1,40,225,2,0.153645,0.786632,0.000217,2710,-11.6784,11.6784,0.241724
1,40,226,2,0.050484,0.752138,0.000217,2710,-12.1812,12.1812,0.075942
1,40,228,2,0.01514,0.998074,0.000217,2710,-12.5814,12.5814,0.030222
1,40,232,2,0.425139,0.923602,0.000217,2710,-11.1667,11.1667,0.785319
1,40,233,2,0.117559,0.956643,0.000217,2710,-11.7097,11.7097,0.224924
1,40,234,2,0.090461,0.804516,0.000217,2710,-11.8987,11.8987,0.145555
1,40,222,4,0.438869,0.195954,0.000217,2710,-27.6032,27.6032,0.343993
1,40,223,3,0.358565,0.793865,0.000217,2710,-18.7376,18.7376,0.853957
1,41,235,4,0.405338,0.294838,0.000225,2807,-27.1287,27.1287,0.478036
1,41,236,2,0.007271,0.741202,0.000225,2807,-13.0139,13.0139,0.010779
1,41,237,2,0.028233,0.982104,0.000225,2807,-12.3025,12.3025,0.055456
1,41,239,2,0.014139,0.949165,0.000225,2807,-12.6176,12.6176,0.026841
1,41,240,2,0.016791,0.962401,0.000225,2807,-12.537,12.537,0.032319
1,42,242,2,0.041383,0.996807,0.00022,2755,-12.1381,12.1381,0.082501
1,42,243,2,0.042118,0.988119,0.00022,2755,-12.1342,12.1342,0.083235
1,42,245,2,0.232761,0.952118,0.00022,2755,-11.4079,11.4079,0.443233
1,42,246,2,0.044414,0.935376,0.00022,2755,-12.135,12.135,0.083088
1,42,248,2,0.062131,0.984266,0.00022,2755,-11.9671,11.9671,0.122307
1,42,249,2,0.208652,0.999427,0.00022,2755,-11.4344,11.4344,0.417064
1,43,250,5,0.240891,0.529579,0.000219,2732,-34.6332,34.6332,0.637854
1,44,257,2,0.204633,0.890956,0.000226,2819,-11.4827,11.4827,0.364637
1,44,258,2,0.116528,0.999655,0.000226,2819,-11.6773,11.6773,0.232976
1,44,252,5,0.34255,0.134817,0.000226,2819,-36.3438,36.3438,0.230908
1,44,253,5,0.301402,0.562368,0.000226,2819,-34.085,34.085,0.847495
1,45,259,4,0.314737,0.886146,0.00021,2625,-26.1119,26.1119,1.115611
1,46,262,2,0.008592,0.876519,0.000209,2607,-12.9006,12.9006,0.015061
1,46,263,2,0.193612,0.901952,0.000209,2607,-11.5354,11.5354,0.349257
1,46,264,2,0.034752,0.999993,0.000209,2607,-12.2365,12.2365,0.069504
1,46,266,2,0.033207,0.977498,0.000209,2607,-12.2662,12.2662,0.06492
1,46,267,2,0.013713,0.997227,0.000209,2607,-12.6416,12.6416,0.02735
1,46,268,2,0.436962,0.990402,0.000209,2607,-11.1413,11.1413,0.865536
1,46,269,2,0.025388,0.982557,0.000209,2607,-12.3805,12.3805,0.04989
1,46,270,2,0.009887,0.960462,0.000209,2607,-12.8,12.8,0.018992
1,47,273,4,0.333072,0.85722,0.000219,2738,-26.0264,26.0264,1.142062
1,47,274,2,0.049714,0.684982,0.000219,2738,-12.2241,12.2241,0.068107
1,47,276,2,0.346362,0.786288,0.000219,2738,-11.3211,11.3211,0.544681
1,47,279,2,0.034816,0.996682,0.000219,2738,-12.2159,12.2159,0.069401
1,47,280,2,0.04796,0.875981,0.000219,2738,-12.1328,12.1328,0.084024
1,49,281,5,0.299875,0.769159,0.000219,2731,-33.605,33.605,1.153255
1,50,288,2,0.054249,0.970342,0.000216,2696,-12.0416,12.0416,0.10528
1,50,291,2,0.195062,0.719094,0.000216,2696,-11.616,11.616,0.280536
1,50,292,2,0.010279,0.961342,0.000216,2696,-12.7681,12.7681,0.019763
1,50,293,2,0.024024,0.997309,0.000216,2696,-12.3835,12.3835,0.04792
1,50,283,4,0.482354,0.662819,0.000216,2696,-25.8992,25.8992,1.278854
1,50,284,5,0.380129,0.465784,0.000216,2696,-34.0868,34.0868,0.885291
1,50,285,2,0.044478,0.557664,0.000216,2696,-12.3684,12.3684,0.049608
1,50,287,2,0.007309,0.98493,0.000216,2696,-12.9057,12.9057,0.014397
1,51,297,2,0.016425,0.98155,0.000219,2742,-12.5482,12.5482,0.032243
1,51,294,3,0.26428,0.90689,0.000219,2742,-18.8768,18.8768,0.719018
1,51,295,2,0.027865,0.921799,0.000219,2742,-12.3459,12.3459,0.051373
1,52,298,4,0.504702,0.220805,0.000217,2710,-27.2656,27.2656,0.445763
1,52,299,2,0.012139,0.992798,0.000217,2710,-12.6796,12.6796,0.024103
1,52,300,2,0.016683,0.999601,0.000217,2710,-12.5386,12.5386,0.033352
1,52,302,2,0.012508,0.933173,0.000217,2710,-12.6935,12.6935,0.023344
1,53,312,2,0.053657,0.855098,0.000217,2713,-12.0986,12.0986,0.091764
1,53,311,2,0.588981,0.714704,0.000217,2713,-11.136,11.136,0.841895
1,53,310,2,0.157279,0.824826,0.000217,2713,-11.6472,11.6472,0.259455
1,53,303,2,0.045676,0.999671,0.000217,2713,-12.1007,12.1007,0.091322
1,54,320,2,0.017864,0.845137,0.000214,2676,-12.5873,12.5873,0.030195
1,54,321,2,0.051761,0.999989,0.000214,2676,-12.0522,12.0522,0.10352
1,54,322,2,0.040578,0.992689,0.000214,2676,-12.1611,12.1611,0.080564
1,54,323,2,0.027459,0.951108,0.000214,2676,-12.3492,12.3492,0.052233
1,54,313,3,0.362465,0.954488,0.000214,2676,-18.5791,18.5791,1.037906
1,54,314,2,0.107192,0.99976,0.000214,2676,-11.7361,11.7361,0.214333
1,54,317,2,0.036871,0.622506,0.000214,2676,-12.4053,12.4053,0.045905
1,55,326,5,0.439676,0.777,0.000213,2661,-32.9677,32.9677,1.70814
1,55,327,2,0.027475,0.999926,0.000213,2661,-12.3297,12.3297,0.054945
1,56,330,3,0.475154,0.640043,0.000217,2713,-18.6792,18.6792,0.912357
1,57,331,3,0.355042,0.778579,0.00022,2746,-18.7516,18.7516,0.829285
1,57,334,2,0.120063,0.947917,0.00022,2746,-11.6988,11.6988,0.227619
1,57,336,2,0.128729,0.988653,0.00022,2746,-11.6502,11.6502,0.254537
1,57,337,2,0.013576,0.998851,0.00022,2746,-12.6227,12.6227,0.027121
1,57,339,2,0.024715,0.977267,0.00022,2746,-12.372,12.372,0.048307
1,57,340,2,0.012564,0.891183,0.00022,2746,-12.7059,12.7059,0.022394
1,57,342,2,0.060966,0.86959,0.00022,2746,-12.0305,12.0305,0.10603
1,57,343,2,0.048938,0.680811,0.00022,2746,-12.2323,12.2323,0.066636
1,58,344,4,0.274342,0.485634,0.000211,2641,-27.0665,27.0665,0.532919
1,58,346,2,0.020258,0.998082,0.000211,2641,-12.4661,12.4661,0.040437
1,58,347,2,0.029472,0.999186,0.000211,2641,-12.3028,12.3028,0.058897
1,59,350,4,0.341028,0.595111,0.000212,2645,-26.5162,26.5162,0.811798
1,59,351,3,0.452457,0.985507,0.000212,2645,-18.3688,18.3688,1.337697
1,60,355,2,0.012149,0.981556,0.000211,2632,-12.6969,12.6969,0.02385
1,60,357,2,0.018998,0.985779,0.000211,2632,-12.5009,12.5009,0.037455
1,60,359,2,0.177943,0.986514,0.000211,2632,-11.529,11.529,0.351086
1,61,361,5,0.352466,0.367689,0.000214,2672,-34.6444,34.6444,0.64799
1,61,364,2,0.141647,0.958969,0.000214,2672,-11.6338,11.6338,0.27167
1,61,365,2,0.162043,0.997538,0.000214,2672,-11.5583,11.5583,0.323289
1,61,366,2,0.169281,0.999291,0.000214,2672,-11.5385,11.5385,0.338321
1,61,367,2,0.072724,0.989517,0.000214,2672,-11.9097,11.9097,0.143923
1,62,372,2,0.016221,0.895175,0.000214,2670,-12.6051,12.6051,0.029041
1,62,373,2,0.018085,0.958554,0.000214,2670,-12.5282,12.5282,0.034671
1,63,376,2,0.184107,0.842195,0.000212,2644,-11.5809,11.5809,0.310109
1,63,377,2,0.189906,0.898315,0.000212,2644,-11.5394,11.5394,0.34119
1,63,374,5,0.285315,0.908358,0.000212,2644,-33.4587,33.4587,1.29584
1,64,378,5,0.350981,0.17044,0.000208,2604,-36.0321,36.0321,0.299107
1,64,380,2,0.017224,0.920381,0.000208,2604,-12.5779,12.5779,0.031705
1,64,381,2,0.689272,0.972623,0.000208,2604,-10.9517,10.9517,1.340804
1,65,387,2,0.01066,0.999899,0.000214,2670,-12.7394,12.7394,0.021318
1,65,388,2,0.637646,0.871177,0.000214,2670,-11.0224,11.0224,1.111005
1,65,389,2,0.619121,0.891157,0.000214,2670,-11.0254,11.0254,1.103468
1,65,390,2,0.0119,0.836744,0.000214,2670,-12.769,12.769,0.019914
1,66,392,5,0.286184,0.325997,0.000208,2605,-35.2594,35.2594,0.466477
1,66,395,2,0.08876,0.994477,0.000208,2605,-11.832,11.832,0.17654
1,67,396,5,0.400128,0.497175,0.000214,2676,-33.8973,33.8973,0.994667
1,67,397,5,0.290847,0.832243,0.000214,2676,-33.5565,33.5565,1.210276
1,67,398,4,0.237137,0.834568,0.000214,2676,-26.5338,26.5338,0.791629
1,68,401,4,0.434741,0.787686,0.000214,2677,-25.8189,25.8189,1.369758
1,68,402,3,0.468374,0.667965,0.000214,2677,-18.6662,18.6662,0.938572
1,68,403,2,0.051463,0.998471,0.000214,2677,-12.0552,12.0552,0.102768
1,68,405,2,0.031354,0.998473,0.000214,2677,-12.2704,12.2704,0.062612
1,68,406,2,0.045733,0.389954,0.000214,2677,-12.5148,12.5148,0.035667
1,68,407,2,0.071366,0.996165,0.000214,2677,-11.9142,11.9142,0.142185
1,68,410,2,0.051217,0.862105,0.000214,2677,-12.121,12.121,0.088308
1,68,414,2,0.017394,0.994036,0.000214,2677,-12.5282,12.5282,0.03458
2,0,1,2,0.031881,0.991356,0.000242,3029,-12.2126,12.2126,0.063211
2,0,3,2,0.18847,0.606308,0.000242,3029,-11.6544,11.6544,0.228542
2,0,4,2,0.012937,0.940037,0.000242,3029,-12.6274,12.6274,0.024323
2,0,6,2,0.024904,0.588835,0.000242,3029,-12.5461,12.5461,0.029329
2,0,7,2,0.024733,0.97529,0.000242,3029,-12.3299,12.3299,0.048243
2,0,8,2,0.082823,0.940433,0.000242,3029,-11.8209,11.8209,0.155778
2,0,9,2,0.058361,0.985583,0.000242,3029,-11.9525,11.9525,0.115039
2,0,10,2,0.01901,0.985743,0.000242,3029,-12.4396,12.4396,0.037478
2,1,16,2,0.890665,0.991412,0.000242,3021,-10.7675,10.7675,1.766031
2,1,12,2,0.194032,0.993064,0.000242,3021,-11.4286,11.4286,0.385373
2,1,14,2,0.181593,0.991518,0.000242,3021,-11.4581,11.4581,0.360105
2,2,17,5,0.240542,0.803604,0.000239,2981,-33.7597,33.7597,0.966504
2,2,19,2,0.10791,0.999736,0.000239,2981,-11.6863,11.6863,0.215763
2,2,20,2,0.141798,0.974795,0.000239,2981,-11.5787,11.5787,0.276447
2,2,21,2,0.03722,0.990671,0.000239,2981,-12.1526,12.1526,0.073745
2,2,22,2,0.074528,0.551997,0.000239,2981,-12.105,12.105,0.082279
2,2,24,2,0.195174,0.927233,0.000239,2981,-11.4617,11.4617,0.361943
2,2,25,2,0.024265,0.99807,0.000239,2981,-12.3351,12.3351,0.048436
2,2,28,2,0.137407,0.970334,0.000239,2981,-11.5944,11.5944,0.266661
2,3,29,5,0.464712,0.501715,0.000254,3174,-33.3251,33.3251,1.165765
2,3,30,2,0.331283,0.059575,0.000254,3174,-12.3968,12.3968,0.039473
2,4,32,3,0.204964,0.947776,0.000251,3133,-18.9435,18.9435,0.582779
2,4,33,5,0.359712,0.847073,0.000251,3133,-32.8827,32.8827,1.523512
2,6,34,2,0.598392,0.997164,0.000241,3006,-10.9399,10.9399,1.19339
2,6,35,2,0.588981,0.612022,0.000241,3006,-11.1588,11.1588,0.720939
2,7,37,5,0.291425,0.583581,0.000242,3021,-33.959,33.959,0.850352
2,7,39,2,0.032666,0.988992,0.000242,3021,-12.2042,12.2042,0.064613
2,7,40,2,0.047019,0.849729,0.000242,3021,-12.1119,12.1119,0.079908
2,7,41,2,0.063131,0.982556,0.000242,3021,-11.9209,11.9209,0.12406
2,7,44,2,0.133075,0.96269,0.000242,3021,-11.6059,11.6059,0.25622
2,7,45,2,0.024652,0.999363,0.000242,3021,-12.3219,12.3219,0.049273
2,7,47,2,0.019984,0.980431,0.000242,3021,-12.4214,12.4214,0.039187
2,7,48,2,0.125919,0.8337,0.000242,3021,-11.6924,11.6924,0.209958
2,7,49,2,0.080619,0.981274,0.000242,3021,-11.8153,11.8153,0.158218
2,9,52,5,0.262199,0.653292,0.000239,2984,-33.9679,33.9679,0.856462
2,9,53,4,0.460177,0.958741,0.000239,2984,-25.3473,25.3473,1.764762
2,9,54,5,0.375919,0.615416,0.000239,2984,-33.4458,33.4458,1.156734
2,9,55,3,0.295244,0.911726,0.000239,2984,-18.7025,18.7025,0.807545
2,9,56,2,0.089693,0.976499,0.000239,2984,-11.7764,11.7764,0.175171
2,9,58,2,0.310739,0.604731,0.000239,2984,-11.4449,11.4449,0.375827
2,11,59,5,0.264801,0.230968,0.000237,2965,-35.7681,35.7681,0.305802
2,11,60,2,0.077987,0.844273,0.000237,2965,-11.9031,11.9031,0.131685
2,11,62,2,0.089282,0.962241,0.000237,2965,-11.7876,11.7876,0.171822
2,12,65,2,0.009821,0.992075,0.000233,2914,-12.7405,12.7405,0.019487
2,12,66,2,0.041928,0.994349,0.000233,2914,-12.1091,12.1091,0.083382
2,12,67,2,0.02871,0.781035,0.000233,2914,-12.3785,12.3785,0.044847
2,12,68,2,0.033032,0.905265,0.000233,2914,-12.2534,12.2534,0.059805
2,12,69,2,0.012605,0.910473,0.000233,2914,-12.6693,12.6693,0.022952
2,12,71,2,0.02729,0.930488,0.000233,2914,-12.3244,12.3244,0.050786
2,12,72,2,0.009846,0.733708,0.000233,2914,-12.8704,12.8704,0.014449
2,12,63,2,0.013792,0.38052,0.000233,2914,-13.0092,13.0092,0.010496
2,13,74,4,0.299832,0.503704,0.000232,2901,-26.7808,26.7808,0.604106
2,13,75,2,0.037292,0.977032,0.000232,2901,-12.1696,12.1696,0.072871
2,14,78,2,0.031916,0.999592,0.000243,3034,-12.2078,12.2078,0.063806
2,14,79,2,0.061566,0.35234,0.000243,3034,-12.3753,12.3753,0.043384
2,15,80,3,0.402163,0.980666,0.000237,2966,-18.376,18.376,1.183162
2,15,84,2,0.057629,0.999589,0.000237,2966,-11.961,11.961,0.115211
2,15,85,2,0.048326,0.990757,0.000237,2966,-12.0413,12.0413,0.095758
2,15,86,2,0.115362,0.615453,0.000237,2966,-11.8702,11.8702,0.141999
2,15,87,2,0.321923,0.763378,0.000237,2966,-11.331,11.331,0.491498
2,15,90,2,0.010448,0.999917,0.000237,2966,-12.7025,12.7025,0.020894
2,15,91,2,0.103045,0.968439,0.000237,2966,-11.7224,11.7224,0.199585
2,15,92,2,0.05896,0.962861,0.000237,2966,-11.9674,11.9674,0.11354
2,15,94,2,0.022447,0.935528,0.000237,2966,-12.3993,12.3993,0.041999
2,16,97,2,0.206675,0.95826,0.000235,2934,-11.4294,11.4294,0.396096
2,16,101,2,0.175354,0.984776,0.000235,2934,-11.4889,11.4889,0.345369
2,16,95,2,0.575074,0.994885,0.000235,2934,-10.9687,10.9687,1.144264
2,17,102,5,0.429097,0.819377,0.000238,2977,-32.7228,32.7228,1.757962
2,17,103,3,0.39215,0.709524,0.000238,2977,-18.6757,18.6757,0.834719
2,17,104,5,0.333155,0.38988,0.000238,2977,-34.4527,34.4527,0.649451
2,17,105,2,0.250329,0.951213,0.000238,2977,-11.3431,11.3431,0.476231
2,17,106,2,0.164699,0.96037,0.000238,2977,-11.5207,11.5207,0.316344
2,17,107,2,0.19802,0.471049,0.000238,2977,-11.7501,11.7501,0.186554
2,17,108,2,0.117474,0.857765,0.000238,2977,-11.7166,11.7166,0.20153
2,17,109,2,0.119069,0.921601,0.000238,2977,-11.6795,11.6795,0.219469
2,18,112,2,0.011433,0.999151,0.000234,2919,-12.6706,12.6706,0.022847
2,18,111,5,0.286851,0.943579,0.000234,2919,-33.2114,33.2114,1.353333
2,19,114,4,0.389186,0.806817,0.000237,2957,-25.8023,25.8023,1.256009
2,19,115,4,0.319019,0.250396,0.000237,2957,-27.5857,27.5857,0.319525
2,19,116,2,0.02185,0.969037,0.000237,2957,-12.397,12.397,0.042346
2,19,117,2,0.072607,0.999894,0.000237,2957,-11.8619,11.8619,0.145198
2,19,119,2,0.104236,0.973328,0.000237,2957,-11.7165,11.7165,0.202912
2,19,120,2,0.016698,0.99834,0.000237,2957,-12.5009,12.5009,0.033341
2,19,121,2,0.026595,0.997124,0.000237,2957,-12.2992,12.2992,0.053036
2,19,122,2,0.026701,0.998874,0.000237,2957,-12.2968,12.2968,0.053343
2,19,124,2,0.016228,0.979096,0.000237,2957,-12.5217,12.5217,0.031778
2,20,128,2,0.039454,0.995702,0.000227,2834,-12.147,12.147,0.078569
2,20,131,2,0.040241,0.966585,0.000227,2834,-12.1513,12.1513,0.077792
2,20,132,2,0.007369,0.607558,0.000227,2834,-13.0903,13.0903,0.008955
2,20,133,2,0.111174,0.860401,0.000227,2834,-11.7605,11.7605,0.191308
2,20,134,2,0.135991,0.974927,0.000227,2834,-11.6188,11.6188,0.265162
2,20,136,2,0.014644,0.956783,0.000227,2834,-12.5948,12.5948,0.028023
2,20,137,2,0.076425,0.999972,0.000227,2834,-11.858,11.858,0.152845
2,20,138,2,0.045039,0.804503,0.000227,2834,-12.1821,12.1821,0.072469
2,20,125,4,0.420128,0.447638,0.000227,2834,-26.5255,26.5255,0.75226
2,20,127,2,0.012014,0.256715,0.000227,2834,-13.2521,13.2521,0.006169
2,21,139,3,0.282956,0.811837,0.000229,2865,-18.8755,18.8755,0.689142
2,21,140,5,0.257024,0.524654,0.000229,2865,-34.4542,34.4542,0.674242
2,21,141,5,0.346998,0.844607,0.000229,2865,-33.1057,33.1057,1.465383
2,21,142,2,0.19731,0.989806,0.000229,2865,-11.4458,11.4458,0.390598
2,21,143,2,0.129026,0.966612,0.000229,2865,-11.6406,11.6406,0.249437
2,21,146,2,0.223131,0.569991,0.000229,2865,-11.6321,11.6321,0.254365
2,21,148,2,0.40959,0.968594,0.000229,2865,-11.138,11.138,0.793452
2,22,149,5,0.266026,0.902814,0.000232,2895,-33.4334,33.4334,1.200861
2,22,150,2,0.256856,0.999957,0.000232,2895,-11.3223,11.3223,0.513691
2,22,152,2,0.611791,0.984821,0.000232,2895,-10.952,10.952,1.205009
2,22,155,2,0.094307,0.992887,0.000232,2895,-11.7606,11.7606,0.187273
2,22,156,2,0.040334,0.880445,0.000232,2895,-12.1816,12.1816,0.071024
2,22,158,2,0.047267,0.99941,0.000232,2895,-12.0577,12.0577,0.094478
2,22,159,2,0.030553,0.89424,0.000232,2895,-12.2955,12.2955,0.054643
2,23,160,3,0.260298,0.268573,0.000224,2795,-19.9303,19.9303,0.209727
2,23,161,2,0.076394,0.96741,0.000224,2795,-11.8786,11.8786,0.147809
2,23,162,2,0.035353,0.989645,0.000224,2795,-12.2034,12.2034,0.069973
