seed,window,phase,lid,n_core,s_avg,r_core,b_gen,phase_sig,links_total
2,55,tracking,362,4,0.354996,0.538867,0.765182,-2.954815,2678
2,55,tracking,363,5,0.322615,0.628625,1.014018,-1.805838,2678
2,55,tracking,364,2,0.041543,0.991457,0.082376,2.903615,2678
2,55,tracking,365,2,0.06395,0.999133,0.127789,-2.74036,2678
2,55,tracking,366,2,0.030226,0.974707,0.058923,1.345458,2678
2,55,tracking,367,2,0.082197,0.989323,0.162639,-2.978166,2678
2,55,tracking,370,2,0.083751,0.999696,0.167452,-2.805843,2678
2,56,tracking,376,2,0.072974,0.926323,0.135194,-2.404332,2674
2,56,tracking,377,2,0.111594,0.559019,0.124766,-2.553581,2674
2,56,tracking,373,3,0.417974,0.825037,1.034531,-2.766835,2674
2,56,tracking,374,2,0.01559,0.9574,0.029851,-1.718049,2674
2,57,tracking,384,2,0.026954,0.999808,0.053897,0.544271,2578
2,57,tracking,385,2,0.015949,0.97138,0.030986,3.080575,2578
2,57,tracking,386,2,0.007917,0.607536,0.00962,1.909185,2578
2,57,tracking,389,2,0.057931,0.941729,0.10911,-3.138904,2578
2,57,tracking,380,2,0.06503,0.966731,0.125733,-2.634,2578
2,57,tracking,382,2,0.074562,0.793297,0.1183,2.725399,2578
2,58,tracking,390,2,0.125083,0.862792,0.21584,1.13936,2688
2,58,tracking,391,2,0.040793,0.98336,0.080228,0.118626,2688
2,58,tracking,392,2,0.370345,0.708425,0.524724,2.463252,2688
2,58,tracking,393,2,0.109321,0.847419,0.185281,0.03941,2688
2,58,tracking,394,2,0.049818,0.977967,0.09744,-0.278274,2688
2,58,tracking,396,2,0.236253,0.845164,0.399345,0.037738,2688
2,59,tracking,398,2,0.029508,0.779383,0.045996,-0.138557,2628
2,59,tracking,399,2,0.05586,0.966344,0.107961,2.860732,2628
2,59,tracking,400,2,0.1931,0.916363,0.353899,-1.143509,2628
2,59,tracking,407,2,0.281044,0.926082,0.520539,2.476372,2628
2,59,tracking,410,2,0.021003,0.891289,0.03744,-2.382672,2628
2,59,tracking,411,2,0.195615,0.998909,0.390803,-1.512889,2628
2,59,tracking,412,2,0.049186,0.905059,0.089032,2.016217,2628
2,59,tracking,413,2,0.105204,0.99792,0.209971,2.53448,2628
2,59,tracking,414,2,0.019214,0.990566,0.038065,2.26253,2628
2,59,tracking,415,2,0.015378,0.979896,0.030138,1.922022,2628
2,61,tracking,416,5,0.489135,0.509598,1.246312,1.70273,2592
2,62,tracking,417,3,0.332831,0.993938,0.992441,0.751279,2574
2,62,tracking,418,3,0.313857,0.951545,0.895946,2.388847,2574
2,62,tracking,419,3,0.365742,0.281855,0.309259,-1.420632,2574
2,62,tracking,420,2,0.187635,0.781863,0.293409,-0.766762,2574
2,62,tracking,422,2,0.046088,0.985921,0.090878,1.173991,2574
2,62,tracking,423,2,0.013222,0.997454,0.026378,0.567939,2574
2,62,tracking,426,2,0.097556,0.788097,0.153767,-0.343674,2574
2,62,tracking,429,2,0.490763,0.844223,0.828626,-0.65707,2574
2,62,tracking,430,2,0.559726,0.990966,1.109338,1.567296,2574
2,62,tracking,431,2,0.02808,0.88705,0.049816,0.858537,2574
2,62,tracking,432,2,0.012883,0.980322,0.02526,0.674906,2574
2,62,tracking,433,2,0.05997,0.942779,0.113077,0.663825,2574
2,64,tracking,448,2,0.132294,0.999344,0.264415,0.493206,2624
2,64,tracking,437,5,0.234624,0.297866,0.349432,-2.957905,2624
2,64,tracking,438,2,0.011617,0.316738,0.007359,2.500561,2624
2,64,tracking,440,2,0.031765,0.72581,0.046111,-0.597429,2624
2,64,tracking,442,2,0.010767,0.98384,0.021186,1.487638,2624
2,64,tracking,443,2,0.174058,0.989314,0.344395,0.312177,2624
2,64,tracking,444,2,0.034079,0.990822,0.067532,-1.452601,2624
2,64,tracking,445,2,0.029707,0.939188,0.055801,-2.170818,2624
2,64,tracking,446,2,0.036937,0.96748,0.071471,-1.570744,2624
2,65,tracking,449,5,0.432436,0.969782,2.096844,1.773842,2656
2,65,tracking,451,2,0.141104,0.999274,0.282002,1.805681,2656
2,65,tracking,452,2,0.119271,0.896044,0.213745,2.387113,2656
2,65,tracking,454,2,0.014214,0.984629,0.027992,0.913899,2656
2,65,tracking,456,2,0.007844,0.757235,0.011879,1.8078,2656
2,65,tracking,459,2,0.10431,0.998177,0.20824,1.86356,2656
2,65,tracking,460,2,0.155447,0.999999,0.310894,-3.036385,2656
2,65,tracking,463,2,0.273354,0.976304,0.533754,-2.138731,2656
2,65,tracking,464,2,0.018669,0.990918,0.036999,2.732295,2656
2,65,tracking,465,2,0.178172,0.999323,0.356103,1.804657,2656
2,66,tracking,466,2,0.072853,0.940112,0.13698,0.764781,2534
2,66,tracking,467,2,0.025068,0.968422,0.048553,0.033431,2534
2,66,tracking,469,2,0.04646,0.443457,0.041206,-1.337892,2534
2,66,tracking,471,2,0.079092,0.858528,0.135806,1.98553,2534
2,66,tracking,473,2,0.015346,0.99724,0.030607,1.368026,2534
2,67,tracking,480,2,0.039108,0.886455,0.069335,1.499502,2577
2,67,tracking,474,4,0.327191,0.765334,1.001642,-1.93523,2577
2,67,tracking,475,5,0.352231,0.546877,0.963134,2.04342,2577
2,67,tracking,476,2,0.591156,0.888445,1.050419,-0.730614,2577
2,69,tracking,483,2,0.633356,0.999688,1.266316,2.733996,2498
2,69,tracking,485,2,0.029695,0.988166,0.058687,2.917398,2498
2,69,tracking,486,2,0.09127,0.990992,0.180896,2.937494,2498
2,69,tracking,487,2,0.185531,0.893662,0.331604,-3.10699,2498
2,69,tracking,488,2,0.082782,0.973577,0.16119,1.776288,2498
3,0,maturation,1,2,0.067946,0.945529,0.12849,0.705138,3108
3,0,maturation,2,2,0.097119,0.975859,0.189549,1.435278,3108
3,1,maturation,3,3,0.380371,0.982823,1.121513,1.42027,3041
3,1,maturation,4,3,0.466334,0.961908,1.345713,-1.760186,3041
3,1,maturation,5,2,0.033709,0.555704,0.037465,1.916673,3041
3,1,maturation,6,2,0.169966,0.995397,0.338367,-2.118386,3041
3,1,maturation,7,2,0.470863,0.918912,0.865363,-0.303002,3041
3,1,maturation,8,2,0.395579,0.959868,0.759408,-2.505272,3041
3,1,maturation,10,2,0.062228,0.725582,0.090303,0.101123,3041
3,1,maturation,13,2,0.026514,0.993543,0.052685,-0.772879,3041
3,2,maturation,14,5,0.278325,0.253055,0.352158,-0.237416,3085
3,2,maturation,15,2,0.13609,0.927818,0.252533,-2.244269,3085
3,2,maturation,18,2,0.01083,0.218428,0.004731,-0.097064,3085
3,2,maturation,20,2,0.014386,0.969115,0.027883,-1.403295,3085
3,2,maturation,22,2,0.104246,0.985709,0.205513,-2.812437,3085
3,2,maturation,23,2,0.089969,0.977222,0.175839,-2.547399,3085
3,2,maturation,24,2,0.018822,0.981878,0.036962,-1.665705,3085
3,3,maturation,25,5,0.290168,0.951108,1.379908,-0.989455,3073
3,3,maturation,26,2,0.046164,0.904093,0.083473,-2.071583,3073
3,3,maturation,27,2,0.011885,0.937049,0.022274,0.855858,3073
3,3,maturation,28,2,0.01678,0.951296,0.031925,0.145649,3073
3,4,maturation,32,2,0.536316,0.971091,1.041623,-1.508022,2985
3,4,maturation,33,2,0.091057,0.999996,0.182112,-1.780474,2985
3,4,maturation,34,2,0.75376,0.90407,1.362905,1.304983,2985
3,4,maturation,35,2,0.1597,0.911174,0.291029,-0.813099,2985
3,4,maturation,31,3,0.411362,0.744086,0.918267,-0.642221,2985
3,5,maturation,36,2,0.841327,0.993031,1.670928,1.692574,2969
3,5,maturation,37,2,0.010159,0.229748,0.004668,1.013755,2969
3,5,maturation,40,2,0.063847,0.873601,0.111554,0.302252,2969
3,5,maturation,41,2,0.144791,0.994987,0.288131,1.136802,2969
3,5,maturation,42,2,0.023966,0.934531,0.044793,1.724887,2969
3,5,maturation,43,2,0.010133,0.989164,0.020046,1.097352,2969
3,5,maturation,44,2,0.138701,0.987508,0.273938,1.187232,2969
3,5,maturation,45,2,0.009516,0.95904,0.018252,1.123943,2969
3,5,maturation,46,2,0.007366,0.970424,0.014296,2.631934,2969
3,5,maturation,47,2,0.012588,0.868252,0.021859,0.4618,2969
3,6,maturation,50,2,0.009909,0.632458,0.012535,-0.620661,3030
3,6,maturation,51,2,0.012548,0.762748,0.019142,-2.242289,3030
3,6,maturation,53,2,0.155817,0.986572,0.307449,-1.872844,3030
3,7,maturation,54,4,0.427358,0.849322,1.451859,-0.291071,3056
3,7,maturation,56,2,0.011265,0.998931,0.022506,0.299674,3056
3,7,maturation,57,2,0.062309,0.730836,0.091076,0.586438,3056
3,7,maturation,58,2,0.11872,0.783083,0.185935,0.647309,3056
3,7,maturation,59,2,0.022144,0.993473,0.043998,0.13525,3056
3,7,maturation,61,2,0.018444,0.966722,0.03566,-2.038024,3056
3,8,maturation,62,3,0.467708,0.972413,1.364416,1.387167,2995
3,8,maturation,63,2,0.161421,0.934755,0.301778,2.062526,2995
3,9,maturation,65,2,0.066499,0.974292,0.129578,-2.399348,2975
3,9,maturation,66,2,0.032931,0.798664,0.052602,2.997657,2975
3,9,maturation,68,2,0.03833,0.38966,0.029871,1.226501,2975
3,9,maturation,71,2,0.026179,0.67424,0.035302,-3.011861,2975
3,9,maturation,74,2,0.055518,0.996456,0.110642,-0.091701,2975
3,9,maturation,75,2,0.026341,0.999702,0.052666,2.391548,2975
3,10,maturation,76,5,0.359014,0.952025,1.708953,0.380989,2990
3,10,maturation,80,2,0.150051,0.963031,0.289007,-1.316322,2990
3,10,maturation,81,2,0.043789,0.975782,0.085457,-3.131352,2990
3,10,maturation,83,2,0.107201,0.735506,0.157693,1.708815,2990
3,10,maturation,84,2,0.08568,0.993111,0.17018,2.38404,2990
3,10,maturation,85,2,0.140669,0.993671,0.279558,0.170062,2990
3,10,maturation,87,2,0.17848,0.977773,0.349026,2.716533,2990
3,10,maturation,88,2,0.446395,0.661747,0.590802,-1.12148,2990
3,10,maturation,89,2,0.160072,0.924588,0.296001,-2.49265,2990
3,10,maturation,90,2,0.146984,0.972752,0.285959,-0.181644,2990
3,11,maturation,92,5,0.237621,0.551897,0.65571,-2.165168,3120
3,12,maturation,96,2,0.086676,0.771774,0.133788,-1.092762,3020
3,12,maturation,99,2,0.073319,0.99483,0.14588,3.120673,3020
3,12,maturation,93,3,0.278029,0.881285,0.735068,-1.1865,3020
3,12,maturation,94,2,0.062378,0.997017,0.124384,-0.309557,3020
3,13,maturation,100,4,0.364132,0.813565,1.184982,-0.996365,3054
3,13,maturation,101,2,0.366285,0.935272,0.685153,-2.136333,3054
3,13,maturation,102,2,0.008924,0.998369,0.017819,-0.692613,3054
3,13,maturation,105,2,0.007398,0.965234,0.014281,-2.948899,3054
3,13,maturation,107,2,0.198325,0.973693,0.386214,-1.904164,3054
3,13,maturation,109,2,0.007514,0.982749,0.014768,-0.940356,3054
3,13,maturation,110,2,0.010292,0.999609,0.020575,-0.221933,3054
3,13,maturation,111,2,0.030385,0.967788,0.058812,0.063079,3054
3,13,maturation,112,2,0.010753,0.993629,0.02137,-2.56698,3054
3,13,maturation,113,2,0.333994,0.782098,0.522432,1.912741,3054
3,13,maturation,114,2,0.047521,0.989781,0.094071,-2.429646,3054
3,13,maturation,117,2,0.048315,0.985052,0.095186,-2.752439,3054
3,13,maturation,118,2,0.172308,0.722922,0.249131,0.449517,3054
3,14,maturation,120,2,0.066388,0.98003,0.130125,-0.42331,2959
3,14,maturation,121,2,0.072136,0.910847,0.131409,-2.580074,2959
3,14,maturation,123,2,0.015699,0.919588,0.028872,-0.626681,2959
3,15,maturation,128,2,0.026713,0.997009,0.053265,-1.585087,2921
3,15,maturation,129,2,0.010637,0.602015,0.012807,-1.601839,2921
3,15,maturation,131,2,0.025079,0.997741,0.050045,-0.295635,2921
3,15,maturation,132,2,0.009838,0.860546,0.016932,-3.05938,2921
3,15,maturation,134,2,0.021092,0.928214,0.039155,2.374837,2921
3,15,maturation,135,2,0.023408,0.983996,0.046066,2.17354,2921
3,15,maturation,124,4,0.334189,0.515413,0.688983,2.639124,2921
3,15,maturation,125,2,0.03113,0.760104,0.047324,-1.076421,2921
3,15,maturation,127,2,0.027657,0.308436,0.017061,0.607199,2921
3,16,maturation,136,2,0.231867,0.964416,0.447233,0.240993,2824
3,16,maturation,137,2,0.010883,0.998105,0.021725,-0.098013,2824
3,16,maturation,138,2,0.139336,0.999999,0.278672,-2.712892,2824
3,17,maturation,141,5,0.358681,0.831519,1.49125,-0.470939,2932
3,18,maturation,144,2,0.042239,0.966329,0.081634,2.031519,2922
3,18,maturation,145,2,0.038812,0.938921,0.072883,1.41277,2922
3,18,maturation,146,2,0.051759,0.919365,0.095172,3.036037,2922
3,18,maturation,143,2,0.037028,0.985811,0.073005,2.452324,2922
3,19,maturation,147,5,0.231356,0.206673,0.239075,-2.109872,2898
3,19,maturation,148,5,0.284106,0.527209,0.748917,-2.766622,2898
3,19,maturation,149,2,0.013968,0.766975,0.021426,-2.369949,2898
3,19,maturation,151,2,0.011816,0.752073,0.017773,-2.380522,2898
3,19,maturation,152,2,0.038957,0.830687,0.064723,-2.49481,2898
3,19,maturation,153,2,0.011812,0.986567,0.023307,-1.716101,2898
3,20,tracking,161,2,0.055609,0.791986,0.088083,-1.924626,2837
3,20,tracking,156,2,0.045409,0.999998,0.090817,-0.647891,2837
3,20,tracking,157,2,0.016672,0.970038,0.032344,-2.336036,2837
3,20,tracking,158,2,0.170494,0.809596,0.276063,-0.449416,2837
3,20,tracking,159,2,0.035426,0.99917,0.070792,-1.126748,2837
3,21,tracking,162,4,0.477397,0.207234,0.395731,1.228436,2726
3,21,tracking,164,2,0.01435,0.99536,0.028568,2.676675,2726
3,21,tracking,165,2,0.232912,0.939415,0.437603,-0.776852,2726
3,21,tracking,166,2,0.015226,0.939688,0.028616,2.22084,2726
3,21,tracking,167,2,0.115899,0.918345,0.212871,-0.485527,2726
3,22,tracking,169,4,0.228365,0.633447,0.578628,1.53416,2853
3,22,tracking,173,2,0.177588,0.846778,0.300755,2.1997,2853
3,22,tracking,174,2,0.126876,0.833291,0.211448,0.088523,2853
3,22,tracking,175,2,0.096003,0.999624,0.191934,2.422583,2853
3,22,tracking,176,2,0.175023,0.992116,0.347287,1.747579,2853
3,23,tracking,177,5,0.295292,0.856383,1.264414,1.545591,2876
3,23,tracking,178,2,0.087467,0.99202,0.173537,1.251125,2876
3,23,tracking,179,2,0.124575,0.711938,0.17738,2.600426,2876
3,23,tracking,181,2,0.111605,0.476115,0.106274,0.666695,2876
3,23,tracking,182,2,0.050169,0.916834,0.091994,0.706792,2876
3,23,tracking,183,2,0.119877,0.787971,0.188919,2.434263,2876
3,23,tracking,185,2,0.042899,0.813921,0.069833,2.453966,2876
3,24,tracking,186,4,0.345254,0.834274,1.152145,-1.66615,2814
3,24,tracking,189,2,0.054691,0.995229,0.10886,0.678697,2814
3,24,tracking,190,2,0.023396,0.987289,0.046197,-1.575447,2814
3,24,tracking,191,2,0.120671,0.992731,0.239587,-1.535217,2814
3,25,tracking,192,5,0.260694,0.516882,0.67374,2.923081,2868
3,25,tracking,193,2,0.026446,0.973195,0.051473,1.83562,2868
3,25,tracking,195,2,0.022553,0.999037,0.045062,2.106518,2868
3,25,tracking,196,2,0.018411,0.994483,0.036619,2.040549,2868
3,25,tracking,197,2,0.022493,0.453688,0.02041,0.489368,2868
3,26,tracking,198,2,0.018032,0.868896,0.031336,2.724709,2880
3,26,tracking,199,2,0.02375,0.901574,0.042825,1.159101,2880
3,26,tracking,200,2,0.201902,0.998741,0.403295,0.132536,2880
3,26,tracking,201,2,0.013074,0.994628,0.026008,1.797727,2880
3,26,tracking,203,2,0.069852,0.956326,0.133603,0.064859,2880
3,26,tracking,204,2,0.048777,0.985369,0.096127,0.538328,2880
3,26,tracking,205,2,0.024589,0.942932,0.046372,-2.80189,2880
3,26,tracking,207,2,0.072724,0.998773,0.145269,-3.086741,2880
3,26,tracking,208,2,0.420993,0.954781,0.803912,2.408933,2880
3,26,tracking,209,2,0.194964,0.978877,0.381691,0.288715,2880
3,27,tracking,217,2,0.217616,0.921504,0.401068,-1.627085,2780
3,27,tracking,214,2,0.098898,0.999278,0.197654,-1.185331,2780
3,27,tracking,215,2,0.132046,0.999137,0.263865,3.139909,2780
3,28,tracking,218,5,0.33318,0.485365,0.808571,1.193364,2878
3,28,tracking,219,4,0.400128,0.971271,1.554531,-3.104207,2878
3,29,tracking,224,2,0.182683,0.984808,0.359814,-2.992026,2815
3,29,tracking,225,2,0.148474,0.930685,0.276366,1.92912,2815
3,29,tracking,220,3,0.271695,0.852659,0.69499,-1.758267,2815
3,29,tracking,221,2,0.133234,0.846189,0.225482,-2.236984,2815
3,29,tracking,222,2,0.152473,0.983914,0.300041,1.367409,2815
3,31,tracking,227,4,0.292187,0.812293,0.949364,0.447324,2840
3,31,tracking,228,4,0.372711,0.746019,1.112196,-1.593546,2840
3,33,tracking,229,5,0.325259,0.93438,1.519576,-2.937029,2758
3,34,tracking,234,2,0.756583,0.976374,1.477415,2.7011,2845
3,34,tracking,231,5,0.283168,0.939562,1.330269,1.849749,2845
3,35,tracking,235,2,0.016989,0.996062,0.033844,2.694038,2677
3,35,tracking,236,2,0.01742,0.495884,0.017277,0.779158,2677
3,35,tracking,237,2,0.129714,0.999992,0.259426,0.004679,2677
3,35,tracking,239,2,0.042393,0.927632,0.07865,2.229863,2677
3,36,tracking,241,2,0.032325,0.999765,0.064636,-1.806575,2854
3,36,tracking,243,2,0.064295,0.998585,0.128408,-1.558414,2854
3,37,tracking,248,2,0.014956,0.900596,0.026939,-0.004327,2765
3,37,tracking,250,2,0.068963,0.976504,0.134686,-2.510278,2765
3,37,tracking,245,2,0.04652,0.994513,0.092529,-2.836646,2765
3,37,tracking,246,2,0.018128,0.952696,0.03454,2.138103,2765
3,38,tracking,256,2,0.17581,0.991041,0.34847,0.99338,2734
3,38,tracking,257,2,0.09313,0.941744,0.175408,2.534425,2734
3,38,tracking,251,2,0.031687,0.975189,0.061801,1.432508,2734
3,38,tracking,252,2,0.54732,0.761197,0.833237,2.446277,2734
3,38,tracking,253,2,0.04667,0.991664,0.092562,1.261351,2734
3,39,tracking,259,5,0.275614,0.937827,1.292394,-1.021575,2787
3,39,tracking,260,4,0.341002,0.615644,0.839743,0.348384,2787
3,39,tracking,261,2,0.035755,0.956667,0.068411,-2.45298,2787
3,39,tracking,263,2,0.017651,0.960188,0.033896,-1.636081,2787
3,39,tracking,264,2,0.021035,0.963498,0.040534,1.246286,2787
3,39,tracking,267,2,0.021056,0.67734,0.028524,0.690383,2787
3,39,tracking,268,2,0.127913,0.997742,0.255248,1.827215,2787
3,39,tracking,269,2,0.007589,0.997071,0.015133,-2.680694,2787
3,39,tracking,270,2,0.090243,0.97747,0.17642,1.540357,2787
3,39,tracking,271,2,0.013657,0.996689,0.027224,1.741779,2787
3,39,tracking,272,2,0.057998,0.997372,0.115691,-2.676115,2787
3,39,tracking,274,2,0.017436,0.698506,0.024358,-0.539078,2787
3,40,tracking,276,3,0.26565,0.966636,0.77036,0.216121,2707
3,41,tracking,281,2,0.168566,0.764136,0.257614,1.55858,2718
3,41,tracking,277,3,0.287501,0.431087,0.371814,0.983103,2718
3,41,tracking,278,5,0.238149,0.63174,0.75224,0.896379,2718
3,41,tracking,279,2,0.097964,0.973163,0.190669,-0.37377,2718
3,43,tracking,288,2,0.2277,0.960691,0.437498,0.729228,2764
3,43,tracking,289,2,0.018113,0.799542,0.028964,2.452834,2764
3,43,tracking,290,2,0.01102,0.699234,0.015411,-2.371901,2764
3,43,tracking,282,4,0.406529,0.972039,1.580648,1.723866,2764
3,43,tracking,283,5,0.296588,0.916517,1.35914,-2.948701,2764
3,43,tracking,284,2,0.121842,0.87216,0.212531,1.524787,2764
3,43,tracking,286,2,0.767277,0.999997,1.534549,2.540907,2764
3,43,tracking,287,2,0.192433,0.859132,0.330651,2.578784,2764
3,44,tracking,293,5,0.261758,0.862854,1.129293,2.624091,2726
3,44,tracking,294,2,0.058735,0.995249,0.116912,2.558377,2726
3,44,tracking,295,2,0.110468,0.99897,0.220708,0.44329,2726
3,44,tracking,296,2,0.213557,0.967584,0.413269,0.231877,2726
3,44,tracking,297,2,0.037795,0.82412,0.062295,-3.020678,2726
3,44,tracking,300,2,0.020086,0.911269,0.036607,-0.470748,2726
3,44,tracking,301,2,0.010858,0.628002,0.013637,0.86247,2726
3,44,tracking,304,2,0.082786,0.992152,0.164272,1.843948,2726
3,45,tracking,305,4,0.298953,0.663997,0.794015,-1.242535,2757
3,45,tracking,306,5,0.361964,0.200707,0.363244,3.110187,2757
3,45,tracking,307,2,0.055305,0.999979,0.110607,0.42664,2757
3,45,tracking,311,2,0.089533,0.913759,0.163623,2.679582,2757
3,46,tracking,313,2,0.037411,0.945568,0.070749,-0.455013,2791
3,46,tracking,314,2,0.020478,0.675355,0.02766,-2.843285,2791
3,47,tracking,317,2,0.282308,0.996591,0.56269,0.818288,2633
3,47,tracking,318,2,0.277351,0.999392,0.554365,1.249077,2633
3,48,tracking,320,3,0.281957,0.32255,0.272836,-3.013987,2606
3,48,tracking,322,2,0.154595,0.935852,0.289356,1.201135,2606
3,48,tracking,324,2,0.112744,0.948815,0.213946,-0.026897,2606
3,48,tracking,325,2,0.017476,0.98659,0.034483,0.680003,2606
3,48,tracking,326,2,0.313903,0.927471,0.582272,1.823657,2606
3,48,tracking,327,2,0.313121,0.699957,0.438343,2.365448,2606
3,48,tracking,329,2,0.13127,0.991938,0.260423,2.338571,2606
3,51,tracking,336,2,0.3269,0.982284,0.642218,-0.209527,2666
3,51,tracking,337,2,0.128777,0.313607,0.080771,-3.113489,2666
3,51,tracking,338,2,0.163117,0.997027,0.325263,-0.916429,2666
3,51,tracking,332,2,0.374822,0.998298,0.748368,-1.910252,2666
3,52,tracking,341,5,0.401549,0.256048,0.514078,-2.833438,2744
3,52,tracking,342,5,0.352514,0.423357,0.746197,1.499547,2744
3,52,tracking,344,2,0.184463,0.91779,0.338596,-2.311748,2744
3,52,tracking,345,2,0.174403,0.982274,0.342624,-1.144297,2744
3,52,tracking,346,2,0.266718,0.902685,0.481525,-2.346297,2744
3,53,tracking,353,2,0.084152,0.990188,0.166652,1.549847,2630
3,53,tracking,354,2,0.482214,0.910368,0.877984,1.832502,2630
3,53,tracking,357,2,0.132258,0.997902,0.263961,-1.428577,2630
3,53,tracking,358,2,0.096904,0.884285,0.171381,2.756507,2630
3,53,tracking,359,2,0.152954,0.721471,0.220704,-2.149422,2630
3,53,tracking,348,4,0.261668,0.715332,0.748719,-1.956825,2630
3,53,tracking,349,2,0.108576,0.980028,0.212816,-1.019626,2630
3,53,tracking,350,2,0.040639,0.996703,0.081009,2.585784,2630
3,54,tracking,360,5,0.367919,0.869296,1.59915,-1.415872,2812
3,54,tracking,361,2,0.00713,0.522162,0.007446,1.301521,2812
3,54,tracking,362,2,0.0113,0.970719,0.021939,2.277369,2812
3,54,tracking,363,2,0.008852,0.793552,0.014049,-3.101291,2812
3,54,tracking,365,2,0.031905,0.965567,0.061612,0.463965,2812
3,54,tracking,367,2,0.024899,0.495613,0.02468,-2.286202,2812
3,54,tracking,368,2,0.038116,0.918093,0.069988,1.141297,2812
3,54,tracking,372,2,0.011052,0.992336,0.021935,3.066783,2812
3,54,tracking,374,2,0.010009,0.990096,0.019819,2.183471,2812
3,55,tracking,376,4,0.42552,0.380538,0.647706,1.087122,2670
3,55,tracking,377,2,0.035176,0.160241,0.011273,1.691814,2670
3,55,tracking,379,2,0.147348,0.964123,0.284124,0.00199,2670
3,55,tracking,375,5,0.294821,0.990888,1.460674,0.391377,2670
3,56,tracking,385,2,0.057077,0.997258,0.113841,-2.498434,2685
3,56,tracking,386,2,0.096146,0.99908,0.192116,-2.639436,2685
3,56,tracking,389,2,0.471123,0.935454,0.881427,-1.159106,2685
3,56,tracking,390,2,0.01311,0.949629,0.024899,1.833999,2685
3,56,tracking,392,2,0.093841,0.407477,0.076476,-0.368337,2685
3,56,tracking,380,2,0.018831,0.999524,0.037644,2.18549,2685
3,56,tracking,381,2,0.072412,0.561263,0.081284,2.727056,2685
3,56,tracking,382,2,0.117693,0.97704,0.229982,-1.36267,2685
3,57,tracking,393,2,0.07737,0.796862,0.123306,-2.098762,2648
3,57,tracking,394,2,0.077124,0.751114,0.115857,-2.031881,2648
3,57,tracking,395,2,0.149671,0.998143,0.298786,-0.107252,2648
3,57,tracking,397,2,0.18069,0.478298,0.172847,-2.478495,2648
3,57,tracking,398,2,0.079434,0.777725,0.123556,-2.124089,2648
3,57,tracking,400,2,0.100055,0.879339,0.175965,0.325048,2648
3,57,tracking,401,2,0.161164,0.989809,0.319042,1.877783,2648
3,57,tracking,402,2,0.374789,0.965325,0.723586,-1.66832,2648
3,57,tracking,406,2,0.099091,0.999988,0.198179,-1.365661,2648
3,57,tracking,407,2,0.221699,0.98673,0.437515,-0.005329,2648
3,57,tracking,408,2,0.194525,0.999935,0.389025,-1.382101,2648
3,58,tracking,410,2,0.058035,0.978703,0.113597,0.647297,2622
3,59,tracking,416,2,0.100062,0.913314,0.182775,-2.624206,2690
3,59,tracking,417,2,0.132205,0.974148,0.257575,-0.39897,2690
3,60,tracking,418,2,0.185932,0.5292,0.196791,0.301903,2621
3,60,tracking,419,2,0.105613,0.944377,0.199477,0.301491,2621
3,60,tracking,422,2,0.048041,0.869651,0.083558,1.163237,2621
3,60,tracking,423,2,0.193988,0.874066,0.339116,-0.20669,2621
3,60,tracking,424,2,0.234372,0.718753,0.336912,-2.913431,2621
3,62,tracking,427,5,0.253071,0.957014,1.210963,2.886356,2609
3,63,tracking,428,5,0.283287,0.926596,1.312463,2.174585,2627
3,63,tracking,429,2,0.066262,0.943943,0.125095,0.239727,2627
3,63,tracking,430,2,0.17086,0.945977,0.323259,2.381189,2627
3,64,tracking,433,2,0.144527,0.644135,0.18619,-3.016492,2540
3,64,tracking,436,2,0.074061,0.985499,0.145974,-0.938826,2540
3,65,tracking,437,5,0.467414,0.674579,1.576538,0.57148,2520
3,65,tracking,438,4,0.410943,0.771012,1.267367,0.526971,2520
3,65,tracking,439,2,0.015078,0.994712,0.029996,0.569303,2520
3,65,tracking,440,2,0.042838,0.99472,0.085223,1.898592,2520
3,65,tracking,441,2,0.039957,0.882086,0.07049,0.163059,2520
3,65,tracking,442,2,0.026847,0.975754,0.052392,1.778023,2520
3,65,tracking,443,2,0.037128,0.980208,0.072787,0.463351,2520
3,65,tracking,446,2,0.12419,0.78482,0.194933,1.474607,2520
3,66,tracking,451,2,0.011965,0.977124,0.023383,1.413684,2569
3,66,tracking,452,2,0.08003,0.92612,0.148236,0.540413,2569
3,66,tracking,455,2,0.098478,0.914502,0.180117,0.513011,2569
3,68,tracking,456,3,0.479172,0.4244,0.610082,2.627401,2425
3,68,tracking,457,2,0.065878,0.998172,0.131515,0.237684,2425
3,68,tracking,458,2,0.047325,0.998897,0.094545,0.346328,2425
3,68,tracking,459,2,0.659811,0.993752,1.311377,0.566675,2425
3,68,tracking,462,2,0.177822,0.983681,0.34984,0.498309,2425
3,69,tracking,464,2,0.194528,0.4911,0.191066,-2.635892,2645
4,0,maturation,0,5,0.308569,0.579981,0.894822,0.174731,3173
4,0,maturation,1,5,0.349233,0.867851,1.515411,-2.408431,3173
4,1,maturation,2,5,0.261285,0.76856,1.004065,-2.002969,3089
4,1,maturation,3,3,0.436126,0.916087,1.19859,1.774175,3089
4,1,maturation,4,2,0.022055,0.636365,0.02807,-1.587307,3089
4,1,maturation,5,2,0.043906,0.990015,0.086935,2.19657,3089
4,1,maturation,6,2,0.117322,0.996472,0.233815,2.118927,3089
4,1,maturation,8,2,0.017301,0.971811,0.033626,2.212596,3089
