seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
99,1,420,10.9413,384,10.8532,405,11.1601,398,10.8617,365,10.0509,380,10.3004
99,2,403,11.348,410,12.0343,377,11.0944,391,11.5012,360,9.4106,389,10.5021
99,3,433,12.6263,407,10.9059,363,9.8269,361,10.6831,378,10.393,385,10.2547
99,4,422,11.875,444,11.5649,378,9.8659,375,9.581,376,9.9991,341,9.3754
99,5,400,11.0443,422,11.0831,396,10.4797,360,9.4282,342,9.4598,388,10.2304
99,6,416,11.1747,391,11.1631,363,9.7644,372,9.9312,370,10.7471,376,10.0483
99,7,441,11.8509,402,11.0794,388,10.7964,401,10.9289,362,10.4625,344,9.1142
99,8,384,10.1791,399,11.1685,366,10.1462,394,10.0148,400,10.5158,350,9.897
99,9,384,10.165,418,12.2701,347,9.3641,347,9.3438,382,10.5654,375,9.8467
99,10,384,10.6286,409,11.4109,378,10.0391,412,11.3044,367,10.2063,360,10.2636
99,11,390,11.6054,415,12.0664,403,10.4463,404,12.2339,360,10.1236,373,10.3024
99,12,397,10.7662,427,12.0261,354,9.7009,393,10.9119,343,10.266,367,10.9129
99,13,423,11.3066,375,9.9101,385,11.1972,406,11.8525,384,10.9837,357,9.6708
99,14,420,12.2579,400,11.1457,362,9.8452,366,10.5751,350,9.4903,354,10.3837
99,15,410,11.1892,362,9.8623,359,9.8038,389,10.0273,352,9.9315,354,9.5992
99,16,404,10.8963,430,13.0002,353,9.3747,379,9.5921,401,11.3851,363,10.4183
99,17,421,12.0425,376,10.7329,392,10.5303,380,10.4844,378,10.2853,397,11.1701
99,18,378,11.1574,391,9.6313,376,10.296,376,9.7334,358,9.3573,392,10.6333
99,19,370,10.1152,387,10.6321,374,9.8426,365,10.6413,393,10.4864,370,9.9002
99,20,440,12.0677,409,10.6128,403,10.0141,396,10.2405,362,9.9524,383,10.5806
99,21,396,10.9076,373,10.1239,364,9.9406,361,9.2355,405,11.3952,387,10.5567
99,22,377,10.9206,396,11.1428,403,10.8169,417,11.7057,376,9.9479,365,10.2974
99,23,426,11.2728,376,10.2845,375,10.5751,397,11.9358,356,9.3475,391,11.2544
99,24,404,10.8347,403,10.2808,389,10.5415,370,10.4181,376,9.9794,342,9.6548
99,25,397,10.8382,380,11.5125,371,10.221,375,10.5456,376,10.1982,351,9.7781
