seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
42,1,437,12.5334,404,11.571,363,9.6826,429,11.4766,356,9.8071,381,9.8354
42,2,406,11.2261,372,9.5521,400,10.959,418,11.5642,356,10.1129,358,9.3746
42,3,430,11.5189,412,11.0131,387,10.9646,412,11.7103,365,12.1252,354,9.7519
42,4,408,10.5179,394,11.6846,382,10.9376,419,11.2607,374,10.2089,412,11.5888
42,5,397,10.5498,437,12.4083,382,10.8611,368,9.1814,386,10.3505,365,10.0775
42,6,435,12.1486,412,11.0724,380,10.4209,394,10.6889,335,9.0679,374,10.5782
42,7,384,10.2932,391,12.0246,391,11.0556,389,11.0487,365,9.9735,362,9.4742
42,8,433,10.9818,381,10.0955,349,9.3351,384,11.2958,352,9.7385,393,11.0327
42,9,380,11.2947,394,11.5046,389,11.3242,390,10.7916,393,11.3767,358,9.8276
42,10,390,11.9562,396,10.9714,361,10.2896,400,11.0729,388,11.5109,384,11.3637
42,11,399,10.4383,371,10.3327,373,9.8321,375,10.4376,340,8.3803,384,10.1477
42,12,358,9.8284,432,11.8403,360,9.4595,368,10.2966,378,11.348,364,10.144
42,13,390,11.1383,408,11.2069,389,10.6498,383,10.3689,372,10.5839,369,10.3469
42,14,410,11.631,370,10.129,408,10.7896,382,11.0461,368,10.1216,385,11.4447
42,15,376,9.9907,386,10.0944,377,10.1986,414,10.7165,387,10.2641,368,10.6216
42,16,356,9.7228,400,11.1354,382,10.7326,397,10.749,349,10.2764,352,9.3012
42,17,398,12.1667,431,11.9735,391,11.5907,361,9.9178,322,8.4938,367,9.8041
42,18,451,11.9399,407,11.0404,372,10.7452,367,9.6616,365,9.7039,354,8.9258
42,19,348,10.0237,407,11.8503,363,9.9673,386,10.9747,402,12.0927,363,10.302
42,20,397,11.1957,401,11.9347,368,10.2456,370,11.3598,344,9.5901,371,10.3812
42,21,373,10.5804,385,10.3456,389,11.0688,377,9.4611,401,11.767,344,10.041
42,22,366,9.7818,393,10.4902,347,9.979,379,11.2919,321,10.6841,329,8.8117
42,23,396,10.4423,400,11.1094,376,10.2025,388,9.871,361,10.5201,359,10.8739
42,24,394,10.5645,420,11.4632,397,11.2616,373,10.702,360,9.655,363,9.7666
42,25,353,9.6775,419,11.9449,363,10.941,361,9.9258,362,9.9443,374,9.9251
